n,knob_NUM_HIST,knob_HIST_SIZE,knob_NUM_WORK_ITEMS,knob_NUM_WORK_GROUPS,knob_SIMD,knob_COMPUTE_UNITS,knob_ACCUM_SMEM,knob_UNROLL_FACTOR,knob_PIPE_FACTOR,obj1,obj2,lut,ff,dsp,bram
1441,3,256,1,1,1,1,0,1,1,0.000142,71,319,121,3,3
1442,3,256,1,1,1,1,0,1,2,0.000142,71,319,121,3,3
1443,3,256,1,1,1,1,0,2,0,0.000188,85,314,206,2,3
1444,3,256,1,1,1,1,0,2,1,0.000142,100,430,264,0,3
1445,3,256,1,1,1,1,0,2,2,0.000142,100,430,264,0,3
1446,3,256,1,1,1,1,0,3,0,0.000186,90,350,293,0,3
1447,3,256,1,1,1,1,0,3,1,0.000147,107,432,329,0,3
1448,3,256,1,1,1,1,0,3,2,0.000147,107,432,329,0,3
1449,3,256,1,1,1,1,0,4,0,0.000166,115,464,298,5,3
1450,3,256,1,1,1,1,0,4,1,0.000152,126,495,391,3,3
1451,3,256,1,1,1,1,0,4,2,0.000152,126,495,391,3,3
1452,3,256,1,1,1,1,0,5,0,0.000163,132,512,237,15,3
1453,3,256,1,1,1,1,0,5,1,0.000152,147,547,265,15,3
1454,3,256,1,1,1,1,0,5,2,0.000146,149,548,265,15,3
1455,3,256,1,1,1,1,0,6,0,0.000168,131,463,434,2,3
1456,3,256,1,1,1,1,0,6,1,0.000167,155,651,503,0,3
1457,3,256,1,1,1,1,0,6,2,0.000167,155,651,503,0,3
1458,3,256,1,1,1,1,0,7,0,0.000161,152,467,521,0,3
1459,3,256,1,1,1,1,0,7,1,0.000185,169,729,569,0,3
1460,3,256,1,1,1,1,0,7,2,0.000185,169,729,569,0,3
1461,3,256,1,1,1,1,0,8,0,0.000184,170,599,484,8,3
1462,3,256,1,1,1,1,0,8,1,0.000153,177,697,619,0,3
1463,3,256,1,1,1,1,0,8,2,0.000153,177,697,619,0,3
1464,3,256,1,1,1,1,0,9,0,0.000191,198,615,635,0,3
1465,3,256,1,1,1,1,0,9,1,0.000189,204,898,677,0,3
1466,3,256,1,1,1,1,0,9,2,0.000187,207,899,677,0,3
1467,3,256,1,1,1,1,0,10,0,0.000195,194,639,662,2,3
1468,3,256,1,1,1,1,0,10,1,0.000188,212,892,743,0,3
1469,3,256,1,1,1,1,0,10,2,0.000188,212,892,743,0,3
1470,3,256,1,1,1,1,0,11,0,0.000180,225,733,740,0,3
1471,3,256,1,1,1,1,0,11,1,0.000208,249,1000,809,0,3
1472,3,256,1,1,1,1,0,11,2,0.000208,249,1000,809,0,3
1473,3,256,1,1,1,1,0,12,0,0.000174,223,716,734,5,3
1474,3,256,1,1,1,1,0,12,1,0.000219,267,1122,896,3,3
1475,3,256,1,1,1,1,0,12,2,0.000211,255,1122,896,3,3
1476,3,256,1,1,1,1,0,13,0,0.000168,225,699,852,0,3
1477,3,256,1,1,1,1,0,13,1,0.000175,266,1128,917,0,3
1478,3,256,1,1,1,1,0,13,2,0.000175,266,1128,917,0,3
1479,3,256,1,1,1,1,0,14,0,0.000193,245,864,878,2,3
1480,3,256,1,1,1,1,0,14,1,0.000223,303,1227,983,0,3
1481,3,256,1,1,1,1,0,14,2,0.000223,303,1227,983,0,3
1482,3,256,1,1,1,1,0,15,0,0.000191,253,783,964,0,3
1483,3,256,1,1,1,1,0,15,1,0.000189,313,1136,1049,0,3
1484,3,256,1,1,1,1,0,15,2,0.000189,313,1136,1049,0,3
1485,3,256,1,2,1,1,0,1,0,0.000368,559,2200,1578,14,46
1486,3,256,1,2,1,1,0,1,1,0.000319,540,2292,1586,14,46
1487,3,256,1,2,1,1,0,1,2,0.000319,540,2292,1586,14,46
1488,3,256,1,2,1,1,0,2,0,0.000332,574,2167,1742,8,46
1489,3,256,1,2,1,1,0,2,1,0.000242,610,2428,1748,8,46
1490,3,256,1,2,1,1,0,2,2,0.000242,610,2428,1748,8,46
1491,3,256,1,2,1,1,0,3,0,0.000239,653,2440,1914,8,46
1492,3,256,1,2,1,1,0,3,1,0.000266,631,2428,1972,8,46
1493,3,256,1,2,1,1,0,3,2,0.000266,631,2428,1972,8,46
1494,3,256,1,2,1,1,0,4,0,0.000385,652,2648,1927,18,46
1495,3,256,1,2,1,1,0,4,1,0.000388,687,2680,2126,14,46
1496,3,256,1,2,1,1,0,4,2,0.000388,687,2680,2126,14,46
1497,3,256,1,2,1,1,0,5,0,0.000239,720,2631,2134,8,46
1498,3,256,1,2,1,1,0,5,1,0.000255,689,2773,2200,8,46
1499,3,256,1,2,1,1,0,5,2,0.000255,689,2773,2200,8,46
1500,3,256,1,2,1,1,0,6,0,0.000307,705,2735,2188,12,46
1501,3,256,1,2,1,1,0,6,1,0.000294,726,2891,2330,8,46
1502,3,256,1,2,1,1,0,6,2,0.000294,726,2891,2330,8,46
1503,3,256,1,2,1,1,0,7,0,0.000257,706,2711,2354,8,46
1504,3,256,1,2,1,1,0,7,1,0.000264,742,2895,2460,8,46
1505,3,256,1,2,1,1,0,7,2,0.000264,742,2895,2460,8,46
1506,3,256,1,2,1,1,0,8,0,0.000323,760,2760,2288,24,46
1507,3,256,1,2,1,1,0,8,1,0.000295,781,3086,2590,14,46
1508,3,256,1,2,1,1,0,8,2,0.000295,781,3086,2590,14,46
1509,3,256,1,2,1,1,0,9,0,0.000332,740,2848,2574,8,46
1510,3,256,1,2,1,1,0,9,1,0.000278,820,3068,2672,8,46
1511,3,256,1,2,1,1,0,9,2,0.000278,820,3068,2672,8,46
1512,3,256,1,2,1,1,0,10,0,0.000323,815,2951,2628,12,46
1513,3,256,1,2,1,1,0,10,1,0.000259,826,3260,2804,8,46
1514,3,256,1,2,1,1,0,10,2,0.000259,826,3260,2804,8,46
1515,3,256,1,2,1,1,0,11,0,0.000261,815,2932,2776,8,46
1516,3,256,1,2,1,1,0,11,1,0.000267,836,3397,2959,8,46
1517,3,256,1,2,1,1,0,11,2,0.000267,836,3397,2959,8,46
1518,3,256,1,2,1,1,0,12,0,0.000345,825,3164,2770,18,46
1519,3,256,1,2,1,1,0,12,1,0.000325,915,3642,3126,14,46
1520,3,256,1,2,1,1,0,12,2,0.000346,884,3643,3126,14,46
1521,3,256,1,2,1,1,0,13,0,0.000270,823,3172,2992,8,46
1522,3,256,1,2,1,1,0,13,1,0.000278,932,3668,3172,8,46
1523,3,256,1,2,1,1,0,13,2,0.000278,932,3668,3172,8,46
1524,3,256,1,2,1,1,0,14,0,0.000331,901,3304,3044,12,46
1525,3,256,1,2,1,1,0,14,1,0.000267,948,3709,3300,8,46
1526,3,256,1,2,1,1,0,14,2,0.000267,948,3709,3300,8,46
1527,3,256,1,2,1,1,0,15,0,0.000291,916,3243,3208,8,46
1528,3,256,1,2,1,1,0,15,1,0.000271,972,3912,3434,8,46
1529,3,256,1,2,1,1,0,15,2,0.000271,972,3912,3434,8,46
1530,3,256,1,4,1,1,0,1,0,0.000172,697,2685,1750,20,68
1531,3,256,1,4,1,1,0,1,1,0.000170,741,2930,1766,20,68
1532,3,256,1,4,1,1,0,1,2,0.000170,741,2930,1766,20,68
1533,3,256,1,4,1,1,0,2,0,0.000192,767,3005,2074,16,68
1534,3,256,1,4,1,1,0,2,1,0.000161,854,3482,2190,8,68
1535,3,256,1,4,1,1,0,2,2,0.000161,854,3482,2190,8,68
1536,3,256,1,4,1,1,0,3,0,0.000132,802,3100,2390,8,68
1537,3,256,1,4,1,1,0,3,1,0.000142,866,3312,2478,8,68
1538,3,256,1,4,1,1,0,3,2,0.000142,866,3312,2478,8,68
1539,3,256,1,4,1,1,0,4,0,0.000160,841,3553,2418,28,68
1540,3,256,1,4,1,1,0,4,1,0.000172,928,3579,2802,20,68
1541,3,256,1,4,1,1,0,4,2,0.000172,928,3579,2802,20,68
1542,3,256,1,4,1,1,0,5,0,0.000138,916,3561,2814,8,68
1543,3,256,1,4,1,1,0,5,1,0.000146,953,3834,2958,8,68
1544,3,256,1,4,1,1,0,5,2,0.000146,953,3834,2958,8,68
1545,3,256,1,4,1,1,0,6,0,0.000169,976,3799,2922,16,68
1546,3,256,1,4,1,1,0,6,1,0.000146,1015,4022,3214,8,68
1547,3,256,1,4,1,1,0,6,2,0.000146,1015,4022,3214,8,68
1548,3,256,1,4,1,1,0,7,0,0.000156,941,3654,3238,8,68
1549,3,256,1,4,1,1,0,7,1,0.000169,1094,4270,3470,8,68
1550,3,256,1,4,1,1,0,7,2,0.000169,1094,4270,3470,8,68
1551,3,256,1,4,1,1,0,8,0,0.000193,990,3840,3114,40,68
1552,3,256,1,4,1,1,0,8,1,0.000147,1057,4121,3670,8,68
1553,3,256,1,4,1,1,0,8,2,0.000147,1057,4121,3670,8,68
1554,3,256,1,4,1,1,0,9,0,0.000140,1074,3994,3662,8,68
1555,3,256,1,4,1,1,0,9,1,0.000151,1196,4679,3886,8,68
1556,3,256,1,4,1,1,0,9,2,0.000151,1196,4679,3886,8,68
1557,3,256,1,4,1,1,0,10,0,0.000180,1111,4244,3770,16,68
1558,3,256,1,4,1,1,0,10,1,0.000157,1228,4726,4142,8,68
1559,3,256,1,4,1,1,0,10,2,0.000157,1228,4726,4142,8,68
1560,3,256,1,4,1,1,0,11,0,0.000166,1144,4327,4050,8,68
1561,3,256,1,4,1,1,0,11,1,0.000166,1310,5177,4427,8,68
1562,3,256,1,4,1,1,0,11,2,0.000166,1310,5177,4427,8,68
1563,3,256,1,4,1,1,0,12,0,0.000153,1153,4377,4042,28,68
1564,3,256,1,4,1,1,0,12,1,0.000182,1405,5632,4744,20,68
1565,3,256,1,4,1,1,0,12,2,0.000190,1439,5638,4744,20,68
1566,3,256,1,4,1,1,0,13,0,0.000153,1240,4607,4466,8,68
1567,3,256,1,4,1,1,0,13,1,0.000154,1420,5644,4841,8,68
1568,3,256,1,4,1,1,0,13,2,0.000154,1420,5644,4841,8,68
1569,3,256,1,4,1,1,0,14,0,0.000169,1308,4742,4570,16,68
1570,3,256,1,4,1,1,0,14,1,0.000145,1408,5756,5100,8,68
1571,3,256,1,4,1,1,0,14,2,0.000145,1408,5756,5100,8,68
1572,3,256,1,4,1,1,0,15,0,0.000135,1287,4961,4882,8,68
1573,3,256,1,4,1,1,0,15,1,0.000163,1482,5958,5330,8,68
1574,3,256,1,4,1,1,0,15,2,0.000163,1482,5958,5330,8,68
1575,3,256,1,8,1,1,0,1,0,0.000108,890,3619,2006,32,88
1576,3,256,1,8,1,1,0,1,1,0.000103,927,3956,2038,32,88
1577,3,256,1,8,1,1,0,1,2,0.000103,927,3956,2038,32,88
1578,3,256,1,8,1,1,0,2,0,0.000082,898,3597,2598,8,88
1579,3,256,1,8,1,1,0,2,1,0.000089,1066,4339,2622,8,88
1580,3,256,1,8,1,1,0,2,2,0.000089,1066,4339,2622,8,88
1581,3,256,1,8,1,1,0,3,0,0.000106,1128,4478,2422,80,88
1582,3,256,1,8,1,1,0,3,1,0.000103,1207,5087,2646,80,88
1583,3,256,1,8,1,1,0,3,2,0.000103,1207,5087,2646,80,88
1584,3,256,1,8,1,1,0,4,0,0.000091,1179,4847,3259,48,88
1585,3,256,1,8,1,1,0,4,1,0.000087,1297,5427,4026,32,88
1586,3,256,1,8,1,1,0,4,2,0.000087,1297,5427,4026,32,88
1587,3,256,1,8,1,1,0,5,0,0.000105,1199,5053,2810,128,88
1588,3,256,1,8,1,1,0,5,1,0.000097,1240,5456,3034,128,88
1589,3,256,1,8,1,1,0,5,2,0.000099,1243,5455,3034,128,88
1590,3,256,1,8,1,1,0,6,0,0.000083,1257,4764,4170,8,88
1591,3,256,1,8,1,1,0,6,1,0.000087,1299,5162,4580,8,88
1592,3,256,1,8,1,1,0,6,2,0.000087,1299,5162,4580,8,88
1593,3,256,1,8,1,1,0,7,0,0.000104,1370,5629,3226,176,88
1594,3,256,1,8,1,1,0,7,1,0.000098,1414,6017,3642,176,88
1595,3,256,1,8,1,1,0,7,2,0.000098,1414,6017,3642,176,88
1596,3,256,1,8,1,1,0,8,0,0.000100,1403,5627,4611,72,88
1597,3,256,1,8,1,1,0,8,1,0.000092,1761,7374,5846,32,88
1598,3,256,1,8,1,1,0,8,2,0.000092,1761,7374,5846,32,88
1599,3,256,1,8,1,1,0,9,0,0.000084,1586,6206,5670,8,88
1600,3,256,1,8,1,1,0,9,1,0.000091,1767,7136,6424,8,88
1601,3,256,1,8,1,1,0,9,2,0.000082,1743,7132,6424,8,88
1602,3,256,1,8,1,1,0,10,0,0.000082,1604,6170,5798,8,88
1603,3,256,1,8,1,1,0,10,1,0.000080,1679,6694,6398,8,88
1604,3,256,1,8,1,1,0,10,2,0.000086,1686,6694,6398,8,88
1605,3,256,1,8,1,1,0,11,0,0.000083,1666,6683,6386,8,88
1606,3,256,1,8,1,1,0,11,1,0.000090,2022,8051,7162,8,88
1607,3,256,1,8,1,1,0,11,2,0.000090,2022,8051,7162,8,88
1608,3,256,1,8,1,1,0,12,0,0.000096,1809,7225,6378,48,88
1609,3,256,1,8,1,1,0,12,1,0.000109,2238,9234,8019,32,88
1610,3,256,1,8,1,1,0,12,2,0.000097,2205,9241,8019,32,88
1611,3,256,1,8,1,1,0,13,0,0.000114,1995,8442,4502,320,88
1612,3,256,1,8,1,1,0,13,1,0.000112,2079,8884,5364,320,88
1613,3,256,1,8,1,1,0,13,2,0.000112,2079,8884,5364,320,88
1614,3,256,1,8,1,1,0,14,0,0.000092,1960,7774,7611,8,88
1615,3,256,1,8,1,1,0,14,1,0.000088,2242,8151,8403,8,88
1616,3,256,1,8,1,1,0,14,2,0.000088,2242,8151,8403,8,88
1617,3,256,1,8,1,1,0,15,0,0.000120,2066,8668,5131,368,88
1618,3,256,1,8,1,1,0,15,1,0.000112,2208,9517,5931,368,88
1619,3,256,1,8,1,1,0,15,2,0.000112,2208,9517,5931,368,88
1620,3,256,2,1,1,1,0,1,0,0.004855,136,588,571,5,3
1621,3,256,2,1,1,1,0,1,1,0.000145,290,1190,876,5,3
1622,3,256,2,1,1,1,0,1,2,0.000145,290,1190,876,5,3
1623,3,256,2,1,1,1,0,2,0,0.004383,201,837,867,8,3
1624,3,256,2,1,1,1,0,2,1,0.000157,444,1911,1650,8,3
1625,3,256,2,1,1,1,0,2,2,0.000157,444,1911,1650,8,3
1626,3,256,2,1,1,1,0,3,0,0.002784,273,1241,1166,11,3
1627,3,256,2,1,1,1,0,3,1,0.000147,627,2654,2090,11,3
1628,3,256,2,1,1,1,0,3,2,0.000147,627,2654,2090,11,3
1629,3,256,2,1,1,1,0,4,0,0.002308,291,1407,1316,14,3
1630,3,256,2,1,1,1,0,4,1,0.000177,771,3447,2568,14,3
1631,3,256,2,1,1,1,0,4,2,0.000177,771,3447,2568,14,3
1632,3,256,2,1,1,1,0,5,0,0.002180,360,1688,1685,17,3
1633,3,256,2,1,1,1,0,5,1,0.000174,1004,4208,3008,17,3
1634,3,256,2,1,1,1,0,5,2,0.000174,1004,4208,3008,17,3
1635,3,256,2,1,1,1,0,6,0,0.002300,414,1982,1942,20,3
1636,3,256,2,1,1,1,0,6,1,0.000150,1144,4982,3868,20,3
1637,3,256,2,1,1,1,0,6,2,0.000150,1144,4982,3868,20,3
1638,3,256,2,1,1,1,0,7,0,0.002397,476,2249,2199,23,3
1639,3,256,2,1,1,1,0,7,1,0.000160,1303,5823,4289,23,3
1640,3,256,2,1,1,1,0,7,2,0.000160,1303,5823,4289,23,3
1641,3,256,2,1,1,1,0,8,0,0.002374,514,2486,2481,26,3
1642,3,256,2,1,1,1,0,8,1,0.000175,1499,6551,4726,26,3
1643,3,256,2,1,1,1,0,8,2,0.000175,1499,6551,4726,26,3
1644,3,256,2,1,1,1,0,9,0,0.002407,567,2745,2714,29,3
1645,3,256,2,1,1,1,0,9,1,0.000180,1655,7339,5198,29,3
1646,3,256,2,1,1,1,0,9,2,0.000176,1651,7335,5198,29,3
1647,3,256,2,1,1,1,0,10,0,0.002291,624,3049,2971,32,3
1648,3,256,2,1,1,1,0,10,1,0.000230,1912,7867,5651,32,3
1649,3,256,2,1,1,1,0,10,2,0.000230,1912,7867,5651,32,3
1650,3,256,2,1,1,1,0,11,0,0.002211,683,3301,3218,35,3
1651,3,256,2,1,1,1,0,11,1,0.000229,2117,8742,6313,35,3
1652,3,256,2,1,1,1,0,11,2,0.000229,2117,8742,6313,35,3
1653,3,256,2,1,1,1,0,12,0,0.002203,758,3674,3477,38,3
1654,3,256,2,1,1,1,0,12,1,0.000241,2281,9435,7116,38,3
1655,3,256,2,1,1,1,0,12,2,0.000241,2281,9435,7116,38,3
1656,3,256,2,1,1,1,0,13,0,0.002529,809,3912,3734,41,3
1657,3,256,2,1,1,1,0,13,1,0.000265,2326,10176,7948,41,3
1658,3,256,2,1,1,1,0,13,2,0.000265,2326,10176,7948,41,3
1659,3,256,2,1,1,1,0,14,0,0.002568,814,4211,3991,44,3
1660,3,256,2,1,1,1,0,14,1,0.000241,2586,10876,8707,44,3
1661,3,256,2,1,1,1,0,14,2,0.000241,2586,10876,8707,44,3
1662,3,256,2,1,1,1,0,15,0,0.002419,951,4597,4251,47,3
1663,3,256,2,1,1,1,0,15,1,0.000217,2682,11641,9328,47,3
1664,3,256,2,1,1,1,0,15,2,0.000217,2682,11641,9328,47,3
1665,3,256,2,2,1,1,0,1,0,0.004224,682,2765,2371,16,46
1666,3,256,2,2,1,1,0,1,1,0.000331,906,3713,2898,16,46
1667,3,256,2,2,1,1,0,1,2,0.000340,898,3712,2898,16,46
1668,3,256,2,2,1,1,0,2,0,0.002921,817,3306,3011,22,46
1669,3,256,2,2,1,1,0,2,1,0.000313,1207,5056,4250,22,46
1670,3,256,2,2,1,1,0,2,2,0.000323,1217,5058,4250,22,46
1671,3,256,2,2,1,1,0,3,0,0.002474,872,3861,3505,28,46
1672,3,256,2,2,1,1,0,3,1,0.000328,1585,6454,5062,28,46
1673,3,256,2,2,1,1,0,3,2,0.000328,1585,6454,5062,28,46
1674,3,256,2,2,1,1,0,4,0,0.002261,1008,4294,3996,34,46
1675,3,256,2,2,1,1,0,4,1,0.000333,1798,7472,5739,34,46
1676,3,256,2,2,1,1,0,4,2,0.000333,1798,7472,5739,34,46
1677,3,256,2,2,1,1,0,5,0,0.002048,1080,4808,4489,40,46
1678,3,256,2,2,1,1,0,5,1,0.000355,2119,9190,6714,40,46
1679,3,256,2,2,1,1,0,5,2,0.000355,2119,9190,6714,40,46
1680,3,256,2,2,1,1,0,6,0,0.002105,1206,5325,4977,46,46
1681,3,256,2,2,1,1,0,6,1,0.000327,2480,10397,8083,46,46
1682,3,256,2,2,1,1,0,6,2,0.000327,2480,10397,8083,46,46
1683,3,256,2,2,1,1,0,7,0,0.001949,1291,5830,5465,52,46
1684,3,256,2,2,1,1,0,7,1,0.000328,2736,12185,9008,52,46
1685,3,256,2,2,1,1,0,7,2,0.000328,2736,12185,9008,52,46
1686,3,256,2,2,1,1,0,8,0,0.001815,1442,6307,5962,58,46
1687,3,256,2,2,1,1,0,8,1,0.000374,3043,12882,9625,58,46
1688,3,256,2,2,1,1,0,8,2,0.000374,3043,12882,9625,58,46
1689,3,256,2,2,1,1,0,9,0,0.001793,1481,6906,6441,64,46
1690,3,256,2,2,1,1,0,9,1,0.000367,3398,14960,10704,64,46
1691,3,256,2,2,1,1,0,9,2,0.000367,3398,14960,10704,64,46
1692,3,256,2,2,1,1,0,10,0,0.002059,1632,7031,6784,70,46
1693,3,256,2,2,1,1,0,10,1,0.000436,3687,16328,11648,70,46
1694,3,256,2,2,1,1,0,10,2,0.000436,3687,16328,11648,70,46
1695,3,256,2,2,1,1,0,11,0,0.001929,1592,7433,7254,76,46
1696,3,256,2,2,1,1,0,11,1,0.000438,3921,17721,13180,76,46
1697,3,256,2,2,1,1,0,11,2,0.000438,3921,17721,13180,76,46
1698,3,256,2,2,1,1,0,12,0,0.001908,1774,7899,7734,82,46
1699,3,256,2,2,1,1,0,12,1,0.000455,4301,18413,14471,82,46
1700,3,256,2,2,1,1,0,12,2,0.000455,4301,18413,14471,82,46
1701,3,256,2,2,1,1,0,13,0,0.001779,1957,8348,8236,88,46
1702,3,256,2,2,1,1,0,13,1,0.000441,4612,19830,16121,88,46
1703,3,256,2,2,1,1,0,13,2,0.000446,4605,19831,16121,88,46
1704,3,256,2,2,1,1,0,14,0,0.002118,2049,9292,8722,94,46
1705,3,256,2,2,1,1,0,14,1,0.000442,4908,21278,17234,94,46
1706,3,256,2,2,1,1,0,14,2,0.000442,4908,21278,17234,94,46
1707,3,256,2,2,1,1,0,15,0,0.002025,2250,9850,9212,100,46
1708,3,256,2,2,1,1,0,15,1,0.000508,5086,22659,18362,100,46
1709,3,256,2,2,1,1,0,15,2,0.000508,5086,22659,18362,100,46
1710,3,256,2,4,1,1,0,1,0,0.002409,952,3941,3231,28,68
1711,3,256,2,4,1,1,0,1,1,0.000179,1366,5488,4012,28,68
1712,3,256,2,4,1,1,0,1,2,0.000179,1366,5488,4012,28,68
1713,3,256,2,4,1,1,0,2,0,0.002323,1202,4876,4703,40,68
1714,3,256,2,4,1,1,0,2,1,0.000194,1867,7711,6140,40,68
1715,3,256,2,4,1,1,0,2,2,0.000194,1867,7711,6140,40,68
1716,3,256,2,4,1,1,0,3,0,0.002163,1435,5901,6007,52,68
1717,3,256,2,4,1,1,0,3,1,0.000200,2379,10050,7808,52,68
1718,3,256,2,4,1,1,0,3,2,0.000200,2379,10050,7808,52,68
1719,3,256,2,4,1,1,0,4,0,0.001233,1526,6434,6089,64,68
1720,3,256,2,4,1,1,0,4,1,0.000214,2968,12261,9144,64,68
1721,3,256,2,4,1,1,0,4,2,0.000212,2961,12260,9144,64,68
1722,3,256,2,4,1,1,0,5,0,0.002484,1835,7257,8413,76,68
1723,3,256,2,4,1,1,0,5,1,0.000205,3494,14928,10996,76,68
1724,3,256,2,4,1,1,0,5,2,0.000205,3494,14928,10996,76,68
1725,3,256,2,4,1,1,0,6,0,0.002218,1993,8232,9713,88,68
1726,3,256,2,4,1,1,0,6,1,0.000227,4108,17430,12876,88,68
1727,3,256,2,4,1,1,0,6,2,0.000227,4108,17430,12876,88,68
1728,3,256,2,4,1,1,0,7,0,0.002185,2290,9087,11017,100,68
1729,3,256,2,4,1,1,0,7,1,0.000194,4556,20030,14766,100,68
1730,3,256,2,4,1,1,0,7,2,0.000194,4556,20030,14766,100,68
1731,3,256,2,4,1,1,0,8,0,0.001086,2260,9878,9877,112,68
1732,3,256,2,4,1,1,0,8,1,0.000189,5193,21650,16036,112,68
1733,3,256,2,4,1,1,0,8,2,0.000189,5193,21650,16036,112,68
1734,3,256,2,4,1,1,0,9,0,0.001071,2516,11124,10733,124,68
1735,3,256,2,4,1,1,0,9,1,0.000204,5706,24746,17972,124,68
1736,3,256,2,4,1,1,0,9,2,0.000204,5706,24746,17972,124,68
1737,3,256,2,4,1,1,0,10,0,0.002446,2832,11993,14917,136,68
1738,3,256,2,4,1,1,0,10,1,0.000205,6240,26885,20406,136,68
1739,3,256,2,4,1,1,0,10,2,0.000200,6241,26886,20406,136,68
1740,3,256,2,4,1,1,0,11,0,0.001089,2845,12966,12545,148,68
1741,3,256,2,4,1,1,0,11,1,0.000241,6848,29552,23046,148,68
1742,3,256,2,4,1,1,0,11,2,0.000241,6848,29552,23046,148,68
1743,3,256,2,4,1,1,0,12,0,0.001031,3201,14579,13469,160,68
1744,3,256,2,4,1,1,0,12,1,0.000237,7182,31636,25862,160,68
1745,3,256,2,4,1,1,0,12,2,0.000237,7182,31636,25862,160,68
1746,3,256,2,4,1,1,0,13,0,0.002610,3494,14055,16572,172,68
1747,3,256,2,4,1,1,0,13,1,0.000210,7868,34203,26060,172,68
1748,3,256,2,4,1,1,0,13,2,0.000210,7865,34203,26060,172,68
1749,3,256,2,4,1,1,0,14,0,0.002869,3570,14972,17704,184,68
1750,3,256,2,4,1,1,0,14,1,0.000194,8275,36613,27938,184,68
1751,3,256,2,4,1,1,0,14,2,0.000194,8275,36613,27938,184,68
1752,3,256,2,4,1,1,0,15,0,0.002612,3798,15829,18836,196,68
1755,3,256,2,8,1,1,0,1,0,0.001016,1325,5317,4573,40,88
1756,3,256,2,8,1,1,0,1,1,0.000096,1887,7991,5911,40,88
1757,3,256,2,8,1,1,0,1,2,0.000096,1887,7991,5911,40,88
1758,3,256,2,8,1,1,0,2,0,0.000813,1731,7235,6849,64,88
1759,3,256,2,8,1,1,0,2,1,0.000084,2985,12128,9887,64,88
1760,3,256,2,8,1,1,0,2,2,0.000084,2984,12127,9887,64,88
1761,3,256,2,8,1,1,0,3,0,0.001098,2020,8381,9528,88,88
1762,3,256,2,8,1,1,0,3,1,0.000094,4066,17144,11721,88,88
1763,3,256,2,8,1,1,0,3,2,0.000094,4066,17144,11721,88,88
1764,3,256,2,8,1,1,0,4,0,0.000589,2355,10316,10042,112,88
1765,3,256,2,8,1,1,0,4,1,0.000101,4819,20235,15017,112,88
1766,3,256,2,8,1,1,0,4,2,0.000101,4819,20235,15017,112,88
1767,3,256,2,8,1,1,0,5,0,0.001246,2904,12089,14488,136,88
1768,3,256,2,8,1,1,0,5,1,0.000091,5839,25136,18475,136,88
1769,3,256,2,8,1,1,0,5,2,0.000091,5839,25136,18475,136,88
1770,3,256,2,8,1,1,0,6,0,0.000577,3274,13933,13576,160,88
1771,3,256,2,8,1,1,0,6,1,0.000121,6771,29815,22513,160,88
1772,3,256,2,8,1,1,0,6,2,0.000121,6771,29815,22513,160,88
1773,3,256,2,8,1,1,0,7,0,0.001052,3765,15873,19440,184,88
1774,3,256,2,8,1,1,0,7,1,0.000109,7619,33476,25275,184,88
1775,3,256,2,8,1,1,0,7,2,0.000109,7619,33476,25275,184,88
1776,3,256,2,8,1,1,0,8,0,0.000430,3792,16607,17058,208,88
1778,3,256,2,8,1,1,0,8,2,0.000116,8678,37762,27667,208,88
1779,3,256,2,8,1,1,0,9,0,0.000522,4467,18883,18810,232,88
1782,3,256,2,8,1,1,0,10,0,0.000507,4742,21178,20554,256,88
1785,3,256,2,8,1,1,0,11,0,0.000480,5058,22592,22226,280,88
1788,3,256,2,8,1,1,0,12,0,0.000492,5641,25514,23954,304,88
1791,3,256,2,8,1,1,0,13,0,0.001261,5973,24845,30102,328,88
1800,3,256,4,1,1,1,0,1,0,0.004668,146,578,561,4,3
1801,3,256,4,1,1,1,0,1,1,0.000143,262,1106,865,4,3
1802,3,256,4,1,1,1,0,1,2,0.000143,262,1106,865,4,3
1803,3,256,4,1,1,1,0,2,0,0.003194,196,857,896,7,3
1804,3,256,4,1,1,1,0,2,1,0.000149,470,1886,1656,7,3
1805,3,256,4,1,1,1,0,2,2,0.000149,470,1886,1656,7,3
1806,3,256,4,1,1,1,0,3,0,0.002678,254,1150,1155,10,3
1807,3,256,4,1,1,1,0,3,1,0.000155,646,2637,2077,10,3
1808,3,256,4,1,1,1,0,3,2,0.000155,646,2637,2077,10,3
1809,3,256,4,1,1,1,0,4,0,0.002193,295,1354,1305,13,3
1810,3,256,4,1,1,1,0,4,1,0.000181,762,3396,2553,13,3
1811,3,256,4,1,1,1,0,4,2,0.000186,761,3394,2553,13,3
1812,3,256,4,1,1,1,0,5,0,0.002368,354,1634,1674,16,3
1813,3,256,4,1,1,1,0,5,1,0.000151,920,4145,2993,16,3
1814,3,256,4,1,1,1,0,5,2,0.000151,920,4145,2993,16,3
1815,3,256,4,1,1,1,0,6,0,0.002218,403,1919,1931,19,3
1816,3,256,4,1,1,1,0,6,1,0.000179,1191,4942,3851,19,3
1817,3,256,4,1,1,1,0,6,2,0.000179,1191,4942,3851,19,3
1818,3,256,4,1,1,1,0,7,0,0.002596,449,2158,2188,22,3
1819,3,256,4,1,1,1,0,7,1,0.000157,1286,5779,4272,22,3
1820,3,256,4,1,1,1,0,7,2,0.000157,1286,5779,4272,22,3
