n,knob_NUM_HIST,knob_HIST_SIZE,knob_NUM_WORK_ITEMS,knob_NUM_WORK_GROUPS,knob_SIMD,knob_COMPUTE_UNITS,knob_ACCUM_SMEM,knob_UNROLL_FACTOR,knob_PIPE_FACTOR,obj1,obj2,lut,ff,dsp,bram
2223,4,256,1,2,1,1,0,7,0,0.000115,415,1806,698,0,44
2224,4,256,1,2,1,1,0,7,1,0.000117,457,1983,1024,0,44
2225,4,256,1,2,1,1,0,7,2,0.000117,457,1983,1024,0,44
2226,4,256,1,2,1,1,0,8,0,0.000106,293,1010,764,0,44
2227,4,256,1,2,1,1,0,8,1,0.000106,330,1168,1154,0,44
2228,4,256,1,2,1,1,0,8,2,0.000106,330,1168,1154,0,44
2229,4,256,1,2,1,1,0,9,0,0.000110,476,2098,838,0,44
2230,4,256,1,2,1,1,0,9,1,0.000101,579,2428,1235,0,44
2231,4,256,1,2,1,1,0,9,2,0.000101,579,2428,1235,0,44
2232,4,256,1,2,1,1,0,10,0,0.000112,447,1981,902,0,44
2233,4,256,1,2,1,1,0,10,1,0.000106,596,2586,1368,0,44
2234,4,256,1,2,1,1,0,10,2,0.000106,596,2586,1368,0,44
2235,4,256,1,2,1,1,0,11,0,0.000121,591,2688,960,0,44
2236,4,256,1,2,1,1,0,11,1,0.000106,648,2844,1506,0,44
2237,4,256,1,2,1,1,0,11,2,0.000106,648,2844,1506,0,44
2238,4,256,1,2,1,1,0,12,0,0.000122,489,2159,1056,0,44
2239,4,256,1,2,1,1,0,12,1,0.000107,655,2704,1656,0,44
2240,4,256,1,2,1,1,0,12,2,0.000107,655,2704,1656,0,44
2241,4,256,1,2,1,1,0,13,0,0.000129,628,2830,1097,0,44
2242,4,256,1,2,1,1,0,13,1,0.000108,794,3428,1711,0,44
2243,4,256,1,2,1,1,0,13,2,0.000108,794,3428,1711,0,44
2244,4,256,1,2,1,1,0,14,0,0.000131,571,2429,1160,0,44
2245,4,256,1,2,1,1,0,14,1,0.000109,811,3560,1851,0,44
2246,4,256,1,2,1,1,0,14,2,0.000109,811,3560,1851,0,44
2247,4,256,1,2,1,1,0,15,0,0.000118,756,3324,1234,0,44
2248,4,256,1,2,1,1,0,15,1,0.000140,860,3724,1984,0,44
2249,4,256,1,2,1,1,0,15,2,0.000129,863,3723,1984,0,44
2250,4,256,1,4,1,1,0,1,0,0.000086,385,1458,495,0,56
2251,4,256,1,4,1,1,0,1,1,0.000062,382,1662,511,0,56
2252,4,256,1,4,1,1,0,1,2,0.000062,382,1662,511,0,56
2253,4,256,1,4,1,1,0,2,0,0.000080,387,1487,672,0,56
2254,4,256,1,4,1,1,0,2,1,0.000062,425,1783,640,0,56
2255,4,256,1,4,1,1,0,2,2,0.000062,425,1783,640,0,56
2256,4,256,1,4,1,1,0,3,0,0.000073,462,1953,779,0,56
2257,4,256,1,4,1,1,0,3,1,0.000069,561,2503,915,0,56
2258,4,256,1,4,1,1,0,3,2,0.000069,561,2503,915,0,56
2259,4,256,1,4,1,1,0,4,0,0.000082,447,1743,936,0,56
2260,4,256,1,4,1,1,0,4,1,0.000066,551,2079,1356,0,56
2261,4,256,1,4,1,1,0,4,2,0.000066,551,2079,1356,0,56
2262,4,256,1,4,1,1,0,5,0,0.000077,674,2966,1062,0,56
2263,4,256,1,4,1,1,0,5,1,0.000077,721,3193,1459,0,56
2264,4,256,1,4,1,1,0,5,2,0.000078,725,3192,1459,0,56
2265,4,256,1,4,1,1,0,6,0,0.000079,561,2109,1187,0,56
2266,4,256,1,4,1,1,0,6,1,0.000069,701,2797,1707,0,56
2267,4,256,1,4,1,1,0,6,2,0.000067,704,2798,1707,0,56
2268,4,256,1,4,1,1,0,7,0,0.000069,778,3549,1339,0,56
2269,4,256,1,4,1,1,0,7,1,0.000069,926,3948,1995,0,56
2270,4,256,1,4,1,1,0,7,2,0.000069,926,3948,1995,0,56
2271,4,256,1,4,1,1,0,8,0,0.000078,584,2201,1468,0,56
2272,4,256,1,4,1,1,0,8,1,0.000068,706,2792,2288,0,56
2273,4,256,1,4,1,1,0,8,2,0.000070,704,2789,2288,0,56
2274,4,256,1,4,1,1,0,9,0,0.000070,928,4263,1622,0,56
2275,4,256,1,4,1,1,0,9,1,0.000066,1008,4507,2403,0,56
2276,4,256,1,4,1,1,0,9,2,0.000066,1008,4507,2403,0,56
2277,4,256,1,4,1,1,0,10,0,0.000066,890,3967,1748,0,56
2278,4,256,1,4,1,1,0,10,1,0.000068,1117,4941,2675,0,56
2279,4,256,1,4,1,1,0,10,2,0.000068,1117,4941,2675,0,56
2280,4,256,1,4,1,1,0,11,0,0.000072,1093,4861,1863,0,56
2281,4,256,1,4,1,1,0,11,1,0.000075,1283,5772,2951,0,56
2282,4,256,1,4,1,1,0,11,2,0.000073,1278,5771,2951,0,56
2283,4,256,1,4,1,1,0,12,0,0.000072,962,4310,2051,0,56
2284,4,256,1,4,1,1,0,12,1,0.000071,1281,5524,3249,0,56
2285,4,256,1,4,1,1,0,12,2,0.000071,1281,5524,3249,0,56
2286,4,256,1,4,1,1,0,13,0,0.000075,1138,5236,2145,0,56
2287,4,256,1,4,1,1,0,13,1,0.000076,1542,6556,3351,0,56
2288,4,256,1,4,1,1,0,13,2,0.000076,1542,6556,3351,0,56
2289,4,256,1,4,1,1,0,14,0,0.000070,1064,4776,2263,0,56
2290,4,256,1,4,1,1,0,14,1,0.000075,1630,7125,3623,0,56
2291,4,256,1,4,1,1,0,14,2,0.000075,1630,7125,3623,0,56
2292,4,256,1,4,1,1,0,15,0,0.000075,1339,6257,2416,0,56
2293,4,256,1,4,1,1,0,15,1,0.000080,1696,7283,3910,0,56
2294,4,256,1,4,1,1,0,15,2,0.000080,1696,7283,3910,0,56
2295,4,256,1,8,1,1,0,1,0,0.000059,783,2772,870,0,80
2296,4,256,1,8,1,1,0,1,1,0.000048,787,3139,900,0,80
2297,4,256,1,8,1,1,0,1,2,0.000048,787,3139,900,0,80
2298,4,256,1,8,1,1,0,2,0,0.000055,769,2783,1212,0,80
2299,4,256,1,8,1,1,0,2,1,0.000051,867,3382,1156,0,80
2300,4,256,1,8,1,1,0,2,2,0.000051,867,3382,1156,0,80
2301,4,256,1,8,1,1,0,3,0,0.000056,915,3723,1436,0,80
2302,4,256,1,8,1,1,0,3,1,0.000046,1124,5154,1732,0,80
2303,4,256,1,8,1,1,0,3,2,0.000046,1124,5154,1732,0,80
2304,4,256,1,8,1,1,0,4,0,0.000061,826,3299,1740,0,80
2305,4,256,1,8,1,1,0,4,1,0.000048,985,3961,2580,0,80
2306,4,256,1,8,1,1,0,4,2,0.000049,984,3961,2580,0,80
2307,4,256,1,8,1,1,0,5,0,0.000067,1135,4639,1996,0,80
2308,4,256,1,8,1,1,0,5,1,0.000050,1310,6044,2804,0,80
2309,4,256,1,8,1,1,0,5,2,0.000050,1310,6044,2804,0,80
2310,4,256,1,8,1,1,0,6,0,0.000050,1023,4011,2252,0,80
2311,4,256,1,8,1,1,0,6,1,0.000052,1244,5444,3300,0,80
2312,4,256,1,8,1,1,0,6,2,0.000052,1244,5444,3300,0,80
2313,4,256,1,8,1,1,0,7,0,0.000050,1485,6586,2556,0,80
2314,4,256,1,8,1,1,0,7,1,0.000047,1617,7290,3860,0,80
2315,4,256,1,8,1,1,0,7,2,0.000047,1617,7290,3860,0,80
2316,4,256,1,8,1,1,0,8,0,0.000056,1079,4203,2804,0,80
2317,4,256,1,8,1,1,0,8,1,0.000047,1335,5427,4452,0,80
2318,4,256,1,8,1,1,0,8,2,0.000047,1335,5427,4452,0,80
2319,4,256,1,8,1,1,0,9,0,0.000052,1632,7481,3120,0,80
2320,4,256,1,8,1,1,0,9,1,0.000048,2139,9351,4714,0,80
2321,4,256,1,8,1,1,0,9,2,0.000048,2139,9351,4714,0,80
2322,4,256,1,8,1,1,0,10,0,0.000054,1676,7304,3368,0,80
2323,4,256,1,8,1,1,0,10,1,0.000048,2143,8925,5214,0,80
2324,4,256,1,8,1,1,0,10,2,0.000055,2141,8926,5214,0,80
2325,4,256,1,8,1,1,0,11,0,0.000050,1988,8567,3600,0,80
2326,4,256,1,8,1,1,0,11,1,0.000049,2463,10415,5758,0,80
2327,4,256,1,8,1,1,0,11,2,0.000049,2463,10415,5758,0,80
2328,4,256,1,8,1,1,0,12,0,0.000049,1697,7277,3968,0,80
2329,4,256,1,8,1,1,0,12,1,0.000052,2441,10283,6366,0,80
2330,4,256,1,8,1,1,0,12,2,0.000051,2445,10282,6366,0,80
2331,4,256,1,8,1,1,0,13,0,0.000055,2299,9955,4152,0,80
2332,4,256,1,8,1,1,0,13,1,0.000050,2892,12188,6580,0,80
2333,4,256,1,8,1,1,0,13,2,0.000050,2892,12188,6580,0,80
2334,4,256,1,8,1,1,0,14,0,0.000056,2088,8799,4400,0,80
2335,4,256,1,8,1,1,0,14,1,0.000050,2872,12484,7118,0,80
2336,4,256,1,8,1,1,0,14,2,0.000050,2872,12484,7118,0,80
2337,4,256,1,8,1,1,0,15,0,0.000054,2445,10962,4710,0,80
2338,4,256,1,8,1,1,0,15,1,0.000052,3271,13832,7694,0,80
2339,4,256,1,8,1,1,0,15,2,0.000052,3271,13832,7694,0,80
2340,4,256,2,1,1,1,0,1,0,0.000700,91,381,207,0,4
2341,4,256,2,1,1,1,0,1,1,0.000448,97,388,161,0,4
2342,4,256,2,1,1,1,0,1,2,0.000448,97,388,161,0,4
2343,4,256,2,1,1,1,0,2,0,0.000718,110,436,321,0,4
2344,4,256,2,1,1,1,0,2,1,0.000446,117,463,263,0,4
2345,4,256,2,1,1,1,0,2,2,0.000446,117,463,263,0,4
2346,4,256,2,1,1,1,0,3,0,0.000709,141,613,425,0,4
2347,4,256,2,1,1,1,0,3,1,0.000461,160,657,374,0,4
2348,4,256,2,1,1,1,0,3,2,0.000461,160,657,374,0,4
2349,4,256,2,1,1,1,0,4,0,0.000671,172,668,529,0,4
2350,4,256,2,1,1,1,0,4,1,0.000443,172,819,477,0,4
2351,4,256,2,1,1,1,0,4,2,0.000465,169,821,477,0,4
2352,4,256,2,1,1,1,0,5,0,0.000740,206,931,649,0,4
2353,4,256,2,1,1,1,0,5,1,0.000438,211,1024,633,0,4
2354,4,256,2,1,1,1,0,5,2,0.000438,211,1024,633,0,4
2355,4,256,2,1,1,1,0,6,0,0.000818,204,819,751,0,4
2356,4,256,2,1,1,1,0,6,1,0.000482,244,1236,701,0,4
2357,4,256,2,1,1,1,0,6,2,0.000482,244,1236,701,0,4
2358,4,256,2,1,1,1,0,7,0,0.000754,252,1047,873,0,4
2359,4,256,2,1,1,1,0,7,1,0.000592,277,1356,807,0,4
2360,4,256,2,1,1,1,0,7,2,0.000592,277,1356,807,0,4
2361,4,256,2,1,1,1,0,8,0,0.000973,235,816,933,0,4
2362,4,256,2,1,1,1,0,8,1,0.000538,264,1357,761,0,4
2363,4,256,2,1,1,1,0,8,2,0.000538,264,1357,761,0,4
2364,4,256,2,1,1,1,0,9,0,0.001005,306,1260,1090,0,4
2365,4,256,2,1,1,1,0,9,1,0.000601,351,1732,983,0,4
2366,4,256,2,1,1,1,0,9,2,0.000601,351,1732,983,0,4
2367,4,256,2,1,1,1,0,10,0,0.000863,316,1268,1188,0,4
2368,4,256,2,1,1,1,0,10,1,0.000663,359,1875,1050,0,4
2369,4,256,2,1,1,1,0,10,2,0.000663,359,1875,1050,0,4
2370,4,256,2,1,1,1,0,11,0,0.001137,339,1419,1312,0,4
2371,4,256,2,1,1,1,0,11,1,0.000613,385,2047,1157,0,4
2372,4,256,2,1,1,1,0,11,2,0.000613,385,2047,1157,0,4
2373,4,256,2,1,1,1,0,12,0,0.001015,353,1350,1376,0,4
2374,4,256,2,1,1,1,0,12,1,0.000580,405,2133,1187,0,4
2375,4,256,2,1,1,1,0,12,2,0.000580,405,2133,1187,0,4
2376,4,256,2,1,1,1,0,13,0,0.000916,376,1583,1534,0,4
2377,4,256,2,1,1,1,0,13,1,0.000680,449,2439,1331,0,4
2378,4,256,2,1,1,1,0,13,2,0.000680,449,2439,1331,0,4
2379,4,256,2,1,1,1,0,14,0,0.001033,404,1666,1630,0,4
2380,4,256,2,1,1,1,0,14,1,0.000664,509,2578,1401,0,4
2381,4,256,2,1,1,1,0,14,2,0.000664,509,2578,1401,0,4
2382,4,256,2,1,1,1,0,15,0,0.001012,434,1827,1759,0,4
2383,4,256,2,1,1,1,0,15,1,0.000648,506,2818,1506,0,4
2384,4,256,2,1,1,1,0,15,2,0.000648,506,2818,1506,0,4
2385,4,256,2,2,1,1,0,1,0,0.000173,220,771,335,0,44
2386,4,256,2,2,1,1,0,1,1,0.000108,199,765,313,0,44
2387,4,256,2,2,1,1,0,1,2,0.000108,199,765,313,0,44
2388,4,256,2,2,1,1,0,2,0,0.000145,248,758,518,0,44
2389,4,256,2,2,1,1,0,2,1,0.000108,269,1057,448,0,44
2390,4,256,2,2,1,1,0,2,2,0.000108,269,1057,448,0,44
2391,4,256,2,2,1,1,0,3,0,0.000168,298,1074,551,0,44
2392,4,256,2,2,1,1,0,3,1,0.000114,319,1253,591,0,44
2393,4,256,2,2,1,1,0,3,2,0.000114,319,1253,591,0,44
2394,4,256,2,2,1,1,0,4,0,0.000137,335,1115,715,0,44
2395,4,256,2,2,1,1,0,4,1,0.000105,325,1165,619,0,44
2396,4,256,2,2,1,1,0,4,2,0.000105,325,1165,619,0,44
2397,4,256,2,2,1,1,0,5,0,0.000162,439,1632,751,0,44
2398,4,256,2,2,1,1,0,5,1,0.000110,404,1553,777,0,44
2399,4,256,2,2,1,1,0,5,2,0.000110,404,1553,777,0,44
2400,4,256,2,2,1,1,0,6,0,0.000164,415,1594,829,0,44
2401,4,256,2,2,1,1,0,6,1,0.000116,481,1752,907,0,44
2402,4,256,2,2,1,1,0,6,2,0.000116,481,1752,907,0,44
2403,4,256,2,2,1,1,0,7,0,0.000176,489,1978,951,0,44
2404,4,256,2,2,1,1,0,7,1,0.000122,517,2061,1025,0,44
2405,4,256,2,2,1,1,0,7,2,0.000122,517,2061,1025,0,44
2406,4,256,2,2,1,1,0,8,0,0.000142,528,1459,1053,0,44
2407,4,256,2,2,1,1,0,8,1,0.000126,502,1657,1009,0,44
2408,4,256,2,2,1,1,0,8,2,0.000126,502,1657,1009,0,44
2409,4,256,2,2,1,1,0,9,0,0.000184,573,2309,1137,0,44
2410,4,256,2,2,1,1,0,9,1,0.000128,615,2428,1221,0,44
2411,4,256,2,2,1,1,0,9,2,0.000129,622,2426,1221,0,44
2412,4,256,2,2,1,1,0,10,0,0.000169,638,2484,1207,0,44
2413,4,256,2,2,1,1,0,10,1,0.000133,664,3336,1445,0,44
2414,4,256,2,2,1,1,0,10,2,0.000133,664,3336,1445,0,44
2415,4,256,2,2,1,1,0,11,0,0.000193,711,2771,1335,0,44
2416,4,256,2,2,1,1,0,11,1,0.000135,719,3687,1553,0,44
2417,4,256,2,2,1,1,0,11,2,0.000135,719,3687,1553,0,44
2418,4,256,2,2,1,1,0,12,0,0.000158,711,2648,1363,0,44
2419,4,256,2,2,1,1,0,12,1,0.000138,749,3754,1633,0,44
2420,4,256,2,2,1,1,0,12,2,0.000138,749,3754,1633,0,44
2421,4,256,2,2,1,1,0,13,0,0.000184,783,3157,1531,0,44
2422,4,256,2,2,1,1,0,13,1,0.000126,843,4231,1753,0,44
2423,4,256,2,2,1,1,0,13,2,0.000126,843,4231,1753,0,44
2424,4,256,2,2,1,1,0,14,0,0.000181,794,3139,1592,0,44
2425,4,256,2,2,1,1,0,14,1,0.000131,867,4413,1847,0,44
2426,4,256,2,2,1,1,0,14,2,0.000131,867,4413,1847,0,44
2427,4,256,2,2,1,1,0,15,0,0.000190,891,3511,1726,0,44
2428,4,256,2,2,1,1,0,15,1,0.000136,928,4825,1966,0,44
2429,4,256,2,2,1,1,0,15,2,0.000132,923,4825,1966,0,44
2430,4,256,2,4,1,1,0,1,0,0.000104,450,1703,599,0,56
2431,4,256,2,4,1,1,0,1,1,0.000068,488,1904,559,0,56
2432,4,256,2,4,1,1,0,1,2,0.000068,488,1904,559,0,56
2433,4,256,2,4,1,1,0,2,0,0.000090,494,1797,951,0,56
2434,4,256,2,4,1,1,0,2,1,0.000070,535,2219,820,0,56
2435,4,256,2,4,1,1,0,2,2,0.000070,535,2219,820,0,56
2436,4,256,2,4,1,1,0,3,0,0.000095,610,2273,1024,0,56
2437,4,256,2,4,1,1,0,3,1,0.000070,655,2926,1099,0,56
2438,4,256,2,4,1,1,0,3,2,0.000070,655,2926,1099,0,56
2439,4,256,2,4,1,1,0,4,0,0.000091,677,2378,1332,0,56
2440,4,256,2,4,1,1,0,4,1,0.000070,660,2457,1156,0,56
2441,4,256,2,4,1,1,0,4,2,0.000070,660,2457,1156,0,56
2442,4,256,2,4,1,1,0,5,0,0.000099,854,3363,1416,0,56
2443,4,256,2,4,1,1,0,5,1,0.000072,801,3196,1464,0,56
2444,4,256,2,4,1,1,0,5,2,0.000072,801,3196,1464,0,56
2445,4,256,2,4,1,1,0,6,0,0.000102,843,3253,1566,0,56
2446,4,256,2,4,1,1,0,6,1,0.000078,881,3590,1712,0,56
2447,4,256,2,4,1,1,0,6,2,0.000078,881,3590,1712,0,56
2448,4,256,2,4,1,1,0,7,0,0.000101,995,3930,1807,0,56
2449,4,256,2,4,1,1,0,7,1,0.000082,1008,4157,1944,0,56
2450,4,256,2,4,1,1,0,7,2,0.000082,1008,4157,1944,0,56
2451,4,256,2,4,1,1,0,8,0,0.000079,965,3022,1990,0,56
2452,4,256,2,4,1,1,0,8,1,0.000072,1003,3403,1912,0,56
2453,4,256,2,4,1,1,0,8,2,0.000072,1003,3403,1912,0,56
2454,4,256,2,4,1,1,0,9,0,0.000098,1153,4832,2170,0,56
2455,4,256,2,4,1,1,0,9,1,0.000079,1179,4849,2327,0,56
2456,4,256,2,4,1,1,0,9,2,0.000079,1179,4849,2327,0,56
2457,4,256,2,4,1,1,0,10,0,0.000106,1218,4983,2306,0,56
2458,4,256,2,4,1,1,0,10,1,0.000082,1309,6733,2740,0,56
2459,4,256,2,4,1,1,0,10,2,0.000082,1309,6733,2740,0,56
2460,4,256,2,4,1,1,0,11,0,0.000100,1309,5618,2554,0,56
2461,4,256,2,4,1,1,0,11,1,0.000079,1455,7214,2944,0,56
2462,4,256,2,4,1,1,0,11,2,0.000079,1455,7214,2944,0,56
2463,4,256,2,4,1,1,0,12,0,0.000097,1373,5304,2606,0,56
2464,4,256,2,4,1,1,0,12,1,0.000077,1398,5657,2918,0,56
2465,4,256,2,4,1,1,0,12,2,0.000077,1398,5657,2918,0,56
2466,4,256,2,4,1,1,0,13,0,0.000116,1456,6192,2934,0,56
2467,4,256,2,4,1,1,0,13,1,0.000083,1524,6637,3154,0,56
2468,4,256,2,4,1,1,0,13,2,0.000083,1524,6637,3154,0,56
2469,4,256,2,4,1,1,0,14,0,0.000114,1524,6224,3058,0,56
2470,4,256,2,4,1,1,0,14,1,0.000086,1602,6805,3346,0,56
2471,4,256,2,4,1,1,0,14,2,0.000086,1602,6805,3346,0,56
2472,4,256,2,4,1,1,0,15,0,0.000106,1673,6912,3338,0,56
2473,4,256,2,4,1,1,0,15,1,0.000086,1706,7294,3566,0,56
2474,4,256,2,4,1,1,0,15,2,0.000086,1706,7294,3566,0,56
2475,4,256,2,8,1,1,0,1,0,0.000066,892,3219,1051,0,80
2476,4,256,2,8,1,1,0,1,1,0.000050,906,3577,979,0,80
2477,4,256,2,8,1,1,0,1,2,0.000050,906,3577,979,0,80
2478,4,256,2,8,1,1,0,2,0,0.000063,916,3376,1723,0,80
2479,4,256,2,8,1,1,0,2,1,0.000052,1005,4173,1484,0,80
2480,4,256,2,8,1,1,0,2,2,0.000052,1005,4173,1484,0,80
2481,4,256,2,8,1,1,0,3,0,0.000063,1141,4261,1883,0,80
2482,4,256,2,8,1,1,0,3,1,0.000051,1165,5015,2027,0,80
2483,4,256,2,8,1,1,0,3,2,0.000051,1165,5015,2027,0,80
2484,4,256,2,8,1,1,0,4,0,0.000058,1317,4506,2459,0,80
2485,4,256,2,8,1,1,0,4,1,0.000053,1184,4614,2139,0,80
2486,4,256,2,8,1,1,0,4,2,0.000053,1184,4614,2139,0,80
2487,4,256,2,8,1,1,0,5,0,0.000062,1540,6276,2651,0,80
2488,4,256,2,8,1,1,0,5,1,0.000055,1411,5693,2733,0,80
2489,4,256,2,8,1,1,0,5,2,0.000053,1402,5694,2733,0,80
2490,4,256,2,8,1,1,0,6,0,0.000064,1509,5726,2941,0,80
2491,4,256,2,8,1,1,0,6,1,0.000050,1608,6465,3205,0,80
2492,4,256,2,8,1,1,0,6,2,0.000050,1608,6465,3205,0,80
2493,4,256,2,8,1,1,0,7,0,0.000069,1780,6930,3413,0,80
2494,4,256,2,8,1,1,0,7,1,0.000054,1818,7489,3661,0,80
2495,4,256,2,8,1,1,0,7,2,0.000054,1818,7489,3661,0,80
2496,4,256,2,8,1,1,0,8,0,0.000058,1811,5648,3741,0,80
2497,4,256,2,8,1,1,0,8,1,0.000053,1790,6117,3597,0,80
2498,4,256,2,8,1,1,0,8,2,0.000053,1790,6117,3597,0,80
2499,4,256,2,8,1,1,0,9,0,0.000067,2195,8705,4125,0,80
2500,4,256,2,8,1,1,0,9,1,0.000055,2177,8780,4413,0,80
2501,4,256,2,8,1,1,0,9,2,0.000055,2177,8780,4413,0,80
2502,4,256,2,8,1,1,0,10,0,0.000069,2371,9033,4389,0,80
2503,4,256,2,8,1,1,0,10,1,0.000057,2435,10004,4877,0,80
2504,4,256,2,8,1,1,0,10,2,0.000057,2435,10004,4877,0,80
2505,4,256,2,8,1,1,0,11,0,0.000074,2552,10608,4878,0,80
2506,4,256,2,8,1,1,0,11,1,0.000057,2605,10866,5277,0,80
2507,4,256,2,8,1,1,0,11,2,0.000057,2605,10866,5277,0,80
2508,4,256,2,8,1,1,0,12,0,0.000068,2508,9863,4982,0,80
2509,4,256,2,8,1,1,0,12,1,0.000056,2625,10820,5582,0,80
2510,4,256,2,8,1,1,0,12,2,0.000056,2625,10820,5582,0,80
2511,4,256,2,8,1,1,0,13,0,0.000072,2929,11687,5629,0,80
2512,4,256,2,8,1,1,0,13,1,0.000064,3049,12480,6045,0,80
2513,4,256,2,8,1,1,0,13,2,0.000064,3049,12480,6045,0,80
2514,4,256,2,8,1,1,0,14,0,0.000070,2994,11617,5878,0,80
2515,4,256,2,8,1,1,0,14,1,0.000059,3247,13315,6422,0,80
2516,4,256,2,8,1,1,0,14,2,0.000059,3247,13315,6422,0,80
2517,4,256,2,8,1,1,0,15,0,0.000072,3150,12960,6389,0,80
2518,4,256,2,8,1,1,0,15,1,0.000059,3540,14046,6917,0,80
2519,4,256,2,8,1,1,0,15,2,0.000059,3540,14046,6917,0,80
2520,4,256,4,1,1,1,0,1,0,0.000716,91,381,206,0,4
2521,4,256,4,1,1,1,0,1,1,0.000441,93,389,160,0,4
2522,4,256,4,1,1,1,0,1,2,0.000441,93,389,160,0,4
2523,4,256,4,1,1,1,0,2,0,0.000686,115,435,322,0,4
2524,4,256,4,1,1,1,0,2,1,0.000409,115,467,265,0,4
2525,4,256,4,1,1,1,0,2,2,0.000409,115,467,265,0,4
2526,4,256,4,1,1,1,0,3,0,0.000735,144,604,426,0,4
2527,4,256,4,1,1,1,0,3,1,0.000413,147,572,373,0,4
2528,4,256,4,1,1,1,0,3,2,0.000413,147,572,373,0,4
2529,4,256,4,1,1,1,0,4,0,0.000690,167,670,528,0,4
2530,4,256,4,1,1,1,0,4,1,0.000439,171,798,472,0,4
2531,4,256,4,1,1,1,0,4,2,0.000438,169,799,472,0,4
2532,4,256,4,1,1,1,0,5,0,0.000757,201,916,648,0,4
2533,4,256,4,1,1,1,0,5,1,0.000433,211,1015,623,0,4
2534,4,256,4,1,1,1,0,5,2,0.000433,211,1015,623,0,4
2535,4,256,4,1,1,1,0,6,0,0.000779,205,803,749,0,4
2536,4,256,4,1,1,1,0,6,1,0.000507,236,1182,691,0,4
2537,4,256,4,1,1,1,0,6,2,0.000507,236,1182,691,0,4
2538,4,256,4,1,1,1,0,7,0,0.000795,233,943,870,0,4
2539,4,256,4,1,1,1,0,7,1,0.000571,280,1322,793,0,4
2540,4,256,4,1,1,1,0,7,2,0.000571,280,1322,793,0,4
2541,4,256,4,1,1,1,0,8,0,0.000841,243,816,928,0,4
2542,4,256,4,1,1,1,0,8,1,0.000521,264,1321,752,0,4
2543,4,256,4,1,1,1,0,8,2,0.000521,264,1321,752,0,4
2544,4,256,4,1,1,1,0,9,0,0.000927,290,1180,1085,0,4
2545,4,256,4,1,1,1,0,9,1,0.000507,340,1672,965,0,4
2546,4,256,4,1,1,1,0,9,2,0.000507,340,1672,965,0,4
2547,4,256,4,1,1,1,0,10,0,0.000915,319,1232,1182,0,4
2548,4,256,4,1,1,1,0,10,1,0.000582,360,1799,1031,0,4
2549,4,256,4,1,1,1,0,10,2,0.000582,360,1799,1031,0,4
2550,4,256,4,1,1,1,0,11,0,0.001073,340,1433,1305,0,4
2551,4,256,4,1,1,1,0,11,1,0.000561,387,1993,1134,0,4
2552,4,256,4,1,1,1,0,11,2,0.000561,387,1993,1134,0,4
2553,4,256,4,1,1,1,0,12,0,0.000909,343,1342,1368,0,4
2554,4,256,4,1,1,1,0,12,1,0.000596,391,2084,1166,0,4
2555,4,256,4,1,1,1,0,12,2,0.000556,394,2083,1166,0,4
2556,4,256,4,1,1,1,0,13,0,0.001108,391,1617,1525,0,4
2557,4,256,4,1,1,1,0,13,1,0.000527,423,2243,1305,0,4
2558,4,256,4,1,1,1,0,13,2,0.000527,423,2243,1305,0,4
2559,4,256,4,1,1,1,0,14,0,0.001041,406,1637,1618,0,4
2560,4,256,4,1,1,1,0,14,1,0.000636,445,2449,1372,0,4
2561,4,256,4,1,1,1,0,14,2,0.000636,445,2449,1372,0,4
2562,4,256,4,1,1,1,0,15,0,0.001018,450,1831,1746,0,4
2563,4,256,4,1,1,1,0,15,1,0.000635,532,2733,1476,0,4
2564,4,256,4,1,1,1,0,15,2,0.000635,532,2733,1476,0,4
2565,4,256,4,2,1,1,0,1,0,0.000197,207,771,333,0,44
2566,4,256,4,2,1,1,0,1,1,0.000112,197,759,309,0,44
2567,4,256,4,2,1,1,0,1,2,0.000112,197,759,309,0,44
2568,4,256,4,2,1,1,0,2,0,0.000159,230,758,522,0,44
2569,4,256,4,2,1,1,0,2,1,0.000112,260,1051,450,0,44
2570,4,256,4,2,1,1,0,2,2,0.000112,260,1051,450,0,44
2571,4,256,4,2,1,1,0,3,0,0.000177,327,1070,551,0,44
2572,4,256,4,2,1,1,0,3,1,0.000115,311,1236,589,0,44
2573,4,256,4,2,1,1,0,3,2,0.000115,311,1236,589,0,44
2574,4,256,4,2,1,1,0,4,0,0.000142,341,1118,713,0,44
2575,4,256,4,2,1,1,0,4,1,0.000116,331,1155,617,0,44
2576,4,256,4,2,1,1,0,4,2,0.000116,331,1155,617,0,44
2577,4,256,4,2,1,1,0,5,0,0.000175,422,1619,747,0,44
2578,4,256,4,2,1,1,0,5,1,0.000116,403,1534,771,0,44
2579,4,256,4,2,1,1,0,5,2,0.000116,403,1534,771,0,44
2580,4,256,4,2,1,1,0,6,0,0.000153,440,1569,823,0,44
2581,4,256,4,2,1,1,0,6,1,0.000116,458,1731,847,0,44
2582,4,256,4,2,1,1,0,6,2,0.000116,458,1731,847,0,44
2583,4,256,4,2,1,1,0,7,0,0.000184,499,1914,943,0,44
2584,4,256,4,2,1,1,0,7,1,0.000125,511,2022,1015,0,44
2585,4,256,4,2,1,1,0,7,2,0.000125,511,2022,1015,0,44
2586,4,256,4,2,1,1,0,8,0,0.000132,491,1473,1043,0,44
2587,4,256,4,2,1,1,0,8,1,0.000129,495,1648,999,0,44
