n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2
574,16,2,4,1,3,16,0,6.1E-05,555
575,16,2,4,1,4,1,0,8.4E-05,475
576,16,2,4,1,4,2,0,9.7E-05,634
577,16,2,4,1,4,4,0,9.5E-05,613
578,16,2,4,1,4,8,0,9.1E-05,608
579,16,2,4,1,4,16,0,5.9E-05,421
580,16,2,4,2,1,1,0,0.000141,571
581,16,2,4,2,1,2,0,0.00018,751
582,16,2,4,2,1,4,0,0.000136,745
583,16,2,4,2,1,8,0,0.000136,770
584,16,2,4,2,1,16,0,0.000105,660
585,16,2,4,2,2,1,0,0.000138,539
586,16,2,4,2,2,2,0,0.000194,675
587,16,2,4,2,2,4,0,0.000138,717
588,16,2,4,2,2,8,0,0.000132,720
589,16,2,4,2,2,16,0,0.000106,671
590,16,2,4,2,3,1,0,0.000147,556
591,16,2,4,2,3,2,0,0.000185,784
592,16,2,4,2,3,4,0,0.000142,729
593,16,2,4,2,3,8,0,0.00014,753
594,16,2,4,2,3,16,0,0.000102,718
595,16,2,4,2,4,1,0,0.000145,530
596,16,2,4,2,4,2,0,0.000177,708
597,16,2,4,2,4,4,0,0.000135,628
598,16,2,4,2,4,8,0,0.00014,659
599,16,2,4,2,4,16,0,0.000105,592
600,16,2,4,3,1,1,0,0.000201,751
601,16,2,4,3,1,2,0,0.000268,935
602,16,2,4,3,1,4,0,0.00027,833
603,16,2,4,3,1,8,0,0.000259,809
605,16,2,4,3,2,1,0,0.000213,732
606,16,2,4,3,2,2,0,0.00026,873
607,16,2,4,3,2,4,0,0.00026,777
608,16,2,4,3,2,8,0,0.000264,771
609,16,2,4,3,2,16,0,0.000179,997
610,16,2,4,3,3,1,0,0.000199,746
611,16,2,4,3,3,2,0,0.000254,926
612,16,2,4,3,3,4,0,0.000256,783
613,16,2,4,3,3,8,0,0.000255,784
614,16,2,4,3,3,16,0,0.000168,1124
615,16,2,4,3,4,1,0,0.000211,761
616,16,2,4,3,4,2,0,0.000264,889
617,16,2,4,3,4,4,0,0.000252,762
618,16,2,4,3,4,8,0,0.000262,776
619,16,2,4,3,4,16,0,0.000182,947
620,16,2,4,4,1,1,0,0.000273,950
621,16,2,4,4,1,2,0,0.000327,950
622,16,2,4,4,1,4,0,0.000325,904
623,16,2,4,4,1,8,0,0.000263,995
624,16,2,4,4,1,16,0,0.000258,1097
625,16,2,4,4,2,1,0,0.000259,901
626,16,2,4,4,2,2,0,0.000353,965
627,16,2,4,4,2,4,0,0.000323,892
628,16,2,4,4,2,8,0,0.000263,950
629,16,2,4,4,2,16,0,0.000237,1094
630,16,2,4,4,3,1,0,0.000266,913
631,16,2,4,4,3,2,0,0.000338,1029
632,16,2,4,4,3,4,0,0.000307,916
633,16,2,4,4,3,8,0,0.000253,967
635,16,2,4,4,4,1,0,0.00025,856
636,16,2,4,4,4,2,0,0.000355,936
637,16,2,4,4,4,4,0,0.000319,811
638,16,2,4,4,4,8,0,0.00026,938
639,16,2,4,4,4,16,0,0.000241,1316
640,16,3,1,1,1,1,0,2.6E-05,308
641,16,3,1,1,1,2,0,2.9E-05,492
642,16,3,1,1,1,4,0,2.8E-05,578
643,16,3,1,1,1,8,0,3.3E-05,550
644,16,3,1,1,1,16,0,1.7E-05,353
645,16,3,1,1,2,1,0,2.6E-05,300
646,16,3,1,1,2,2,0,3.1E-05,422
647,16,3,1,1,2,4,0,3E-05,531
648,16,3,1,1,2,8,0,2.7E-05,541
649,16,3,1,1,2,16,0,2E-05,355
650,16,3,1,1,3,1,0,2.6E-05,320
651,16,3,1,1,3,2,0,3.1E-05,561
652,16,3,1,1,3,4,0,2.9E-05,537
653,16,3,1,1,3,8,0,3E-05,560
654,16,3,1,1,3,16,0,2E-05,508
655,16,3,1,1,4,1,0,2.6E-05,277
656,16,3,1,1,4,2,0,3E-05,406
657,16,3,1,1,4,4,0,2.9E-05,409
658,16,3,1,1,4,8,0,2.6E-05,505
659,16,3,1,1,4,16,0,1.9E-05,302
660,16,3,1,2,1,1,0,4.7E-05,304
661,16,3,1,2,1,2,0,5.6E-05,521
662,16,3,1,2,1,4,0,4.5E-05,585
663,16,3,1,2,1,8,0,4.4E-05,571
664,16,3,1,2,1,16,0,4E-05,529
665,16,3,1,2,2,1,0,4.9E-05,304
666,16,3,1,2,2,2,0,5.8E-05,447
667,16,3,1,2,2,4,0,4.6E-05,509
668,16,3,1,2,2,8,0,4.7E-05,510
669,16,3,1,2,2,16,0,4E-05,523
670,16,3,1,2,3,1,0,4.7E-05,315
671,16,3,1,2,3,2,0,7.1E-05,617
672,16,3,1,2,3,4,0,5.7E-05,581
673,16,3,1,2,3,8,0,5.5E-05,610
674,16,3,1,2,3,16,0,4E-05,577
675,16,3,1,2,4,1,0,4.7E-05,323
676,16,3,1,2,4,2,0,6E-05,485
677,16,3,1,2,4,4,0,4.4E-05,448
678,16,3,1,2,4,8,0,4.3E-05,497
679,16,3,1,2,4,16,0,3.9E-05,437
680,16,3,1,3,1,1,0,7.6E-05,547
681,16,3,1,3,1,2,0,1E-04,628
682,16,3,1,3,1,4,0,1E-04,634
683,16,3,1,3,1,8,0,9.7E-05,632
684,16,3,1,3,1,16,0,5.9E-05,797
685,16,3,1,3,2,1,0,7.4E-05,661
686,16,3,1,3,2,2,0,9.5E-05,650
687,16,3,1,3,2,4,0,9.3E-05,641
688,16,3,1,3,2,8,0,9E-05,637
689,16,3,1,3,2,16,0,5.9E-05,719
690,16,3,1,3,3,1,0,7.5E-05,489
691,16,3,1,3,3,2,0,0.000104,712
692,16,3,1,3,3,4,0,1E-04,639
693,16,3,1,3,3,8,0,9.4E-05,637
694,16,3,1,3,3,16,0,5.9E-05,943
695,16,3,1,3,4,1,0,7.8E-05,555
696,16,3,1,3,4,2,0,9.7E-05,571
697,16,3,1,3,4,4,0,9.7E-05,604
698,16,3,1,3,4,8,0,9E-05,595
699,16,3,1,3,4,16,0,5.6E-05,729
700,16,3,1,4,1,1,0,0.000104,561
701,16,3,1,4,1,2,0,0.00013,718
702,16,3,1,4,1,4,0,0.000122,728
703,16,3,1,4,1,8,0,9.8E-05,722
704,16,3,1,4,1,16,0,9.5E-05,873
705,16,3,1,4,2,1,0,9.5E-05,555
706,16,3,1,4,2,2,0,0.000126,656
707,16,3,1,4,2,4,0,0.000119,653
708,16,3,1,4,2,8,0,0.000101,677
709,16,3,1,4,2,16,0,9.9E-05,871
710,16,3,1,4,3,1,0,1E-04,559
711,16,3,1,4,3,2,0,0.000132,734
712,16,3,1,4,3,4,0,0.000124,679
713,16,3,1,4,3,8,0,0.000101,730
714,16,3,1,4,3,16,0,9.9E-05,1026
715,16,3,1,4,4,1,0,0.000102,503
716,16,3,1,4,4,2,0,0.000128,622
717,16,3,1,4,4,4,0,0.000117,639
718,16,3,1,4,4,8,0,0.000101,633
719,16,3,1,4,4,16,0,9.4E-05,890
720,16,3,2,1,1,1,0,4.6E-05,459
721,16,3,2,1,1,2,0,5E-05,651
722,16,3,2,1,1,4,0,5.1E-05,627
723,16,3,2,1,1,8,0,5E-05,711
724,16,3,2,1,1,16,0,3.2E-05,455
725,16,3,2,1,2,1,0,4.6E-05,474
726,16,3,2,1,2,2,0,5.5E-05,568
727,16,3,2,1,2,4,0,5E-05,552
728,16,3,2,1,2,8,0,5E-05,641
729,16,3,2,1,2,16,0,3.5E-05,412
730,16,3,2,1,3,1,0,4.7E-05,472
731,16,3,2,1,3,2,0,5.2E-05,706
732,16,3,2,1,3,4,0,4.9E-05,590
733,16,3,2,1,3,8,0,5.5E-05,697
734,16,3,2,1,3,16,0,3.4E-05,529
735,16,3,2,1,4,1,0,4.6E-05,444
736,16,3,2,1,4,2,0,5.3E-05,609
737,16,3,2,1,4,4,0,5.3E-05,539
738,16,3,2,1,4,8,0,5.2E-05,610
739,16,3,2,1,4,16,0,3.6E-05,350
740,16,3,2,2,1,1,0,8.1E-05,536
741,16,3,2,2,1,2,0,0.000103,750
742,16,3,2,2,1,4,0,7.5E-05,686
743,16,3,2,2,1,8,0,7.8E-05,801
744,16,3,2,2,1,16,0,5.7E-05,578
745,16,3,2,2,2,1,0,8E-05,541
746,16,3,2,2,2,2,0,9.9E-05,633
747,16,3,2,2,2,4,0,7.5E-05,642
748,16,3,2,2,2,8,0,7.4E-05,742
749,16,3,2,2,2,16,0,5.6E-05,560
750,16,3,2,2,3,1,0,7.8E-05,519
751,16,3,2,2,3,2,0,0.000102,740
752,16,3,2,2,3,4,0,7.9E-05,699
753,16,3,2,2,3,8,0,7.7E-05,758
754,16,3,2,2,3,16,0,5.7E-05,705
755,16,3,2,2,4,1,0,7.8E-05,565
756,16,3,2,2,4,2,0,9.9E-05,632
757,16,3,2,2,4,4,0,7.4E-05,606
758,16,3,2,2,4,8,0,7.4E-05,677
759,16,3,2,2,4,16,0,5.6E-05,558
760,16,3,2,3,1,1,0,0.000113,694
761,16,3,2,3,1,2,0,0.000147,863
762,16,3,2,3,1,4,0,0.000136,761
763,16,3,2,3,1,8,0,0.000137,868
764,16,3,2,3,1,16,0,9.5E-05,1004
765,16,3,2,3,2,1,0,0.000108,698
766,16,3,2,3,2,2,0,0.000137,799
767,16,3,2,3,2,4,0,0.000137,718
768,16,3,2,3,2,8,0,0.00013,804
769,16,3,2,3,2,16,0,8.8E-05,868
770,16,3,2,3,3,1,0,0.000109,681
771,16,3,2,3,3,2,0,0.00014,913
772,16,3,2,3,3,4,0,0.000145,726
773,16,3,2,3,3,8,0,0.000143,864
774,16,3,2,3,3,16,0,8.9E-05,983
775,16,3,2,3,4,1,0,0.000109,692
776,16,3,2,3,4,2,0,0.000131,767
777,16,3,2,3,4,4,0,0.000135,715
778,16,3,2,3,4,8,0,0.000133,779
779,16,3,2,3,4,16,0,8.8E-05,894
780,16,3,2,4,1,1,0,0.000142,786
781,16,3,2,4,1,2,0,0.000181,849
782,16,3,2,4,1,4,0,0.000178,915
783,16,3,2,4,1,8,0,0.000141,991
784,16,3,2,4,1,16,0,0.000135,925
785,16,3,2,4,2,1,0,0.000141,810
786,16,3,2,4,2,2,0,0.000182,826
787,16,3,2,4,2,4,0,0.000176,843
788,16,3,2,4,2,8,0,0.000139,932
789,16,3,2,4,2,16,0,0.000134,995
790,16,3,2,4,3,1,0,0.000137,808
791,16,3,2,4,3,2,0,0.000181,929
792,16,3,2,4,3,4,0,0.000172,849
793,16,3,2,4,3,8,0,0.000141,991
794,16,3,2,4,3,16,0,0.000133,1018
795,16,3,2,4,4,1,0,0.000135,815
796,16,3,2,4,4,2,0,0.000178,885
797,16,3,2,4,4,4,0,0.000171,790
798,16,3,2,4,4,8,0,0.000134,908
799,16,3,2,4,4,16,0,0.000134,855
800,16,3,3,1,1,1,0,7.2E-05,498
801,16,3,3,1,1,2,0,7.8E-05,627
802,16,3,3,1,1,4,0,7.2E-05,615
803,16,3,3,1,1,8,0,7.4E-05,722
804,16,3,3,1,1,16,0,5.1E-05,400
805,16,3,3,1,2,1,0,7.1E-05,451
806,16,3,3,1,2,2,0,7.6E-05,561
807,16,3,3,1,2,4,0,7.8E-05,579
808,16,3,3,1,2,8,0,7.3E-05,678
809,16,3,3,1,2,16,0,4.8E-05,360
810,16,3,3,1,3,1,0,7E-05,477
811,16,3,3,1,3,2,0,8.2E-05,710
812,16,3,3,1,3,4,0,7.6E-05,549
813,16,3,3,1,3,8,0,7.7E-05,731
814,16,3,3,1,3,16,0,5.2E-05,546
815,16,3,3,1,4,1,0,6.9E-05,466
816,16,3,3,1,4,2,0,7.6E-05,557
817,16,3,3,1,4,4,0,8.5E-05,544
818,16,3,3,1,4,8,0,7.8E-05,638
819,16,3,3,1,4,16,0,5.2E-05,301
820,16,3,3,2,1,1,0,0.000106,552
821,16,3,3,2,1,2,0,0.000142,798
822,16,3,3,2,1,4,0,0.000104,722
823,16,3,3,2,1,8,0,0.000111,843
824,16,3,3,2,1,16,0,8.5E-05,583
825,16,3,3,2,2,1,0,0.000119,569
826,16,3,3,2,2,2,0,0.000151,768
827,16,3,3,2,2,4,0,0.000104,662
828,16,3,3,2,2,8,0,0.000106,761
829,16,3,3,2,2,16,0,8E-05,629
830,16,3,3,2,3,1,0,0.000114,557
831,16,3,3,2,3,2,0,0.000139,761
832,16,3,3,2,3,4,0,0.000107,708
833,16,3,3,2,3,8,0,0.000116,828
834,16,3,3,2,3,16,0,8.3E-05,689
835,16,3,3,2,4,1,0,0.000105,551
836,16,3,3,2,4,2,0,0.000141,721
837,16,3,3,2,4,4,0,0.000106,609
838,16,3,3,2,4,8,0,0.000113,746
839,16,3,3,2,4,16,0,8.3E-05,526
840,16,3,3,3,1,1,0,0.000164,782
841,16,3,3,3,1,2,0,0.000199,941
842,16,3,3,3,1,4,0,0.00021,890
843,16,3,3,3,1,8,0,0.000205,972
844,16,3,3,3,1,16,0,0.000136,902
845,16,3,3,3,2,1,0,0.000163,785
846,16,3,3,3,2,2,0,0.000202,877
847,16,3,3,3,2,4,0,0.000202,781
848,16,3,3,3,2,8,0,0.0002,886
849,16,3,3,3,2,16,0,0.000138,1005
850,16,3,3,3,3,1,0,0.000151,776
851,16,3,3,3,3,2,0,0.000205,952
852,16,3,3,3,3,4,0,0.000205,830
853,16,3,3,3,3,8,0,0.0002,1025
854,16,3,3,3,3,16,0,0.000141,994
855,16,3,3,3,4,1,0,0.000164,735
856,16,3,3,3,4,2,0,0.000214,795
857,16,3,3,3,4,4,0,0.000212,769
858,16,3,3,3,4,8,0,0.000209,842
859,16,3,3,3,4,16,0,0.000136,852
860,16,3,3,4,1,1,0,0.000213,867
861,16,3,3,4,1,2,0,0.000273,915
862,16,3,3,4,1,4,0,0.000234,918
863,16,3,3,4,1,8,0,0.000211,1096
864,16,3,3,4,1,16,0,0.000191,1027
865,16,3,3,4,2,1,0,0.000201,871
866,16,3,3,4,2,2,0,0.000273,867
867,16,3,3,4,2,4,0,0.000232,823
868,16,3,3,4,2,8,0,0.000208,1045
869,16,3,3,4,2,16,0,0.000202,984
870,16,3,3,4,3,1,0,0.000208,856
871,16,3,3,4,3,2,0,0.000279,986
872,16,3,3,4,3,4,0,0.000233,885
873,16,3,3,4,3,8,0,0.000204,1047
874,16,3,3,4,3,16,0,0.000208,1129
875,16,3,3,4,4,1,0,0.000203,851
876,16,3,3,4,4,2,0,0.000266,917
877,16,3,3,4,4,4,0,0.000234,762
878,16,3,3,4,4,8,0,0.0002,1051
879,16,3,3,4,4,16,0,0.000198,879
880,16,3,4,1,1,1,0,4.8E-05,594
881,16,3,4,1,1,2,0,5.5E-05,789
882,16,3,4,1,1,4,0,5.3E-05,723
883,16,3,4,1,1,8,0,6.3E-05,807
884,16,3,4,1,1,16,0,4E-05,442
885,16,3,4,1,2,1,0,5.1E-05,568
886,16,3,4,1,2,2,0,5.8E-05,689
887,16,3,4,1,2,4,0,5.7E-05,649
888,16,3,4,1,2,8,0,5.6E-05,827
889,16,3,4,1,2,16,0,4.2E-05,451
890,16,3,4,1,3,1,0,4.8E-05,570
891,16,3,4,1,3,2,0,5.7E-05,875
892,16,3,4,1,3,4,0,5.8E-05,830
893,16,3,4,1,3,8,0,6E-05,797
894,16,3,4,1,3,16,0,4.2E-05,599
895,16,3,4,1,4,1,0,4.9E-05,541
896,16,3,4,1,4,2,0,5.7E-05,771
897,16,3,4,1,4,4,0,5.8E-05,638
898,16,3,4,1,4,8,0,5.7E-05,830
899,16,3,4,1,4,16,0,3.9E-05,363
900,16,3,4,2,1,1,0,8.7E-05,695
901,16,3,4,2,1,2,0,0.000109,897
902,16,3,4,2,1,4,0,8.2E-05,806
903,16,3,4,2,1,8,0,8.7E-05,906
904,16,3,4,2,1,16,0,6.5E-05,626
905,16,3,4,2,2,1,0,8.2E-05,705
906,16,3,4,2,2,2,0,0.000109,877
907,16,3,4,2,2,4,0,8.5E-05,778
908,16,3,4,2,2,8,0,8.9E-05,865
909,16,3,4,2,2,16,0,6.5E-05,620
910,16,3,4,2,3,1,0,8.3E-05,683
911,16,3,4,2,3,2,0,0.000106,903
912,16,3,4,2,3,4,0,8.9E-05,823
913,16,3,4,2,3,8,0,8.7E-05,879
914,16,3,4,2,3,16,0,6.6E-05,748
915,16,3,4,2,4,1,0,8.1E-05,675
916,16,3,4,2,4,2,0,0.000107,831
917,16,3,4,2,4,4,0,8.4E-05,687
918,16,3,4,2,4,8,0,8.3E-05,810
919,16,3,4,2,4,16,0,6.1E-05,534
920,16,3,4,3,1,1,0,0.000123,927
921,16,3,4,3,1,2,0,0.000161,1031
922,16,3,4,3,1,4,0,0.000157,943
923,16,3,4,3,1,8,0,0.000155,1027
924,16,3,4,3,1,16,0,0.000109,1019
925,16,3,4,3,2,1,0,0.000128,915
926,16,3,4,3,2,2,0,0.000155,1006
927,16,3,4,3,2,4,0,0.000152,885
928,16,3,4,3,2,8,0,0.000159,960
929,16,3,4,3,2,16,0,0.000111,988
930,16,3,4,3,3,1,0,0.000125,954
931,16,3,4,3,3,2,0,0.000165,1092
932,16,3,4,3,3,4,0,0.000161,880
933,16,3,4,3,3,8,0,0.000155,999
934,16,3,4,3,3,16,0,0.000104,1118
935,16,3,4,3,4,1,0,0.000126,988
936,16,3,4,3,4,2,0,0.000157,976
937,16,3,4,3,4,4,0,0.000158,809
938,16,3,4,3,4,8,0,0.000157,951
940,16,3,4,4,1,1,0,0.000162,1028
941,16,3,4,4,1,2,0,0.00021,1095
942,16,3,4,4,1,4,0,0.000191,1022
944,16,3,4,4,1,16,0,0.00015,1109
945,16,3,4,4,2,1,0,0.000157,1047
946,16,3,4,4,2,2,0,0.000211,1046
947,16,3,4,4,2,4,0,0.000185,926
948,16,3,4,4,2,8,0,0.000163,1091
949,16,3,4,4,2,16,0,0.000149,1291
950,16,3,4,4,3,1,0,0.00016,988
951,16,3,4,4,3,2,0,0.000212,1160
952,16,3,4,4,3,4,0,0.000188,971
953,16,3,4,4,3,8,0,0.000159,1155
954,16,3,4,4,3,16,0,0.000144,1286
955,16,3,4,4,4,1,0,0.000164,1032
957,16,3,4,4,4,4,0,0.000191,931
958,16,3,4,4,4,8,0,0.000159,1068
959,16,3,4,4,4,16,0,0.000152,1031
960,16,4,1,1,1,1,0,1.5E-05,316
961,16,4,1,1,1,2,0,1.6E-05,576
962,16,4,1,1,1,4,0,1.4E-05,553
963,16,4,1,1,1,8,0,1.5E-05,834
964,16,4,1,1,1,16,0,1.3E-05,372
965,16,4,1,1,2,1,0,1.5E-05,315
966,16,4,1,1,2,2,0,2E-05,425
967,16,4,1,1,2,4,0,1.9E-05,447
968,16,4,1,1,2,8,0,1.9E-05,542
969,16,4,1,1,2,16,0,1.1E-05,381
970,16,4,1,1,3,1,0,1.8E-05,392
971,16,4,1,1,3,2,0,2.3E-05,642
972,16,4,1,1,3,4,0,2.2E-05,538
973,16,4,1,1,3,8,0,2.1E-05,665
974,16,4,1,1,3,16,0,1.1E-05,429
975,16,4,1,1,4,1,0,1.5E-05,305
976,16,4,1,1,4,2,0,1.9E-05,453
977,16,4,1,1,4,4,0,2E-05,474
978,16,4,1,1,4,8,0,1.8E-05,556
979,16,4,1,1,4,16,0,1.2E-05,315
980,16,4,1,2,1,1,0,2.8E-05,484
981,16,4,1,2,1,2,0,3.6E-05,671
982,16,4,1,2,1,4,0,2.8E-05,664
983,16,4,1,2,1,8,0,2.8E-05,734
984,16,4,1,2,1,16,0,2.1E-05,485
985,16,4,1,2,2,1,0,2.7E-05,472
986,16,4,1,2,2,2,0,3.3E-05,502
987,16,4,1,2,2,4,0,2.7E-05,626
988,16,4,1,2,2,8,0,2.7E-05,723
989,16,4,1,2,2,16,0,2E-05,485
990,16,4,1,2,3,1,0,2.8E-05,493
991,16,4,1,2,3,2,0,3.8E-05,654
992,16,4,1,2,3,4,0,3E-05,640
993,16,4,1,2,3,8,0,2.9E-05,739
994,16,4,1,2,3,16,0,2.1E-05,605
995,16,4,1,2,4,1,0,2.6E-05,467
996,16,4,1,2,4,2,0,3.3E-05,562
997,16,4,1,2,4,4,0,2.7E-05,557
998,16,4,1,2,4,8,0,2.8E-05,673
999,16,4,1,2,4,16,0,2E-05,470
1000,16,4,1,3,1,1,0,4E-05,579
10000,8192,2,1,1,3,64,0,2.382872,448
10001,8192,2,1,1,3,128,0,2.382872,448
10002,8192,2,1,1,3,256,0,2.382872,448
10003,8192,2,1,1,3,512,0,2.382872,448
10004,8192,2,1,1,3,1024,0,2.382872,448
10005,8192,2,1,1,3,2048,0,2.382872,448
10006,8192,2,1,1,3,4096,0,2.382872,448
10007,8192,2,1,1,3,8192,0,2.382872,448
10008,8192,2,1,1,4,64,0,2.531499,251
10009,8192,2,1,1,4,128,0,2.531499,251
1001,16,4,1,3,1,2,0,5E-05,751
10010,8192,2,1,1,4,256,0,2.531499,251
10011,8192,2,1,1,4,512,0,2.531499,251
10012,8192,2,1,1,4,1024,0,2.531499,251
10013,8192,2,1,1,4,2048,0,2.531499,251
10014,8192,2,1,1,4,4096,0,2.531499,251
10015,8192,2,1,1,4,8192,0,2.531499,251
10016,8192,2,1,2,1,64,0,5.446278,483
10017,8192,2,1,2,1,128,0,5.446278,483
10018,8192,2,1,2,1,256,0,5.446278,483
10019,8192,2,1,2,1,512,0,5.446278,483
1002,16,4,1,3,1,4,0,5.2E-05,667
10020,8192,2,1,2,1,1024,0,5.446278,483
10021,8192,2,1,2,1,2048,0,5.446278,483
10022,8192,2,1,2,1,4096,0,5.446278,483
10023,8192,2,1,2,1,8192,0,5.446278,483
10024,8192,2,1,2,2,64,0,5.542262,492
10025,8192,2,1,2,2,128,0,5.488564,493
10026,8192,2,1,2,2,256,0,5.488564,493
10027,8192,2,1,2,2,512,0,5.488564,493
10028,8192,2,1,2,2,1024,0,5.488564,493
10029,8192,2,1,2,2,2048,0,5.488564,493
1003,16,4,1,3,1,8,0,5.3E-05,789
10030,8192,2,1,2,2,4096,0,5.488564,493
10031,8192,2,1,2,2,8192,0,5.488564,493
10032,8192,2,1,2,3,64,0,5.848338,633
10033,8192,2,1,2,3,128,0,5.848338,633
10034,8192,2,1,2,3,256,0,5.848338,633
10035,8192,2,1,2,3,512,0,5.848338,633
10036,8192,2,1,2,3,1024,0,5.848338,633
10037,8192,2,1,2,3,2048,0,5.848338,633
10038,8192,2,1,2,3,4096,0,5.848338,633
10039,8192,2,1,2,3,8192,0,5.848338,633
1004,16,4,1,3,1,16,0,3.1E-05,723
10040,8192,2,1,2,4,64,0,5.435538,407
10041,8192,2,1,2,4,128,0,5.435538,407
10042,8192,2,1,2,4,256,0,5.435538,407
10043,8192,2,1,2,4,512,0,5.435538,407
10044,8192,2,1,2,4,1024,0,5.435538,407
10045,8192,2,1,2,4,2048,0,5.435538,407
10046,8192,2,1,2,4,4096,0,5.435538,407
10047,8192,2,1,2,4,8192,0,5.435538,407
10048,8192,2,1,3,1,64,0,9.157881,679
10049,8192,2,1,3,1,128,0,9.157881,679
1005,16,4,1,3,2,1,0,4.1E-05,574
10050,8192,2,1,3,1,256,0,9.157881,679
10051,8192,2,1,3,1,512,0,9.157881,679
10052,8192,2,1,3,1,1024,0,9.157881,679
10053,8192,2,1,3,1,2048,0,9.157881,679
10054,8192,2,1,3,1,4096,0,9.157881,679
10055,8192,2,1,3,1,8192,0,9.157881,679
10056,8192,2,1,3,2,64,0,9.152242,624
10057,8192,2,1,3,2,128,0,9.152242,624
10058,8192,2,1,3,2,256,0,9.152242,624
10059,8192,2,1,3,2,512,0,9.152242,624
1006,16,4,1,3,2,2,0,5.2E-05,682
10060,8192,2,1,3,2,1024,0,9.152242,624
10061,8192,2,1,3,2,2048,0,9.152242,624
10062,8192,2,1,3,2,4096,0,9.152242,624
10063,8192,2,1,3,2,8192,0,9.119354,626
10064,8192,2,1,3,3,64,0,9.259363,809
10065,8192,2,1,3,3,128,0,9.259363,809
10066,8192,2,1,3,3,256,0,9.259363,809
10067,8192,2,1,3,3,512,0,9.259363,809
10068,8192,2,1,3,3,1024,0,9.259363,809
10069,8192,2,1,3,3,2048,0,9.259363,809
1007,16,4,1,3,2,4,0,5.1E-05,589
10070,8192,2,1,3,3,4096,0,9.259363,809
10071,8192,2,1,3,3,8192,0,9.259363,809
10072,8192,2,1,3,4,64,0,9.085526,606
10073,8192,2,1,3,4,128,0,9.085526,606
10074,8192,2,1,3,4,256,0,9.085526,606
10075,8192,2,1,3,4,512,0,9.085526,606
10076,8192,2,1,3,4,1024,0,9.085526,606
10077,8192,2,1,3,4,2048,0,9.085526,606
10078,8192,2,1,3,4,4096,0,9.085526,606
10079,8192,2,1,3,4,8192,0,9.085526,606
1008,16,4,1,3,2,8,0,5.3E-05,712
10080,8192,2,1,4,1,64,0,14.1105,732
10081,8192,2,1,4,1,128,0,14.1105,732
10082,8192,2,1,4,1,256,0,14.1105,732
10083,8192,2,1,4,1,512,0,14.1105,732
10084,8192,2,1,4,1,1024,0,14.1105,732
10085,8192,2,1,4,1,2048,0,14.1105,732
10086,8192,2,1,4,1,4096,0,14.1105,732
10087,8192,2,1,4,1,8192,0,14.1105,732
10088,8192,2,1,4,2,64,0,14.545412,707
10089,8192,2,1,4,2,128,0,14.545412,707
1009,16,4,1,3,2,16,0,3E-05,687
10090,8192,2,1,4,2,256,0,14.545412,707
10091,8192,2,1,4,2,512,0,14.545412,707
10092,8192,2,1,4,2,1024,0,14.545412,707
10093,8192,2,1,4,2,2048,0,14.545412,707
10094,8192,2,1,4,2,4096,0,14.545412,707
10095,8192,2,1,4,2,8192,0,14.545412,707
10096,8192,2,1,4,3,64,0,13.98969,808
10097,8192,2,1,4,3,128,0,13.98969,808
10098,8192,2,1,4,3,256,0,13.98969,808
10099,8192,2,1,4,3,512,0,13.98969,808
1010,16,4,1,3,3,1,0,4.1E-05,587
10100,8192,2,1,4,3,1024,0,13.98969,808
10101,8192,2,1,4,3,2048,0,13.98969,808
10102,8192,2,1,4,3,4096,0,13.98969,808
10103,8192,2,1,4,3,8192,0,13.98969,808
10104,8192,2,1,4,4,64,0,14.460845,697
10105,8192,2,1,4,4,128,0,14.460845,697
10106,8192,2,1,4,4,256,0,14.460845,697
10107,8192,2,1,4,4,512,0,14.460845,697
10108,8192,2,1,4,4,1024,0,14.460845,697
10109,8192,2,1,4,4,2048,0,14.460845,697
1011,16,4,1,3,3,2,0,5.5E-05,809
10110,8192,2,1,4,4,4096,0,14.460845,697
10111,8192,2,1,4,4,8192,0,14.460845,697
10112,8192,2,2,1,1,64,0,5.131368,352
10113,8192,2,2,1,1,128,0,5.299728,354
10114,8192,2,2,1,1,256,0,5.299728,354
10115,8192,2,2,1,1,512,0,5.131368,352
10116,8192,2,2,1,1,1024,0,5.299728,354
10117,8192,2,2,1,1,2048,0,5.299728,354
10118,8192,2,2,1,1,4096,0,5.299728,354
10119,8192,2,2,1,1,8192,0,5.299728,354
1012,16,4,1,3,3,4,0,5.1E-05,645
10120,8192,2,2,1,2,64,0,5.391561,379
10121,8192,2,2,1,2,128,0,5.391561,379
10122,8192,2,2,1,2,256,0,5.391561,379
10123,8192,2,2,1,2,512,0,5.391561,379
10124,8192,2,2,1,2,1024,0,5.391561,379
10125,8192,2,2,1,2,2048,0,5.391561,379
10126,8192,2,2,1,2,4096,0,5.331144,380
10127,8192,2,2,1,2,8192,0,5.391561,379
10128,8192,2,2,1,3,64,0,5.306172,429
10129,8192,2,2,1,3,128,0,5.306172,429
1013,16,4,1,3,3,8,0,5.4E-05,743
10130,8192,2,2,1,3,256,0,5.306172,429
10131,8192,2,2,1,3,512,0,5.306172,429
10132,8192,2,2,1,3,1024,0,5.306172,429
10133,8192,2,2,1,3,2048,0,5.306172,429
10134,8192,2,2,1,3,4096,0,5.306172,429
10135,8192,2,2,1,3,8192,0,5.306172,429
