n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,knob_I_B,obj1,obj2
8439,4096,2,4,4,3,4096,0,15.875603,1208
8440,4096,2,4,4,4,32,0,15.054034,1316
8441,4096,2,4,4,4,64,0,15.054034,1316
8442,4096,2,4,4,4,128,0,15.054034,1316
8443,4096,2,4,4,4,256,0,15.054034,1316
8444,4096,2,4,4,4,512,0,15.054034,1316
8445,4096,2,4,4,4,1024,0,15.054034,1316
8446,4096,2,4,4,4,2048,0,15.054034,1316
8447,4096,2,4,4,4,4096,0,15.054034,1316
8448,4096,3,1,1,1,32,0,0.921746,353
8449,4096,3,1,1,1,64,0,0.921746,353
8450,4096,3,1,1,1,128,0,0.921746,353
8451,4096,3,1,1,1,256,0,0.921746,353
8452,4096,3,1,1,1,512,0,0.921746,353
8453,4096,3,1,1,1,1024,0,0.921746,353
8454,4096,3,1,1,1,2048,0,0.921746,353
8455,4096,3,1,1,1,4096,0,0.921746,353
8456,4096,3,1,1,2,32,0,1.070711,353
8457,4096,3,1,1,2,64,0,1.070711,353
8458,4096,3,1,1,2,128,0,1.070711,353
8459,4096,3,1,1,2,256,0,1.070711,353
8460,4096,3,1,1,2,512,0,1.070711,353
8461,4096,3,1,1,2,1024,0,1.070711,353
8462,4096,3,1,1,2,2048,0,1.070711,353
8463,4096,3,1,1,2,4096,0,1.070711,353
8464,4096,3,1,1,3,32,0,1.078266,508
8465,4096,3,1,1,3,64,0,1.078266,508
8466,4096,3,1,1,3,128,0,1.078266,508
8467,4096,3,1,1,3,256,0,1.078266,508
8468,4096,3,1,1,3,512,0,1.078266,508
8469,4096,3,1,1,3,1024,0,1.078266,508
8470,4096,3,1,1,3,2048,0,1.078266,508
8471,4096,3,1,1,3,4096,0,1.078266,508
8472,4096,3,1,1,4,32,0,1.038531,302
8473,4096,3,1,1,4,64,0,1.038531,302
8474,4096,3,1,1,4,128,0,1.038531,302
8475,4096,3,1,1,4,256,0,1.038531,302
8476,4096,3,1,1,4,512,0,1.038531,302
8477,4096,3,1,1,4,1024,0,1.038531,302
8478,4096,3,1,1,4,2048,0,1.038531,302
8479,4096,3,1,1,4,4096,0,1.038531,302
8480,4096,3,1,2,1,32,0,2.310511,529
8481,4096,3,1,2,1,64,0,2.310511,529
8482,4096,3,1,2,1,128,0,2.310511,529
8483,4096,3,1,2,1,256,0,2.310511,529
8484,4096,3,1,2,1,512,0,2.310511,529
8485,4096,3,1,2,1,1024,0,2.310511,529
8486,4096,3,1,2,1,2048,0,2.310511,529
8487,4096,3,1,2,1,4096,0,2.310511,529
8488,4096,3,1,2,2,32,0,2.334425,523
8489,4096,3,1,2,2,64,0,2.334425,523
8490,4096,3,1,2,2,128,0,2.334425,523
8491,4096,3,1,2,2,256,0,2.334425,523
8492,4096,3,1,2,2,512,0,2.334425,523
8493,4096,3,1,2,2,1024,0,2.334425,523
8494,4096,3,1,2,2,2048,0,2.334425,523
8495,4096,3,1,2,2,4096,0,2.334425,523
8496,4096,3,1,2,3,32,0,2.349278,577
8497,4096,3,1,2,3,64,0,2.349278,577
8498,4096,3,1,2,3,128,0,2.349278,577
8499,4096,3,1,2,3,256,0,2.349278,577
8500,4096,3,1,2,3,512,0,2.349278,577
8501,4096,3,1,2,3,1024,0,2.349278,577
8502,4096,3,1,2,3,2048,0,2.349278,577
8503,4096,3,1,2,3,4096,0,2.349278,577
8504,4096,3,1,2,4,32,0,2.330145,437
8505,4096,3,1,2,4,64,0,2.330145,437
8506,4096,3,1,2,4,128,0,2.330145,437
8507,4096,3,1,2,4,256,0,2.330145,437
8508,4096,3,1,2,4,512,0,2.330145,437
8509,4096,3,1,2,4,1024,0,2.330145,437
8510,4096,3,1,2,4,2048,0,2.330145,437
8511,4096,3,1,2,4,4096,0,2.330145,437
8512,4096,3,1,3,1,32,0,3.509276,797
8513,4096,3,1,3,1,64,0,3.509276,797
8514,4096,3,1,3,1,128,0,3.509276,797
8515,4096,3,1,3,1,256,0,3.509276,797
8516,4096,3,1,3,1,512,0,3.509276,797
8517,4096,3,1,3,1,1024,0,3.504343,790
8518,4096,3,1,3,1,2048,0,3.509276,797
8519,4096,3,1,3,1,4096,0,3.509276,797
8520,4096,3,1,3,2,32,0,3.562841,719
8521,4096,3,1,3,2,64,0,3.562841,719
8522,4096,3,1,3,2,128,0,3.562841,719
8523,4096,3,1,3,2,256,0,3.562841,719
8524,4096,3,1,3,2,512,0,3.562841,719
8525,4096,3,1,3,2,1024,0,3.562841,719
8526,4096,3,1,3,2,2048,0,3.562841,719
8527,4096,3,1,3,2,4096,0,3.562841,719
8528,4096,3,1,3,3,32,0,3.573414,943
8529,4096,3,1,3,3,64,0,3.573414,943
8530,4096,3,1,3,3,128,0,3.573414,943
8531,4096,3,1,3,3,256,0,3.573414,943
8532,4096,3,1,3,3,512,0,3.573414,943
8533,4096,3,1,3,3,1024,0,3.573414,943
8534,4096,3,1,3,3,2048,0,3.573414,943
8535,4096,3,1,3,3,4096,0,3.573414,943
8536,4096,3,1,3,4,32,0,3.401791,729
8537,4096,3,1,3,4,64,0,3.401791,729
8538,4096,3,1,3,4,128,0,3.401791,729
8539,4096,3,1,3,4,256,0,3.401791,729
8540,4096,3,1,3,4,512,0,3.401791,729
8541,4096,3,1,3,4,1024,0,3.401791,729
8542,4096,3,1,3,4,2048,0,3.401791,729
8543,4096,3,1,3,4,4096,0,3.401791,729
8544,4096,3,1,4,1,32,0,5.799309,873
8545,4096,3,1,4,1,64,0,5.858209,886
8546,4096,3,1,4,1,128,0,5.858209,886
8547,4096,3,1,4,1,256,0,5.799309,873
8548,4096,3,1,4,1,512,0,5.799309,873
8549,4096,3,1,4,1,1024,0,5.799309,873
8550,4096,3,1,4,1,2048,0,5.799309,873
8551,4096,3,1,4,1,4096,0,5.799309,873
8552,4096,3,1,4,2,32,0,6.111927,871
8553,4096,3,1,4,2,64,0,6.111927,871
8554,4096,3,1,4,2,128,0,6.111927,871
8555,4096,3,1,4,2,256,0,6.111927,871
8556,4096,3,1,4,2,512,0,6.111927,871
8557,4096,3,1,4,2,1024,0,6.111927,871
8558,4096,3,1,4,2,2048,0,6.111927,871
8559,4096,3,1,4,2,4096,0,6.111927,871
8560,4096,3,1,4,3,32,0,6.238787,1045
8561,4096,3,1,4,3,64,0,6.238787,1045
8562,4096,3,1,4,3,128,0,6.238787,1045
8563,4096,3,1,4,3,256,0,6.238787,1045
8564,4096,3,1,4,3,512,0,6.238787,1045
8565,4096,3,1,4,3,1024,0,6.238787,1045
8566,4096,3,1,4,3,2048,0,6.089274,1026
8567,4096,3,1,4,3,4096,0,6.238787,1045
8568,4096,3,1,4,4,32,0,5.821961,890
8569,4096,3,1,4,4,64,0,5.821961,890
8570,4096,3,1,4,4,128,0,5.821961,890
8571,4096,3,1,4,4,256,0,5.821961,890
8572,4096,3,1,4,4,512,0,5.821961,890
8573,4096,3,1,4,4,1024,0,5.821961,890
8574,4096,3,1,4,4,2048,0,5.821961,890
8575,4096,3,1,4,4,4096,0,5.821961,890
8576,4096,3,2,1,1,32,0,1.665085,455
8577,4096,3,2,1,1,64,0,1.665085,455
8578,4096,3,2,1,1,128,0,1.665085,455
8579,4096,3,2,1,1,256,0,1.665085,455
8580,4096,3,2,1,1,512,0,1.665085,455
8581,4096,3,2,1,1,1024,0,1.665085,455
8582,4096,3,2,1,1,2048,0,1.665085,455
8583,4096,3,2,1,1,4096,0,1.665085,455
8584,4096,3,2,1,2,32,0,1.858108,412
8585,4096,3,2,1,2,64,0,1.858108,412
8586,4096,3,2,1,2,128,0,1.858108,412
8587,4096,3,2,1,2,256,0,1.858108,412
8588,4096,3,2,1,2,512,0,1.858108,412
8589,4096,3,2,1,2,1024,0,1.858108,412
8590,4096,3,2,1,2,2048,0,1.858108,412
8591,4096,3,2,1,2,4096,0,1.858108,412
8592,4096,3,2,1,3,32,0,1.812975,529
8593,4096,3,2,1,3,64,0,1.812975,529
8594,4096,3,2,1,3,128,0,1.812975,529
8595,4096,3,2,1,3,256,0,1.812975,529
8596,4096,3,2,1,3,512,0,1.812975,529
8597,4096,3,2,1,3,1024,0,1.812975,529
8598,4096,3,2,1,3,2048,0,1.812975,529
8599,4096,3,2,1,3,4096,0,1.812975,529
8600,4096,3,2,1,4,32,0,1.912308,350
8601,4096,3,2,1,4,64,0,1.912308,350
8602,4096,3,2,1,4,128,0,1.912308,350
8603,4096,3,2,1,4,256,0,1.912308,350
8604,4096,3,2,1,4,512,0,1.912308,350
8605,4096,3,2,1,4,1024,0,1.912308,350
8606,4096,3,2,1,4,2048,0,1.912308,350
8607,4096,3,2,1,4,4096,0,1.912308,350
8608,4096,3,2,2,1,32,0,3.157607,578
8609,4096,3,2,2,1,64,0,3.157607,578
8610,4096,3,2,2,1,128,0,3.157607,578
8611,4096,3,2,2,1,256,0,3.157607,578
8612,4096,3,2,2,1,512,0,3.157607,578
8613,4096,3,2,2,1,1024,0,3.157607,578
8614,4096,3,2,2,1,2048,0,3.157607,578
8615,4096,3,2,2,1,4096,0,3.157607,578
8616,4096,3,2,2,2,32,0,3.138469,560
8617,4096,3,2,2,2,64,0,3.138469,560
8618,4096,3,2,2,2,128,0,3.138469,560
8619,4096,3,2,2,2,256,0,3.138469,560
8620,4096,3,2,2,2,512,0,3.138469,560
8621,4096,3,2,2,2,1024,0,3.138469,560
8622,4096,3,2,2,2,2048,0,3.138469,560
8623,4096,3,2,2,2,4096,0,3.138469,560
8624,4096,3,2,2,3,32,0,3.209981,705
8625,4096,3,2,2,3,64,0,3.209981,705
8626,4096,3,2,2,3,128,0,3.209981,705
8627,4096,3,2,2,3,256,0,3.209981,705
8628,4096,3,2,2,3,512,0,3.195209,709
8629,4096,3,2,2,3,1024,0,3.209981,705
8630,4096,3,2,2,3,2048,0,3.209981,705
8631,4096,3,2,2,3,4096,0,3.209981,705
8632,4096,3,2,2,4,32,0,3.152234,558
8633,4096,3,2,2,4,64,0,3.152234,558
8634,4096,3,2,2,4,128,0,3.152234,558
8635,4096,3,2,2,4,256,0,3.152234,558
8636,4096,3,2,2,4,512,0,3.152234,558
8637,4096,3,2,2,4,1024,0,3.152234,558
8638,4096,3,2,2,4,2048,0,3.152234,558
8639,4096,3,2,2,4,4096,0,3.152234,558
8640,4096,3,2,3,1,32,0,5.386057,1004
8641,4096,3,2,3,1,64,0,5.386057,1004
8642,4096,3,2,3,1,128,0,5.386057,1004
8643,4096,3,2,3,1,256,0,5.386057,1004
8644,4096,3,2,3,1,512,0,5.386057,1004
8645,4096,3,2,3,1,1024,0,5.386057,1004
8646,4096,3,2,3,1,2048,0,5.386057,1004
8647,4096,3,2,3,1,4096,0,5.386057,1004
8648,4096,3,2,3,2,32,0,5.075864,868
8649,4096,3,2,3,2,64,0,5.075864,868
8650,4096,3,2,3,2,128,0,5.075864,868
8651,4096,3,2,3,2,256,0,5.075864,868
8652,4096,3,2,3,2,512,0,5.075864,868
8653,4096,3,2,3,2,1024,0,5.075864,868
8654,4096,3,2,3,2,2048,0,5.075864,868
8655,4096,3,2,3,2,4096,0,5.075864,868
8656,4096,3,2,3,3,32,0,5.104064,983
8657,4096,3,2,3,3,64,0,5.104064,983
8658,4096,3,2,3,3,128,0,5.104064,983
8659,4096,3,2,3,3,256,0,5.104064,983
8660,4096,3,2,3,3,512,0,5.104064,983
8661,4096,3,2,3,3,1024,0,5.104064,983
8662,4096,3,2,3,3,2048,0,5.104064,983
8663,4096,3,2,3,3,4096,0,5.104064,983
8664,4096,3,2,3,4,32,0,5.104063,894
8665,4096,3,2,3,4,64,0,5.104063,894
8666,4096,3,2,3,4,128,0,5.104063,894
8667,4096,3,2,3,4,256,0,5.104063,894
8668,4096,3,2,3,4,512,0,5.104063,894
8669,4096,3,2,3,4,1024,0,5.104063,894
8670,4096,3,2,3,4,2048,0,5.104063,894
8671,4096,3,2,3,4,4096,0,5.104063,894
8672,4096,3,2,4,1,32,0,7.836967,925
8673,4096,3,2,4,1,64,0,7.836967,925
8674,4096,3,2,4,1,128,0,7.836967,925
8675,4096,3,2,4,1,256,0,7.836967,925
8676,4096,3,2,4,1,512,0,7.836967,925
8677,4096,3,2,4,1,1024,0,7.836967,925
8678,4096,3,2,4,1,2048,0,7.836967,925
8679,4096,3,2,4,1,4096,0,7.836967,925
8680,4096,3,2,4,2,32,0,7.79467,975
8681,4096,3,2,4,2,64,0,7.812797,995
8682,4096,3,2,4,2,128,0,7.812797,995
8683,4096,3,2,4,2,256,0,7.812797,995
8684,4096,3,2,4,2,512,0,7.812797,995
8685,4096,3,2,4,2,1024,0,7.812797,995
8686,4096,3,2,4,2,2048,0,7.812797,995
8687,4096,3,2,4,2,4096,0,7.812797,995
8689,4096,3,2,4,3,64,0,7.776543,1018
8690,4096,3,2,4,3,128,0,7.776543,1018
8691,4096,3,2,4,3,256,0,7.776543,1018
8692,4096,3,2,4,3,512,0,7.776543,1018
8693,4096,3,2,4,3,1024,0,7.776543,1018
8694,4096,3,2,4,3,2048,0,7.776543,1018
8695,4096,3,2,4,3,4096,0,7.939687,1022
8696,4096,3,2,4,4,32,0,7.87322,855
8697,4096,3,2,4,4,64,0,7.87322,855
8698,4096,3,2,4,4,128,0,7.87322,855
8699,4096,3,2,4,4,256,0,7.87322,855
8700,4096,3,2,4,4,512,0,7.87322,855
8701,4096,3,2,4,4,1024,0,7.87322,855
8702,4096,3,2,4,4,2048,0,7.87322,855
8703,4096,3,2,4,4,4096,0,7.87322,855
8704,4096,3,3,1,1,32,0,2.705963,400
8705,4096,3,3,1,1,64,0,2.705963,400
8706,4096,3,3,1,1,128,0,2.705963,400
8707,4096,3,3,1,1,256,0,2.705963,400
8708,4096,3,3,1,1,512,0,2.705963,400
8709,4096,3,3,1,1,1024,0,2.705963,400
8710,4096,3,3,1,1,2048,0,2.705963,400
8711,4096,3,3,1,1,4096,0,2.705963,400
8712,4096,3,3,1,2,32,0,2.591426,360
8713,4096,3,3,1,2,64,0,2.591426,360
8714,4096,3,3,1,2,128,0,2.591426,360
8715,4096,3,3,1,2,256,0,2.591426,360
8716,4096,3,3,1,2,512,0,2.591426,360
8717,4096,3,3,1,2,1024,0,2.591426,360
8718,4096,3,3,1,2,2048,0,2.591426,360
8719,4096,3,3,1,2,4096,0,2.591426,360
8720,4096,3,3,1,3,32,0,2.787558,546
8721,4096,3,3,1,3,64,0,2.787558,546
8722,4096,3,3,1,3,128,0,2.787558,546
8723,4096,3,3,1,3,256,0,2.787558,546
8724,4096,3,3,1,3,512,0,2.787558,546
8725,4096,3,3,1,3,1024,0,2.787558,546
8726,4096,3,3,1,3,2048,0,2.787558,546
8727,4096,3,3,1,3,4096,0,2.787558,546
8728,4096,3,3,1,4,32,0,2.822009,301
8729,4096,3,3,1,4,64,0,2.822009,301
8730,4096,3,3,1,4,128,0,2.822009,301
8731,4096,3,3,1,4,256,0,2.822009,301
8732,4096,3,3,1,4,512,0,2.822009,301
8733,4096,3,3,1,4,1024,0,2.822009,301
8734,4096,3,3,1,4,2048,0,2.822009,301
8735,4096,3,3,1,4,4096,0,2.822009,301
8736,4096,3,3,2,1,32,0,4.817118,583
8737,4096,3,3,2,1,64,0,4.817118,583
8738,4096,3,3,2,1,128,0,4.817118,583
8739,4096,3,3,2,1,256,0,4.817118,583
8740,4096,3,3,2,1,512,0,4.817118,583
8741,4096,3,3,2,1,1024,0,4.817118,583
8742,4096,3,3,2,1,2048,0,4.817118,583
8743,4096,3,3,2,1,4096,0,4.817118,583
8744,4096,3,3,2,2,32,0,4.610654,629
8745,4096,3,3,2,2,64,0,4.610654,629
8746,4096,3,3,2,2,128,0,4.610654,629
8747,4096,3,3,2,2,256,0,4.610654,629
8748,4096,3,3,2,2,512,0,4.610654,629
8749,4096,3,3,2,2,1024,0,4.610654,629
8750,4096,3,3,2,2,2048,0,4.610654,629
8751,4096,3,3,2,2,4096,0,4.610654,629
8752,4096,3,3,2,3,32,0,4.772299,689
8753,4096,3,3,2,3,64,0,4.876034,683
8754,4096,3,3,2,3,128,0,4.876034,683
8755,4096,3,3,2,3,256,0,4.772299,689
8756,4096,3,3,2,3,512,0,4.772299,689
8757,4096,3,3,2,3,1024,0,4.772299,689
8758,4096,3,3,2,3,2048,0,4.772299,689
8759,4096,3,3,2,3,4096,0,4.772299,689
8760,4096,3,3,2,4,32,0,4.807549,526
8761,4096,3,3,2,4,64,0,4.807549,526
8762,4096,3,3,2,4,128,0,4.807549,526
8763,4096,3,3,2,4,256,0,4.807549,526
8764,4096,3,3,2,4,512,0,4.807549,526
8765,4096,3,3,2,4,1024,0,4.807549,526
8766,4096,3,3,2,4,2048,0,4.807549,526
8767,4096,3,3,2,4,4096,0,4.807549,526
8768,4096,3,3,3,1,32,0,7.944515,902
8769,4096,3,3,3,1,64,0,7.944515,902
8770,4096,3,3,3,1,128,0,7.944515,902
8771,4096,3,3,3,1,256,0,7.944515,902
8772,4096,3,3,3,1,512,0,7.944515,902
8773,4096,3,3,3,1,1024,0,7.944515,902
8774,4096,3,3,3,1,2048,0,7.944515,902
8775,4096,3,3,3,1,4096,0,7.944515,902
8776,4096,3,3,3,2,32,0,8.113696,1005
8777,4096,3,3,3,2,64,0,8.113696,1005
8778,4096,3,3,3,2,128,0,8.113696,1005
8779,4096,3,3,3,2,256,0,8.113696,1005
8780,4096,3,3,3,2,512,0,8.113696,1005
8781,4096,3,3,3,2,1024,0,8.113696,1005
8782,4096,3,3,3,2,2048,0,8.113696,1005
8783,4096,3,3,3,2,4096,0,8.113696,1005
8784,4096,3,3,3,3,32,0,8.311076,994
8785,4096,3,3,3,3,64,0,8.311076,994
8786,4096,3,3,3,3,128,0,8.311076,994
8787,4096,3,3,3,3,256,0,8.311076,994
8788,4096,3,3,3,3,512,0,8.311076,994
8789,4096,3,3,3,3,1024,0,8.311076,994
8790,4096,3,3,3,3,2048,0,8.311076,994
8791,4096,3,3,3,3,4096,0,8.311076,994
8792,4096,3,3,3,4,32,0,8.036154,852
8793,4096,3,3,3,4,64,0,8.036154,852
8794,4096,3,3,3,4,128,0,8.036154,852
8795,4096,3,3,3,4,256,0,8.036154,852
8796,4096,3,3,3,4,512,0,8.036154,852
8797,4096,3,3,3,4,1024,0,8.036154,852
8798,4096,3,3,3,4,2048,0,8.036154,852
8799,4096,3,3,3,4,4096,0,8.036154,852
8800,4096,3,3,4,1,32,0,11.346692,1027
8801,4096,3,3,4,1,64,0,11.346692,1027
8802,4096,3,3,4,1,128,0,11.346692,1027
8803,4096,3,3,4,1,256,0,11.346692,1027
8804,4096,3,3,4,1,512,0,11.346692,1027
8805,4096,3,3,4,1,1024,0,11.346692,1027
8806,4096,3,3,4,1,2048,0,11.346692,1027
8807,4096,3,3,4,1,4096,0,11.346692,1027
8808,4096,3,3,4,2,32,0,12.062656,984
8809,4096,3,3,4,2,64,0,12.04453,969
8810,4096,3,3,4,2,128,0,12.062656,984
8811,4096,3,3,4,2,256,0,12.062656,984
8812,4096,3,3,4,2,512,0,12.062656,984
8813,4096,3,3,4,2,1024,0,12.062656,984
8814,4096,3,3,4,2,2048,0,12.062656,984
8815,4096,3,3,4,2,4096,0,12.062656,984
8816,4096,3,3,4,3,32,0,12.397981,1129
8817,4096,3,3,4,3,64,0,12.397981,1129
8818,4096,3,3,4,3,128,0,12.397981,1129
8819,4096,3,3,4,3,256,0,12.397981,1129
8820,4096,3,3,4,3,512,0,12.397981,1129
8821,4096,3,3,4,3,1024,0,12.397981,1129
8822,4096,3,3,4,3,2048,0,12.397981,1129
8823,4096,3,3,4,3,4096,0,12.397981,1129
8824,4096,3,3,4,4,32,0,11.872335,879
8825,4096,3,3,4,4,64,0,11.872335,879
8826,4096,3,3,4,4,128,0,11.872335,879
8827,4096,3,3,4,4,256,0,11.872335,879
8828,4096,3,3,4,4,512,0,11.872335,879
8829,4096,3,3,4,4,1024,0,11.872335,879
8830,4096,3,3,4,4,2048,0,11.872335,879
8831,4096,3,3,4,4,4096,0,11.872335,879
8832,4096,3,4,1,1,32,0,1.840747,442
8833,4096,3,4,1,1,64,0,1.840747,442
8834,4096,3,4,1,1,128,0,1.840747,442
8835,4096,3,4,1,1,256,0,1.840747,442
8836,4096,3,4,1,1,512,0,1.840747,442
8837,4096,3,4,1,1,1024,0,1.840747,442
8838,4096,3,4,1,1,2048,0,1.840747,442
8839,4096,3,4,1,1,4096,0,1.840747,442
8840,4096,3,4,1,2,32,0,1.993755,451
8841,4096,3,4,1,2,64,0,1.993755,451
8842,4096,3,4,1,2,128,0,1.993755,451
8843,4096,3,4,1,2,256,0,1.993755,451
8844,4096,3,4,1,2,512,0,1.993755,451
8845,4096,3,4,1,2,1024,0,1.993755,451
8846,4096,3,4,1,2,2048,0,1.993755,451
8847,4096,3,4,1,2,4096,0,1.993755,451
8848,4096,3,4,1,3,32,0,1.97158,599
8849,4096,3,4,1,3,64,0,1.97158,599
8850,4096,3,4,1,3,128,0,1.97158,599
8851,4096,3,4,1,3,256,0,1.97158,599
8852,4096,3,4,1,3,512,0,1.97158,599
8853,4096,3,4,1,3,1024,0,1.97158,599
8854,4096,3,4,1,3,2048,0,1.97158,599
8855,4096,3,4,1,3,4096,0,1.97158,599
8856,4096,3,4,1,4,32,0,1.833891,363
8857,4096,3,4,1,4,64,0,1.833891,363
8858,4096,3,4,1,4,128,0,1.833891,363
8859,4096,3,4,1,4,256,0,1.833891,363
8860,4096,3,4,1,4,512,0,1.833891,363
8861,4096,3,4,1,4,1024,0,1.833891,363
8862,4096,3,4,1,4,2048,0,1.833891,363
8863,4096,3,4,1,4,4096,0,1.833891,363
8864,4096,3,4,2,1,32,0,3.213643,626
8865,4096,3,4,2,1,64,0,3.213643,626
8866,4096,3,4,2,1,128,0,3.213643,626
8867,4096,3,4,2,1,256,0,3.213643,626
8868,4096,3,4,2,1,512,0,3.213643,626
8869,4096,3,4,2,1,1024,0,3.213643,626
8870,4096,3,4,2,1,2048,0,3.213643,626
8871,4096,3,4,2,1,4096,0,3.213643,626
8872,4096,3,4,2,2,32,0,3.252271,620
8873,4096,3,4,2,2,64,0,3.252271,620
8874,4096,3,4,2,2,128,0,3.252271,620
8875,4096,3,4,2,2,256,0,3.252271,620
8876,4096,3,4,2,2,512,0,3.252271,620
8877,4096,3,4,2,2,1024,0,3.252271,620
8878,4096,3,4,2,2,2048,0,3.252271,620
8879,4096,3,4,2,2,4096,0,3.252271,620
8880,4096,3,4,2,3,32,0,3.291237,748
8881,4096,3,4,2,3,64,0,3.291237,748
8882,4096,3,4,2,3,128,0,3.291237,748
8883,4096,3,4,2,3,256,0,3.291237,748
8884,4096,3,4,2,3,512,0,3.291237,748
8885,4096,3,4,2,3,1024,0,3.291237,748
8886,4096,3,4,2,3,2048,0,3.291237,748
8887,4096,3,4,2,3,4096,0,3.291237,748
8888,4096,3,4,2,4,32,0,3.088347,534
8889,4096,3,4,2,4,64,0,3.088347,534
8890,4096,3,4,2,4,128,0,3.088347,534
8891,4096,3,4,2,4,256,0,3.088347,534
8892,4096,3,4,2,4,512,0,3.088347,534
8893,4096,3,4,2,4,1024,0,3.088347,534
8894,4096,3,4,2,4,2048,0,3.088347,534
8895,4096,3,4,2,4,4096,0,3.088347,534
8896,4096,3,4,3,1,32,0,5.529848,1019
8897,4096,3,4,3,1,64,0,5.529848,1019
8898,4096,3,4,3,1,128,0,5.529848,1019
8899,4096,3,4,3,1,256,0,5.529848,1019
8900,4096,3,4,3,1,512,0,5.529848,1019
8901,4096,3,4,3,1,1024,0,5.529848,1019
8902,4096,3,4,3,1,2048,0,5.529848,1019
8903,4096,3,4,3,1,4096,0,5.529848,1019
8904,4096,3,4,3,2,32,0,5.694426,988
8905,4096,3,4,3,2,64,0,5.694426,988
8906,4096,3,4,3,2,128,0,5.694426,988
8907,4096,3,4,3,2,256,0,5.694426,988
8908,4096,3,4,3,2,512,0,5.694426,988
8909,4096,3,4,3,2,1024,0,5.694426,988
8910,4096,3,4,3,2,2048,0,5.694426,988
8911,4096,3,4,3,2,4096,0,5.694426,988
8912,4096,3,4,3,3,32,0,5.318246,1118
8913,4096,3,4,3,3,64,0,5.318246,1118
8914,4096,3,4,3,3,128,0,5.318246,1118
8915,4096,3,4,3,3,256,0,5.318246,1118
8916,4096,3,4,3,3,512,0,5.318246,1118
8917,4096,3,4,3,3,1024,0,5.318246,1118
8918,4096,3,4,3,3,2048,0,5.318246,1118
8919,4096,3,4,3,3,4096,0,5.318246,1118
8920,4096,3,4,3,4,32,0,5.844897,955
8921,4096,3,4,3,4,64,0,5.844897,955
8922,4096,3,4,3,4,128,0,5.844897,955
8923,4096,3,4,3,4,256,0,5.844897,955
8924,4096,3,4,3,4,512,0,5.844897,955
8925,4096,3,4,3,4,1024,0,5.844897,955
8926,4096,3,4,3,4,2048,0,5.844897,955
8927,4096,3,4,3,4,4096,0,5.844897,955
8928,4096,3,4,4,1,32,0,7.750218,1109
8929,4096,3,4,4,1,64,0,7.750218,1109
8930,4096,3,4,4,1,128,0,7.750218,1109
8931,4096,3,4,4,1,256,0,7.750218,1109
8932,4096,3,4,4,1,512,0,7.750218,1109
8933,4096,3,4,4,1,1024,0,7.750218,1109
8934,4096,3,4,4,1,2048,0,7.750218,1109
8935,4096,3,4,4,1,4096,0,7.750218,1109
8936,4096,3,4,4,2,32,0,7.792535,1291
8937,4096,3,4,4,2,64,0,7.792535,1291
8938,4096,3,4,4,2,128,0,7.792535,1291
8939,4096,3,4,4,2,256,0,7.792535,1291
8940,4096,3,4,4,2,512,0,7.792535,1291
8941,4096,3,4,4,2,1024,0,7.792535,1291
8942,4096,3,4,4,2,2048,0,7.792535,1291
8943,4096,3,4,4,2,4096,0,7.792535,1291
8944,4096,3,4,4,3,32,0,7.514446,1286
8945,4096,3,4,4,3,64,0,7.514446,1286
8946,4096,3,4,4,3,128,0,7.514446,1286
8947,4096,3,4,4,3,256,0,7.514446,1286
8948,4096,3,4,4,3,512,0,7.514446,1286
8949,4096,3,4,4,3,1024,0,7.514446,1286
8950,4096,3,4,4,3,2048,0,7.514446,1286
8951,4096,3,4,4,3,4096,0,7.514446,1286
8952,4096,3,4,4,4,32,0,7.943669,1031
8953,4096,3,4,4,4,64,0,8.010169,1044
8954,4096,3,4,4,4,128,0,7.943669,1031
8955,4096,3,4,4,4,256,0,7.943669,1031
8956,4096,3,4,4,4,512,0,7.943669,1031
8957,4096,3,4,4,4,1024,0,7.943669,1031
8958,4096,3,4,4,4,2048,0,7.943669,1031
8959,4096,3,4,4,4,4096,0,7.943669,1031
8960,4096,4,1,1,1,32,0,0.632814,372
8961,4096,4,1,1,1,64,0,0.632814,372
8962,4096,4,1,1,1,128,0,0.632814,372
8963,4096,4,1,1,1,256,0,0.632814,372
8964,4096,4,1,1,1,512,0,0.632814,372
8965,4096,4,1,1,1,1024,0,0.632814,372
8966,4096,4,1,1,1,2048,0,0.632814,372
8967,4096,4,1,1,1,4096,0,0.632814,372
8968,4096,4,1,1,2,32,0,0.567689,381
8969,4096,4,1,1,2,64,0,0.567689,381
8970,4096,4,1,1,2,128,0,0.567689,381
8971,4096,4,1,1,2,256,0,0.567689,381
8972,4096,4,1,1,2,512,0,0.567689,381
8973,4096,4,1,1,2,1024,0,0.567689,381
8974,4096,4,1,1,2,2048,0,0.567689,381
8975,4096,4,1,1,2,4096,0,0.567689,381
8976,4096,4,1,1,3,32,0,0.602064,429
8977,4096,4,1,1,3,64,0,0.602064,429
8978,4096,4,1,1,3,128,0,0.602064,429
8979,4096,4,1,1,3,256,0,0.602064,429
8980,4096,4,1,1,3,512,0,0.602064,429
8981,4096,4,1,1,3,1024,0,0.602064,429
8982,4096,4,1,1,3,2048,0,0.602064,429
8983,4096,4,1,1,3,4096,0,0.602064,429
