n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_part1,knob_array_part2,knob_I_B,obj1,obj2,FF
0469,2,3,4,3,32,2,0,0.000026,8241.212,353
0470,2,3,4,4,512,1,0,0.000020,4392.192,202
0471,2,3,4,4,512,2,0,0.000025,5144.706,297
0472,2,3,4,4,256,1,0,0.000022,5242.594,262
0473,2,3,4,4,256,2,0,0.000026,5306.434,268
0474,2,3,4,4,128,1,0,0.000022,5936.056,267
0475,2,3,4,4,128,2,0,0.000025,5995.108,273
0476,2,3,4,4,64,1,0,0.000022,6468.854,285
0477,2,3,4,4,64,2,0,0.000026,6457.416,299
0478,2,3,4,4,32,1,0,0.000023,8399.216,337
0479,2,3,4,4,32,2,0,0.000026,8241.212,353
0480,4,1,1,1,512,1,0,0.000125,5809.440,451
0481,4,1,1,1,512,2,0,0.000126,5806.514,451
0482,4,1,1,1,512,4,0,0.000124,4908.232,331
0483,4,1,1,1,256,1,0,0.000124,6163.220,453
0484,4,1,1,1,256,2,0,0.000124,6163.220,453
0485,4,1,1,1,256,4,0,0.000124,5216.526,333
0486,4,1,1,1,128,1,0,0.000125,6410.600,457
0487,4,1,1,1,128,2,0,0.000128,6423.368,457
0488,4,1,1,1,128,4,0,0.000126,5518.968,337
0489,4,1,1,1,64,1,0,0.000129,6810.664,462
0490,4,1,1,1,64,2,0,0.000127,6801.620,460
0491,4,1,1,1,64,4,0,0.000126,5919.032,340
0492,4,1,1,1,32,1,0,0.000129,8157.688,475
0493,4,1,1,1,32,2,0,0.000129,8158.220,475
0494,4,1,1,1,32,4,0,0.000128,7292.922,355
0495,4,1,1,2,512,1,0,0.000091,5858.650,414
0496,4,1,1,2,512,2,0,0.000091,5858.650,414
0497,4,1,1,2,512,4,0,0.000090,5852.000,414
0498,4,1,1,2,256,1,0,0.000091,6157.900,416
0499,4,1,1,2,256,2,0,0.000091,6157.900,416
0500,4,1,1,2,256,4,0,0.000091,6177.052,416
0501,4,1,1,2,128,1,0,0.000090,6559.028,420
0502,4,1,1,2,128,2,0,0.000090,6559.028,420
0503,4,1,1,2,128,4,0,0.000091,6553.708,420
0504,4,1,1,2,64,1,0,0.000092,6977.712,426
0505,4,1,1,2,64,2,0,0.000092,6977.712,426
0506,4,1,1,2,64,4,0,0.000091,6930.896,426
0507,4,1,1,2,32,1,0,0.000094,8498.434,450
0508,4,1,1,2,32,2,0,0.000094,8498.434,450
0509,4,1,1,2,32,4,0,0.000093,8377.138,450
0510,4,1,1,3,512,1,0,0.000175,6685.378,503
0511,4,1,1,3,512,2,0,0.000175,6685.378,503
0512,4,1,1,3,512,4,0,0.000175,6003.620,423
0513,4,1,1,3,256,1,0,0.000176,6998.194,505
0514,4,1,1,3,256,2,0,0.000176,6998.194,505
0515,4,1,1,3,256,4,0,0.000174,6385.862,425
0516,4,1,1,3,128,1,0,0.000176,7448.000,509
0517,4,1,1,3,128,2,0,0.000176,7404.376,509
0518,4,1,1,3,128,4,0,0.000179,6923.182,429
0519,4,1,1,3,64,1,0,0.000168,8112.468,520
0520,4,1,1,3,64,2,0,0.000168,8090.390,520
0521,4,1,1,3,64,4,0,0.000168,7043.946,440
0522,4,1,1,3,32,1,0,0.000167,10258.024,555
0523,4,1,1,3,32,2,0,0.000167,10211.740,555
0524,4,1,1,3,32,4,0,0.000165,8699.530,475
0525,4,1,1,4,512,1,0,0.000038,4855.032,252
0526,4,1,1,4,512,2,0,0.000038,4855.032,252
0527,4,1,1,4,512,4,0,0.000034,5447.946,305
0528,4,1,1,4,256,1,0,0.000034,5402.726,282
0529,4,1,1,4,256,2,0,0.000034,5402.726,282
0530,4,1,1,4,256,4,0,0.000035,5788.426,322
0531,4,1,1,4,128,1,0,0.000034,6028.624,289
0532,4,1,1,4,128,2,0,0.000034,6028.624,289
0533,4,1,1,4,128,4,0,0.000035,6357.134,329
0534,4,1,1,4,64,1,0,0.000035,6340.110,305
0535,4,1,1,4,64,2,0,0.000035,6340.110,305
0536,4,1,1,4,64,4,0,0.000035,6679.260,345
0537,4,1,1,4,32,1,0,0.000035,8034.264,348
0538,4,1,1,4,32,2,0,0.000035,8034.264,348
0539,4,1,1,4,32,4,0,0.000036,8424.752,388
0540,4,1,2,1,512,1,0,0.000125,5809.440,451
0541,4,1,2,1,512,2,0,0.000126,5806.514,451
0542,4,1,2,1,512,4,0,0.000124,4908.232,331
0543,4,1,2,1,256,1,0,0.000124,6163.220,453
0544,4,1,2,1,256,2,0,0.000124,6163.220,453
0545,4,1,2,1,256,4,0,0.000124,5216.526,333
0546,4,1,2,1,128,1,0,0.000125,6410.600,457
0547,4,1,2,1,128,2,0,0.000128,6423.368,457
0548,4,1,2,1,128,4,0,0.000126,5518.968,337
0549,4,1,2,1,64,1,0,0.000129,6810.664,462
0550,4,1,2,1,64,2,0,0.000127,6801.620,460
0551,4,1,2,1,64,4,0,0.000126,5919.032,340
0552,4,1,2,1,32,1,0,0.000129,8157.688,475
0553,4,1,2,1,32,2,0,0.000129,8158.220,475
0554,4,1,2,1,32,4,0,0.000128,7292.922,355
0555,4,1,2,2,512,1,0,0.000091,5858.650,414
0556,4,1,2,2,512,2,0,0.000091,5858.650,414
0557,4,1,2,2,512,4,0,0.000090,5852.000,414
0558,4,1,2,2,256,1,0,0.000091,6157.900,416
0559,4,1,2,2,256,2,0,0.000091,6157.900,416
0560,4,1,2,2,256,4,0,0.000091,6177.052,416
0561,4,1,2,2,128,1,0,0.000090,6559.028,420
0562,4,1,2,2,128,2,0,0.000090,6559.028,420
0563,4,1,2,2,128,4,0,0.000091,6553.708,420
0564,4,1,2,2,64,1,0,0.000092,6977.712,426
0565,4,1,2,2,64,2,0,0.000092,6977.712,426
0566,4,1,2,2,64,4,0,0.000091,6930.896,426
0567,4,1,2,2,32,1,0,0.000094,8498.434,450
0568,4,1,2,2,32,2,0,0.000094,8498.434,450
0569,4,1,2,2,32,4,0,0.000093,8377.138,450
0570,4,1,2,3,512,1,0,0.000175,6685.378,503
0571,4,1,2,3,512,2,0,0.000175,6685.378,503
0572,4,1,2,3,512,4,0,0.000175,6003.620,423
0573,4,1,2,3,256,1,0,0.000176,6998.194,505
0574,4,1,2,3,256,2,0,0.000176,6998.194,505
0575,4,1,2,3,256,4,0,0.000174,6385.862,425
0576,4,1,2,3,128,1,0,0.000176,7448.000,509
0577,4,1,2,3,128,2,0,0.000176,7404.376,509
0578,4,1,2,3,128,4,0,0.000179,6923.182,429
0579,4,1,2,3,64,1,0,0.000168,8112.468,520
0580,4,1,2,3,64,2,0,0.000168,8090.390,520
0581,4,1,2,3,64,4,0,0.000168,7043.946,440
0582,4,1,2,3,32,1,0,0.000167,10258.024,555
0583,4,1,2,3,32,2,0,0.000167,10211.740,555
0584,4,1,2,3,32,4,0,0.000165,8699.530,475
0585,4,1,2,4,512,1,0,0.000038,4855.032,252
0586,4,1,2,4,512,2,0,0.000038,4855.032,252
0587,4,1,2,4,512,4,0,0.000034,5447.946,305
0588,4,1,2,4,256,1,0,0.000034,5402.726,282
0589,4,1,2,4,256,2,0,0.000034,5402.726,282
0590,4,1,2,4,256,4,0,0.000035,5788.426,322
0591,4,1,2,4,128,1,0,0.000034,6028.624,289
0592,4,1,2,4,128,2,0,0.000034,6028.624,289
0593,4,1,2,4,128,4,0,0.000035,6357.134,329
0594,4,1,2,4,64,1,0,0.000035,6340.110,305
0595,4,1,2,4,64,2,0,0.000035,6340.110,305
0596,4,1,2,4,64,4,0,0.000035,6679.260,345
0597,4,1,2,4,32,1,0,0.000035,8034.264,348
0598,4,1,2,4,32,2,0,0.000035,8034.264,348
0599,4,1,2,4,32,4,0,0.000036,8424.752,388
0600,4,1,3,1,512,1,0,0.000125,5809.440,451
0601,4,1,3,1,512,2,0,0.000126,5806.514,451
0602,4,1,3,1,512,4,0,0.000124,4908.232,331
0603,4,1,3,1,256,1,0,0.000124,6163.220,453
0604,4,1,3,1,256,2,0,0.000124,6163.220,453
0605,4,1,3,1,256,4,0,0.000124,5216.526,333
0606,4,1,3,1,128,1,0,0.000125,6410.600,457
0607,4,1,3,1,128,2,0,0.000128,6423.368,457
0608,4,1,3,1,128,4,0,0.000126,5518.968,337
0609,4,1,3,1,64,1,0,0.000129,6810.664,462
0610,4,1,3,1,64,2,0,0.000127,6801.620,460
0611,4,1,3,1,64,4,0,0.000126,5919.032,340
0612,4,1,3,1,32,1,0,0.000129,8157.688,475
0613,4,1,3,1,32,2,0,0.000129,8158.220,475
0614,4,1,3,1,32,4,0,0.000128,7292.922,355
0615,4,1,3,2,512,1,0,0.000091,5858.650,414
0616,4,1,3,2,512,2,0,0.000091,5858.650,414
0617,4,1,3,2,512,4,0,0.000090,5852.000,414
0618,4,1,3,2,256,1,0,0.000091,6157.900,416
0619,4,1,3,2,256,2,0,0.000091,6157.900,416
0620,4,1,3,2,256,4,0,0.000091,6177.052,416
0621,4,1,3,2,128,1,0,0.000090,6559.028,420
0622,4,1,3,2,128,2,0,0.000090,6559.028,420
0623,4,1,3,2,128,4,0,0.000091,6553.708,420
0624,4,1,3,2,64,1,0,0.000092,6977.712,426
0625,4,1,3,2,64,2,0,0.000092,6977.712,426
0626,4,1,3,2,64,4,0,0.000091,6930.896,426
0627,4,1,3,2,32,1,0,0.000094,8498.434,450
0628,4,1,3,2,32,2,0,0.000094,8498.434,450
0629,4,1,3,2,32,4,0,0.000093,8377.138,450
0630,4,1,3,3,512,1,0,0.000175,6685.378,503
0631,4,1,3,3,512,2,0,0.000175,6685.378,503
0632,4,1,3,3,512,4,0,0.000175,6003.620,423
0633,4,1,3,3,256,1,0,0.000176,6998.194,505
0634,4,1,3,3,256,2,0,0.000176,6998.194,505
0635,4,1,3,3,256,4,0,0.000174,6385.862,425
0636,4,1,3,3,128,1,0,0.000176,7448.000,509
0637,4,1,3,3,128,2,0,0.000176,7404.376,509
0638,4,1,3,3,128,4,0,0.000179,6923.182,429
0639,4,1,3,3,64,1,0,0.000168,8112.468,520
0640,4,1,3,3,64,2,0,0.000168,8090.390,520
0641,4,1,3,3,64,4,0,0.000168,7043.946,440
0642,4,1,3,3,32,1,0,0.000167,10258.024,555
0643,4,1,3,3,32,2,0,0.000167,10211.740,555
0644,4,1,3,3,32,4,0,0.000165,8699.530,475
0645,4,1,3,4,512,1,0,0.000038,4855.032,252
0646,4,1,3,4,512,2,0,0.000038,4855.032,252
0647,4,1,3,4,512,4,0,0.000034,5447.946,305
0648,4,1,3,4,256,1,0,0.000034,5402.726,282
0649,4,1,3,4,256,2,0,0.000034,5402.726,282
0650,4,1,3,4,256,4,0,0.000035,5788.426,322
0651,4,1,3,4,128,1,0,0.000034,6028.624,289
0652,4,1,3,4,128,2,0,0.000034,6028.624,289
0653,4,1,3,4,128,4,0,0.000035,6357.134,329
0654,4,1,3,4,64,1,0,0.000035,6340.110,305
0655,4,1,3,4,64,2,0,0.000035,6340.110,305
0656,4,1,3,4,64,4,0,0.000035,6679.260,345
0657,4,1,3,4,32,1,0,0.000035,8034.264,348
0658,4,1,3,4,32,2,0,0.000035,8034.264,348
0659,4,1,3,4,32,4,0,0.000036,8424.752,388
0660,4,1,4,1,512,1,0,0.000125,5809.440,451
0661,4,1,4,1,512,2,0,0.000126,5806.514,451
0662,4,1,4,1,512,4,0,0.000124,4908.232,331
0663,4,1,4,1,256,1,0,0.000124,6163.220,453
0664,4,1,4,1,256,2,0,0.000124,6163.220,453
0665,4,1,4,1,256,4,0,0.000124,5216.526,333
0666,4,1,4,1,128,1,0,0.000125,6410.600,457
0667,4,1,4,1,128,2,0,0.000128,6423.368,457
0668,4,1,4,1,128,4,0,0.000126,5518.968,337
0669,4,1,4,1,64,1,0,0.000129,6810.664,462
0670,4,1,4,1,64,2,0,0.000127,6801.620,460
0671,4,1,4,1,64,4,0,0.000126,5919.032,340
0672,4,1,4,1,32,1,0,0.000129,8157.688,475
0673,4,1,4,1,32,2,0,0.000129,8158.220,475
0674,4,1,4,1,32,4,0,0.000128,7292.922,355
0675,4,1,4,2,512,1,0,0.000091,5858.650,414
0676,4,1,4,2,512,2,0,0.000091,5858.650,414
0677,4,1,4,2,512,4,0,0.000090,5852.000,414
0678,4,1,4,2,256,1,0,0.000091,6157.900,416
0679,4,1,4,2,256,2,0,0.000091,6157.900,416
0680,4,1,4,2,256,4,0,0.000091,6177.052,416
0681,4,1,4,2,128,1,0,0.000090,6559.028,420
0682,4,1,4,2,128,2,0,0.000090,6559.028,420
0683,4,1,4,2,128,4,0,0.000091,6553.708,420
0684,4,1,4,2,64,1,0,0.000092,6977.712,426
0685,4,1,4,2,64,2,0,0.000092,6977.712,426
0686,4,1,4,2,64,4,0,0.000091,6930.896,426
0687,4,1,4,2,32,1,0,0.000094,8498.434,450
0688,4,1,4,2,32,2,0,0.000094,8498.434,450
0689,4,1,4,2,32,4,0,0.000093,8377.138,450
0690,4,1,4,3,512,1,0,0.000175,6685.378,503
0691,4,1,4,3,512,2,0,0.000175,6685.378,503
0692,4,1,4,3,512,4,0,0.000175,6003.620,423
0693,4,1,4,3,256,1,0,0.000176,6998.194,505
0694,4,1,4,3,256,2,0,0.000176,6998.194,505
0695,4,1,4,3,256,4,0,0.000174,6385.862,425
0696,4,1,4,3,128,1,0,0.000176,7448.000,509
0697,4,1,4,3,128,2,0,0.000176,7404.376,509
0698,4,1,4,3,128,4,0,0.000179,6923.182,429
0699,4,1,4,3,64,1,0,0.000168,8112.468,520
0700,4,1,4,3,64,2,0,0.000168,8090.390,520
0701,4,1,4,3,64,4,0,0.000168,7043.946,440
0702,4,1,4,3,32,1,0,0.000167,10258.024,555
0703,4,1,4,3,32,2,0,0.000167,10211.740,555
0704,4,1,4,3,32,4,0,0.000165,8699.530,475
0705,4,1,4,4,512,1,0,0.000038,4855.032,252
0706,4,1,4,4,512,2,0,0.000038,4855.032,252
0707,4,1,4,4,512,4,0,0.000034,5447.946,305
0708,4,1,4,4,256,1,0,0.000034,5402.726,282
0709,4,1,4,4,256,2,0,0.000034,5402.726,282
0710,4,1,4,4,256,4,0,0.000035,5788.426,322
0711,4,1,4,4,128,1,0,0.000034,6028.624,289
0712,4,1,4,4,128,2,0,0.000034,6028.624,289
0713,4,1,4,4,128,4,0,0.000035,6357.134,329
0714,4,1,4,4,64,1,0,0.000035,6340.110,305
0715,4,1,4,4,64,2,0,0.000035,6340.110,305
0716,4,1,4,4,64,4,0,0.000035,6679.260,345
0717,4,1,4,4,32,1,0,0.000035,8034.264,348
0718,4,1,4,4,32,2,0,0.000035,8034.264,348
0719,4,1,4,4,32,4,0,0.000036,8424.752,388
0720,4,2,1,1,512,1,0,0.000113,5826.198,415
0721,4,2,1,1,512,2,0,0.000114,5826.464,415
0722,4,2,1,1,512,4,0,0.000117,5171.572,359
0723,4,2,1,1,256,1,0,0.000113,6249.670,417
0724,4,2,1,1,256,2,0,0.000113,6249.670,417
0725,4,2,1,1,256,4,0,0.000117,5552.218,361
0726,4,2,1,1,128,1,0,0.000117,6545.462,421
0727,4,2,1,1,128,2,0,0.000114,6670.748,421
0728,4,2,1,1,128,4,0,0.000118,5934.726,365
0729,4,2,1,1,64,1,0,0.000118,7100.338,434
0730,4,2,1,1,64,2,0,0.000120,7107.254,434
0731,4,2,1,1,64,4,0,0.000120,6410.866,378
0732,4,2,1,1,32,1,0,0.000118,8429.274,454
0733,4,2,1,1,32,2,0,0.000119,8511.734,454
0734,4,2,1,1,32,4,0,0.000119,7759.220,398
0735,4,2,1,2,512,1,0,0.000103,5704.902,381
0736,4,2,1,2,512,2,0,0.000103,5704.902,381
0737,4,2,1,2,512,4,0,0.000105,5944.302,445
0738,4,2,1,2,256,1,0,0.000104,6039.796,382
0739,4,2,1,2,256,2,0,0.000104,6039.796,382
0740,4,2,1,2,256,4,0,0.000106,6345.962,446
0741,4,2,1,2,128,1,0,0.000107,6681.388,385
0742,4,2,1,2,128,2,0,0.000107,6681.388,385
0743,4,2,1,2,128,4,0,0.000109,6900.040,449
0744,4,2,1,2,64,1,0,0.000104,7097.412,398
0745,4,2,1,2,64,2,0,0.000104,7097.412,398
0746,4,2,1,2,64,4,0,0.000108,7233.072,462
0747,4,2,1,2,32,1,0,0.000114,8528.226,428
0748,4,2,1,2,32,2,0,0.000114,8528.226,428
0749,4,2,1,2,32,4,0,0.000106,8691.816,493
0750,4,2,1,3,512,1,0,0.000167,6943.930,501
0751,4,2,1,3,512,2,0,0.000167,6943.930,501
0752,4,2,1,3,512,4,0,0.000162,6003.088,405
0753,4,2,1,3,256,1,0,0.000169,6921.320,471
0754,4,2,1,3,256,2,0,0.000169,6921.320,471
0755,4,2,1,3,256,4,0,0.000167,6407.940,415
0756,4,2,1,3,128,1,0,0.000167,7891.954,474
0757,4,2,1,3,128,2,0,0.000167,7919.086,474
0758,4,2,1,3,128,4,0,0.000168,6945.260,418
0759,4,2,1,3,64,1,0,0.000171,8479.814,492
0760,4,2,1,3,64,2,0,0.000170,8546.580,492
0761,4,2,1,3,64,4,0,0.000173,7437.892,436
0762,4,2,1,3,32,1,0,0.000172,10659.684,534
0763,4,2,1,3,32,2,0,0.000172,10625.104,534
0764,4,2,1,3,32,4,0,0.000174,8984.416,478
0765,4,2,1,4,512,1,0,0.000025,5259.086,265
0766,4,2,1,4,512,2,0,0.000025,5259.086,265
0767,4,2,1,4,512,4,0,0.000028,7742.462,333
0768,4,2,1,4,256,1,0,0.000027,6019.846,326
0769,4,2,1,4,256,2,0,0.000027,6019.846,326
0770,4,2,1,4,256,4,0,0.000025,8427.146,351
0771,4,2,1,4,128,1,0,0.000028,7192.374,343
0772,4,2,1,4,128,2,0,0.000028,7192.374,343
0773,4,2,1,4,128,4,0,0.000026,8702.190,345
0774,4,2,1,4,64,1,0,0.000028,7650.958,374
0775,4,2,1,4,64,2,0,0.000028,7650.958,374
0776,4,2,1,4,64,4,0,0.000026,9170.350,377
0777,4,2,1,4,32,1,0,0.000028,9494.604,439
0778,4,2,1,4,32,2,0,0.000028,9494.604,439
0779,4,2,1,4,32,4,0,0.000027,11225.200,444
0780,4,2,2,1,512,1,0,0.000113,5826.198,415
0781,4,2,2,1,512,2,0,0.000114,5826.464,415
0782,4,2,2,1,512,4,0,0.000117,5171.572,359
0783,4,2,2,1,256,1,0,0.000113,6249.670,417
0784,4,2,2,1,256,2,0,0.000113,6249.670,417
0785,4,2,2,1,256,4,0,0.000117,5552.218,361
0786,4,2,2,1,128,1,0,0.000117,6545.462,421
0787,4,2,2,1,128,2,0,0.000114,6670.748,421
0788,4,2,2,1,128,4,0,0.000118,5934.726,365
0789,4,2,2,1,64,1,0,0.000118,7100.338,434
0790,4,2,2,1,64,2,0,0.000120,7107.254,434
0791,4,2,2,1,64,4,0,0.000120,6410.866,378
0792,4,2,2,1,32,1,0,0.000118,8429.274,454
0793,4,2,2,1,32,2,0,0.000119,8511.734,454
0794,4,2,2,1,32,4,0,0.000119,7759.220,398
0795,4,2,2,2,512,1,0,0.000103,5704.902,381
0796,4,2,2,2,512,2,0,0.000103,5704.902,381
0797,4,2,2,2,512,4,0,0.000105,5944.302,445
0798,4,2,2,2,256,1,0,0.000104,6039.796,382
0799,4,2,2,2,256,2,0,0.000104,6039.796,382
0800,4,2,2,2,256,4,0,0.000106,6345.962,446
0801,4,2,2,2,128,1,0,0.000107,6681.388,385
0802,4,2,2,2,128,2,0,0.000107,6681.388,385
0803,4,2,2,2,128,4,0,0.000109,6900.040,449
0804,4,2,2,2,64,1,0,0.000104,7097.412,398
0805,4,2,2,2,64,2,0,0.000104,7097.412,398
0806,4,2,2,2,64,4,0,0.000108,7233.072,462
0807,4,2,2,2,32,1,0,0.000114,8528.226,428
0808,4,2,2,2,32,2,0,0.000114,8528.226,428
0809,4,2,2,2,32,4,0,0.000106,8691.816,493
0810,4,2,2,3,512,1,0,0.000167,6943.930,501
0811,4,2,2,3,512,2,0,0.000167,6943.930,501
0812,4,2,2,3,512,4,0,0.000162,6003.088,405
0813,4,2,2,3,256,1,0,0.000169,6921.320,471
0814,4,2,2,3,256,2,0,0.000169,6921.320,471
0815,4,2,2,3,256,4,0,0.000167,6407.940,415
0816,4,2,2,3,128,1,0,0.000167,7891.954,474
0817,4,2,2,3,128,2,0,0.000167,7919.086,474
0818,4,2,2,3,128,4,0,0.000168,6945.260,418
0819,4,2,2,3,64,1,0,0.000171,8479.814,492
0820,4,2,2,3,64,2,0,0.000170,8546.580,492
0821,4,2,2,3,64,4,0,0.000173,7437.892,436
0822,4,2,2,3,32,1,0,0.000172,10659.684,534
0823,4,2,2,3,32,2,0,0.000172,10625.104,534
0824,4,2,2,3,32,4,0,0.000174,8984.416,478
0825,4,2,2,4,512,1,0,0.000025,5259.086,265
0826,4,2,2,4,512,2,0,0.000025,5259.086,265
0827,4,2,2,4,512,4,0,0.000028,7742.462,333
0828,4,2,2,4,256,1,0,0.000027,6019.846,326
0829,4,2,2,4,256,2,0,0.000027,6019.846,326
0830,4,2,2,4,256,4,0,0.000025,8427.146,351
0831,4,2,2,4,128,1,0,0.000028,7192.374,343
0832,4,2,2,4,128,2,0,0.000028,7192.374,343
0833,4,2,2,4,128,4,0,0.000026,8702.190,345
0834,4,2,2,4,64,1,0,0.000028,7650.958,374
0835,4,2,2,4,64,2,0,0.000028,7650.958,374
0836,4,2,2,4,64,4,0,0.000026,9170.350,377
0837,4,2,2,4,32,1,0,0.000028,9494.604,439
0838,4,2,2,4,32,2,0,0.000028,9494.604,439
0839,4,2,2,4,32,4,0,0.000027,11225.200,444
0840,4,2,3,1,512,1,0,0.000113,5826.198,415
0841,4,2,3,1,512,2,0,0.000114,5826.464,415
0842,4,2,3,1,512,4,0,0.000117,5171.572,359
0843,4,2,3,1,256,1,0,0.000113,6249.670,417
0844,4,2,3,1,256,2,0,0.000113,6249.670,417
0845,4,2,3,1,256,4,0,0.000117,5552.218,361
0846,4,2,3,1,128,1,0,0.000117,6545.462,421
0847,4,2,3,1,128,2,0,0.000114,6670.748,421
0848,4,2,3,1,128,4,0,0.000118,5934.726,365
0849,4,2,3,1,64,1,0,0.000118,7100.338,434
0850,4,2,3,1,64,2,0,0.000120,7107.254,434
0851,4,2,3,1,64,4,0,0.000120,6410.866,378
0852,4,2,3,1,32,1,0,0.000118,8429.274,454
0853,4,2,3,1,32,2,0,0.000119,8511.734,454
0854,4,2,3,1,32,4,0,0.000119,7759.220,398
0855,4,2,3,2,512,1,0,0.000103,5704.902,381
0856,4,2,3,2,512,2,0,0.000103,5704.902,381
0857,4,2,3,2,512,4,0,0.000105,5944.302,445
0858,4,2,3,2,256,1,0,0.000104,6039.796,382
0859,4,2,3,2,256,2,0,0.000104,6039.796,382
0860,4,2,3,2,256,4,0,0.000106,6345.962,446
0861,4,2,3,2,128,1,0,0.000107,6681.388,385
0862,4,2,3,2,128,2,0,0.000107,6681.388,385
0863,4,2,3,2,128,4,0,0.000109,6900.040,449
0864,4,2,3,2,64,1,0,0.000104,7097.412,398
0865,4,2,3,2,64,2,0,0.000104,7097.412,398
0866,4,2,3,2,64,4,0,0.000108,7233.072,462
0867,4,2,3,2,32,1,0,0.000114,8528.226,428
0868,4,2,3,2,32,2,0,0.000114,8528.226,428
0869,4,2,3,2,32,4,0,0.000106,8691.816,493
0870,4,2,3,3,512,1,0,0.000167,6943.930,501
0871,4,2,3,3,512,2,0,0.000167,6943.930,501
0872,4,2,3,3,512,4,0,0.000162,6003.088,405
0873,4,2,3,3,256,1,0,0.000169,6921.320,471
0874,4,2,3,3,256,2,0,0.000169,6921.320,471
0875,4,2,3,3,256,4,0,0.000167,6407.940,415
0876,4,2,3,3,128,1,0,0.000167,7891.954,474
0877,4,2,3,3,128,2,0,0.000167,7919.086,474
0878,4,2,3,3,128,4,0,0.000168,6945.260,418
0879,4,2,3,3,64,1,0,0.000171,8479.814,492
0880,4,2,3,3,64,2,0,0.000170,8546.580,492
0881,4,2,3,3,64,4,0,0.000173,7437.892,436
0882,4,2,3,3,32,1,0,0.000172,10659.684,534
0883,4,2,3,3,32,2,0,0.000172,10625.104,534
0884,4,2,3,3,32,4,0,0.000174,8984.416,478
0885,4,2,3,4,512,1,0,0.000025,5259.086,265
0886,4,2,3,4,512,2,0,0.000025,5259.086,265
0887,4,2,3,4,512,4,0,0.000028,7742.462,333
0888,4,2,3,4,256,1,0,0.000027,6019.846,326
0889,4,2,3,4,256,2,0,0.000027,6019.846,326
0890,4,2,3,4,256,4,0,0.000025,8427.146,351
0891,4,2,3,4,128,1,0,0.000028,7192.374,343
0892,4,2,3,4,128,2,0,0.000028,7192.374,343
0893,4,2,3,4,128,4,0,0.000026,8702.190,345
0894,4,2,3,4,64,1,0,0.000028,7650.958,374
0895,4,2,3,4,64,2,0,0.000028,7650.958,374
0896,4,2,3,4,64,4,0,0.000026,9170.350,377
0897,4,2,3,4,32,1,0,0.000028,9494.604,439
0898,4,2,3,4,32,2,0,0.000028,9494.604,439
0899,4,2,3,4,32,4,0,0.000027,11225.200,444
0900,4,2,4,1,512,1,0,0.000113,5826.198,415
0901,4,2,4,1,512,2,0,0.000114,5826.464,415
0902,4,2,4,1,512,4,0,0.000117,5171.572,359
0903,4,2,4,1,256,1,0,0.000113,6249.670,417
0904,4,2,4,1,256,2,0,0.000113,6249.670,417
0905,4,2,4,1,256,4,0,0.000117,5552.218,361
0906,4,2,4,1,128,1,0,0.000117,6545.462,421
0907,4,2,4,1,128,2,0,0.000114,6670.748,421
0908,4,2,4,1,128,4,0,0.000118,5934.726,365
0909,4,2,4,1,64,1,0,0.000118,7100.338,434
0910,4,2,4,1,64,2,0,0.000120,7107.254,434
0911,4,2,4,1,64,4,0,0.000120,6410.866,378
0912,4,2,4,1,32,1,0,0.000118,8429.274,454
0913,4,2,4,1,32,2,0,0.000119,8511.734,454
0914,4,2,4,1,32,4,0,0.000119,7759.220,398
0915,4,2,4,2,512,1,0,0.000103,5704.902,381
0916,4,2,4,2,512,2,0,0.000103,5704.902,381
0917,4,2,4,2,512,4,0,0.000105,5944.302,445
0918,4,2,4,2,256,1,0,0.000104,6039.796,382
0919,4,2,4,2,256,2,0,0.000104,6039.796,382
0920,4,2,4,2,256,4,0,0.000106,6345.962,446
0921,4,2,4,2,128,1,0,0.000107,6681.388,385
0922,4,2,4,2,128,2,0,0.000107,6681.388,385
0923,4,2,4,2,128,4,0,0.000109,6900.040,449
0924,4,2,4,2,64,1,0,0.000104,7097.412,398
0925,4,2,4,2,64,2,0,0.000104,7097.412,398
0926,4,2,4,2,64,4,0,0.000108,7233.072,462
0927,4,2,4,2,32,1,0,0.000114,8528.226,428
0928,4,2,4,2,32,2,0,0.000114,8528.226,428
0929,4,2,4,2,32,4,0,0.000106,8691.816,493
0930,4,2,4,3,512,1,0,0.000167,6943.930,501
0931,4,2,4,3,512,2,0,0.000167,6943.930,501
0932,4,2,4,3,512,4,0,0.000162,6003.088,405
0933,4,2,4,3,256,1,0,0.000169,6921.320,471
0934,4,2,4,3,256,2,0,0.000169,6921.320,471
0935,4,2,4,3,256,4,0,0.000167,6407.940,415
0936,4,2,4,3,128,1,0,0.000167,7891.954,474
0937,4,2,4,3,128,2,0,0.000167,7919.086,474
0938,4,2,4,3,128,4,0,0.000168,6945.260,418
0939,4,2,4,3,64,1,0,0.000171,8479.814,492
0940,4,2,4,3,64,2,0,0.000170,8546.580,492
0941,4,2,4,3,64,4,0,0.000173,7437.892,436
0942,4,2,4,3,32,1,0,0.000172,10659.684,534
0943,4,2,4,3,32,2,0,0.000172,10625.104,534
0944,4,2,4,3,32,4,0,0.000174,8984.416,478
0945,4,2,4,4,512,1,0,0.000025,5259.086,265
0946,4,2,4,4,512,2,0,0.000025,5259.086,265
0947,4,2,4,4,512,4,0,0.000028,7742.462,333
0948,4,2,4,4,256,1,0,0.000027,6019.846,326
