n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2,FF
882,2,1,1,2,460800,0,0.142295,23695.279,569
883,2,1,1,2,230400,0,0.145667,24500.463,578
884,2,1,1,2,115200,0,0.143244,26513.018,644
885,2,1,1,2,57600,0,0.145375,31310.859,981
886,2,1,1,2,28800,0,0.145754,37530.207,1565
887,2,1,1,2,14400,0,0.142178,53515.742,2724
889,2,1,1,3,460800,0,0.143324,25954.418,627
890,2,1,1,3,230400,0,0.150491,26658.785,654
891,2,1,1,3,115200,0,0.150506,28193.074,749
892,2,1,1,3,57600,0,0.150296,31606.119,1088
893,2,1,1,3,28800,0,0.143595,38440.191,1714
896,2,1,1,4,460800,0,0.150506,26776.357,712
897,2,1,1,4,230400,0,0.148429,28979.637,675
898,2,1,1,4,115200,0,0.148971,29556.855,771
899,2,1,1,4,57600,0,0.148564,34228.348,1078
900,2,1,1,4,28800,0,0.140479,44295.383,1666
903,2,1,1,5,460800,0,0.150491,26624.473,705
904,2,1,1,5,230400,0,0.150552,27725.18,726
905,2,1,1,5,115200,0,0.148594,28895.58,814
907,2,1,1,5,28800,0,0.150491,42984.535,1778
910,2,1,2,1,460800,0,0.150326,23441.25,458
911,2,1,2,1,230400,0,0.147028,25452.742,461
912,2,1,2,1,115200,0,0.147706,22039.963,474
913,2,1,2,1,57600,0,0.146652,22110.186,521
914,2,1,2,1,28800,0,0.150235,25908.4,597
915,2,1,2,1,14400,0,0.149272,32598.033,792
916,2,1,2,1,7200,0,0.145432,39737.473,855
917,2,1,2,2,460800,0,0.142295,23695.279,569
918,2,1,2,2,230400,0,0.145667,24500.463,578
919,2,1,2,2,115200,0,0.143244,26513.018,644
920,2,1,2,2,57600,0,0.145375,31310.859,981
921,2,1,2,2,28800,0,0.145754,37530.207,1565
922,2,1,2,2,14400,0,0.142178,53515.742,2724
924,2,1,2,3,460800,0,0.143324,25954.418,627
925,2,1,2,3,230400,0,0.150491,26658.785,654
926,2,1,2,3,115200,0,0.150506,28193.074,749
927,2,1,2,3,57600,0,0.150296,31606.119,1088
928,2,1,2,3,28800,0,0.143595,38440.191,1714
931,2,1,2,4,460800,0,0.150506,26776.357,712
932,2,1,2,4,230400,0,0.148429,28979.637,675
933,2,1,2,4,115200,0,0.148971,29556.855,771
934,2,1,2,4,57600,0,0.148564,34228.348,1078
938,2,1,2,5,460800,0,0.150491,26624.473,705
939,2,1,2,5,230400,0,0.150552,27725.18,726
940,2,1,2,5,115200,0,0.148594,28895.58,814
941,2,1,2,5,57600,0,0.146908,34093.484,1156
942,2,1,2,5,28800,0,0.150491,42984.535,1778
945,2,1,3,1,460800,0,0.150326,23441.25,458
946,2,1,3,1,230400,0,0.147028,25452.742,461
947,2,1,3,1,115200,0,0.147706,22039.963,474
948,2,1,3,1,57600,0,0.146652,22110.186,521
949,2,1,3,1,28800,0,0.150235,25908.4,597
950,2,1,3,1,14400,0,0.149272,32598.033,792
951,2,1,3,1,7200,0,0.145432,39737.473,855
952,2,1,3,2,460800,0,0.142295,23695.279,569
953,2,1,3,2,230400,0,0.145667,24500.463,578
954,2,1,3,2,115200,0,0.143244,26513.018,644
955,2,1,3,2,57600,0,0.145375,31310.859,981
956,2,1,3,2,28800,0,0.145754,37530.207,1565
957,2,1,3,2,14400,0,0.142178,53515.742,2724
959,2,1,3,3,460800,0,0.143324,25954.418,627
960,2,1,3,3,230400,0,0.150491,26658.785,654
961,2,1,3,3,115200,0,0.150506,28193.074,749
962,2,1,3,3,57600,0,0.150296,31606.119,1088
963,2,1,3,3,28800,0,0.143595,38440.191,1714
966,2,1,3,4,460800,0,0.150506,26776.357,712
967,2,1,3,4,230400,0,0.148429,28979.637,675
968,2,1,3,4,115200,0,0.148971,29556.855,771
969,2,1,3,4,57600,0,0.148564,34228.348,1078
970,2,1,3,4,28800,0,0.140479,44295.383,1666
973,2,1,3,5,460800,0,0.150491,26624.473,705
974,2,1,3,5,230400,0,0.150552,27725.18,726
975,2,1,3,5,115200,0,0.148594,28895.58,814
977,2,1,3,5,28800,0,0.150491,42984.535,1778
980,2,1,4,1,460800,0,0.150326,23441.25,458
981,2,1,4,1,230400,0,0.147028,25452.742,461
982,2,1,4,1,115200,0,0.147706,22039.963,474
983,2,1,4,1,57600,0,0.146652,22110.186,521
984,2,1,4,1,28800,0,0.150235,25908.4,597
985,2,1,4,1,14400,0,0.149272,32598.033,792
986,2,1,4,1,7200,0,0.145432,39737.473,855
987,2,1,4,2,460800,0,0.142295,23695.279,569
988,2,1,4,2,230400,0,0.145667,24500.463,578
989,2,1,4,2,115200,0,0.143244,26513.018,644
990,2,1,4,2,57600,0,0.145375,31310.859,981
991,2,1,4,2,28800,0,0.145754,37530.207,1565
992,2,1,4,2,14400,0,0.142178,53515.742,2724
994,2,1,4,3,460800,0,0.143324,25954.418,627
995,2,1,4,3,230400,0,0.150491,26658.785,654
996,2,1,4,3,115200,0,0.150506,28193.074,749
997,2,1,4,3,57600,0,0.150296,31606.119,1088
998,2,1,4,3,28800,0,0.143595,38440.191,1714
1001,2,1,4,4,460800,0,0.150506,26776.357,712
1002,2,1,4,4,230400,0,0.148429,28979.637,675
1003,2,1,4,4,115200,0,0.148971,29556.855,771
1004,2,1,4,4,57600,0,0.148564,34228.348,1078
1005,2,1,4,4,28800,0,0.140479,44295.383,1666
1008,2,1,4,5,460800,0,0.150491,26624.473,705
1009,2,1,4,5,230400,0,0.150552,27725.18,726
1010,2,1,4,5,115200,0,0.148594,28895.58,814
1012,2,1,4,5,28800,0,0.150491,42984.535,1778
1015,2,1,5,1,460800,0,0.150326,23441.25,458
1016,2,1,5,1,230400,0,0.147028,25452.742,461
1017,2,1,5,1,115200,0,0.147706,22039.963,474
1018,2,1,5,1,57600,0,0.146652,22110.186,521
1019,2,1,5,1,28800,0,0.150235,25908.4,597
1020,2,1,5,1,14400,0,0.149272,32598.033,792
1021,2,1,5,1,7200,0,0.145432,39737.473,855
1022,2,1,5,2,460800,0,0.142295,23695.279,569
1023,2,1,5,2,230400,0,0.145667,24500.463,578
1024,2,1,5,2,115200,0,0.143244,26513.018,644
1025,2,1,5,2,57600,0,0.145375,31310.859,981
1026,2,1,5,2,28800,0,0.145754,37530.207,1565
1027,2,1,5,2,14400,0,0.142178,53515.742,2724
1029,2,1,5,3,460800,0,0.143324,25954.418,627
1030,2,1,5,3,230400,0,0.150491,26658.785,654
1031,2,1,5,3,115200,0,0.150506,28193.074,749
1032,2,1,5,3,57600,0,0.150296,31606.119,1088
1033,2,1,5,3,28800,0,0.143595,38440.191,1714
1036,2,1,5,4,460800,0,0.150506,26776.357,712
1037,2,1,5,4,230400,0,0.148429,28979.637,675
1038,2,1,5,4,115200,0,0.148971,29556.855,771
1039,2,1,5,4,57600,0,0.148564,34228.348,1078
1040,2,1,5,4,28800,0,0.140479,44295.383,1666
1043,2,1,5,5,460800,0,0.150491,26624.473,705
1044,2,1,5,5,230400,0,0.150552,27725.18,726
1045,2,1,5,5,115200,0,0.148594,28895.58,814
1047,2,1,5,5,28800,0,0.150491,42984.535,1778
1050,2,2,1,1,460800,0,0.119379,24138.969,729
1051,2,2,1,1,230400,0,0.119811,25356.717,735
1052,2,2,1,1,115200,0,0.1154,24996.818,755
1053,2,2,1,1,57600,0,0.116958,27318.199,809
1054,2,2,1,1,28800,0,0.115856,30769.816,924
1055,2,2,1,1,14400,0,0.116803,31640.967,1060
1056,2,2,1,1,7200,0,0.119595,34427.848,1146
1057,2,2,1,2,460800,0,0.116012,28515.467,916
1058,2,2,1,2,230400,0,0.119523,28759.121,924
1059,2,2,1,2,115200,0,0.116695,29711.137,950
1060,2,2,1,2,57600,0,0.119655,29962.771,1003
1061,2,2,1,2,28800,0,0.119811,34834.562,1114
1062,2,2,1,2,14400,0,0.119835,34075.664,1184
1064,2,2,1,3,460800,0,0.119583,31403.162,1015
1065,2,2,1,3,230400,0,0.118852,29515.094,1021
1066,2,2,1,3,115200,0,0.119415,30462.32,1039
1067,2,2,1,3,57600,0,0.116095,32662.406,1097
1068,2,2,1,3,28800,0,0.115664,37172.172,1217
1069,2,2,1,3,14400,0,0.115652,35678.047,1350
1071,2,2,1,4,460800,0,0.117026,32836.902,1113
1072,2,2,1,4,230400,0,0.119427,32686.879,1114
1073,2,2,1,4,115200,0,0.118065,32908.191,1135
1074,2,2,1,4,57600,0,0.116273,35600.641,1185
1075,2,2,1,4,28800,0,0.116345,42845.949,1271
1078,2,2,1,5,460800,0,0.11558,31722.629,1159
1079,2,2,1,5,230400,0,0.119475,30262.287,1165
1080,2,2,1,5,115200,0,0.118205,32428.326,1189
1081,2,2,1,5,57600,0,0.119715,34598.09,1243
1082,2,2,1,5,28800,0,0.116791,38764.977,1361
1085,2,2,2,1,460800,0,0.116705,24839.346,641
1086,2,2,2,1,230400,0,0.116635,24850.518,650
1087,2,2,2,1,115200,0,0.113785,25664.744,680
1088,2,2,2,1,57600,0,0.114042,27712.412,738
1089,2,2,2,1,28800,0,0.116494,31805.354,851
1090,2,2,2,1,14400,0,0.115864,42923.887,1065
1092,2,2,2,2,460800,0,0.112769,29288.994,859
1093,2,2,2,2,230400,0,0.116459,28879.887,941
1094,2,2,2,2,115200,0,0.115584,32793.809,1234
1095,2,2,2,2,57600,0,0.11486,40147.91,1921
1096,2,2,2,2,28800,0,0.114381,52658.156,3290
1099,2,2,2,3,460800,0,0.115257,32007.248,992
1100,2,2,2,3,230400,0,0.111847,34087.633,1096
1101,2,2,2,3,115200,0,0.115864,37737.688,1305
1106,2,2,2,4,460800,0,0.113855,31742.047,1064
1107,2,2,2,4,230400,0,0.110854,32517.969,1099
1108,2,2,2,4,115200,0,0.115187,37679.164,1443
1109,2,2,2,4,57600,0,0.112559,44533.453,2118
1113,2,2,2,5,460800,0,0.113248,34375.18,1114
1114,2,2,2,5,230400,0,0.116448,36640.703,1220
1115,2,2,2,5,115200,0,0.113809,39903.191,1415
1120,2,2,3,1,460800,0,0.116705,24839.346,641
1121,2,2,3,1,230400,0,0.116635,24850.518,650
1122,2,2,3,1,115200,0,0.113785,25664.744,680
1123,2,2,3,1,57600,0,0.114042,27712.412,738
1124,2,2,3,1,28800,0,0.116494,31805.354,851
1125,2,2,3,1,14400,0,0.115864,42923.887,1065
1127,2,2,3,2,460800,0,0.112769,29288.994,859
1128,2,2,3,2,230400,0,0.116459,28879.887,941
1129,2,2,3,2,115200,0,0.115584,32793.809,1234
1130,2,2,3,2,57600,0,0.11486,40147.91,1921
1134,2,2,3,3,460800,0,0.115257,32007.248,992
1135,2,2,3,3,230400,0,0.111847,34087.633,1096
1136,2,2,3,3,115200,0,0.115864,37737.688,1305
1138,2,2,3,3,28800,0,0.113575,60198.992,3504
1141,2,2,3,4,460800,0,0.113855,31742.047,1064
1142,2,2,3,4,230400,0,0.110854,32517.969,1099
1143,2,2,3,4,115200,0,0.115187,37679.164,1443
1144,2,2,3,4,57600,0,0.112559,44533.453,2118
1148,2,2,3,5,460800,0,0.113248,34375.18,1114
1149,2,2,3,5,230400,0,0.116448,36640.703,1220
1155,2,2,4,1,460800,0,0.116705,24839.346,641
1156,2,2,4,1,230400,0,0.116635,24850.518,650
1157,2,2,4,1,115200,0,0.113785,25664.744,680
1158,2,2,4,1,57600,0,0.114042,27712.412,738
1159,2,2,4,1,28800,0,0.116494,31805.354,851
1160,2,2,4,1,14400,0,0.115864,42923.887,1065
1162,2,2,4,2,460800,0,0.112769,29288.994,859
1163,2,2,4,2,230400,0,0.116459,28879.887,941
1164,2,2,4,2,115200,0,0.115584,32793.809,1234
1165,2,2,4,2,57600,0,0.11486,40147.91,1921
1166,2,2,4,2,28800,0,0.114381,52658.156,3290
1169,2,2,4,3,460800,0,0.115257,32007.248,992
1170,2,2,4,3,230400,0,0.111847,34087.633,1096
1171,2,2,4,3,115200,0,0.115864,37737.688,1305
1173,2,2,4,3,28800,0,0.113575,60198.992,3504
1176,2,2,4,4,460800,0,0.113855,31742.047,1064
1177,2,2,4,4,230400,0,0.110854,32517.969,1099
1178,2,2,4,4,115200,0,0.115187,37679.164,1443
1179,2,2,4,4,57600,0,0.112559,44533.453,2118
1183,2,2,4,5,460800,0,0.113248,34375.18,1114
1184,2,2,4,5,230400,0,0.116448,36640.703,1220
1190,2,2,5,1,460800,0,0.116705,24839.346,641
1191,2,2,5,1,230400,0,0.116635,24850.518,650
1192,2,2,5,1,115200,0,0.113785,25664.744,680
1193,2,2,5,1,57600,0,0.114042,27712.412,738
1194,2,2,5,1,28800,0,0.116494,31805.354,851
1195,2,2,5,1,14400,0,0.115864,42923.887,1065
1197,2,2,5,2,460800,0,0.112769,29288.994,859
1198,2,2,5,2,230400,0,0.116459,28879.887,941
1199,2,2,5,2,115200,0,0.115584,32793.809,1234
1200,2,2,5,2,57600,0,0.11486,40147.91,1921
1204,2,2,5,3,460800,0,0.115257,32007.248,992
1205,2,2,5,3,230400,0,0.111847,34087.633,1096
1206,2,2,5,3,115200,0,0.115864,37737.688,1305
1211,2,2,5,4,460800,0,0.113855,31742.047,1064
1212,2,2,5,4,230400,0,0.110854,32517.969,1099
1213,2,2,5,4,115200,0,0.115187,37679.164,1443
1214,2,2,5,4,57600,0,0.112559,44533.453,2118
1218,2,2,5,5,460800,0,0.113248,34375.18,1114
1219,2,2,5,5,230400,0,0.116448,36640.703,1220
1225,2,3,1,1,460800,0,0.130109,30167.061,1123
1226,2,3,1,1,230400,0,0.132919,28501.635,1133
1227,2,3,1,1,115200,0,0.128578,29939.631,1155
1228,2,3,1,1,57600,0,0.131468,31206.057,1210
1229,2,3,1,1,28800,0,0.131108,31678.738,1230
1230,2,3,1,1,14400,0,0.132986,35376.672,1409
1231,2,3,1,1,7200,0,0.133106,38442.055,1545
1232,2,3,1,2,460800,0,0.122333,33248.938,1444
1233,2,3,1,2,230400,0,0.122137,36118.277,1454
1234,2,3,1,2,115200,0,0.12215,36430.828,1477
1235,2,3,1,2,57600,0,0.117621,34139.504,1540
1236,2,3,1,2,28800,0,0.119983,39991.77,1683
1237,2,3,1,2,14400,0,0.121574,41549.996,1845
1239,2,3,1,3,460800,0,0.132083,35856.004,1442
1240,2,3,1,3,230400,0,0.130165,35367.891,1452
1241,2,3,1,3,115200,0,0.128234,36855.363,1483
1242,2,3,1,3,57600,0,0.12657,39537.973,1548
1243,2,3,1,3,28800,0,0.132855,41397.848,1629
1244,2,3,1,3,14400,0,0.128115,44553.402,1800
1246,2,3,1,4,460800,0,0.132533,41380.555,1699
1247,2,3,1,4,230400,0,0.133039,38834.938,1709
1248,2,3,1,4,115200,0,0.127313,40570.852,1740
1249,2,3,1,4,57600,0,0.132826,41590.43,1810
1250,2,3,1,4,28800,0,0.1324,45969.59,1884
1253,2,3,1,5,460800,0,0.130882,36584.574,1761
1254,2,3,1,5,230400,0,0.127606,38001.559,1771
1255,2,3,1,5,115200,0,0.127273,39117.43,1802
1256,2,3,1,5,57600,0,0.131121,40231.703,1867
1257,2,3,1,5,28800,0,0.126994,43700.344,1951
1260,2,3,2,1,460800,0,0.135043,30277.184,986
1261,2,3,2,1,230400,0,0.135624,32391.617,1003
1262,2,3,2,1,115200,0,0.134103,32936.652,1064
1263,2,3,2,1,57600,0,0.1329,35401.141,1196
1264,2,3,2,1,28800,0,0.133522,38667.09,1350
1265,2,3,2,1,14400,0,0.134573,47060.188,1647
1267,2,3,2,2,460800,0,0.122158,33718.426,1291
1268,2,3,2,2,230400,0,0.126647,36937.559,1317
1269,2,3,2,2,115200,0,0.126137,37550.422,1366
1270,2,3,2,2,57600,0,0.127157,43052.367,1499
1271,2,3,2,2,28800,0,0.121763,52108.336,1695
1274,2,3,2,3,460800,0,0.136235,37686.613,1341
1275,2,3,2,3,230400,0,0.137839,38937.613,1364
1276,2,3,2,3,115200,0,0.132252,36851.375,1426
1277,2,3,2,3,57600,0,0.135225,41782.48,1535
1278,2,3,2,3,28800,0,0.137632,50556.758,1743
1281,2,3,2,4,460800,0,0.134504,41666.238,1546
1282,2,3,2,4,230400,0,0.138237,39445.406,1566
1283,2,3,2,4,115200,0,0.133425,44884.309,1609
1284,2,3,2,4,57600,0,0.138251,47803.656,1718
1288,2,3,2,5,460800,0,0.13207,38000.492,1598
1289,2,3,2,5,230400,0,0.136094,40599.848,1621
1290,2,3,2,5,115200,0,0.136633,39352.305,1683
1295,2,3,3,1,460800,0,0.129801,28700.602,995
1296,2,3,3,1,230400,0,0.126236,31535.363,1025
1297,2,3,3,1,115200,0,0.129892,31792.586,1075
1298,2,3,3,1,57600,0,0.129853,36368.316,1220
1299,2,3,3,1,28800,0,0.130048,40067.312,1413
1302,2,3,3,2,460800,0,0.117413,37228.031,1266
1303,2,3,3,2,230400,0,0.115552,38578.777,1495
1304,2,3,3,2,115200,0,0.114561,42742.211,1846
1309,2,3,3,3,460800,0,0.129218,41669.164,1381
1310,2,3,3,3,230400,0,0.125601,40326.664,1527
1316,2,3,3,4,460800,0,0.128929,40134.078,1488
1317,2,3,3,4,230400,0,0.129488,43441.523,1682
1330,2,3,4,1,460800,0,0.129801,28700.602,995
1331,2,3,4,1,230400,0,0.126236,31535.363,1025
1332,2,3,4,1,115200,0,0.129892,31792.586,1075
1333,2,3,4,1,57600,0,0.129853,36368.316,1220
1334,2,3,4,1,28800,0,0.130048,40067.312,1413
1335,2,3,4,1,14400,0,0.124896,54316.668,1777
1337,2,3,4,2,460800,0,0.117413,37228.031,1266
1338,2,3,4,2,230400,0,0.115552,38578.777,1495
1339,2,3,4,2,115200,0,0.114561,42742.211,1846
1344,2,3,4,3,460800,0,0.129218,41669.164,1381
1345,2,3,4,3,230400,0,0.125601,40326.664,1527
1351,2,3,4,4,460800,0,0.128929,40134.078,1488
1352,2,3,4,4,230400,0,0.129488,43441.523,1682
1358,2,3,4,5,460800,0,0.128799,45175.047,1686
1365,2,3,5,1,460800,0,0.129801,28700.602,995
1366,2,3,5,1,230400,0,0.126236,31535.363,1025
1367,2,3,5,1,115200,0,0.129892,31792.586,1075
1368,2,3,5,1,57600,0,0.129853,36368.316,1220
1369,2,3,5,1,28800,0,0.130048,40067.312,1413
1372,2,3,5,2,460800,0,0.117413,37228.031,1266
1373,2,3,5,2,230400,0,0.115552,38578.777,1495
1374,2,3,5,2,115200,0,0.114561,42742.211,1846
1379,2,3,5,3,460800,0,0.129218,41669.164,1381
1380,2,3,5,3,230400,0,0.125601,40326.664,1527
1386,2,3,5,4,460800,0,0.128929,40134.078,1488
1387,2,3,5,4,230400,0,0.129488,43441.523,1682
1393,2,3,5,5,460800,0,0.128799,45175.047,1686
1400,2,4,1,1,460800,0,0.114013,28887.865,1299
1401,2,4,1,1,230400,0,0.114299,30741.887,1309
1402,2,4,1,1,115200,0,0.111151,30914.254,1336
1403,2,4,1,1,57600,0,0.114059,32831.316,1389
1404,2,4,1,1,28800,0,0.112216,34528.395,1482
1405,2,4,1,1,14400,0,0.11383,35168.391,1598
1406,2,4,1,1,7200,0,0.114425,37700.18,1696
1407,2,4,1,2,460800,0,0.109527,35674.855,1742
1408,2,4,1,2,230400,0,0.10976,38424.496,1752
1409,2,4,1,2,115200,0,0.110926,38767.105,1776
1410,2,4,1,2,57600,0,0.110382,39685.871,1834
1411,2,4,1,2,28800,0,0.107684,42861.645,1942
1412,2,4,1,2,14400,0,0.111015,43411.465,2107
1414,2,4,1,3,460800,0,0.114334,37974.691,1878
1415,2,4,1,3,230400,0,0.110476,38997.461,1888
1416,2,4,1,3,115200,0,0.114253,39109.98,1919
1417,2,4,1,3,57600,0,0.113979,40731.516,1990
1419,2,4,1,3,14400,0,0.11375,45761.309,2248
1421,2,4,1,4,460800,0,0.109704,42085.988,2054
1422,2,4,1,4,230400,0,0.108307,41649.215,2064
1423,2,4,1,4,115200,0,0.108141,44923.41,2088
1424,2,4,1,4,57600,0,0.110114,44201.219,2152
1429,2,4,1,5,230400,0,0.113544,41563.297,2161
1430,2,4,1,5,115200,0,0.11399,41906.172,2192
1431,2,4,1,5,57600,0,0.114242,45189.676,2263
1435,2,4,2,1,460800,0,0.11254,30652.775,1202
1436,2,4,2,1,230400,0,0.110394,31695.23,1195
1437,2,4,2,1,115200,0,0.112302,31593.885,1227
1438,2,4,2,1,57600,0,0.111614,34172.488,1331
1439,2,4,2,1,28800,0,0.111557,37975.488,1453
1440,2,4,2,1,14400,0,0.112573,37481.793,1683
1442,2,4,2,2,460800,0,0.109402,37214.199,1587
1443,2,4,2,2,230400,0,0.106359,35731.516,1603
1444,2,4,2,2,115200,0,0.108921,37945.699,1631
1445,2,4,2,2,57600,0,0.109216,40864.25,1676
1446,2,4,2,2,28800,0,0.107081,41600.008,1773
1449,2,4,2,3,460800,0,0.110247,38192.281,1735
1450,2,4,2,3,230400,0,0.107491,38105.562,1751
1451,2,4,2,3,115200,0,0.112811,39573.883,1791
1452,2,4,2,3,57600,0,0.11272,42062.312,1876
1456,2,4,2,4,460800,0,0.103604,41572.344,1877
1457,2,4,2,4,230400,0,0.106369,43142.273,1905
1458,2,4,2,4,115200,0,0.105484,42273.254,1930
1463,2,4,2,5,460800,0,0.112935,40574.043,1994
1464,2,4,2,5,230400,0,0.112664,40295.012,2010
1465,2,4,2,5,115200,0,0.107785,43224.469,2048
1470,2,4,3,1,460800,0,0.121919,32024.537,1304
1471,2,4,3,1,230400,0,0.116752,32213.664,1323
1472,2,4,3,1,115200,0,0.121784,34387.684,1382
1473,2,4,3,1,57600,0,0.121284,38931.762,1461
1474,2,4,3,1,28800,0,0.121565,45205.902,1754
1475,2,4,3,1,14400,0,0.121845,52434.984,2073
1477,2,4,3,2,460800,0,0.118659,39073.273,1744
1478,2,4,3,2,230400,0,0.113888,38672.941,1768
1479,2,4,3,2,115200,0,0.118576,41921.336,1817
1480,2,4,3,2,57600,0,0.116084,46077.051,1896
1481,2,4,3,2,28800,0,0.118695,56677.684,2121
1484,2,4,3,3,460800,0,0.121968,40253.781,1939
1485,2,4,3,3,230400,0,0.117424,42433.383,1977
1486,2,4,3,3,115200,0,0.116581,44722.848,2040
1487,2,4,3,3,57600,0,0.122102,49654.219,2155
1491,2,4,3,4,460800,0,0.115102,46518.613,2073
1492,2,4,3,4,230400,0,0.113277,46017.734,2093
1493,2,4,3,4,115200,0,0.118349,50251.656,2144
1498,2,4,3,5,460800,0,0.118645,43409.605,2211
1499,2,4,3,5,230400,0,0.117912,46440.941,2251
1505,2,4,4,1,460800,0,0.110853,30319.479,1162
1506,2,4,4,1,230400,0,0.107522,31811.473,1164
1507,2,4,4,1,115200,0,0.10916,30262.021,1206
1508,2,4,4,1,57600,0,0.111243,36278.676,1266
1512,2,4,4,2,460800,0,0.105201,33924.043,1454
1513,2,4,4,2,230400,0,0.106119,35400.344,1712
1514,2,4,4,2,115200,0,0.103193,43288.574,2405
1515,2,4,4,2,57600,0,0.106097,56131.852,3846
1519,2,4,4,3,460800,0,0.107233,39065.559,1654
1520,2,4,4,3,230400,0,0.105862,43826.16,1892
1526,2,4,4,4,460800,0,0.107436,38829.883,1795
1527,2,4,4,4,230400,0,0.106335,43499.246,2072
1528,2,4,4,4,115200,0,0.106475,53086.684,2813
1533,2,4,4,5,460800,0,0.109182,42665.336,1937
1540,2,4,5,1,460800,0,0.110853,30319.479,1162
1541,2,4,5,1,230400,0,0.107522,31811.473,1164
1542,2,4,5,1,115200,0,0.10916,30262.021,1206
1543,2,4,5,1,57600,0,0.111243,36278.676,1266
1544,2,4,5,1,28800,0,0.110764,37721.727,1398
1547,2,4,5,2,460800,0,0.105201,33924.043,1454
1548,2,4,5,2,230400,0,0.106119,35400.344,1712
1549,2,4,5,2,115200,0,0.103193,43288.574,2405
1550,2,4,5,2,57600,0,0.106097,56131.852,3846
1554,2,4,5,3,460800,0,0.107233,39065.559,1654
1555,2,4,5,3,230400,0,0.105862,43826.16,1892
1556,2,4,5,3,115200,0,0.111287,50908.145,2622
1561,2,4,5,4,460800,0,0.107436,38829.883,1795
1562,2,4,5,4,230400,0,0.106335,43499.246,2072
1563,2,4,5,4,115200,0,0.106475,53086.684,2813
1582,2,5,1,2,460800,0,0.122429,41250.215,2116
1583,2,5,1,2,230400,0,0.12532,43859.676,2121
1584,2,5,1,2,115200,0,0.128237,42454.398,2149
1585,2,5,1,2,57600,0,0.126779,46642.301,2208
1586,2,5,1,2,28800,0,0.127204,49339.809,2334
1587,2,5,1,2,14400,0,0.128018,51670.234,2412
1589,2,5,1,3,460800,0,0.125204,45464.453,2298
1590,2,5,1,3,230400,0,0.129011,44659.008,2303
1591,2,5,1,3,115200,0,0.125036,46264.848,2331
1592,2,5,1,3,57600,0,0.125423,47463.445,2391
1593,2,5,1,3,28800,0,0.125591,50236.227,2484
1596,2,5,1,4,460800,0,0.123707,49892.555,2509
1597,2,5,1,4,230400,0,0.127914,50524.84,2512
1598,2,5,1,4,115200,0,0.127579,51070.672,2535
1617,2,5,2,2,460800,0,0.127799,42933.73,2023
1618,2,5,2,2,230400,0,0.126365,45275.859,2044
1619,2,5,2,2,115200,0,0.130771,46421.258,2090
1620,2,5,2,2,57600,0,0.131521,48182.707,2191
1621,2,5,2,2,28800,0,0.130508,55054.816,2476
1624,2,5,2,3,460800,0,0.131481,48479.031,2240
1625,2,5,2,3,230400,0,0.125497,46672.094,2251
1626,2,5,2,3,115200,0,0.128982,47790.094,2300
1627,2,5,2,3,57600,0,0.125984,51083.438,2449
1631,2,5,2,4,460800,0,0.12743,52648.848,2508
1632,2,5,2,4,230400,0,0.125944,51318.848,2529
1645,2,5,3,1,460800,0,0.130867,38172.062,1611
1646,2,5,3,1,230400,0,0.12533,34966.496,1661
1647,2,5,3,1,115200,0,0.130631,37529.406,1729
1648,2,5,3,1,57600,0,0.130815,39833.5,1881
1649,2,5,3,1,28800,0,0.130553,47688.215,2129
1652,2,5,3,2,460800,0,0.130723,47348.797,2239
1653,2,5,3,2,230400,0,0.125958,50428.016,2265
1654,2,5,3,2,115200,0,0.128209,52548.035,2346
1655,2,5,3,2,57600,0,0.129623,56111.637,2544
1659,2,5,3,3,460800,0,0.125369,51535.371,2373
1660,2,5,3,3,230400,0,0.130527,53102.91,2415
1661,2,5,3,3,115200,0,0.127607,56986.242,2511
1666,2,5,3,4,460800,0,0.13088,57861.648,2581
1680,2,5,4,1,460800,0,0.13821,34666.449,1488
1681,2,5,4,1,230400,0,0.135776,37365.02,1533
1682,2,5,4,1,115200,0,0.131642,39881.379,1664
1683,2,5,4,1,57600,0,0.136523,45368.43,1863
1687,2,5,4,2,460800,0,0.134241,44560.32,1775
1688,2,5,4,2,230400,0,0.133273,45276.926,1824
1689,2,5,4,2,115200,0,0.137007,47746.734,1916
1690,2,5,4,2,57600,0,0.138113,53415.195,2115
1694,2,5,4,3,460800,0,0.138279,43062.207,1981
1695,2,5,4,3,230400,0,0.138224,47324.594,2060
1696,2,5,4,3,115200,0,0.136786,51136.637,2200
1701,2,5,4,4,460800,0,0.134905,50797.754,2129
1702,2,5,4,4,230400,0,0.137601,51255.008,2125
1716,2,5,5,1,230400,0,0.125185,40664.75,1547
1717,2,5,5,1,115200,0,0.121619,41433.488,1649
1719,2,5,5,1,28800,0,0.125991,48975.121,2097
1722,2,5,5,2,460800,0,0.125663,49324.379,1909
1723,2,5,5,2,230400,0,0.125336,49252.559,2332
1750,4,1,1,1,460800,0,0.150326,23441.25,458
1751,4,1,1,1,230400,0,0.147028,25452.742,461
1752,4,1,1,1,115200,0,0.147706,22039.963,474
1753,4,1,1,1,57600,0,0.146652,22110.186,521
1754,4,1,1,1,28800,0,0.150235,25908.4,597
1755,4,1,1,1,14400,0,0.149272,32598.033,792
1756,4,1,1,1,7200,0,0.145432,39737.473,855
1757,4,1,1,2,460800,0,0.142295,23695.279,569
