Parameter,Throughput_Value,Tool,Parameter2,Area_Value,Parameter3,FF_Value,Flow
Throughput,7.738859911157888,catapult,Area,41669.164,FF,1381,catapult_asic_latency
Throughput,7.961720049999602,catapult,Area,40326.664,FF,1527,catapult_asic_latency
Throughput,7.756206904575387,catapult,Area,40134.078,FF,1488,catapult_asic_latency
Throughput,7.722723341159027,catapult,Area,43441.523,FF,1682,catapult_asic_latency
Throughput,7.704100892905293,catapult,Area,28700.602,FF,995,catapult_asic_latency
Throughput,7.921670521879655,catapult,Area,31535.363,FF,1025,catapult_asic_latency
Throughput,7.698703538324145,catapult,Area,31792.586,FF,1075,catapult_asic_latency
Throughput,7.701015763979269,catapult,Area,36368.316,FF,1220,catapult_asic_latency
Throughput,7.689468503937008,catapult,Area,40067.312,FF,1413,catapult_asic_latency
Throughput,8.00666154240328,catapult,Area,54316.668,FF,1777,catapult_asic_latency
Throughput,8.516944461005169,catapult,Area,37228.031,FF,1266,catapult_asic_latency
Throughput,8.654112434228745,catapult,Area,38578.777,FF,1495,catapult_asic_latency
Throughput,8.728974083675945,catapult,Area,42742.211,FF,1846,catapult_asic_latency
Throughput,7.738859911157888,catapult,Area,41669.164,FF,1381,catapult_asic_latency
Throughput,7.961720049999602,catapult,Area,40326.664,FF,1527,catapult_asic_latency
Throughput,7.756206904575387,catapult,Area,40134.078,FF,1488,catapult_asic_latency
Throughput,7.722723341159027,catapult,Area,43441.523,FF,1682,catapult_asic_latency
Throughput,7.764035435057726,catapult,Area,45175.047,FF,1686,catapult_asic_latency
Throughput,8.77092963083157,catapult,Area,28887.865,FF,1299,catapult_asic_latency
Throughput,8.748982930734302,catapult,Area,30741.887,FF,1309,catapult_asic_latency
Throughput,8.996770159512735,catapult,Area,30914.254,FF,1336,catapult_asic_latency
Throughput,8.767392314503898,catapult,Area,32831.316,FF,1389,catapult_asic_latency
