n,knob_tmpdim,knob_indim,knob_UNROLL_FACTOR,knob_UNROLL_LOOP1,knob_UNROLL_LOOP2,knob_UNROLL_LOOP3,knob_UNROLL_LOOP4,tmpsize,size,knob_I_B,obj1,obj2
4885,10,200,4,1,4,1,4,100,40000,0,0.654339,140
4886,10,200,4,1,4,2,1,100,40000,0,0.608904,150
4887,10,200,4,1,4,2,2,100,40000,0,0.664799,154
4888,10,200,4,1,4,2,3,100,40000,0,0.642571,190
4889,10,200,4,1,4,2,4,100,40000,0,0.833661,182
4890,10,200,4,1,4,3,1,100,40000,0,0.572948,170
4891,10,200,4,1,4,3,2,100,40000,0,0.596317,172
4892,10,200,4,1,4,3,3,100,40000,0,0.599237,195
4893,10,200,4,1,4,3,4,100,40000,0,0.655309,194
4894,10,200,4,1,4,4,1,100,40000,0,0.678996,212
4895,10,200,4,1,4,4,2,100,40000,0,0.735546,186
4896,10,200,4,1,4,4,3,100,40000,0,0.618703,218
4897,10,200,4,1,4,4,4,100,40000,0,0.787377,190
4898,10,200,4,2,1,1,1,100,40000,0,0.649458,152
4899,10,200,4,2,1,1,2,100,40000,0,0.624348,142
4900,10,200,4,2,1,1,3,100,40000,0,0.585128,159
4901,10,200,4,2,1,1,4,100,40000,0,0.741784,145
4902,10,200,4,2,1,2,1,100,40000,0,0.623329,172
4903,10,200,4,2,1,2,2,100,40000,0,0.727447,167
4904,10,200,4,2,1,2,3,100,40000,0,0.637056,197
4905,10,200,4,2,1,2,4,100,40000,0,0.836424,178
4906,10,200,4,2,1,3,1,100,40000,0,0.67663,195
4907,10,200,4,2,1,3,2,100,40000,0,0.690109,177
4908,10,200,4,2,1,3,3,100,40000,0,0.686268,218
4909,10,200,4,2,1,3,4,100,40000,0,0.864958,209
4910,10,200,4,2,1,4,1,100,40000,0,0.678989,191
4911,10,200,4,2,1,4,2,100,40000,0,0.730966,176
4912,10,200,4,2,1,4,3,100,40000,0,0.704363,200
4913,10,200,4,2,1,4,4,100,40000,0,0.845883,200
4914,10,200,4,2,2,1,1,100,40000,0,0.645436,172
4915,10,200,4,2,2,1,2,100,40000,0,0.708125,172
4916,10,200,4,2,2,1,3,100,40000,0,0.623727,175
4917,10,200,4,2,2,1,4,100,40000,0,0.795149,183
4918,10,200,4,2,2,2,1,100,40000,0,0.680469,182
4919,10,200,4,2,2,2,2,100,40000,0,0.683679,171
4920,10,200,4,2,2,2,3,100,40000,0,0.635431,188
4921,10,200,4,2,2,2,4,100,40000,0,0.797839,185
4922,10,200,4,2,2,3,1,100,40000,0,0.696808,212
4923,10,200,4,2,2,3,2,100,40000,0,0.770423,209
4924,10,200,4,2,2,3,3,100,40000,0,0.699823,212
4925,10,200,4,2,2,3,4,100,40000,0,0.851434,223
4926,10,200,4,2,2,4,1,100,40000,0,0.712111,202
4927,10,200,4,2,2,4,2,100,40000,0,0.74628,196
4928,10,200,4,2,2,4,3,100,40000,0,0.689177,223
4929,10,200,4,2,2,4,4,100,40000,0,0.802095,208
4930,10,200,4,2,3,1,1,100,40000,0,0.685374,179
4931,10,200,4,2,3,1,2,100,40000,0,0.666182,185
4932,10,200,4,2,3,1,3,100,40000,0,0.648386,176
4933,10,200,4,2,3,1,4,100,40000,0,0.79908,180
4934,10,200,4,2,3,2,1,100,40000,0,0.630301,197
4935,10,200,4,2,3,2,2,100,40000,0,0.67448,153
4936,10,200,4,2,3,2,3,100,40000,0,0.628038,178
4937,10,200,4,2,3,2,4,100,40000,0,0.842661,191
4938,10,200,4,2,3,3,1,100,40000,0,0.686834,173
4939,10,200,4,2,3,3,2,100,40000,0,0.745023,168
4940,10,200,4,2,3,3,3,100,40000,0,0.679643,169
4941,10,200,4,2,3,3,4,100,40000,0,0.839907,185
4942,10,200,4,2,3,4,1,100,40000,0,0.638845,180
4943,10,200,4,2,3,4,2,100,40000,0,0.71618,185
4944,10,200,4,2,3,4,3,100,40000,0,0.686791,173
4945,10,200,4,2,3,4,4,100,40000,0,0.782261,193
4946,10,200,4,2,4,1,1,100,40000,0,0.670822,176
4947,10,200,4,2,4,1,2,100,40000,0,0.707512,191
4948,10,200,4,2,4,1,3,100,40000,0,0.586119,196
4949,10,200,4,2,4,1,4,100,40000,0,0.794937,196
4950,10,200,4,2,4,2,1,100,40000,0,0.565426,181
4951,10,200,4,2,4,2,2,100,40000,0,0.665929,187
4952,10,200,4,2,4,2,3,100,40000,0,0.668594,197
4953,10,200,4,2,4,2,4,100,40000,0,0.802473,196
4954,10,200,4,2,4,3,1,100,40000,0,0.680098,186
4955,10,200,4,2,4,3,2,100,40000,0,0.770598,199
4956,10,200,4,2,4,3,3,100,40000,0,0.65345,190
4957,10,200,4,2,4,3,4,100,40000,0,0.832349,194
4958,10,200,4,2,4,4,1,100,40000,0,0.675929,197
4959,10,200,4,2,4,4,2,100,40000,0,0.758649,190
4960,10,200,4,2,4,4,3,100,40000,0,0.738586,206
4961,10,200,4,2,4,4,4,100,40000,0,0.896239,215
4962,10,200,4,3,1,1,1,100,40000,0,0.687075,179
4963,10,200,4,3,1,1,2,100,40000,0,0.624768,182
4964,10,200,4,3,1,1,3,100,40000,0,0.66135,179
4965,10,200,4,3,1,1,4,100,40000,0,0.783856,195
4966,10,200,4,3,1,2,1,100,40000,0,0.651807,160
4967,10,200,4,3,1,2,2,100,40000,0,0.714726,193
4968,10,200,4,3,1,2,3,100,40000,0,0.648815,210
4969,10,200,4,3,1,2,4,100,40000,0,0.822975,203
4970,10,200,4,3,1,3,1,100,40000,0,0.592813,217
4971,10,200,4,3,1,3,2,100,40000,0,0.73624,220
4972,10,200,4,3,1,3,3,100,40000,0,0.702389,202
4973,10,200,4,3,1,3,4,100,40000,0,0.844389,223
4974,10,200,4,3,1,4,1,100,40000,0,0.625366,190
4975,10,200,4,3,1,4,2,100,40000,0,0.728178,208
4976,10,200,4,3,1,4,3,100,40000,0,0.683217,231
4977,10,200,4,3,1,4,4,100,40000,0,0.825435,212
4978,10,200,4,3,2,1,1,100,40000,0,0.66118,170
4979,10,200,4,3,2,1,2,100,40000,0,0.729793,190
4980,10,200,4,3,2,1,3,100,40000,0,0.630892,188
4981,10,200,4,3,2,1,4,100,40000,0,0.832397,198
4982,10,200,4,3,2,2,1,100,40000,0,0.677486,163
4983,10,200,4,3,2,2,2,100,40000,0,0.694551,170
4984,10,200,4,3,2,2,3,100,40000,0,0.634409,174
4985,10,200,4,3,2,2,4,100,40000,0,0.815455,164
4986,10,200,4,3,2,3,1,100,40000,0,0.669128,160
4987,10,200,4,3,2,3,2,100,40000,0,0.75447,187
4988,10,200,4,3,2,3,3,100,40000,0,0.530604,184
4989,10,200,4,3,2,3,4,100,40000,0,0.697982,181
4990,10,200,4,3,2,4,1,100,40000,0,0.692694,175
4991,10,200,4,3,2,4,2,100,40000,0,0.674118,183
4992,10,200,4,3,2,4,3,100,40000,0,0.589898,209
4993,10,200,4,3,2,4,4,100,40000,0,0.802878,198
4994,10,200,4,3,3,1,1,100,40000,0,0.696018,179
4995,10,200,4,3,3,1,2,100,40000,0,0.741152,204
4996,10,200,4,3,3,1,3,100,40000,0,0.677592,214
4997,10,200,4,3,3,1,4,100,40000,0,0.869413,188
4998,10,200,4,3,3,2,1,100,40000,0,0.632549,192
4999,10,200,4,3,3,2,2,100,40000,0,0.731437,207
5000,10,200,4,3,3,2,3,100,40000,0,0.650256,195
5001,10,200,4,3,3,2,4,100,40000,0,0.774363,196
5002,10,200,4,3,3,3,1,100,40000,0,0.650897,188
5003,10,200,4,3,3,3,2,100,40000,0,0.675273,182
5004,10,200,4,3,3,3,3,100,40000,0,0.593077,229
5005,10,200,4,3,3,3,4,100,40000,0,0.796253,232
5006,10,200,4,3,3,4,1,100,40000,0,0.676144,196
5007,10,200,4,3,3,4,2,100,40000,0,0.802997,220
5008,10,200,4,3,3,4,3,100,40000,0,0.616319,223
5009,10,200,4,3,3,4,4,100,40000,0,0.820336,209
5010,10,200,4,3,4,1,1,100,40000,0,0.629023,177
5011,10,200,4,3,4,1,2,100,40000,0,0.676434,148
5012,10,200,4,3,4,1,3,100,40000,0,0.559571,184
5013,10,200,4,3,4,1,4,100,40000,0,0.788869,189
5014,10,200,4,3,4,2,1,100,40000,0,0.708938,194
5015,10,200,4,3,4,2,2,100,40000,0,0.692977,198
5016,10,200,4,3,4,2,3,100,40000,0,0.620126,205
5017,10,200,4,3,4,2,4,100,40000,0,0.834123,196
5018,10,200,4,3,4,3,1,100,40000,0,0.604876,186
5019,10,200,4,3,4,3,2,100,40000,0,0.613078,185
5020,10,200,4,3,4,3,3,100,40000,0,0.545363,191
5021,10,200,4,3,4,3,4,100,40000,0,0.73721,203
5022,10,200,4,3,4,4,1,100,40000,0,0.526405,190
5023,10,200,4,3,4,4,3,100,40000,0,0.569558,214
5024,10,200,4,3,4,4,4,100,40000,0,0.756617,209
5025,10,200,4,4,1,1,1,100,40000,0,0.691135,176
5026,10,200,4,4,1,1,2,100,40000,0,0.749099,174
5027,10,200,4,4,1,1,3,100,40000,0,0.71096,201
5028,10,200,4,4,1,1,4,100,40000,0,0.800253,184
5029,10,200,4,4,1,2,1,100,40000,0,0.633721,149
5030,10,200,4,4,1,2,2,100,40000,0,0.710562,164
5031,10,200,4,4,1,2,3,100,40000,0,0.660452,183
5032,10,200,4,4,1,2,4,100,40000,0,0.816562,169
5033,10,200,4,4,1,3,1,100,40000,0,0.747173,217
5034,10,200,4,4,1,3,2,100,40000,0,0.759122,179
5035,10,200,4,4,1,3,3,100,40000,0,0.675858,197
5036,10,200,4,4,1,3,4,100,40000,0,0.682431,183
5037,10,200,4,4,1,4,1,100,40000,0,0.729231,198
5038,10,200,4,4,1,4,2,100,40000,0,0.741985,183
5039,10,200,4,4,1,4,3,100,40000,0,0.575369,204
5040,10,200,4,4,1,4,4,100,40000,0,0.735567,207
5041,10,200,4,4,2,1,1,100,40000,0,0.763696,213
5042,10,200,4,4,2,1,2,100,40000,0,0.778694,196
5043,10,200,4,4,2,1,3,100,40000,0,0.739451,221
5044,10,200,4,4,2,1,4,100,40000,0,0.851017,212
5045,10,200,4,4,2,2,1,100,40000,0,0.76267,225
5046,10,200,4,4,2,2,2,100,40000,0,0.750047,217
5047,10,200,4,4,2,2,3,100,40000,0,0.702484,204
5048,10,200,4,4,2,2,4,100,40000,0,0.90293,217
5049,10,200,4,4,2,3,1,100,40000,0,0.734679,213
5050,10,200,4,4,2,3,2,100,40000,0,0.809177,201
5051,10,200,4,4,2,3,3,100,40000,0,0.687771,241
5052,10,200,4,4,2,3,4,100,40000,0,0.833626,230
5053,10,200,4,4,2,4,1,100,40000,0,0.731199,212
5054,10,200,4,4,2,4,2,100,40000,0,0.846689,209
5055,10,200,4,4,2,4,3,100,40000,0,0.69148,250
5056,10,200,4,4,2,4,4,100,40000,0,0.885285,263
5057,10,200,4,4,3,1,1,100,40000,0,0.693532,174
5058,10,200,4,4,3,1,2,100,40000,0,0.746552,175
5059,10,200,4,4,3,1,3,100,40000,0,0.64317,166
5060,10,200,4,4,3,1,4,100,40000,0,0.797888,183
5061,10,200,4,4,3,2,1,100,40000,0,0.692531,200
5062,10,200,4,4,3,2,2,100,40000,0,0.746196,236
5063,10,200,4,4,3,2,3,100,40000,0,0.724723,196
5064,10,200,4,4,3,2,4,100,40000,0,0.819575,225
5065,10,200,4,4,3,3,1,100,40000,0,0.671843,189
5066,10,200,4,4,3,3,2,100,40000,0,0.727172,230
5067,10,200,4,4,3,3,3,100,40000,0,0.675506,203
5068,10,200,4,4,3,3,4,100,40000,0,0.85724,211
5069,10,200,4,4,3,4,1,100,40000,0,0.658738,227
5070,10,200,4,4,3,4,2,100,40000,0,0.735792,235
5071,10,200,4,4,3,4,3,100,40000,0,0.643516,211
5072,10,200,4,4,3,4,4,100,40000,0,0.757441,219
5073,10,200,4,4,4,1,1,100,40000,0,0.73176,228
5074,10,200,4,4,4,1,2,100,40000,0,0.831693,201
5075,10,200,4,4,4,1,3,100,40000,0,0.703646,215
5076,10,200,4,4,4,1,4,100,40000,0,0.88394,220
5077,10,200,4,4,4,2,1,100,40000,0,0.715355,231
5078,10,200,4,4,4,2,2,100,40000,0,0.778772,213
5079,10,200,4,4,4,2,3,100,40000,0,0.771906,212
5080,10,200,4,4,4,2,4,100,40000,0,0.842317,227
5081,10,200,4,4,4,3,1,100,40000,0,0.614283,194
5082,10,200,4,4,4,3,2,100,40000,0,0.640203,176
5083,10,200,4,4,4,3,3,100,40000,0,0.646743,188
5084,10,200,4,4,4,3,4,100,40000,0,0.732713,201
5085,10,200,4,4,4,4,1,100,40000,0,0.673042,217
5086,10,200,4,4,4,4,2,100,40000,0,0.752218,226
5087,10,200,4,4,4,4,3,100,40000,0,0.646351,194
5088,10,200,4,4,4,4,4,100,40000,0,0.833267,211
5089,10,400,1,1,1,1,1,100,160000,0,1.451694,110
5090,10,400,1,1,1,1,2,100,160000,0,1.537162,106
5091,10,400,1,1,1,1,3,100,160000,0,1.483975,114
5092,10,400,1,1,1,1,4,100,160000,0,1.88285,110
5093,10,400,1,1,1,2,1,100,160000,0,1.639013,114
5094,10,400,1,1,1,2,2,100,160000,0,1.745568,126
5095,10,400,1,1,1,2,3,100,160000,0,1.687393,127
5096,10,400,1,1,1,2,4,100,160000,0,2.204453,116
5097,10,400,1,1,1,3,1,100,160000,0,1.859492,118
5098,10,400,1,1,1,3,2,100,160000,0,1.739214,134
5099,10,400,1,1,1,3,3,100,160000,0,1.766745,132
5100,10,400,1,1,1,3,4,100,160000,0,2.098522,132
5101,10,400,1,1,1,4,1,100,160000,0,1.44115,110
5102,10,400,1,1,1,4,2,100,160000,0,2.007753,118
5103,10,400,1,1,1,4,3,100,160000,0,1.620637,123
5104,10,400,1,1,1,4,4,100,160000,0,1.77789,122
5105,10,400,1,1,2,1,1,100,160000,0,1.313232,112
5106,10,400,1,1,2,1,2,100,160000,0,1.524115,119
5107,10,400,1,1,2,1,3,100,160000,0,1.528629,125
5108,10,400,1,1,2,1,4,100,160000,0,1.861582,117
5109,10,400,1,1,2,2,1,100,160000,0,1.180249,117
5110,10,400,1,1,2,2,2,100,160000,0,1.939646,121
5111,10,400,1,1,2,2,3,100,160000,0,1.552672,132
5112,10,400,1,1,2,2,4,100,160000,0,1.997667,127
5113,10,400,1,1,2,3,1,100,160000,0,1.374566,115
5114,10,400,1,1,2,3,2,100,160000,0,1.868595,124
5115,10,400,1,1,2,3,3,100,160000,0,1.75997,129
5116,10,400,1,1,2,3,4,100,160000,0,1.91703,126
5117,10,400,1,1,2,4,1,100,160000,0,1.618159,132
5118,10,400,1,1,2,4,2,100,160000,0,1.882546,124
5119,10,400,1,1,2,4,3,100,160000,0,1.829752,139
5120,10,400,1,1,2,4,4,100,160000,0,2.205004,133
5121,10,400,1,1,3,1,1,100,160000,0,1.495928,121
5122,10,400,1,1,3,1,2,100,160000,0,1.699634,119
5123,10,400,1,1,3,1,3,100,160000,0,1.432423,123
5124,10,400,1,1,3,1,4,100,160000,0,1.894615,122
5125,10,400,1,1,3,2,1,100,160000,0,1.8356,112
5126,10,400,1,1,3,2,2,100,160000,0,2.040498,118
5127,10,400,1,1,3,2,3,100,160000,0,1.443526,123
5128,10,400,1,1,3,2,4,100,160000,0,2.264537,123
5129,10,400,1,1,3,3,1,100,160000,0,1.1932,116
5130,10,400,1,1,3,3,2,100,160000,0,1.549682,121
5131,10,400,1,1,3,3,3,100,160000,0,1.465727,129
5132,10,400,1,1,3,3,4,100,160000,0,1.772694,123
5133,10,400,1,1,3,4,1,100,160000,0,1.596238,119
5134,10,400,1,1,3,4,2,100,160000,0,1.850043,125
5135,10,400,1,1,3,4,3,100,160000,0,1.582894,128
5136,10,400,1,1,3,4,4,100,160000,0,2.048434,125
5137,10,400,1,1,4,1,1,100,160000,0,1.583069,120
5138,10,400,1,1,4,1,2,100,160000,0,1.613335,121
5139,10,400,1,1,4,1,3,100,160000,0,1.367982,128
5140,10,400,1,1,4,1,4,100,160000,0,2.008938,132
5141,10,400,1,1,4,2,1,100,160000,0,1.29322,112
5142,10,400,1,1,4,2,2,100,160000,0,1.625645,125
5143,10,400,1,1,4,2,3,100,160000,0,1.489664,123
5144,10,400,1,1,4,2,4,100,160000,0,2.044032,115
5145,10,400,1,1,4,3,1,100,160000,0,1.385318,122
5146,10,400,1,1,4,3,2,100,160000,0,1.534253,128
5147,10,400,1,1,4,3,3,100,160000,0,1.484082,131
5148,10,400,1,1,4,3,4,100,160000,0,2.000943,128
5149,10,400,1,1,4,4,1,100,160000,0,1.799125,108
5150,10,400,1,1,4,4,2,100,160000,0,1.776893,122
5151,10,400,1,1,4,4,3,100,160000,0,1.691935,121
5152,10,400,1,1,4,4,4,100,160000,0,2.188938,126
5153,10,400,1,2,1,1,1,100,160000,0,1.589413,136
5154,10,400,1,2,1,1,2,100,160000,0,2.083235,132
5155,10,400,1,2,1,1,3,100,160000,0,1.828528,138
5156,10,400,1,2,1,1,4,100,160000,0,2.153441,135
5157,10,400,1,2,1,2,1,100,160000,0,1.821515,126
5158,10,400,1,2,1,2,2,100,160000,0,1.872538,139
5159,10,400,1,2,1,2,3,100,160000,0,1.575455,134
5160,10,400,1,2,1,2,4,100,160000,0,2.183668,133
5161,10,400,1,2,1,3,1,100,160000,0,1.743701,134
5162,10,400,1,2,1,3,2,100,160000,0,1.927672,133
5163,10,400,1,2,1,3,3,100,160000,0,1.762187,140
5164,10,400,1,2,1,3,4,100,160000,0,2.159804,135
5165,10,400,1,2,1,4,1,100,160000,0,1.620987,121
5166,10,400,1,2,1,4,2,100,160000,0,1.751883,136
5167,10,400,1,2,1,4,3,100,160000,0,1.655986,129
5168,10,400,1,2,1,4,4,100,160000,0,2.340461,124
5169,10,400,1,2,2,1,1,100,160000,0,1.640058,152
5170,10,400,1,2,2,1,2,100,160000,0,1.987627,139
5171,10,400,1,2,2,1,3,100,160000,0,1.773338,142
5172,10,400,1,2,2,1,4,100,160000,0,2.221908,133
5173,10,400,1,2,2,2,1,100,160000,0,1.442257,147
5174,10,400,1,2,2,2,2,100,160000,0,1.763715,136
5175,10,400,1,2,2,2,3,100,160000,0,1.564248,138
5176,10,400,1,2,2,2,4,100,160000,0,2.098507,154
5177,10,400,1,2,2,3,1,100,160000,0,1.642527,150
5178,10,400,1,2,2,3,2,100,160000,0,2.123971,142
5179,10,400,1,2,2,3,3,100,160000,0,1.575656,166
5180,10,400,1,2,2,3,4,100,160000,0,2.321162,146
5181,10,400,1,2,2,4,1,100,160000,0,1.607034,140
5182,10,400,1,2,2,4,2,100,160000,0,1.942647,145
5183,10,400,1,2,2,4,3,100,160000,0,1.515853,139
5184,10,400,1,2,2,4,4,100,160000,0,2.270262,146
5185,10,400,1,2,3,1,1,100,160000,0,1.597932,133
5186,10,400,1,2,3,1,2,100,160000,0,1.727097,135
5187,10,400,1,2,3,1,3,100,160000,0,1.603882,146
5188,10,400,1,2,3,1,4,100,160000,0,2.36192,151
5189,10,400,1,2,3,2,1,100,160000,0,1.81489,132
5190,10,400,1,2,3,2,2,100,160000,0,1.99579,145
5191,10,400,1,2,3,2,3,100,160000,0,1.766616,145
5192,10,400,1,2,3,2,4,100,160000,0,2.390113,150
5193,10,400,1,2,3,3,1,100,160000,0,1.582847,135
5194,10,400,1,2,3,3,2,100,160000,0,2.087605,142
5195,10,400,1,2,3,3,3,100,160000,0,1.770996,157
5196,10,400,1,2,3,3,4,100,160000,0,2.52173,157
5197,10,400,1,2,3,4,1,100,160000,0,1.809259,135
5198,10,400,1,2,3,4,2,100,160000,0,1.884752,145
5199,10,400,1,2,3,4,3,100,160000,0,1.867175,152
5200,10,400,1,2,3,4,4,100,160000,0,2.518504,144
5201,10,400,1,2,4,1,1,100,160000,0,1.530064,126
5202,10,400,1,2,4,1,2,100,160000,0,1.672385,142
5203,10,400,1,2,4,1,3,100,160000,0,1.674957,135
5204,10,400,1,2,4,1,4,100,160000,0,2.395065,140
5205,10,400,1,2,4,2,1,100,160000,0,1.840904,145
5206,10,400,1,2,4,2,2,100,160000,0,1.885063,139
5207,10,400,1,2,4,2,3,100,160000,0,1.641457,128
5208,10,400,1,2,4,2,4,100,160000,0,2.108797,137
5209,10,400,1,2,4,3,1,100,160000,0,1.555244,154
5210,10,400,1,2,4,3,2,100,160000,0,1.725269,143
5211,10,400,1,2,4,3,3,100,160000,0,1.941958,157
5212,10,400,1,2,4,3,4,100,160000,0,2.188238,141
5213,10,400,1,2,4,4,1,100,160000,0,1.734729,127
5214,10,400,1,2,4,4,3,100,160000,0,1.54262,148
5215,10,400,1,2,4,4,4,100,160000,0,2.465608,141
5216,10,400,1,3,1,1,1,100,160000,0,1.504862,99
5217,10,400,1,3,1,1,3,100,160000,0,1.589837,119
5218,10,400,1,3,1,1,4,100,160000,0,2.225664,102
5219,10,400,1,3,1,2,1,100,160000,0,1.180345,104
5220,10,400,1,3,1,2,2,100,160000,0,1.88964,115
5221,10,400,1,3,1,2,4,100,160000,0,2.010142,104
5222,10,400,1,3,1,3,1,100,160000,0,1.473204,119
5223,10,400,1,3,1,3,2,100,160000,0,1.581223,131
5224,10,400,1,3,1,3,3,100,160000,0,1.672085,128
5225,10,400,1,3,1,3,4,100,160000,0,1.82222,127
5226,10,400,1,3,1,4,1,100,160000,0,1.633049,127
5227,10,400,1,3,1,4,2,100,160000,0,1.521566,134
5228,10,400,1,3,1,4,3,100,160000,0,1.682933,134
5229,10,400,1,3,1,4,4,100,160000,0,2.013203,134
5230,10,400,1,3,2,1,1,100,160000,0,1.417495,109
5231,10,400,1,3,2,1,2,100,160000,0,1.745795,115
5232,10,400,1,3,2,1,3,100,160000,0,1.598532,125
5233,10,400,1,3,2,1,4,100,160000,0,2.184503,126
5234,10,400,1,3,2,2,1,100,160000,0,1.618018,112
5235,10,400,1,3,2,2,2,100,160000,0,1.939646,111
5236,10,400,1,3,2,2,3,100,160000,0,1.562616,114
5237,10,400,1,3,2,2,4,100,160000,0,1.942133,121
5238,10,400,1,3,2,3,1,100,160000,0,1.339486,113
5239,10,400,1,3,2,3,2,100,160000,0,1.767278,133
5240,10,400,1,3,2,3,3,100,160000,0,1.484102,129
5241,10,400,1,3,2,3,4,100,160000,0,2.200736,135
5242,10,400,1,3,2,4,1,100,160000,0,1.469711,130
5243,10,400,1,3,2,4,2,100,160000,0,1.690936,126
5244,10,400,1,3,2,4,3,100,160000,0,1.435875,123
5245,10,400,1,3,2,4,4,100,160000,0,2.417382,151
5246,10,400,1,3,3,1,1,100,160000,0,1.541662,124
5247,10,400,1,3,3,1,2,100,160000,0,1.505598,111
5248,10,400,1,3,3,1,3,100,160000,0,1.726964,118
5249,10,400,1,3,3,1,4,100,160000,0,2.394124,128
5250,10,400,1,3,3,2,1,100,160000,0,1.642167,111
5251,10,400,1,3,3,2,2,100,160000,0,1.85886,126
5252,10,400,1,3,3,2,3,100,160000,0,1.526155,106
5253,10,400,1,3,3,2,4,100,160000,0,1.854514,121
5254,10,400,1,3,3,3,1,100,160000,0,1.53541,121
5255,10,400,1,3,3,3,2,100,160000,0,1.623176,118
5256,10,400,1,3,3,3,3,100,160000,0,1.757822,118
5257,10,400,1,3,3,3,4,100,160000,0,2.244813,142
5258,10,400,1,3,3,4,1,100,160000,0,1.721573,126
5259,10,400,1,3,3,4,2,100,160000,0,1.628027,122
5260,10,400,1,3,3,4,3,100,160000,0,1.523324,121
5261,10,400,1,3,3,4,4,100,160000,0,2.179271,136
5262,10,400,1,3,4,1,1,100,160000,0,1.44402,115
5263,10,400,1,3,4,1,2,100,160000,0,1.677472,123
5264,10,400,1,3,4,1,3,100,160000,0,1.483816,128
5265,10,400,1,3,4,1,4,100,160000,0,2.080234,126
5266,10,400,1,3,4,2,1,100,160000,0,1.41653,123
5267,10,400,1,3,4,2,2,100,160000,0,1.557128,133
5268,10,400,1,3,4,2,3,100,160000,0,1.362803,122
5269,10,400,1,3,4,2,4,100,160000,0,1.816403,133
5270,10,400,1,3,4,3,1,100,160000,0,1.413229,136
5271,10,400,1,3,4,3,2,100,160000,0,2.095264,136
5272,10,400,1,3,4,3,3,100,160000,0,1.72121,132
5273,10,400,1,3,4,3,4,100,160000,0,2.215995,124
5274,10,400,1,3,4,4,1,100,160000,0,1.510903,122
5275,10,400,1,3,4,4,2,100,160000,0,1.913154,133
5276,10,400,1,3,4,4,3,100,160000,0,1.778163,125
5277,10,400,1,3,4,4,4,100,160000,0,1.94004,119
5278,10,400,1,4,1,1,1,100,160000,0,1.842471,126
5279,10,400,1,4,1,1,2,100,160000,0,1.958273,139
5280,10,400,1,4,1,1,3,100,160000,0,1.64484,151
5281,10,400,1,4,1,1,4,100,160000,0,2.628269,137
5282,10,400,1,4,1,2,1,100,160000,0,1.673779,143
5283,10,400,1,4,1,2,2,100,160000,0,2.21005,155
5284,10,400,1,4,1,2,3,100,160000,0,1.653575,133
5285,10,400,1,4,1,2,4,100,160000,0,2.034192,137
5286,10,400,1,4,1,3,1,100,160000,0,1.809274,146
5287,10,400,1,4,1,3,2,100,160000,0,1.638441,136
5288,10,400,1,4,1,3,3,100,160000,0,1.84224,139
5289,10,400,1,4,1,3,4,100,160000,0,1.93554,143
5290,10,400,1,4,1,4,1,100,160000,0,1.64805,151
5291,10,400,1,4,1,4,2,100,160000,0,2.098857,145
5292,10,400,1,4,1,4,3,100,160000,0,1.641273,140
5293,10,400,1,4,1,4,4,100,160000,0,2.201307,136
5294,10,400,1,4,2,1,1,100,160000,0,1.857193,152
5295,10,400,1,4,2,1,2,100,160000,0,2.19649,152
5296,10,400,1,4,2,1,3,100,160000,0,1.832921,159
5297,10,400,1,4,2,1,4,100,160000,0,2.42455,157
5298,10,400,1,4,2,2,1,100,160000,0,1.712536,159
5299,10,400,1,4,2,2,2,100,160000,0,2.091091,153
5300,10,400,1,4,2,2,3,100,160000,0,1.849164,164
5301,10,400,1,4,2,2,4,100,160000,0,2.520926,160
5302,10,400,1,4,2,3,1,100,160000,0,1.860496,164
5303,10,400,1,4,2,3,2,100,160000,0,1.889059,144
5304,10,400,1,4,2,3,3,100,160000,0,1.963346,150
5305,10,400,1,4,2,3,4,100,160000,0,2.709945,145
5306,10,400,1,4,2,4,1,100,160000,0,1.690513,158
5307,10,400,1,4,2,4,2,100,160000,0,2.161804,159
5308,10,400,1,4,2,4,3,100,160000,0,1.70767,158
5309,10,400,1,4,2,4,4,100,160000,0,2.310385,157
5310,10,400,1,4,3,1,1,100,160000,0,1.42678,150
5311,10,400,1,4,3,1,2,100,160000,0,1.957954,155
5312,10,400,1,4,3,1,3,100,160000,0,1.816579,142
5313,10,400,1,4,3,1,4,100,160000,0,2.336231,144
5314,10,400,1,4,3,2,1,100,160000,0,1.810745,159
5315,10,400,1,4,3,2,2,100,160000,0,1.691192,144
5316,10,400,1,4,3,2,3,100,160000,0,1.718779,152
5317,10,400,1,4,3,2,4,100,160000,0,2.219962,158
5318,10,400,1,4,3,3,1,100,160000,0,1.82105,150
5319,10,400,1,4,3,3,2,100,160000,0,2.016928,173
5320,10,400,1,4,3,3,3,100,160000,0,1.648746,159
5321,10,400,1,4,3,3,4,100,160000,0,2.398068,163
5322,10,400,1,4,3,4,1,100,160000,0,1.79756,144
5323,10,400,1,4,3,4,2,100,160000,0,2.112955,160
5324,10,400,1,4,3,4,3,100,160000,0,1.652093,149
5325,10,400,1,4,3,4,4,100,160000,0,2.249272,148
5326,10,400,1,4,4,1,1,100,160000,0,1.737416,141
5327,10,400,1,4,4,1,2,100,160000,0,1.680869,149
5328,10,400,1,4,4,1,3,100,160000,0,1.755434,157
5329,10,400,1,4,4,1,4,100,160000,0,2.335008,149
5330,10,400,1,4,4,2,1,100,160000,0,1.743411,147
5331,10,400,1,4,4,2,2,100,160000,0,2.018682,157
