Parameter,Throughput_Value,Tool,Resource_Type,Resource_Value,Flow
Throughput,2.04884864950141,catapult,CLB,229,catapult_fpga_area
Throughput,2.04884864950141,catapult,LUT,1408,catapult_fpga_area
Throughput,2.04884864950141,catapult,FF,224,catapult_fpga_area
Throughput,2.04884864950141,catapult,DSP,1,catapult_fpga_area
Throughput,2.04884864950141,catapult,BRAM,0,catapult_fpga_area
Throughput,1.95344930310696,catapult,CLB,223,catapult_fpga_area
Throughput,1.95344930310696,catapult,LUT,1386,catapult_fpga_area
Throughput,1.95344930310696,catapult,FF,223,catapult_fpga_area
Throughput,1.95344930310696,catapult,DSP,1,catapult_fpga_area
Throughput,1.95344930310696,catapult,BRAM,0,catapult_fpga_area
Throughput,2.11916038865402,catapult,CLB,218,catapult_fpga_area
Throughput,2.11916038865402,catapult,LUT,1367,catapult_fpga_area
Throughput,2.11916038865402,catapult,FF,228,catapult_fpga_area
Throughput,2.11916038865402,catapult,DSP,1,catapult_fpga_area
Throughput,2.11916038865402,catapult,BRAM,0,catapult_fpga_area
Throughput,2.0566652407121,catapult,CLB,218,catapult_fpga_area
Throughput,2.0566652407121,catapult,LUT,1349,catapult_fpga_area
Throughput,2.0566652407121,catapult,FF,223,catapult_fpga_area
Throughput,2.0566652407121,catapult,DSP,1,catapult_fpga_area
Throughput,2.0566652407121,catapult,BRAM,0,catapult_fpga_area
Throughput,1.63413111614424,catapult,CLB,164,catapult_fpga_area
Throughput,1.63413111614424,catapult,LUT,962,catapult_fpga_area
Throughput,1.63413111614424,catapult,FF,394,catapult_fpga_area
Throughput,1.63413111614424,catapult,DSP,1,catapult_fpga_area
Throughput,1.63413111614424,catapult,BRAM,0,catapult_fpga_area
Throughput,1.64086677146336,catapult,CLB,197,catapult_fpga_area
Throughput,1.64086677146336,catapult,LUT,1235,catapult_fpga_area
Throughput,1.64086677146336,catapult,FF,344,catapult_fpga_area
Throughput,1.64086677146336,catapult,DSP,1,catapult_fpga_area
Throughput,1.64086677146336,catapult,BRAM,0,catapult_fpga_area
Throughput,2.09653275413122,catapult,CLB,190,catapult_fpga_area
Throughput,2.09653275413122,catapult,LUT,1061,catapult_fpga_area
Throughput,2.09653275413122,catapult,FF,313,catapult_fpga_area
Throughput,2.09653275413122,catapult,DSP,1,catapult_fpga_area
Throughput,2.09653275413122,catapult,BRAM,0,catapult_fpga_area
Throughput,2.34893417111985,catapult,CLB,176,catapult_fpga_area
Throughput,2.34893417111985,catapult,LUT,1035,catapult_fpga_area
Throughput,2.34893417111985,catapult,FF,312,catapult_fpga_area
Throughput,2.34893417111985,catapult,DSP,1,catapult_fpga_area
Throughput,2.34893417111985,catapult,BRAM,0,catapult_fpga_area
Throughput,2.09642287365069,catapult,CLB,181,catapult_fpga_area
Throughput,2.09642287365069,catapult,LUT,1091,catapult_fpga_area
Throughput,2.09642287365069,catapult,FF,317,catapult_fpga_area
Throughput,2.09642287365069,catapult,DSP,1,catapult_fpga_area
Throughput,2.09642287365069,catapult,BRAM,0,catapult_fpga_area
Throughput,2.23124637422464,catapult,CLB,177,catapult_fpga_area
Throughput,2.23124637422464,catapult,LUT,1037,catapult_fpga_area
Throughput,2.23124637422464,catapult,FF,312,catapult_fpga_area
Throughput,2.23124637422464,catapult,DSP,1,catapult_fpga_area
Throughput,2.23124637422464,catapult,BRAM,0,catapult_fpga_area
Throughput,1.84265223992806,catapult,CLB,197,catapult_fpga_area
Throughput,1.84265223992806,catapult,LUT,1173,catapult_fpga_area
Throughput,1.84265223992806,catapult,FF,325,catapult_fpga_area
Throughput,1.84265223992806,catapult,DSP,1,catapult_fpga_area
Throughput,1.84265223992806,catapult,BRAM,0,catapult_fpga_area
Throughput,1.60526269321343,catapult,CLB,231,catapult_fpga_area
Throughput,1.60526269321343,catapult,LUT,1408,catapult_fpga_area
Throughput,1.60526269321343,catapult,FF,362,catapult_fpga_area
Throughput,1.60526269321343,catapult,DSP,1,catapult_fpga_area
Throughput,1.60526269321343,catapult,BRAM,0,catapult_fpga_area
Throughput,1.97615180007668,catapult,CLB,200,catapult_fpga_area
Throughput,1.97615180007668,catapult,LUT,1188,catapult_fpga_area
Throughput,1.97615180007668,catapult,FF,323,catapult_fpga_area
Throughput,1.97615180007668,catapult,DSP,1,catapult_fpga_area
Throughput,1.97615180007668,catapult,BRAM,0,catapult_fpga_area
Throughput,2.11476401348373,catapult,CLB,201,catapult_fpga_area
Throughput,2.11476401348373,catapult,LUT,1190,catapult_fpga_area
Throughput,2.11476401348373,catapult,FF,326,catapult_fpga_area
Throughput,2.11476401348373,catapult,DSP,1,catapult_fpga_area
Throughput,2.11476401348373,catapult,BRAM,0,catapult_fpga_area
Throughput,2.17740636063946,catapult,CLB,204,catapult_fpga_area
Throughput,2.17740636063946,catapult,LUT,1205,catapult_fpga_area
Throughput,2.17740636063946,catapult,FF,327,catapult_fpga_area
Throughput,2.17740636063946,catapult,DSP,1,catapult_fpga_area
Throughput,2.17740636063946,catapult,BRAM,0,catapult_fpga_area
Throughput,2.22292367813843,catapult,CLB,189,catapult_fpga_area
Throughput,2.22292367813843,catapult,LUT,1195,catapult_fpga_area
