Parameter,Throughput_Value,Tool,Resource_Type,Resource_Value,Paramter3,FF_Value,Flow
Throughput,2.82171820064674,catapult,CLB,439,FF,241,catapult_fpga_latency
Throughput,2.82171820064674,catapult,LUT,2721,FF,241,catapult_fpga_latency
Throughput,2.82171820064674,catapult,FF,241,FF,241,catapult_fpga_latency
Throughput,2.82171820064674,catapult,DSP,1,FF,241,catapult_fpga_latency
Throughput,2.82171820064674,catapult,BRAM,0,FF,241,catapult_fpga_latency
Throughput,3.32677957756553,catapult,CLB,454,FF,243,catapult_fpga_latency
Throughput,3.32677957756553,catapult,LUT,2716,FF,243,catapult_fpga_latency
Throughput,3.32677957756553,catapult,FF,243,FF,243,catapult_fpga_latency
Throughput,3.32677957756553,catapult,DSP,1,FF,243,catapult_fpga_latency
Throughput,3.32677957756553,catapult,BRAM,0,FF,243,catapult_fpga_latency
Throughput,3.45308636859625,catapult,CLB,445,FF,244,catapult_fpga_latency
Throughput,3.45308636859625,catapult,LUT,2714,FF,244,catapult_fpga_latency
Throughput,3.45308636859625,catapult,FF,244,FF,244,catapult_fpga_latency
Throughput,3.45308636859625,catapult,DSP,1,FF,244,catapult_fpga_latency
Throughput,3.45308636859625,catapult,BRAM,0,FF,244,catapult_fpga_latency
Throughput,3.3795315293394,catapult,CLB,441,FF,246,catapult_fpga_latency
Throughput,3.3795315293394,catapult,LUT,2735,FF,246,catapult_fpga_latency
Throughput,3.3795315293394,catapult,FF,246,FF,246,catapult_fpga_latency
Throughput,3.3795315293394,catapult,DSP,1,FF,246,catapult_fpga_latency
Throughput,3.3795315293394,catapult,BRAM,0,FF,246,catapult_fpga_latency
Throughput,2.16871755056365,catapult,CLB,345,FF,373,catapult_fpga_latency
Throughput,2.16871755056365,catapult,LUT,2171,FF,373,catapult_fpga_latency
Throughput,2.16871755056365,catapult,FF,373,FF,373,catapult_fpga_latency
Throughput,2.16871755056365,catapult,DSP,1,FF,373,catapult_fpga_latency
Throughput,2.16871755056365,catapult,BRAM,0,FF,373,catapult_fpga_latency
Throughput,2.90106498095451,catapult,CLB,333,FF,316,catapult_fpga_latency
Throughput,2.90106498095451,catapult,LUT,1979,FF,316,catapult_fpga_latency
Throughput,2.90106498095451,catapult,FF,316,FF,316,catapult_fpga_latency
Throughput,2.90106498095451,catapult,DSP,1,FF,316,catapult_fpga_latency
Throughput,2.90106498095451,catapult,BRAM,0,FF,316,catapult_fpga_latency
Throughput,2.9085832291091,catapult,CLB,288,FF,266,catapult_fpga_latency
Throughput,2.9085832291091,catapult,LUT,1603,FF,266,catapult_fpga_latency
Throughput,2.9085832291091,catapult,FF,266,FF,266,catapult_fpga_latency
Throughput,2.9085832291091,catapult,DSP,1,FF,266,catapult_fpga_latency
Throughput,2.9085832291091,catapult,BRAM,0,FF,266,catapult_fpga_latency
Throughput,3.25104927615388,catapult,CLB,270,FF,267,catapult_fpga_latency
Throughput,3.25104927615388,catapult,LUT,1564,FF,267,catapult_fpga_latency
Throughput,3.25104927615388,catapult,FF,267,FF,267,catapult_fpga_latency
Throughput,3.25104927615388,catapult,DSP,1,FF,267,catapult_fpga_latency
Throughput,3.25104927615388,catapult,BRAM,0,FF,267,catapult_fpga_latency
Throughput,3.26253629571629,catapult,CLB,254,FF,268,catapult_fpga_latency
Throughput,3.26253629571629,catapult,LUT,1560,FF,268,catapult_fpga_latency
Throughput,3.26253629571629,catapult,FF,268,FF,268,catapult_fpga_latency
Throughput,3.26253629571629,catapult,DSP,1,FF,268,catapult_fpga_latency
Throughput,3.26253629571629,catapult,BRAM,0,FF,268,catapult_fpga_latency
Throughput,3.45981254735618,catapult,CLB,262,FF,269,catapult_fpga_latency
Throughput,3.45981254735618,catapult,LUT,1480,FF,269,catapult_fpga_latency
Throughput,3.45981254735618,catapult,FF,269,FF,269,catapult_fpga_latency
Throughput,3.45981254735618,catapult,DSP,1,FF,269,catapult_fpga_latency
Throughput,3.45981254735618,catapult,BRAM,0,FF,269,catapult_fpga_latency
Throughput,2.2052661756274,catapult,CLB,391,FF,415,catapult_fpga_latency
Throughput,2.2052661756274,catapult,LUT,2431,FF,415,catapult_fpga_latency
Throughput,2.2052661756274,catapult,FF,415,FF,415,catapult_fpga_latency
Throughput,2.2052661756274,catapult,DSP,1,FF,415,catapult_fpga_latency
Throughput,2.2052661756274,catapult,BRAM,0,FF,415,catapult_fpga_latency
Throughput,2.85831068122118,catapult,CLB,398,FF,348,catapult_fpga_latency
Throughput,2.85831068122118,catapult,LUT,2422,FF,348,catapult_fpga_latency
Throughput,2.85831068122118,catapult,FF,348,FF,348,catapult_fpga_latency
Throughput,2.85831068122118,catapult,DSP,1,FF,348,catapult_fpga_latency
Throughput,2.85831068122118,catapult,BRAM,0,FF,348,catapult_fpga_latency
Throughput,2.78926023240116,catapult,CLB,343,FF,298,catapult_fpga_latency
Throughput,2.78926023240116,catapult,LUT,1927,FF,298,catapult_fpga_latency
Throughput,2.78926023240116,catapult,FF,298,FF,298,catapult_fpga_latency
Throughput,2.78926023240116,catapult,DSP,1,FF,298,catapult_fpga_latency
Throughput,2.78926023240116,catapult,BRAM,0,FF,298,catapult_fpga_latency
Throughput,3.26517818077332,catapult,CLB,327,FF,300,catapult_fpga_latency
Throughput,3.26517818077332,catapult,LUT,1992,FF,300,catapult_fpga_latency
Throughput,3.26517818077332,catapult,FF,300,FF,300,catapult_fpga_latency
Throughput,3.26517818077332,catapult,DSP,1,FF,300,catapult_fpga_latency
Throughput,3.26517818077332,catapult,BRAM,0,FF,300,catapult_fpga_latency
Throughput,3.38142851829184,catapult,CLB,305,FF,301,catapult_fpga_latency
Throughput,3.38142851829184,catapult,LUT,1989,FF,301,catapult_fpga_latency
Throughput,3.38142851829184,catapult,FF,301,FF,301,catapult_fpga_latency
Throughput,3.38142851829184,catapult,DSP,1,FF,301,catapult_fpga_latency
Throughput,3.38142851829184,catapult,BRAM,0,FF,301,catapult_fpga_latency
Throughput,3.20962373580945,catapult,CLB,312,FF,308,catapult_fpga_latency
Throughput,3.20962373580945,catapult,LUT,1990,FF,308,catapult_fpga_latency
Throughput,3.20962373580945,catapult,FF,308,FF,308,catapult_fpga_latency
Throughput,3.20962373580945,catapult,DSP,1,FF,308,catapult_fpga_latency
Throughput,3.20962373580945,catapult,BRAM,0,FF,308,catapult_fpga_latency
Throughput,2.12020727146286,catapult,CLB,366,FF,430,catapult_fpga_latency
Throughput,2.12020727146286,catapult,LUT,2245,FF,430,catapult_fpga_latency
Throughput,2.12020727146286,catapult,FF,430,FF,430,catapult_fpga_latency
Throughput,2.12020727146286,catapult,DSP,1,FF,430,catapult_fpga_latency
Throughput,2.12020727146286,catapult,BRAM,0,FF,430,catapult_fpga_latency
Throughput,2.92055221801338,catapult,CLB,333,FF,365,catapult_fpga_latency
Throughput,2.92055221801338,catapult,LUT,2182,FF,365,catapult_fpga_latency
Throughput,2.92055221801338,catapult,FF,365,FF,365,catapult_fpga_latency
Throughput,2.92055221801338,catapult,DSP,1,FF,365,catapult_fpga_latency
Throughput,2.92055221801338,catapult,BRAM,0,FF,365,catapult_fpga_latency
Throughput,2.8479074999644,catapult,CLB,304,FF,315,catapult_fpga_latency
Throughput,2.8479074999644,catapult,LUT,1802,FF,315,catapult_fpga_latency
Throughput,2.8479074999644,catapult,FF,315,FF,315,catapult_fpga_latency
Throughput,2.8479074999644,catapult,DSP,1,FF,315,catapult_fpga_latency
Throughput,2.8479074999644,catapult,BRAM,0,FF,315,catapult_fpga_latency
Throughput,2.99017130691417,catapult,CLB,347,FF,318,catapult_fpga_latency
Throughput,2.99017130691417,catapult,LUT,1822,FF,318,catapult_fpga_latency
Throughput,2.99017130691417,catapult,FF,318,FF,318,catapult_fpga_latency
Throughput,2.99017130691417,catapult,DSP,1,FF,318,catapult_fpga_latency
Throughput,2.99017130691417,catapult,BRAM,0,FF,318,catapult_fpga_latency
Throughput,3.14863443724457,catapult,CLB,301,FF,319,catapult_fpga_latency
Throughput,3.14863443724457,catapult,LUT,1846,FF,319,catapult_fpga_latency
Throughput,3.14863443724457,catapult,FF,319,FF,319,catapult_fpga_latency
Throughput,3.14863443724457,catapult,DSP,1,FF,319,catapult_fpga_latency
Throughput,3.14863443724457,catapult,BRAM,0,FF,319,catapult_fpga_latency
Throughput,3.01573611102734,catapult,CLB,335,FF,320,catapult_fpga_latency
Throughput,3.01573611102734,catapult,LUT,1879,FF,320,catapult_fpga_latency
Throughput,3.01573611102734,catapult,FF,320,FF,320,catapult_fpga_latency
Throughput,3.01573611102734,catapult,DSP,1,FF,320,catapult_fpga_latency
Throughput,3.01573611102734,catapult,BRAM,0,FF,320,catapult_fpga_latency
Throughput,2.3149487817582,catapult,CLB,531,FF,436,catapult_fpga_latency
Throughput,2.3149487817582,catapult,LUT,3275,FF,436,catapult_fpga_latency
Throughput,2.3149487817582,catapult,FF,436,FF,436,catapult_fpga_latency
Throughput,2.3149487817582,catapult,DSP,1,FF,436,catapult_fpga_latency
Throughput,2.3149487817582,catapult,BRAM,0,FF,436,catapult_fpga_latency
Throughput,2.60179523871471,catapult,CLB,537,FF,372,catapult_fpga_latency
Throughput,2.60179523871471,catapult,LUT,3333,FF,372,catapult_fpga_latency
Throughput,2.60179523871471,catapult,FF,372,FF,372,catapult_fpga_latency
Throughput,2.60179523871471,catapult,DSP,1,FF,372,catapult_fpga_latency
Throughput,2.60179523871471,catapult,BRAM,0,FF,372,catapult_fpga_latency
Throughput,2.94546472069631,catapult,CLB,455,FF,330,catapult_fpga_latency
Throughput,2.94546472069631,catapult,LUT,2938,FF,330,catapult_fpga_latency
Throughput,2.94546472069631,catapult,FF,330,FF,330,catapult_fpga_latency
Throughput,2.94546472069631,catapult,DSP,1,FF,330,catapult_fpga_latency
Throughput,2.94546472069631,catapult,BRAM,0,FF,330,catapult_fpga_latency
Throughput,3.03501189724664,catapult,CLB,502,FF,333,catapult_fpga_latency
Throughput,3.03501189724664,catapult,LUT,3011,FF,333,catapult_fpga_latency
Throughput,3.03501189724664,catapult,FF,333,FF,333,catapult_fpga_latency
Throughput,3.03501189724664,catapult,DSP,1,FF,333,catapult_fpga_latency
Throughput,3.03501189724664,catapult,BRAM,0,FF,333,catapult_fpga_latency
Throughput,3.38986498167778,catapult,CLB,476,FF,334,catapult_fpga_latency
Throughput,3.38986498167778,catapult,LUT,2907,FF,334,catapult_fpga_latency
Throughput,3.38986498167778,catapult,FF,334,FF,334,catapult_fpga_latency
Throughput,3.38986498167778,catapult,DSP,1,FF,334,catapult_fpga_latency
Throughput,3.38986498167778,catapult,BRAM,0,FF,334,catapult_fpga_latency
Throughput,3.39115248317141,catapult,CLB,480,FF,335,catapult_fpga_latency
Throughput,3.39115248317141,catapult,LUT,2864,FF,335,catapult_fpga_latency
Throughput,3.39115248317141,catapult,FF,335,FF,335,catapult_fpga_latency
Throughput,3.39115248317141,catapult,DSP,1,FF,335,catapult_fpga_latency
Throughput,3.39115248317141,catapult,BRAM,0,FF,335,catapult_fpga_latency
Throughput,2.16121356464082,catapult,CLB,420,FF,460,catapult_fpga_latency
Throughput,2.16121356464082,catapult,LUT,2478,FF,460,catapult_fpga_latency
Throughput,2.16121356464082,catapult,FF,460,FF,460,catapult_fpga_latency
Throughput,2.16121356464082,catapult,DSP,1,FF,460,catapult_fpga_latency
Throughput,2.16121356464082,catapult,BRAM,0,FF,460,catapult_fpga_latency
Throughput,2.93967205018608,catapult,CLB,408,FF,396,catapult_fpga_latency
Throughput,2.93967205018608,catapult,LUT,2525,FF,396,catapult_fpga_latency
Throughput,2.93967205018608,catapult,FF,396,FF,396,catapult_fpga_latency
Throughput,2.93967205018608,catapult,DSP,1,FF,396,catapult_fpga_latency
Throughput,2.93967205018608,catapult,BRAM,0,FF,396,catapult_fpga_latency
Throughput,2.8679098099723,catapult,CLB,371,FF,350,catapult_fpga_latency
Throughput,2.8679098099723,catapult,LUT,2057,FF,350,catapult_fpga_latency
Throughput,2.8679098099723,catapult,FF,350,FF,350,catapult_fpga_latency
Throughput,2.8679098099723,catapult,DSP,1,FF,350,catapult_fpga_latency
Throughput,2.8679098099723,catapult,BRAM,0,FF,350,catapult_fpga_latency
Throughput,3.0773586415308,catapult,CLB,330,FF,353,catapult_fpga_latency
Throughput,3.0773586415308,catapult,LUT,1900,FF,353,catapult_fpga_latency
Throughput,3.0773586415308,catapult,FF,353,FF,353,catapult_fpga_latency
Throughput,3.0773586415308,catapult,DSP,1,FF,353,catapult_fpga_latency
Throughput,3.0773586415308,catapult,BRAM,0,FF,353,catapult_fpga_latency
Throughput,3.19175760516043,catapult,CLB,402,FF,354,catapult_fpga_latency
Throughput,3.19175760516043,catapult,LUT,2039,FF,354,catapult_fpga_latency
Throughput,3.19175760516043,catapult,FF,354,FF,354,catapult_fpga_latency
Throughput,3.19175760516043,catapult,DSP,1,FF,354,catapult_fpga_latency
Throughput,3.19175760516043,catapult,BRAM,0,FF,354,catapult_fpga_latency
Throughput,3.4205809514688,catapult,CLB,348,FF,355,catapult_fpga_latency
Throughput,3.4205809514688,catapult,LUT,1973,FF,355,catapult_fpga_latency
Throughput,3.4205809514688,catapult,FF,355,FF,355,catapult_fpga_latency
Throughput,3.4205809514688,catapult,DSP,1,FF,355,catapult_fpga_latency
Throughput,3.4205809514688,catapult,BRAM,0,FF,355,catapult_fpga_latency
Throughput,2.09395579659313,catapult,CLB,474,FF,391,catapult_fpga_latency
Throughput,2.09395579659313,catapult,LUT,2789,FF,391,catapult_fpga_latency
Throughput,2.09395579659313,catapult,FF,391,FF,391,catapult_fpga_latency
Throughput,2.09395579659313,catapult,DSP,1,FF,391,catapult_fpga_latency
Throughput,2.09395579659313,catapult,BRAM,0,FF,391,catapult_fpga_latency
Throughput,2.4609145250558,catapult,CLB,528,FF,411,catapult_fpga_latency
Throughput,2.4609145250558,catapult,LUT,2996,FF,411,catapult_fpga_latency
Throughput,2.4609145250558,catapult,FF,411,FF,411,catapult_fpga_latency
Throughput,2.4609145250558,catapult,DSP,1,FF,411,catapult_fpga_latency
Throughput,2.4609145250558,catapult,BRAM,0,FF,411,catapult_fpga_latency
Throughput,2.84478025494921,catapult,CLB,406,FF,367,catapult_fpga_latency
Throughput,2.84478025494921,catapult,LUT,2501,FF,367,catapult_fpga_latency
Throughput,2.84478025494921,catapult,FF,367,FF,367,catapult_fpga_latency
Throughput,2.84478025494921,catapult,DSP,1,FF,367,catapult_fpga_latency
Throughput,2.84478025494921,catapult,BRAM,0,FF,367,catapult_fpga_latency
Throughput,3.08766816212728,catapult,CLB,425,FF,370,catapult_fpga_latency
Throughput,3.08766816212728,catapult,LUT,2603,FF,370,catapult_fpga_latency
Throughput,3.08766816212728,catapult,FF,370,FF,370,catapult_fpga_latency
Throughput,3.08766816212728,catapult,DSP,1,FF,370,catapult_fpga_latency
Throughput,3.08766816212728,catapult,BRAM,0,FF,370,catapult_fpga_latency
Throughput,3.47964062271649,catapult,CLB,397,FF,371,catapult_fpga_latency
Throughput,3.47964062271649,catapult,LUT,2499,FF,371,catapult_fpga_latency
Throughput,3.47964062271649,catapult,FF,371,FF,371,catapult_fpga_latency
Throughput,3.47964062271649,catapult,DSP,1,FF,371,catapult_fpga_latency
Throughput,3.47964062271649,catapult,BRAM,0,FF,371,catapult_fpga_latency
Throughput,3.46154911245881,catapult,CLB,402,FF,372,catapult_fpga_latency
Throughput,3.46154911245881,catapult,LUT,2398,FF,372,catapult_fpga_latency
Throughput,3.46154911245881,catapult,FF,372,FF,372,catapult_fpga_latency
Throughput,3.46154911245881,catapult,DSP,1,FF,372,catapult_fpga_latency
Throughput,3.46154911245881,catapult,BRAM,0,FF,372,catapult_fpga_latency
Throughput,2.10154673839946,catapult,CLB,418,FF,490,catapult_fpga_latency
Throughput,2.10154673839946,catapult,LUT,2444,FF,490,catapult_fpga_latency
Throughput,2.10154673839946,catapult,FF,490,FF,490,catapult_fpga_latency
Throughput,2.10154673839946,catapult,DSP,1,FF,490,catapult_fpga_latency
Throughput,2.10154673839946,catapult,BRAM,0,FF,490,catapult_fpga_latency
Throughput,2.63406050963803,catapult,CLB,421,FF,432,catapult_fpga_latency
Throughput,2.63406050963803,catapult,LUT,2393,FF,432,catapult_fpga_latency
Throughput,2.63406050963803,catapult,FF,432,FF,432,catapult_fpga_latency
Throughput,2.63406050963803,catapult,DSP,1,FF,432,catapult_fpga_latency
Throughput,2.63406050963803,catapult,BRAM,0,FF,432,catapult_fpga_latency
Throughput,3.00912969950831,catapult,CLB,338,FF,386,catapult_fpga_latency
Throughput,3.00912969950831,catapult,LUT,2015,FF,386,catapult_fpga_latency
Throughput,3.00912969950831,catapult,FF,386,FF,386,catapult_fpga_latency
Throughput,3.00912969950831,catapult,DSP,1,FF,386,catapult_fpga_latency
Throughput,3.00912969950831,catapult,BRAM,0,FF,386,catapult_fpga_latency
Throughput,3.1355727593981,catapult,CLB,316,FF,389,catapult_fpga_latency
Throughput,3.1355727593981,catapult,LUT,1939,FF,389,catapult_fpga_latency
Throughput,3.1355727593981,catapult,FF,389,FF,389,catapult_fpga_latency
Throughput,3.1355727593981,catapult,DSP,1,FF,389,catapult_fpga_latency
Throughput,3.1355727593981,catapult,BRAM,0,FF,389,catapult_fpga_latency
Throughput,3.18360823790468,catapult,CLB,388,FF,390,catapult_fpga_latency
Throughput,3.18360823790468,catapult,LUT,2058,FF,390,catapult_fpga_latency
Throughput,3.18360823790468,catapult,FF,390,FF,390,catapult_fpga_latency
Throughput,3.18360823790468,catapult,DSP,1,FF,390,catapult_fpga_latency
Throughput,3.18360823790468,catapult,BRAM,0,FF,390,catapult_fpga_latency
Throughput,3.33604665127637,catapult,CLB,345,FF,391,catapult_fpga_latency
Throughput,3.33604665127637,catapult,LUT,2013,FF,391,catapult_fpga_latency
Throughput,3.33604665127637,catapult,FF,391,FF,391,catapult_fpga_latency
Throughput,3.33604665127637,catapult,DSP,1,FF,391,catapult_fpga_latency
Throughput,3.33604665127637,catapult,BRAM,0,FF,391,catapult_fpga_latency
Throughput,2.01449225729901,catapult,CLB,820,FF,387,catapult_fpga_latency
Throughput,2.01449225729901,catapult,LUT,5677,FF,387,catapult_fpga_latency
Throughput,2.01449225729901,catapult,FF,387,FF,387,catapult_fpga_latency
Throughput,2.01449225729901,catapult,DSP,1,FF,387,catapult_fpga_latency
Throughput,2.01449225729901,catapult,BRAM,0,FF,387,catapult_fpga_latency
Throughput,2.55590401046898,catapult,CLB,794,FF,330,catapult_fpga_latency
Throughput,2.55590401046898,catapult,LUT,4795,FF,330,catapult_fpga_latency
Throughput,2.55590401046898,catapult,FF,330,FF,330,catapult_fpga_latency
Throughput,2.55590401046898,catapult,DSP,1,FF,330,catapult_fpga_latency
Throughput,2.55590401046898,catapult,BRAM,0,FF,330,catapult_fpga_latency
Throughput,2.8898894328303,catapult,CLB,729,FF,264,catapult_fpga_latency
Throughput,2.8898894328303,catapult,LUT,4391,FF,264,catapult_fpga_latency
Throughput,2.8898894328303,catapult,FF,264,FF,264,catapult_fpga_latency
Throughput,2.8898894328303,catapult,DSP,1,FF,264,catapult_fpga_latency
Throughput,2.8898894328303,catapult,BRAM,0,FF,264,catapult_fpga_latency
Throughput,2.99119988992384,catapult,CLB,775,FF,294,catapult_fpga_latency
Throughput,2.99119988992384,catapult,LUT,4872,FF,294,catapult_fpga_latency
Throughput,2.99119988992384,catapult,FF,294,FF,294,catapult_fpga_latency
Throughput,2.99119988992384,catapult,DSP,1,FF,294,catapult_fpga_latency
Throughput,2.99119988992384,catapult,BRAM,0,FF,294,catapult_fpga_latency
Throughput,3.02859600346471,catapult,CLB,716,FF,300,catapult_fpga_latency
Throughput,3.02859600346471,catapult,LUT,4496,FF,300,catapult_fpga_latency
Throughput,3.02859600346471,catapult,FF,300,FF,300,catapult_fpga_latency
Throughput,3.02859600346471,catapult,DSP,1,FF,300,catapult_fpga_latency
Throughput,3.02859600346471,catapult,BRAM,0,FF,300,catapult_fpga_latency
Throughput,2.984085870055,catapult,CLB,793,FF,293,catapult_fpga_latency
Throughput,2.984085870055,catapult,LUT,4998,FF,293,catapult_fpga_latency
Throughput,2.984085870055,catapult,FF,293,FF,293,catapult_fpga_latency
Throughput,2.984085870055,catapult,DSP,1,FF,293,catapult_fpga_latency
Throughput,2.984085870055,catapult,BRAM,0,FF,293,catapult_fpga_latency
Throughput,2.12234918586685,catapult,CLB,455,FF,420,catapult_fpga_latency
Throughput,2.12234918586685,catapult,LUT,2622,FF,420,catapult_fpga_latency
Throughput,2.12234918586685,catapult,FF,420,FF,420,catapult_fpga_latency
Throughput,2.12234918586685,catapult,DSP,1,FF,420,catapult_fpga_latency
Throughput,2.12234918586685,catapult,BRAM,0,FF,420,catapult_fpga_latency
Throughput,3.07853338669458,catapult,CLB,431,FF,340,catapult_fpga_latency
Throughput,3.07853338669458,catapult,LUT,2470,FF,340,catapult_fpga_latency
Throughput,3.07853338669458,catapult,FF,340,FF,340,catapult_fpga_latency
Throughput,3.07853338669458,catapult,DSP,1,FF,340,catapult_fpga_latency
Throughput,3.07853338669458,catapult,BRAM,0,FF,340,catapult_fpga_latency
Throughput,3.10297854910929,catapult,CLB,412,FF,279,catapult_fpga_latency
Throughput,3.10297854910929,catapult,LUT,2093,FF,279,catapult_fpga_latency
Throughput,3.10297854910929,catapult,FF,279,FF,279,catapult_fpga_latency
Throughput,3.10297854910929,catapult,DSP,1,FF,279,catapult_fpga_latency
Throughput,3.10297854910929,catapult,BRAM,0,FF,279,catapult_fpga_latency
Throughput,3.03197521057068,catapult,CLB,384,FF,280,catapult_fpga_latency
Throughput,3.03197521057068,catapult,LUT,1985,FF,280,catapult_fpga_latency
Throughput,3.03197521057068,catapult,FF,280,FF,280,catapult_fpga_latency
Throughput,3.03197521057068,catapult,DSP,1,FF,280,catapult_fpga_latency
Throughput,3.03197521057068,catapult,BRAM,0,FF,280,catapult_fpga_latency
Throughput,3.29334119344098,catapult,CLB,379,FF,281,catapult_fpga_latency
Throughput,3.29334119344098,catapult,LUT,1989,FF,281,catapult_fpga_latency
Throughput,3.29334119344098,catapult,FF,281,FF,281,catapult_fpga_latency
Throughput,3.29334119344098,catapult,DSP,1,FF,281,catapult_fpga_latency
Throughput,3.29334119344098,catapult,BRAM,0,FF,281,catapult_fpga_latency
Throughput,3.65352857790054,catapult,CLB,365,FF,282,catapult_fpga_latency
Throughput,3.65352857790054,catapult,LUT,1982,FF,282,catapult_fpga_latency
Throughput,3.65352857790054,catapult,FF,282,FF,282,catapult_fpga_latency
Throughput,3.65352857790054,catapult,DSP,1,FF,282,catapult_fpga_latency
Throughput,3.65352857790054,catapult,BRAM,0,FF,282,catapult_fpga_latency
Throughput,2.22008600613188,catapult,CLB,532,FF,427,catapult_fpga_latency
Throughput,2.22008600613188,catapult,LUT,3114,FF,427,catapult_fpga_latency
Throughput,2.22008600613188,catapult,FF,427,FF,427,catapult_fpga_latency
Throughput,2.22008600613188,catapult,DSP,1,FF,427,catapult_fpga_latency
Throughput,2.22008600613188,catapult,BRAM,0,FF,427,catapult_fpga_latency
Throughput,2.7672392084589,catapult,CLB,503,FF,372,catapult_fpga_latency
Throughput,2.7672392084589,catapult,LUT,2863,FF,372,catapult_fpga_latency
Throughput,2.7672392084589,catapult,FF,372,FF,372,catapult_fpga_latency
Throughput,2.7672392084589,catapult,DSP,1,FF,372,catapult_fpga_latency
Throughput,2.7672392084589,catapult,BRAM,0,FF,372,catapult_fpga_latency
Throughput,3.60430498187035,catapult,CLB,448,FF,313,catapult_fpga_latency
Throughput,3.60430498187035,catapult,LUT,2450,FF,313,catapult_fpga_latency
Throughput,3.60430498187035,catapult,FF,313,FF,313,catapult_fpga_latency
Throughput,3.60430498187035,catapult,DSP,1,FF,313,catapult_fpga_latency
Throughput,3.60430498187035,catapult,BRAM,0,FF,313,catapult_fpga_latency
Throughput,3.19721714219943,catapult,CLB,404,FF,316,catapult_fpga_latency
Throughput,3.19721714219943,catapult,LUT,2416,FF,316,catapult_fpga_latency
Throughput,3.19721714219943,catapult,FF,316,FF,316,catapult_fpga_latency
Throughput,3.19721714219943,catapult,DSP,1,FF,316,catapult_fpga_latency
Throughput,3.19721714219943,catapult,BRAM,0,FF,316,catapult_fpga_latency
Throughput,3.42341478778252,catapult,CLB,431,FF,317,catapult_fpga_latency
Throughput,3.42341478778252,catapult,LUT,2443,FF,317,catapult_fpga_latency
Throughput,3.42341478778252,catapult,FF,317,FF,317,catapult_fpga_latency
Throughput,3.42341478778252,catapult,DSP,1,FF,317,catapult_fpga_latency
Throughput,3.42341478778252,catapult,BRAM,0,FF,317,catapult_fpga_latency
Throughput,3.50411207552062,catapult,CLB,431,FF,318,catapult_fpga_latency
Throughput,3.50411207552062,catapult,LUT,2353,FF,318,catapult_fpga_latency
Throughput,3.50411207552062,catapult,FF,318,FF,318,catapult_fpga_latency
Throughput,3.50411207552062,catapult,DSP,1,FF,318,catapult_fpga_latency
Throughput,3.50411207552062,catapult,BRAM,0,FF,318,catapult_fpga_latency
Throughput,2.2250455578078,catapult,CLB,493,FF,442,catapult_fpga_latency
Throughput,2.2250455578078,catapult,LUT,2819,FF,442,catapult_fpga_latency
Throughput,2.2250455578078,catapult,FF,442,FF,442,catapult_fpga_latency
Throughput,2.2250455578078,catapult,DSP,1,FF,442,catapult_fpga_latency
Throughput,2.2250455578078,catapult,BRAM,0,FF,442,catapult_fpga_latency
Throughput,2.94237072694211,catapult,CLB,443,FF,389,catapult_fpga_latency
Throughput,2.94237072694211,catapult,LUT,2770,FF,389,catapult_fpga_latency
Throughput,2.94237072694211,catapult,FF,389,FF,389,catapult_fpga_latency
Throughput,2.94237072694211,catapult,DSP,1,FF,389,catapult_fpga_latency
Throughput,2.94237072694211,catapult,BRAM,0,FF,389,catapult_fpga_latency
Throughput,2.75427463423233,catapult,CLB,399,FF,335,catapult_fpga_latency
Throughput,2.75427463423233,catapult,LUT,2348,FF,335,catapult_fpga_latency
Throughput,2.75427463423233,catapult,FF,335,FF,335,catapult_fpga_latency
Throughput,2.75427463423233,catapult,DSP,1,FF,335,catapult_fpga_latency
Throughput,2.75427463423233,catapult,BRAM,0,FF,335,catapult_fpga_latency
Throughput,3.10490544010482,catapult,CLB,419,FF,334,catapult_fpga_latency
Throughput,3.10490544010482,catapult,LUT,2299,FF,334,catapult_fpga_latency
Throughput,3.10490544010482,catapult,FF,334,FF,334,catapult_fpga_latency
Throughput,3.10490544010482,catapult,DSP,1,FF,334,catapult_fpga_latency
Throughput,3.10490544010482,catapult,BRAM,0,FF,334,catapult_fpga_latency
Throughput,3.56856097778571,catapult,CLB,442,FF,335,catapult_fpga_latency
Throughput,3.56856097778571,catapult,LUT,2275,FF,335,catapult_fpga_latency
Throughput,3.56856097778571,catapult,FF,335,FF,335,catapult_fpga_latency
Throughput,3.56856097778571,catapult,DSP,1,FF,335,catapult_fpga_latency
Throughput,3.56856097778571,catapult,BRAM,0,FF,335,catapult_fpga_latency
Throughput,3.43132040640559,catapult,CLB,418,FF,336,catapult_fpga_latency
Throughput,3.43132040640559,catapult,LUT,2237,FF,336,catapult_fpga_latency
Throughput,3.43132040640559,catapult,FF,336,FF,336,catapult_fpga_latency
Throughput,3.43132040640559,catapult,DSP,1,FF,336,catapult_fpga_latency
Throughput,3.43132040640559,catapult,BRAM,0,FF,336,catapult_fpga_latency
Throughput,2.23346897934935,catapult,CLB,658,FF,454,catapult_fpga_latency
Throughput,2.23346897934935,catapult,LUT,3914,FF,454,catapult_fpga_latency
Throughput,2.23346897934935,catapult,FF,454,FF,454,catapult_fpga_latency
Throughput,2.23346897934935,catapult,DSP,1,FF,454,catapult_fpga_latency
Throughput,2.23346897934935,catapult,BRAM,0,FF,454,catapult_fpga_latency
Throughput,2.38258615431534,catapult,CLB,798,FF,401,catapult_fpga_latency
