n,knob_no_size,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_merge_unroll,knob_partition_factor,obj1,obj2,lut,ff,dsp,bram
0411,16,3,1,3,2,4,0.000002,989,4934,2964,9,0
0412,16,3,1,3,2,8,0.000002,1394,7519,3230,9,0
0413,16,3,1,3,2,16,0.000001,1629,9514,2562,9,0
0414,16,3,1,3,3,4,0.000002,1217,6126,3279,9,0
0415,16,3,1,3,3,8,0.000002,1670,9004,3532,9,0
0416,16,3,1,3,3,16,0.000001,2444,14071,2760,9,0
0417,16,3,1,3,4,4,0.000002,1324,6765,3440,9,0
0418,16,3,1,3,4,8,0.000003,1783,9502,3812,9,0
0419,16,3,1,3,4,16,0.000002,2286,12824,3085,9,0
0420,16,3,1,4,1,4,0.000001,687,3509,2317,9,0
0421,16,3,1,4,1,8,0.000001,892,4901,2307,9,0
0422,16,3,1,4,1,16,0.000002,1451,8470,1905,9,0
0423,16,3,1,4,2,4,0.000002,898,4584,2880,9,0
0424,16,3,1,4,2,8,0.000002,1208,6605,2897,9,0
0425,16,3,1,4,2,16,0.000002,1663,9290,2788,9,0
0426,16,3,1,4,3,4,0.000002,1096,5677,3192,9,0
0427,16,3,1,4,3,8,0.000002,1541,8423,3216,9,0
0428,16,3,1,4,3,16,0.000002,2476,14124,3008,9,0
0429,16,3,1,4,4,4,0.000002,1242,6669,3358,9,0
0430,16,3,1,4,4,8,0.000002,1614,8967,3496,9,0
0431,16,3,1,4,4,16,0.000002,2255,12243,3375,9,0
0432,16,3,2,1,1,4,0.000002,1219,6599,3765,18,0
0433,16,3,2,1,1,8,0.000003,1621,8989,3806,18,0
0434,16,3,2,1,1,16,0.000002,2411,14730,2617,18,0
0435,16,3,2,1,2,4,0.000003,1749,9005,4939,18,0
0436,16,3,2,1,2,8,0.000004,2285,12569,4970,18,0
0437,16,3,2,1,2,16,0.000003,3572,20513,4135,18,0
0438,16,3,2,1,3,4,0.000003,2020,10918,5524,18,0
0439,16,3,2,1,3,8,0.000005,2897,16149,5586,18,0
0440,16,3,2,1,3,16,0.000003,4560,25773,4424,18,0
0441,16,3,2,1,4,4,0.000004,2394,13152,6099,18,0
0442,16,3,2,1,4,8,0.000005,3482,19799,6227,18,0
0443,16,3,2,1,4,16,0.000003,6142,31927,4877,18,0
0444,16,3,2,2,1,4,0.000002,1201,6573,3760,18,0
0445,16,3,2,2,1,8,0.000002,1524,8644,3775,18,0
0446,16,3,2,2,1,16,0.000003,2426,14891,2784,18,0
0447,16,3,2,2,2,4,0.000002,1662,8883,4952,18,0
0448,16,3,2,2,2,8,0.000003,2233,12696,4943,18,0
0449,16,3,2,2,2,16,0.000003,3533,20859,4336,18,0
0450,16,3,2,2,3,4,0.000003,2070,11336,5490,18,0
0451,16,3,2,2,3,8,0.000003,2822,16073,5589,18,0
0452,16,3,2,2,3,16,0.000004,4746,26463,4681,18,0
0453,16,3,2,2,4,4,0.000003,2429,13451,6066,18,0
0454,16,3,2,2,4,8,0.000004,3442,19612,6213,18,0
0455,16,3,2,2,4,16,0.000004,5674,31183,5083,18,0
0456,16,3,2,3,1,4,0.000002,1352,6883,4021,18,0
0457,16,3,2,3,1,8,0.000002,1873,9919,4281,18,0
0458,16,3,2,3,1,16,0.000001,2529,15392,2758,18,0
0459,16,3,2,3,2,4,0.000003,1806,9360,5187,18,0
0460,16,3,2,3,2,8,0.000003,2487,13611,5475,18,0
0461,16,3,2,3,2,16,0.000002,3766,20508,4225,18,0
0462,16,3,2,3,3,4,0.000003,2145,11222,5774,18,0
0463,16,3,2,3,3,8,0.000003,3038,16526,6055,18,0
0464,16,3,2,3,3,16,0.000002,4578,26499,4581,18,0
0465,16,3,2,3,4,4,0.000003,2546,13673,6358,18,0
0466,16,3,2,3,4,8,0.000004,3661,20386,6711,18,0
0467,16,3,2,3,4,16,0.000002,5988,30841,4976,18,0
0468,16,3,2,4,1,4,0.000002,1229,6574,3935,18,0
0469,16,3,2,4,1,8,0.000001,1593,8859,3973,18,0
0470,16,3,2,4,1,16,0.000002,2403,14674,2944,18,0
0471,16,3,2,4,2,4,0.000002,1784,9141,5110,18,0
0472,16,3,2,4,2,8,0.000002,2379,12685,5156,18,0
0473,16,3,2,4,2,16,0.000002,3728,20789,4477,18,0
0474,16,3,2,4,3,4,0.000003,2095,11066,5686,18,0
0475,16,3,2,4,3,8,0.000003,2927,16737,5788,18,0
0476,16,3,2,4,3,16,0.000003,4667,25834,4722,18,0
0477,16,3,2,4,4,4,0.000003,2450,13600,6353,18,0
0478,16,3,2,4,4,8,0.000003,3445,19853,6386,18,0
0479,16,3,2,4,4,16,0.000003,5757,31248,5318,18,0
0480,16,3,3,1,1,4,0.000004,1871,10211,6088,27,0
0481,16,3,3,1,1,8,0.000004,2457,14001,6003,27,0
0482,16,3,3,1,1,16,0.000005,3673,21298,4429,27,0
0483,16,3,3,1,2,4,0.000006,2647,14369,7918,27,0
0484,16,3,3,1,2,8,0.000007,3562,19642,7987,27,0
0485,16,3,3,1,2,16,0.000006,5694,29994,6315,27,0
0486,16,3,3,1,3,4,0.000006,3143,17706,8779,27,0
0487,16,3,3,1,3,8,0.000007,4331,24745,8793,27,0
0488,16,3,3,1,3,16,0.000006,7312,38679,6731,27,0
0489,16,3,3,1,4,4,0.000006,3722,20686,9678,27,0
0490,16,3,3,1,4,8,0.000007,5264,30179,9664,27,0
0491,16,3,3,1,4,16,0.000006,8100,42553,7320,27,0
0492,16,3,3,2,1,4,0.000003,1795,9978,6057,27,0
0493,16,3,3,2,1,8,0.000003,2413,13896,6081,27,0
0494,16,3,3,2,1,16,0.000005,3535,21766,4591,27,0
0495,16,3,3,2,2,4,0.000004,2671,14163,7790,27,0
0496,16,3,3,2,2,8,0.000006,3607,20211,7974,27,0
0497,16,3,3,2,2,16,0.000006,5770,30342,6531,27,0
0498,16,3,3,2,3,4,0.000005,3077,17271,8752,27,0
0499,16,3,3,2,3,8,0.000006,4309,24621,8733,27,0
0500,16,3,3,2,3,16,0.000006,7698,39096,6995,27,0
0501,16,3,3,2,4,4,0.000006,3752,20742,9604,27,0
0502,16,3,3,2,4,8,0.000006,5314,30182,9655,27,0
0503,16,3,3,2,4,16,0.000007,7535,42729,7515,27,0
0504,16,3,3,3,1,4,0.000003,2014,10698,6317,27,0
0505,16,3,3,3,1,8,0.000003,2660,14689,6675,27,0
0506,16,3,3,3,1,16,0.000004,3575,21854,4578,27,0
0507,16,3,3,3,2,4,0.000005,2698,14139,8074,27,0
0508,16,3,3,3,2,8,0.000005,3737,20741,8450,27,0
0509,16,3,3,3,2,16,0.000004,5836,31560,6408,27,0
0510,16,3,3,3,3,4,0.000005,3311,17989,9027,27,0
0511,16,3,3,3,3,8,0.000006,4819,26225,9354,27,0
0512,16,3,3,3,3,16,0.000005,7622,38805,6743,27,0
0513,16,3,3,3,4,4,0.000006,3867,20945,9796,27,0
0514,16,3,3,3,4,8,0.000006,5429,30529,10273,27,0
0515,16,3,3,3,4,16,0.000005,8699,46711,7470,27,0
0516,16,3,3,4,1,4,0.000003,1844,10103,6228,27,0
0517,16,3,3,4,1,8,0.000003,2580,14947,6267,27,0
0518,16,3,3,4,1,16,0.000004,3694,22290,4788,27,0
0519,16,3,3,4,2,4,0.000004,2595,13669,8007,27,0
0520,16,3,3,4,2,8,0.000005,3624,20356,8135,27,0
0521,16,3,3,4,2,16,0.000005,5698,31151,6705,27,0
0522,16,3,3,4,3,4,0.000005,3070,17448,8993,27,0
0523,16,3,3,4,3,8,0.000005,4393,25007,8947,27,0
0524,16,3,3,4,3,16,0.000005,7790,39527,7202,27,0
0525,16,3,3,4,4,4,0.000005,3783,20647,9705,27,0
0526,16,3,3,4,4,8,0.000005,5349,30275,9812,27,0
0527,16,3,3,4,4,16,0.000005,8406,47507,7844,27,0
0528,16,3,4,1,1,4,0.000003,2346,13250,7041,36,0
0529,16,3,4,1,1,8,0.000003,3192,18555,7220,36,0
0530,16,3,4,1,1,16,0.000003,4968,28037,5352,36,0
0531,16,3,4,1,2,4,0.000004,3272,17765,9456,36,0
0532,16,3,4,1,2,8,0.000006,4682,25858,9549,36,0
0533,16,3,4,1,2,16,0.000004,6626,38872,7338,36,0
0534,16,3,4,1,3,4,0.000005,3912,22321,10678,36,0
0535,16,3,4,1,3,8,0.000006,5617,32280,10781,36,0
0536,16,3,4,1,3,16,0.000004,9653,50765,8069,36,0
0537,16,3,4,1,4,4,0.000005,4765,26260,11793,36,0
0538,16,3,4,1,4,8,0.000006,6887,39337,11946,36,0
0539,16,3,4,1,4,16,0.000005,10124,58103,8956,36,0
0540,16,3,4,2,1,4,0.000002,2301,13484,7109,36,0
0541,16,3,4,2,1,8,0.000003,3086,18068,7145,36,0
0542,16,3,4,2,1,16,0.000004,5290,28880,5375,36,0
0543,16,3,4,2,2,4,0.000003,3305,17876,9409,36,0
0544,16,3,4,2,2,8,0.000004,4465,25751,9538,36,0
0545,16,3,4,2,2,16,0.000004,7382,39191,7541,36,0
0546,16,3,4,2,3,4,0.000004,4035,22883,10670,36,0
0547,16,3,4,2,3,8,0.000004,5644,32200,10727,36,0
0548,16,3,4,2,3,16,0.000005,9689,50277,8316,36,0
0549,16,3,4,2,4,4,0.000004,4715,26853,11810,36,0
0550,16,3,4,2,4,8,0.000005,6877,39518,11957,36,0
0551,16,3,4,2,4,16,0.000005,11633,60275,9214,36,0
0552,16,3,4,3,1,4,0.000002,2456,13793,7382,36,0
0553,16,3,4,3,1,8,0.000002,3424,19496,7690,36,0
0554,16,3,4,3,1,16,0.000002,4854,28424,5084,36,0
0555,16,3,4,3,2,4,0.000004,3415,18719,9723,36,0
0556,16,3,4,3,2,8,0.000004,4736,26228,10109,36,0
0557,16,3,4,3,2,16,0.000003,6910,39388,7495,36,0
0558,16,3,4,3,3,4,0.000004,4052,22840,10937,36,0
0559,16,3,4,3,3,8,0.000005,5920,33268,11219,36,0
0560,16,3,4,3,3,16,0.000003,9227,50904,8426,36,0
0561,16,3,4,3,4,4,0.000004,4933,27017,12078,36,0
0562,16,3,4,3,4,8,0.000005,7029,40008,12428,36,0
0563,16,3,4,3,4,16,0.000003,11154,58693,8825,36,0
0564,16,3,4,4,1,4,0.000002,2321,13121,7198,36,0
0565,16,3,4,4,1,8,0.000002,3099,18201,7416,36,0
0566,16,3,4,4,1,16,0.000003,5020,28110,5693,36,0
0567,16,3,4,4,2,4,0.000003,3326,18169,9626,36,0
0568,16,3,4,4,2,8,0.000003,4585,26070,9773,36,0
0569,16,3,4,4,2,16,0.000003,7301,38985,7761,36,0
0570,16,3,4,4,3,4,0.000004,3996,22662,10827,36,0
0571,16,3,4,4,3,8,0.000004,5676,32476,10954,36,0
0572,16,3,4,4,3,16,0.000004,9262,51025,8698,36,0
0573,16,3,4,4,4,4,0.000004,4849,26982,12050,36,0
0574,16,3,4,4,4,8,0.000004,6878,39799,12150,36,0
0575,16,3,4,4,4,16,0.000004,9686,55977,9295,36,0
0576,16,4,1,1,1,4,0.000001,555,3203,1569,0,0
0577,16,4,1,1,1,8,0.000001,907,5138,1669,0,0
0578,16,4,1,1,1,16,0.000002,1602,9593,1008,0,0
0579,16,4,1,1,2,4,0.000002,839,4531,2346,0,0
0580,16,4,1,1,2,8,0.000003,1335,7342,2512,0,0
0581,16,4,1,1,2,16,0.000002,1934,11382,2026,0,0
0582,16,4,1,1,3,4,0.000002,1077,5900,2733,0,0
0583,16,4,1,1,3,8,0.000004,1689,9414,2911,0,0
0584,16,4,1,1,3,16,0.000002,3247,18454,2296,0,0
0585,16,4,1,1,4,4,0.000003,1285,7099,2926,0,0
0586,16,4,1,1,4,8,0.000003,1715,9863,3275,0,0
0587,16,4,1,1,4,16,0.000003,2551,14648,2645,0,0
0588,16,4,1,2,1,4,0.000001,533,3073,1528,0,0
0589,16,4,1,2,1,8,0.000001,836,4867,1612,0,0
0590,16,4,1,2,1,16,0.000001,1615,10300,1242,0,0
0591,16,4,1,2,2,4,0.000002,838,4543,2305,0,0
0592,16,4,1,2,2,8,0.000002,1236,7327,2471,0,0
0593,16,4,1,2,2,16,0.000002,1922,11333,2257,0,0
0594,16,4,1,2,3,4,0.000002,1126,6151,2690,0,0
0595,16,4,1,2,3,8,0.000003,1863,10546,2868,0,0
0596,16,4,1,2,3,16,0.000003,3294,16880,2539,0,0
0597,16,4,1,2,4,4,0.000002,1310,7376,2885,0,0
0598,16,4,1,2,4,8,0.000003,1720,10099,3216,0,0
0599,16,4,1,2,4,16,0.000003,2471,14706,2913,0,0
0600,16,4,1,3,1,4,0.000001,696,3716,1911,0,0
0601,16,4,1,3,1,8,0.000001,1141,6055,2214,0,0
0602,16,4,1,3,1,16,0.000001,1768,10715,1126,0,0
0603,16,4,1,3,2,4,0.000002,1001,5150,2683,0,0
0604,16,4,1,3,2,8,0.000002,1394,7989,3054,0,0
0605,16,4,1,3,2,16,0.000001,1906,11331,2147,0,0
0606,16,4,1,3,3,4,0.000002,1300,7045,3071,0,0
0607,16,4,1,3,3,8,0.000003,1915,10595,3469,0,0
0608,16,4,1,3,3,16,0.000002,3366,17676,2404,0,0
0609,16,4,1,3,4,4,0.000002,1468,7753,3273,0,0
0610,16,4,1,3,4,8,0.000003,1993,11101,3830,0,0
0611,16,4,1,3,4,16,0.000002,2589,15046,2759,0,0
0612,16,4,1,4,1,4,0.000001,596,3220,1795,0,0
0613,16,4,1,4,1,8,0.000001,888,5034,1875,0,0
0614,16,4,1,4,1,16,0.000001,1535,9126,1463,0,0
0615,16,4,1,4,2,4,0.000002,880,4726,2575,0,0
0616,16,4,1,4,2,8,0.000002,1290,7552,2721,0,0
0617,16,4,1,4,2,16,0.000002,1883,10812,2484,0,0
0618,16,4,1,4,3,4,0.000002,1194,6454,2965,0,0
0619,16,4,1,4,3,8,0.000002,1795,10228,3130,0,0
0620,16,4,1,4,3,16,0.000002,2933,16444,2766,0,0
0621,16,4,1,4,4,4,0.000002,1335,7531,3155,0,0
0622,16,4,1,4,4,8,0.000002,1782,10328,3478,0,0
0623,16,4,1,4,4,16,0.000002,2616,14854,3166,0,0
0624,16,4,2,1,1,4,0.000001,978,5473,2628,0,0
0625,16,4,2,1,1,8,0.000002,1452,8187,2829,0,0
0626,16,4,2,1,1,16,0.000001,2330,14407,1762,0,0
0627,16,4,2,1,2,4,0.000002,1435,7660,4083,0,0
0628,16,4,2,1,2,8,0.000003,2327,12465,4387,0,0
0629,16,4,2,1,2,16,0.000002,2896,17182,3262,0,0
0630,16,4,2,1,3,4,0.000003,1823,9775,4772,0,0
0631,16,4,2,1,3,8,0.000003,2931,15964,5059,0,0
0632,16,4,2,1,3,16,0.000002,5532,28404,3701,0,0
0633,16,4,2,1,4,4,0.000003,2161,11936,5128,0,0
0634,16,4,2,1,4,8,0.000004,2998,16608,5691,0,0
0635,16,4,2,1,4,16,0.000002,4436,23436,4295,0,0
0636,16,4,2,2,1,4,0.000001,925,5221,2584,0,0
0637,16,4,2,2,1,8,0.000001,1359,7808,2785,0,0
0638,16,4,2,2,1,16,0.000001,2556,15669,1969,0,0
0639,16,4,2,2,2,4,0.000002,1531,8219,4048,0,0
0640,16,4,2,2,2,8,0.000002,2297,13002,4323,0,0
0641,16,4,2,2,2,16,0.000002,3360,17542,3464,0,0
0642,16,4,2,2,3,4,0.000002,1945,10553,4719,0,0
0643,16,4,2,2,3,8,0.000003,2989,16638,5004,0,0
0644,16,4,2,2,3,16,0.000002,5485,28225,3902,0,0
0645,16,4,2,2,4,4,0.000002,2316,12654,5079,0,0
0646,16,4,2,2,4,8,0.000003,3100,17255,5655,0,0
0647,16,4,2,2,4,16,0.000002,4478,23214,4477,0,0
0648,16,4,2,3,1,4,0.000001,1089,5917,2965,0,0
0649,16,4,2,3,1,8,0.000001,1749,9541,3396,0,0
0650,16,4,2,3,1,16,0.000001,2662,15579,1852,0,0
0651,16,4,2,3,2,4,0.000002,1675,8809,4425,0,0
0652,16,4,2,3,2,8,0.000002,2698,14607,4928,0,0
0653,16,4,2,3,2,16,0.000001,2895,17651,3352,0,0
0654,16,4,2,3,3,4,0.000002,1956,10450,5114,0,0
0655,16,4,2,3,3,8,0.000003,3136,17319,5612,0,0
0656,16,4,2,3,3,16,0.000002,5325,27990,3768,0,0
0657,16,4,2,3,4,4,0.000002,2358,12705,5462,0,0
0658,16,4,2,3,4,8,0.000003,3210,18159,6250,0,0
0659,16,4,2,3,4,16,0.000002,4210,23725,4357,0,0
0660,16,4,2,4,1,4,0.000001,962,5291,2852,0,0
0661,16,4,2,4,1,8,0.000001,1510,8552,3037,0,0
0662,16,4,2,4,1,16,0.000001,2442,14723,2156,0,0
0663,16,4,2,4,2,4,0.000002,1610,8465,4318,0,0
0664,16,4,2,4,2,8,0.000002,2305,12917,4582,0,0
0665,16,4,2,4,2,16,0.000002,3102,17476,3657,0,0
0666,16,4,2,4,3,4,0.000002,1939,10254,4992,0,0
0667,16,4,2,4,3,8,0.000002,2967,16609,5281,0,0
0668,16,4,2,4,3,16,0.000002,5530,28165,4092,0,0
0669,16,4,2,4,4,4,0.000002,2260,12407,5350,0,0
0670,16,4,2,4,4,8,0.000002,3162,17935,5909,0,0
0671,16,4,2,4,4,16,0.000002,4401,22993,4670,0,0
0672,16,4,3,1,1,4,0.000001,1231,7025,3383,0,0
0673,16,4,3,1,1,8,0.000001,1860,10590,3603,0,0
0674,16,4,3,1,1,16,0.000001,3481,18533,2229,0,0
0675,16,4,3,1,2,4,0.000002,1967,10357,5229,0,0
0676,16,4,3,1,2,8,0.000002,2823,15852,5522,0,0
0677,16,4,3,1,2,16,0.000002,4492,23424,4127,0,0
0678,16,4,3,1,3,4,0.000002,2470,13441,6105,0,0
0679,16,4,3,1,3,8,0.000003,3863,21531,6403,0,0
0680,16,4,3,1,3,16,0.000002,6941,35902,4610,0,0
0681,16,4,3,1,4,4,0.000002,2988,16149,6642,0,0
0682,16,4,3,1,4,8,0.000003,4047,22926,7239,0,0
0683,16,4,3,1,4,16,0.000002,5917,30830,5445,0,0
0684,16,4,3,2,1,4,0.000001,1168,6676,3349,0,0
0685,16,4,3,2,1,8,0.000001,1771,10381,3549,0,0
0686,16,4,3,2,1,16,0.000001,3559,18882,2431,0,0
0687,16,4,3,2,2,4,0.000001,1978,10345,5181,0,0
0688,16,4,3,2,2,8,0.000002,2966,16636,5488,0,0
0689,16,4,3,2,2,16,0.000002,4031,22880,4302,0,0
0690,16,4,3,2,3,4,0.000001,2478,13308,6053,0,0
0691,16,4,3,2,3,8,0.000002,3733,21135,6365,0,0
0692,16,4,3,2,3,16,0.000002,7175,35835,4802,0,0
0693,16,4,3,2,4,4,0.000001,2880,16004,6595,0,0
0695,16,4,3,2,4,16,0.000002,5996,31032,5669,0,0
0696,16,4,3,3,1,4,0.000001,1377,7648,3726,0,0
0697,16,4,3,3,1,8,0.000001,2182,11969,4155,0,0
0698,16,4,3,3,1,16,0.000001,3663,19589,2320,0,0
0699,16,4,3,3,2,4,0.000001,2089,10959,5568,0,0
0700,16,4,3,3,2,8,0.000002,3120,17041,6069,0,0
0701,16,4,3,3,2,16,0.000001,4454,22855,4199,0,0
0702,16,4,3,3,3,4,0.000001,2564,13580,6439,0,0
0703,16,4,3,3,3,8,0.000002,3932,22219,6958,0,0
0704,16,4,3,3,3,16,0.000001,6610,36304,4676,0,0
0705,16,4,3,3,4,4,0.000002,3071,16579,6980,0,0
0706,16,4,3,3,4,8,0.000002,4402,24681,7797,0,0
0707,16,4,3,3,4,16,0.000001,5994,30970,5559,0,0
0708,16,4,3,4,1,4,0.000001,1208,6765,3612,0,0
0709,16,4,3,4,1,8,0.000001,1989,11209,3817,0,0
0710,16,4,3,4,1,16,0.000001,3658,18979,2623,0,0
0711,16,4,3,4,2,4,0.000001,2030,10585,5451,0,0
0712,16,4,3,4,2,8,0.000001,3129,16894,5736,0,0
0713,16,4,3,4,2,16,0.000001,4471,22435,4504,0,0
0714,16,4,3,4,3,4,0.000001,2557,13599,6328,0,0
0715,16,4,3,4,3,8,0.000001,4013,22442,6625,0,0
0716,16,4,3,4,3,16,0.000001,6910,35356,5000,0,0
0717,16,4,3,4,4,4,0.000001,2975,16152,6876,0,0
0719,16,4,3,4,4,16,0.000001,6090,30979,5837,0,0
0720,16,4,4,1,1,4,0.000001,1410,7908,4038,0,0
0721,16,4,4,1,1,8,0.000002,2284,12865,4491,0,0
0722,16,4,4,1,1,16,0.000001,4232,22417,2914,0,0
0723,16,4,4,1,2,4,0.000002,2218,11191,6440,0,0
0724,16,4,4,1,2,8,0.000003,3547,19125,7145,0,0
0725,16,4,4,1,2,16,0.000002,5096,26221,4959,0,0
0726,16,4,4,1,3,4,0.000003,3139,16698,7545,0,0
0727,16,4,4,1,3,8,0.000004,4729,25610,8236,0,0
0728,16,4,4,1,3,16,0.000003,8578,43074,5591,0,0
0730,16,4,4,1,4,8,0.000004,4918,26842,9233,0,0
0731,16,4,4,1,4,16,0.000002,6877,35669,6665,0,0
0732,16,4,4,2,1,4,0.000001,1425,7835,3986,0,0
0733,16,4,4,2,1,8,0.000001,2293,12981,4430,0,0
0734,16,4,4,2,1,16,0.000002,4314,22615,3116,0,0
0735,16,4,4,2,2,4,0.000002,2346,12289,6419,0,0
0736,16,4,4,2,2,8,0.000002,3585,19435,7105,0,0
0737,16,4,4,2,2,16,0.000002,5319,26375,5173,0,0
0738,16,4,4,2,3,4,0.000002,2895,15005,7498,0,0
0739,16,4,4,2,3,8,0.000003,4606,25420,8197,0,0
0740,16,4,4,2,3,16,0.000003,8568,42755,5769,0,0
0741,16,4,4,2,4,4,0.000002,3441,18377,8047,0,0
0742,16,4,4,2,4,8,0.000003,4885,26971,9208,0,0
0743,16,4,4,2,4,16,0.000002,6432,35911,6868,0,0
0744,16,4,4,3,1,4,0.000001,1618,8756,4372,0,0
0745,16,4,4,3,1,8,0.000001,2573,14383,5036,0,0
0746,16,4,4,3,1,16,0.000001,4408,23077,3005,0,0
0747,16,4,4,3,2,4,0.000002,2451,12236,6790,0,0
0748,16,4,4,3,2,8,0.000002,3855,20499,7690,0,0
0749,16,4,4,3,2,16,0.000001,5335,27458,5057,0,0
0750,16,4,4,3,3,4,0.000002,3161,16108,7873,0,0
0751,16,4,4,3,3,8,0.000002,4864,26288,8778,0,0
0752,16,4,4,3,3,16,0.000002,8366,42957,5666,0,0
0753,16,4,4,3,4,4,0.000002,3639,19011,8412,0,0
0754,16,4,4,3,4,8,0.000003,5242,28755,9802,0,0
0755,16,4,4,3,4,16,0.000002,7294,36899,6750,0,0
0756,16,4,4,4,1,4,0.000001,1576,8406,4261,0,0
0757,16,4,4,4,1,8,0.000001,2384,13251,4688,0,0
0758,16,4,4,4,1,16,0.000001,4255,22086,3306,0,0
0759,16,4,4,4,2,4,0.000002,2425,12465,6684,0,0
0760,16,4,4,4,2,8,0.000002,3472,18888,7346,0,0
0761,16,4,4,4,2,16,0.000002,5282,26275,5354,0,0
0762,16,4,4,4,3,4,0.000002,2972,15329,7756,0,0
0763,16,4,4,4,3,8,0.000002,4639,25651,8452,0,0
0764,16,4,4,4,3,16,0.000002,8520,43891,5977,0,0
0765,16,4,4,4,4,4,0.000002,3590,18980,8290,0,0
0766,16,4,4,4,4,8,0.000002,4943,27132,9453,0,0
0768,256,1,1,1,1,4,0.000020,225,1274,878,3,0
0769,256,1,1,1,1,8,0.000027,277,1557,884,3,0
0770,256,1,1,1,1,16,0.000030,371,2162,886,3,0
0771,256,1,1,1,1,32,0.000030,608,3550,897,3,0
0772,256,1,1,1,1,64,0.000035,968,6074,921,3,0
0773,256,1,1,1,1,128,0.000046,1662,11131,988,3,0
0774,256,1,1,1,2,4,0.000032,305,1648,1073,3,0
0775,256,1,1,1,2,8,0.000050,410,2267,1080,3,0
0776,256,1,1,1,2,16,0.000060,581,3327,1083,3,0
0777,256,1,1,1,2,32,0.000055,1140,6457,1113,3,0
0778,256,1,1,1,2,64,0.000054,1784,10389,1144,3,0
0780,256,1,1,1,3,4,0.000033,371,2043,1168,3,0
0781,256,1,1,1,3,8,0.000054,515,2934,1177,3,0
0782,256,1,1,1,3,16,0.000052,711,4156,1182,3,0
0783,256,1,1,1,3,32,0.000053,1352,7471,1200,3,0
0784,256,1,1,1,3,64,0.000062,2539,14953,1269,3,0
0786,256,1,1,1,4,4,0.000036,440,2370,1265,3,0
0787,256,1,1,1,4,8,0.000058,610,3632,1273,3,0
0788,256,1,1,1,4,16,0.000057,875,5347,1286,3,0
0789,256,1,1,1,4,32,0.000058,1737,9426,1313,3,0
0790,256,1,1,1,4,64,0.000061,2747,16170,1365,3,0
0792,256,1,1,2,1,4,0.000010,238,1307,864,3,0
0793,256,1,1,2,1,8,0.000014,4 ,0,0,0,0
0794,256,1,1,2,1,16,0.000015,396,2311,877,3,0
0795,256,1,1,2,1,32,0.000018,665,3825,902,3,0
0796,256,1,1,2,1,64,0.000018,1050,6582,917,3,0
0797,256,1,1,2,1,128,0.000021,1821,12289,997,3,0
0798,256,1,1,2,2,4,0.000017,308,1676,1059,3,0
0799,256,1,1,2,2,8,0.000026,429,2331,1065,3,0
0800,256,1,1,2,2,16,0.000030,621,3532,1070,3,0
0804,256,1,1,2,3,4,0.000017,376,2072,1154,3,0
0805,256,1,1,2,3,8,0.000029,512,3050,1162,3,0
0806,256,1,1,2,3,16,0.000031,725,4249,1169,3,0
0807,256,1,1,2,3,32,0.000030,1407,7765,1192,3,0
0808,256,1,1,2,3,64,0.000030,2363,14318,1249,3,0
0810,256,1,1,2,4,4,0.000020,451,2527,1250,3,0
0811,256,1,1,2,4,8,0.000028,583,3469,1258,3,0
0812,256,1,1,2,4,16,0.000028,925,5475,1278,3,0
0813,256,1,1,2,4,32,0.000030,1818,9681,1303,3,0
0814,256,1,1,2,4,64,0.000031,3008,17473,1359,3,0
0816,256,1,1,3,1,4,0.000013,261,1371,955,3,0
0817,256,1,1,3,1,8,0.000016,329,1740,960,3,0
0818,256,1,1,3,1,16,0.000014,8 ,2520,961,3,0
0819,256,1,1,3,1,32,0.000018,724,4190,990,3,0
0820,256,1,1,3,1,64,0.000018,1175,7250,1004,3,0
0821,256,1,1,3,1,128,0.000025,2466,14782,5253,3,0
0822,256,1,1,3,2,4,0.000022,337,1769,1150,3,0
0823,256,1,1,3,2,8,0.000037,431,2394,1157,3,0
0824,256,1,1,3,2,16,0.000035,678,3758,1159,3,0
0825,256,1,1,3,2,32,0.000036,1146,6563,1182,3,0
0826,256,1,1,3,2,64,0.000038,2115,12397,1231,3,0
0828,256,1,1,3,3,4,0.000025,448,2173,1245,3,0
0829,256,1,1,3,3,8,0.000041,552,3161,1255,3,0
0830,256,1,1,3,3,16,0.000044,783,4483,1259,3,0
0831,256,1,1,3,3,32,0.000042,1377,7606,1281,3,0
0832,256,1,1,3,3,64,0.000047,2660,15534,1332,3,0
0834,256,1,1,3,4,4,0.000024,464,2565,1339,3,0
0835,256,1,1,3,4,8,0.000041,650,3769,1352,3,0
0836,256,1,1,3,4,16,0.000046,1007,5694,1367,3,0
0837,256,1,1,3,4,32,0.000044,1931,10416,1391,3,0
0838,256,1,1,3,4,64,0.000045,3263,18771,1450,3,0
0840,256,1,1,4,1,4,0.000010,265,1326,935,3,0
0841,256,1,1,4,1,8,0.000012,333,1662,940,3,0
0842,256,1,1,4,1,16,0.000015,8 ,2333,943,3,0
0844,256,1,1,4,1,64,0.000016,1061,6692,964,3,0
0846,256,1,1,4,2,4,0.000019,318,1725,1130,3,0
0847,256,1,1,4,2,8,0.000021,428,2309,1136,3,0
0848,256,1,1,4,2,16,0.000021,603,3482,1142,3,0
0849,256,1,1,4,2,32,0.000022,1110,6314,1156,3,0
0850,256,1,1,4,2,64,0.000022,1838,10351,1235,3,0
0852,256,1,1,4,3,4,0.000017,378,2085,1225,3,0
