Parameter,Throughput_Value,Tool,Parameter2,Area_Value,Parameter3,FF_Value,Flow
Throughput,32258.06451612903,catapult,Area,7702.030,FF,781,catapult_asic_area
Throughput,27027.027027027027,catapult,Area,10796.674,FF,1290,catapult_asic_area
Throughput,29411.764705882353,catapult,Area,11431.616,FF,1338,catapult_asic_area
Throughput,27027.027027027027,catapult,Area,13470.506,FF,1486,catapult_asic_area
Throughput,40000.0,catapult,Area,10530.142,FF,1194,catapult_asic_area
Throughput,14705.882352941177,catapult,Area,8575.840,FF,907,catapult_asic_area
Throughput,13513.513513513513,catapult,Area,13176.842,FF,1364,catapult_asic_area
Throughput,14705.882352941177,catapult,Area,15727.250,FF,1790,catapult_asic_area
Throughput,14285.714285714286,catapult,Area,15941.912,FF,1809,catapult_asic_area
Throughput,9009.009009009009,catapult,Area,16847.377,FF,1842,catapult_asic_area
Throughput,12658.227848101267,catapult,Area,8556.422,FF,890,catapult_asic_area
Throughput,11904.761904761905,catapult,Area,12198.494,FF,1363,catapult_asic_area
Throughput,12345.679012345678,catapult,Area,15704.906,FF,1786,catapult_asic_area
Throughput,12820.51282051282,catapult,Area,15864.240,FF,1807,catapult_asic_area
Throughput,8928.57142857143,catapult,Area,16369.640,FF,1841,catapult_asic_area
Throughput,14492.753623188406,catapult,Area,8738.898,FF,907,catapult_asic_area
Throughput,12987.012987012988,catapult,Area,13790.504,FF,1300,catapult_asic_area
Throughput,14285.714285714286,catapult,Area,15855.728,FF,1793,catapult_asic_area
Throughput,13888.888888888889,catapult,Area,15990.058,FF,1809,catapult_asic_area
Throughput,10204.081632653062,catapult,Area,17769.863,FF,1938,catapult_asic_area
Throughput,12987.012987012988,catapult,Area,8527.960,FF,884,catapult_asic_area
Throughput,11363.636363636364,catapult,Area,12304.628,FF,1361,catapult_asic_area
Throughput,14705.882352941177,catapult,Area,12627.020,FF,1405,catapult_asic_area
Throughput,12987.012987012988,catapult,Area,15472.156,FF,1809,catapult_asic_area
Throughput,8928.57142857143,catapult,Area,16345.966,FF,1843,catapult_asic_area
