n,knob_KNOB_MAT_SIZE,knob_KNOB_UNROLL_LMM,knob_KNOB_UNROLL_L1,knob_KNOB_UNROLL_L2,knob_KNOB_UNROLL_L3,knob_I_B,knob_KNOB_DATA_BLOCK_INTERLEAVE,obj1,obj2
1703,32,10,1,1,1,0,256,0.0003,52
1704,32,10,1,1,1,0,128,0.0011,68
1705,32,10,1,1,1,0,64,0.0009,72
1706,32,10,1,1,1,0,32,0.0009,64
1707,32,10,1,1,1,0,16,0.0003,51
1708,32,10,1,1,2,0,1024,0.0002,54
1709,32,10,1,1,2,0,512,0.0002,51
1710,32,10,1,1,2,0,256,0.0002,49
1711,32,10,1,1,2,0,128,0.0007,62
1712,32,10,1,1,2,0,64,0.0007,63
1713,32,10,1,1,2,0,32,0.0007,67
1714,32,10,1,1,2,0,16,0.0002,68
1715,32,10,1,1,3,0,1024,0.0003,61
1716,32,10,1,1,3,0,512,0.0003,59
1717,32,10,1,1,3,0,256,0.0003,64
1718,32,10,1,1,3,0,128,0.0010,60
1719,32,10,1,1,3,0,64,0.0011,104
1720,32,10,1,1,3,0,32,0.0010,65
1721,32,10,1,1,3,0,16,0.0003,68
1722,32,10,1,2,1,0,1024,0.0003,57
1723,32,10,1,2,1,0,512,0.0003,47
1724,32,10,1,2,1,0,256,0.0003,54
1725,32,10,1,2,1,0,128,0.0012,60
1726,32,10,1,2,1,0,64,0.0012,61
1727,32,10,1,2,1,0,32,0.0009,49
1728,32,10,1,2,1,0,16,0.0004,56
1729,32,10,1,2,2,0,1024,0.0002,56
1730,32,10,1,2,2,0,512,0.0002,56
1731,32,10,1,2,2,0,256,0.0002,49
1732,32,10,1,2,2,0,128,0.0006,60
1733,32,10,1,2,2,0,64,0.0007,57
1734,32,10,1,2,2,0,32,0.0007,54
1735,32,10,1,2,2,0,16,0.0003,55
1736,32,10,1,2,3,0,1024,0.0003,66
1737,32,10,1,2,3,0,512,0.0003,56
1738,32,10,1,2,3,0,256,0.0003,63
1739,32,10,1,2,3,0,128,0.0011,66
1740,32,10,1,2,3,0,64,0.0010,69
1741,32,10,1,2,3,0,32,0.0009,67
1742,32,10,1,2,3,0,16,0.0003,68
1743,32,10,1,3,1,0,1024,0.0004,62
1744,32,10,1,3,1,0,512,0.0003,55
1745,32,10,1,3,1,0,256,0.0003,52
1746,32,10,1,3,1,0,128,0.0010,63
1747,32,10,1,3,1,0,64,0.0011,58
1748,32,10,1,3,1,0,32,0.0012,59
1749,32,10,1,3,1,0,16,0.0003,62
1750,32,10,1,3,2,0,1024,0.0002,53
1751,32,10,1,3,2,0,512,0.0002,53
1752,32,10,1,3,2,0,256,0.0002,46
1753,32,10,1,3,2,0,128,0.0008,53
1754,32,10,1,3,2,0,64,0.0009,56
1755,32,10,1,3,2,0,32,0.0007,53
1756,32,10,1,3,2,0,16,0.0003,59
1757,32,10,1,3,3,0,1024,0.0004,64
1758,32,10,1,3,3,0,512,0.0003,60
1759,32,10,1,3,3,0,256,0.0003,61
1760,32,10,1,3,3,0,128,0.0011,68
1761,32,10,1,3,3,0,64,0.0011,63
1762,32,10,1,3,3,0,32,0.0010,66
1763,32,10,1,3,3,0,16,0.0003,65
1764,32,10,2,1,1,0,1024,0.0003,51
1765,32,10,2,1,1,0,512,0.0003,53
1766,32,10,2,1,1,0,256,0.0003,55
1767,32,10,2,1,1,0,128,0.0004,49
1768,32,10,2,1,1,0,64,0.0004,49
1769,32,10,2,1,1,0,32,0.0004,52
1770,32,10,2,1,1,0,16,0.0003,58
1771,32,10,2,1,2,0,1024,0.0002,54
1772,32,10,2,1,2,0,512,0.0002,55
1773,32,10,2,1,2,0,256,0.0002,53
1774,32,10,2,1,2,0,128,0.0003,49
1775,32,10,2,1,2,0,64,0.0002,53
1776,32,10,2,1,2,0,32,0.0002,57
1777,32,10,2,1,2,0,16,0.0002,54
1778,32,10,2,1,3,0,1024,0.0003,63
1779,32,10,2,1,3,0,512,0.0003,68
1780,32,10,2,1,3,0,256,0.0003,61
1781,32,10,2,1,3,0,128,0.0003,61
1782,32,10,2,1,3,0,64,0.0003,62
1783,32,10,2,1,3,0,32,0.0003,64
1784,32,10,2,1,3,0,16,0.0003,69
1785,32,10,2,2,1,0,1024,0.0003,58
1786,32,10,2,2,1,0,512,0.0003,51
1787,32,10,2,2,1,0,256,0.0004,51
1788,32,10,2,2,1,0,128,0.0003,50
1789,32,10,2,2,1,0,64,0.0003,50
1790,32,10,2,2,1,0,32,0.0003,57
1791,32,10,2,2,1,0,16,0.0003,55
1792,32,10,2,2,2,0,1024,0.0002,56
1793,32,10,2,2,2,0,512,0.0002,55
1794,32,10,2,2,2,0,256,0.0002,51
1795,32,10,2,2,2,0,128,0.0002,49
1796,32,10,2,2,2,0,64,0.0002,47
1797,32,10,2,2,2,0,32,0.0002,50
1798,32,10,2,2,2,0,16,0.0002,54
1799,32,10,2,2,3,0,1024,0.0003,65
1800,32,10,2,2,3,0,512,0.0003,58
1801,32,10,2,2,3,0,256,0.0003,57
1802,32,10,2,2,3,0,128,0.0003,54
1803,32,10,2,2,3,0,64,0.0003,61
1804,32,10,2,2,3,0,32,0.0003,56
1805,32,10,2,2,3,0,16,0.0003,71
1806,32,10,2,3,1,0,1024,0.0003,49
1807,32,10,2,3,1,0,512,0.0003,51
1808,32,10,2,3,1,0,256,0.0004,58
1809,32,10,2,3,1,0,128,0.0004,49
1810,32,10,2,3,1,0,64,0.0005,50
1811,32,10,2,3,1,0,32,0.0003,52
1812,32,10,2,3,1,0,16,0.0004,61
1813,32,10,2,3,2,0,1024,0.0002,57
1814,32,10,2,3,2,0,512,0.0002,62
1815,32,10,2,3,2,0,256,0.0002,56
1816,32,10,2,3,2,0,128,0.0002,53
1817,32,10,2,3,2,0,64,0.0002,54
1818,32,10,2,3,2,0,32,0.0002,54
1819,32,10,2,3,2,0,16,0.0003,62
1820,32,10,2,3,3,0,1024,0.0004,76
1821,32,10,2,3,3,0,512,0.0004,76
1822,32,10,2,3,3,0,256,0.0004,80
1823,32,10,2,3,3,0,128,0.0004,80
1824,32,10,2,3,3,0,64,0.0004,81
1825,32,10,2,3,3,0,32,0.0004,79
1826,32,10,2,3,3,0,16,0.0004,92
1827,32,10,3,1,1,0,1024,0.0003,58
1828,32,10,3,1,1,0,512,0.0003,60
1829,32,10,3,1,1,0,256,0.0004,58
1830,32,10,3,1,1,0,128,0.0003,55
1831,32,10,3,1,1,0,64,0.0003,57
1832,32,10,3,1,1,0,32,0.0004,54
1833,32,10,3,1,1,0,16,0.0004,60
1834,32,10,3,1,2,0,1024,0.0002,55
1835,32,10,3,1,2,0,512,0.0003,48
1836,32,10,3,1,2,0,256,0.0002,48
1837,32,10,3,1,2,0,128,0.0002,52
1838,32,10,3,1,2,0,64,0.0002,48
1839,32,10,3,1,2,0,32,0.0002,49
1840,32,10,3,1,2,0,16,0.0002,61
1841,32,10,3,1,3,0,1024,0.0003,62
1842,32,10,3,1,3,0,512,0.0003,62
1843,32,10,3,1,3,0,256,0.0003,63
1844,32,10,3,1,3,0,128,0.0003,64
1845,32,10,3,1,3,0,64,0.0003,63
1846,32,10,3,1,3,0,32,0.0003,68
1847,32,10,3,1,3,0,16,0.0003,73
1848,32,10,3,2,1,0,1024,0.0004,50
1849,32,10,3,2,1,0,512,0.0004,48
1850,32,10,3,2,1,0,256,0.0003,54
1851,32,10,3,2,1,0,128,0.0004,60
1852,32,10,3,2,1,0,64,0.0003,53
1853,32,10,3,2,1,0,32,0.0003,48
1854,32,10,3,2,1,0,16,0.0004,57
1855,32,10,3,2,2,0,1024,0.0002,55
1856,32,10,3,2,2,0,512,0.0002,52
1857,32,10,3,2,2,0,256,0.0002,47
1858,32,10,3,2,2,0,128,0.0002,57
1859,32,10,3,2,2,0,64,0.0002,54
1860,32,10,3,2,2,0,32,0.0002,52
1861,32,10,3,2,2,0,16,0.0002,69
1862,32,10,3,2,3,0,1024,0.0004,84
1863,32,10,3,2,3,0,512,0.0004,72
1864,32,10,3,2,3,0,256,0.0004,75
1865,32,10,3,2,3,0,128,0.0004,77
1866,32,10,3,2,3,0,64,0.0004,81
1867,32,10,3,2,3,0,32,0.0004,78
1868,32,10,3,2,3,0,16,0.0004,91
1869,32,10,3,3,1,0,1024,0.0005,81
1870,32,10,3,3,1,0,512,0.0005,68
1871,32,10,3,3,1,0,256,0.0005,61
1872,32,10,3,3,1,0,128,0.0005,65
1873,32,10,3,3,1,0,64,0.0005,60
1874,32,10,3,3,1,0,32,0.0004,65
1875,32,10,3,3,1,0,16,0.0005,68
1876,32,10,3,3,2,0,1024,0.0004,78
1877,32,10,3,3,2,0,512,0.0004,73
1878,32,10,3,3,2,0,256,0.0003,75
1879,32,10,3,3,2,0,128,0.0004,70
1880,32,10,3,3,2,0,64,0.0003,71
1881,32,10,3,3,2,0,32,0.0003,70
1882,32,10,3,3,2,0,16,0.0004,83
1883,32,10,3,3,3,0,1024,0.0004,85
1884,32,10,3,3,3,0,512,0.0004,78
1885,32,10,3,3,3,0,256,0.0004,76
1886,32,10,3,3,3,0,128,0.0004,75
1887,32,10,3,3,3,0,64,0.0003,74
1888,32,10,3,3,3,0,32,0.0004,78
1889,32,10,3,3,3,0,16,0.0004,88
1890,32,11,1,1,1,0,1024,0.0003,66
1891,32,11,1,1,1,0,512,0.0003,69
1892,32,11,1,1,1,0,256,0.0003,64
1893,32,11,1,1,1,0,128,0.0010,69
1894,32,11,1,1,1,0,64,0.0011,68
1895,32,11,1,1,1,0,32,0.0010,64
1896,32,11,1,1,1,0,16,0.0004,68
1897,32,11,1,1,2,0,1024,0.0002,65
1898,32,11,1,1,2,0,512,0.0002,67
1899,32,11,1,1,2,0,256,0.0002,65
1900,32,11,1,1,2,0,128,0.0007,76
1901,32,11,1,1,2,0,64,0.0007,71
1902,32,11,1,1,2,0,32,0.0007,74
1903,32,11,1,1,2,0,16,0.0002,71
1904,32,11,1,1,3,0,1024,0.0003,80
1905,32,11,1,1,3,0,512,0.0003,75
1906,32,11,1,1,3,0,256,0.0003,84
1907,32,11,1,1,3,0,128,0.0010,87
1908,32,11,1,1,3,0,64,0.0011,93
1909,32,11,1,1,3,0,32,0.0009,92
1910,32,11,1,1,3,0,16,0.0003,86
1911,32,11,1,2,1,0,1024,0.0004,78
1912,32,11,1,2,1,0,512,0.0004,65
1913,32,11,1,2,1,0,256,0.0004,72
1914,32,11,1,2,1,0,128,0.0009,70
1915,32,11,1,2,1,0,64,0.0009,62
1916,32,11,1,2,1,0,32,0.0013,69
1917,32,11,1,2,1,0,16,0.0003,76
1918,32,11,1,2,2,0,1024,0.0002,73
1919,32,11,1,2,2,0,512,0.0002,78
1920,32,11,1,2,2,0,256,0.0002,63
1921,32,11,1,2,2,0,128,0.0007,72
1922,32,11,1,2,2,0,64,0.0007,69
1923,32,11,1,2,2,0,32,0.0006,68
1924,32,11,1,2,2,0,16,0.0003,69
1925,32,11,1,2,3,0,1024,0.0003,78
1926,32,11,1,2,3,0,512,0.0004,79
1927,32,11,1,2,3,0,256,0.0003,81
1928,32,11,1,2,3,0,128,0.0012,75
1929,32,11,1,2,3,0,64,0.0010,75
1930,32,11,1,2,3,0,32,0.0009,83
1931,32,11,1,2,3,0,16,0.0003,78
1932,32,11,1,3,1,0,1024,0.0003,83
1933,32,11,1,3,1,0,512,0.0004,66
1934,32,11,1,3,1,0,256,0.0004,64
1935,32,11,1,3,1,0,128,0.0010,74
1936,32,11,1,3,1,0,64,0.0010,70
1937,32,11,1,3,1,0,32,0.0010,72
1938,32,11,1,3,1,0,16,0.0003,77
1939,32,11,1,3,2,0,1024,0.0003,71
1940,32,11,1,3,2,0,512,0.0003,65
1941,32,11,1,3,2,0,256,0.0002,62
1942,32,11,1,3,2,0,128,0.0006,70
1943,32,11,1,3,2,0,64,0.0007,74
1944,32,11,1,3,2,0,32,0.0007,70
1945,32,11,1,3,2,0,16,0.0003,74
1946,32,11,1,3,3,0,1024,0.0003,76
1947,32,11,1,3,3,0,512,0.0003,79
1948,32,11,1,3,3,0,256,0.0003,85
1949,32,11,1,3,3,0,128,0.0010,78
1950,32,11,1,3,3,0,64,0.0010,81
1951,32,11,1,3,3,0,32,0.0010,77
1952,32,11,1,3,3,0,16,0.0003,81
1953,32,11,2,1,1,0,1024,0.0003,67
1954,32,11,2,1,1,0,512,0.0003,66
1955,32,11,2,1,1,0,256,0.0003,61
1956,32,11,2,1,1,0,128,0.0004,65
1957,32,11,2,1,1,0,64,0.0003,64
1958,32,11,2,1,1,0,32,0.0004,66
1959,32,11,2,1,1,0,16,0.0004,74
1960,32,11,2,1,2,0,1024,0.0002,74
1961,32,11,2,1,2,0,512,0.0003,71
1962,32,11,2,1,2,0,256,0.0002,68
1963,32,11,2,1,2,0,128,0.0002,67
1964,32,11,2,1,2,0,64,0.0002,68
1965,32,11,2,1,2,0,32,0.0002,66
1966,32,11,2,1,2,0,16,0.0002,71
1967,32,11,2,1,3,0,1024,0.0004,84
1968,32,11,2,1,3,0,512,0.0003,78
1969,32,11,2,1,3,0,256,0.0003,76
1970,32,11,2,1,3,0,128,0.0003,75
1971,32,11,2,1,3,0,64,0.0003,73
1972,32,11,2,1,3,0,32,0.0003,76
1973,32,11,2,1,3,0,16,0.0003,79
1974,32,11,2,2,1,0,1024,0.0003,68
1975,32,11,2,2,1,0,512,0.0003,71
1976,32,11,2,2,1,0,256,0.0004,70
1977,32,11,2,2,1,0,128,0.0003,68
1978,32,11,2,2,1,0,64,0.0003,68
1979,32,11,2,2,1,0,32,0.0003,66
1980,32,11,2,2,1,0,16,0.0004,73
1981,32,11,2,2,2,0,1024,0.0002,67
1982,32,11,2,2,2,0,512,0.0002,74
1983,32,11,2,2,2,0,256,0.0002,65
1984,32,11,2,2,2,0,128,0.0002,63
1985,32,11,2,2,2,0,64,0.0002,65
1986,32,11,2,2,2,0,32,0.0002,65
1987,32,11,2,2,2,0,16,0.0003,70
1988,32,11,2,2,3,0,1024,0.0003,77
1989,32,11,2,2,3,0,512,0.0004,81
1990,32,11,2,2,3,0,256,0.0003,70
1991,32,11,2,2,3,0,128,0.0003,78
1992,32,11,2,2,3,0,64,0.0003,71
1993,32,11,2,2,3,0,32,0.0003,71
1994,32,11,2,2,3,0,16,0.0003,82
1995,32,11,2,3,1,0,1024,0.0003,76
1996,32,11,2,3,1,0,512,0.0003,65
1997,32,11,2,3,1,0,256,0.0004,74
1998,32,11,2,3,1,0,128,0.0004,72
1999,32,11,2,3,1,0,64,0.0003,71
2000,32,11,2,3,1,0,32,0.0004,64
2001,32,11,2,3,1,0,16,0.0003,69
2002,32,11,2,3,2,0,1024,0.0002,72
2003,32,11,2,3,2,0,512,0.0003,73
2004,32,11,2,3,2,0,256,0.0002,67
2005,32,11,2,3,2,0,128,0.0003,68
2006,32,11,2,3,2,0,64,0.0003,65
2007,32,11,2,3,2,0,32,0.0003,71
2008,32,11,2,3,2,0,16,0.0003,71
2009,32,11,2,3,3,0,1024,0.0004,100
2010,32,11,2,3,3,0,512,0.0004,101
2011,32,11,2,3,3,0,256,0.0004,94
2012,32,11,2,3,3,0,128,0.0004,95
2013,32,11,2,3,3,0,64,0.0004,96
2014,32,11,2,3,3,0,32,0.0004,93
2015,32,11,2,3,3,0,16,0.0004,104
2016,32,11,3,1,1,0,1024,0.0003,72
2017,32,11,3,1,1,0,512,0.0003,69
2018,32,11,3,1,1,0,256,0.0003,74
2019,32,11,3,1,1,0,128,0.0003,74
2020,32,11,3,1,1,0,64,0.0004,68
2021,32,11,3,1,1,0,32,0.0004,69
2022,32,11,3,1,1,0,16,0.0003,74
2023,32,11,3,1,2,0,1024,0.0002,74
2024,32,11,3,1,2,0,512,0.0003,73
2025,32,11,3,1,2,0,256,0.0002,64
2026,32,11,3,1,2,0,128,0.0002,64
2027,32,11,3,1,2,0,64,0.0003,66
2028,32,11,3,1,2,0,32,0.0002,61
2029,32,11,3,1,2,0,16,0.0002,68
2030,32,11,3,1,3,0,1024,0.0004,81
2031,32,11,3,1,3,0,512,0.0003,82
2032,32,11,3,1,3,0,256,0.0003,81
2033,32,11,3,1,3,0,128,0.0003,83
2034,32,11,3,1,3,0,64,0.0004,80
2035,32,11,3,1,3,0,32,0.0003,84
2036,32,11,3,1,3,0,16,0.0003,78
2037,32,11,3,2,1,0,1024,0.0003,76
2038,32,11,3,2,1,0,512,0.0005,65
2039,32,11,3,2,1,0,256,0.0003,66
2040,32,11,3,2,1,0,128,0.0003,64
2041,32,11,3,2,1,0,64,0.0004,67
2042,32,11,3,2,1,0,32,0.0003,65
2043,32,11,3,2,1,0,16,0.0004,76
2044,32,11,3,2,2,0,1024,0.0003,70
2045,32,11,3,2,2,0,512,0.0002,71
2046,32,11,3,2,2,0,256,0.0002,70
2047,32,11,3,2,2,0,128,0.0003,73
2048,32,11,3,2,2,0,64,0.0003,71
2049,32,11,3,2,2,0,32,0.0003,65
2050,32,11,3,2,2,0,16,0.0002,73
2051,32,11,3,2,3,0,1024,0.0004,97
2052,32,11,3,2,3,0,512,0.0005,94
2053,32,11,3,2,3,0,256,0.0004,98
2055,32,11,3,2,3,0,64,0.0004,102
2056,32,11,3,2,3,0,32,0.0004,104
2057,32,11,3,2,3,0,16,0.0004,104
2058,32,11,3,3,1,0,1024,0.0005,90
2059,32,11,3,3,1,0,512,0.0005,82
2060,32,11,3,3,1,0,256,0.0005,78
2061,32,11,3,3,1,0,128,0.0005,88
2062,32,11,3,3,1,0,64,0.0005,90
2063,32,11,3,3,1,0,32,0.0005,90
2064,32,11,3,3,1,0,16,0.0005,97
2065,32,11,3,3,2,0,1024,0.0004,91
2066,32,11,3,3,2,0,512,0.0003,80
2067,32,11,3,3,2,0,256,0.0003,96
2068,32,11,3,3,2,0,128,0.0003,87
2069,32,11,3,3,2,0,64,0.0003,92
2070,32,11,3,3,2,0,32,0.0003,97
2071,32,11,3,3,2,0,16,0.0003,93
2072,32,11,3,3,3,0,1024,0.0004,101
2073,32,11,3,3,3,0,512,0.0004,104
2074,32,11,3,3,3,0,256,0.0004,105
2075,32,11,3,3,3,0,128,0.0004,104
2076,32,11,3,3,3,0,64,0.0004,98
2077,32,11,3,3,3,0,32,0.0004,108
2078,32,11,3,3,3,0,16,0.0004,106
2079,32,12,1,1,1,0,1024,0.0003,42
2080,32,12,1,1,1,0,512,0.0003,47
2081,32,12,1,1,1,0,256,0.0003,47
2082,32,12,1,1,1,0,128,0.0007,46
2083,32,12,1,1,1,0,64,0.0009,43
2084,32,12,1,1,1,0,32,0.0007,41
2085,32,12,1,1,1,0,16,0.0003,53
2086,32,12,1,1,2,0,1024,0.0002,41
2087,32,12,1,1,2,0,512,0.0002,49
2088,32,12,1,1,2,0,256,0.0002,43
2089,32,12,1,1,2,0,128,0.0004,61
2090,32,12,1,1,2,0,64,0.0005,61
2091,32,12,1,1,2,0,32,0.0006,65
2092,32,12,1,1,2,0,16,0.0002,51
2093,32,12,1,1,3,0,1024,0.0003,53
2094,32,12,1,1,3,0,512,0.0003,52
2095,32,12,1,1,3,0,256,0.0003,57
2096,32,12,1,1,3,0,128,0.0008,56
2097,32,12,1,1,3,0,64,0.0008,53
2098,32,12,1,1,3,0,32,0.0008,72
2099,32,12,1,1,3,0,16,0.0003,59
2100,32,12,1,2,1,0,1024,0.0003,47
2101,32,12,1,2,1,0,512,0.0002,48
2102,32,12,1,2,1,0,256,0.0003,43
2103,32,12,1,2,1,0,128,0.0008,50
2104,32,12,1,2,1,0,64,0.0009,53
2105,32,12,1,2,1,0,32,0.0008,54
2106,32,12,1,2,1,0,16,0.0003,52
2107,32,12,1,2,2,0,1024,0.0002,49
2108,32,12,1,2,2,0,512,0.0002,46
2109,32,12,1,2,2,0,256,0.0002,44
2110,32,12,1,2,2,0,128,0.0005,50
2111,32,12,1,2,2,0,64,0.0005,51
2112,32,12,1,2,2,0,32,0.0005,46
2113,32,12,1,2,2,0,16,0.0002,56
2114,32,12,1,2,3,0,1024,0.0003,60
2115,32,12,1,2,3,0,512,0.0003,50
2116,32,12,1,2,3,0,256,0.0003,51
2117,32,12,1,2,3,0,128,0.0009,63
2118,32,12,1,2,3,0,64,0.0008,60
2119,32,12,1,2,3,0,32,0.0008,57
2120,32,12,1,2,3,0,16,0.0004,58
2121,32,12,1,3,1,0,1024,0.0003,51
2122,32,12,1,3,1,0,512,0.0003,50
2123,32,12,1,3,1,0,256,0.0003,44
2124,32,12,1,3,1,0,128,0.0009,52
2125,32,12,1,3,1,0,64,0.0009,49
2126,32,12,1,3,1,0,32,0.0009,61
2127,32,12,1,3,1,0,16,0.0003,51
2128,32,12,1,3,2,0,1024,0.0002,52
2129,32,12,1,3,2,0,512,0.0002,41
2130,32,12,1,3,2,0,256,0.0003,45
2131,32,12,1,3,2,0,128,0.0006,50
2132,32,12,1,3,2,0,64,0.0006,50
2133,32,12,1,3,2,0,32,0.0007,52
2134,32,12,1,3,2,0,16,0.0003,53
2135,32,12,1,3,3,0,1024,0.0003,66
2136,32,12,1,3,3,0,512,0.0003,54
2137,32,12,1,3,3,0,256,0.0003,61
2138,32,12,1,3,3,0,128,0.0008,62
2139,32,12,1,3,3,0,64,0.0008,61
2140,32,12,1,3,3,0,32,0.0008,62
2141,32,12,1,3,3,0,16,0.0003,61
2142,32,12,2,1,1,0,1024,0.0003,50
2143,32,12,2,1,1,0,512,0.0003,47
2145,32,12,2,1,1,0,128,0.0002,52
2146,32,12,2,1,1,0,64,0.0003,44
2147,32,12,2,1,1,0,32,0.0003,48
2148,32,12,2,1,1,0,16,0.0003,49
2149,32,12,2,1,2,0,1024,0.0002,49
2150,32,12,2,1,2,0,512,0.0002,49
2151,32,12,2,1,2,0,256,0.0002,49
2152,32,12,2,1,2,0,128,0.0002,47
2153,32,12,2,1,2,0,64,0.0002,50
2154,32,12,2,1,2,0,32,0.0002,52
2155,32,12,2,1,2,0,16,0.0003,50
2156,32,12,2,1,3,0,1024,0.0003,57
2157,32,12,2,1,3,0,512,0.0003,54
2158,32,12,2,1,3,0,256,0.0003,48
2159,32,12,2,1,3,0,128,0.0003,54
2160,32,12,2,1,3,0,64,0.0003,50
2161,32,12,2,1,3,0,32,0.0003,50
2162,32,12,2,1,3,0,16,0.0003,59
2163,32,12,2,2,1,0,1024,0.0003,50
2164,32,12,2,2,1,0,512,0.0003,45
2165,32,12,2,2,1,0,256,0.0003,45
2166,32,12,2,2,1,0,128,0.0003,51
2167,32,12,2,2,1,0,64,0.0003,44
2168,32,12,2,2,1,0,32,0.0004,49
2169,32,12,2,2,1,0,16,0.0003,50
2170,32,12,2,2,2,0,1024,0.0002,50
2171,32,12,2,2,2,0,512,0.0002,47
2172,32,12,2,2,2,0,256,0.0002,44
2173,32,12,2,2,2,0,128,0.0002,55
2174,32,12,2,2,2,0,64,0.0002,47
2175,32,12,2,2,2,0,32,0.0002,47
2176,32,12,2,2,2,0,16,0.0002,54
2177,32,12,2,2,3,0,1024,0.0003,61
2178,32,12,2,2,3,0,512,0.0003,54
2179,32,12,2,2,3,0,256,0.0003,50
2180,32,12,2,2,3,0,128,0.0003,56
2181,32,12,2,2,3,0,64,0.0003,53
2182,32,12,2,2,3,0,32,0.0003,53
2183,32,12,2,2,3,0,16,0.0003,59
2184,32,12,2,3,1,0,1024,0.0003,47
2185,32,12,2,3,1,0,512,0.0003,44
2186,32,12,2,3,1,0,256,0.0004,47
2187,32,12,2,3,1,0,128,0.0003,48
2188,32,12,2,3,1,0,64,0.0003,45
2189,32,12,2,3,1,0,32,0.0003,45
2190,32,12,2,3,1,0,16,0.0004,52
2191,32,12,2,3,2,0,1024,0.0003,48
2192,32,12,2,3,2,0,512,0.0003,51
2193,32,12,2,3,2,0,256,0.0002,54
2194,32,12,2,3,2,0,128,0.0002,48
2195,32,12,2,3,2,0,64,0.0003,52
2196,32,12,2,3,2,0,32,0.0003,46
2197,32,12,2,3,2,0,16,0.0003,58
2198,32,12,2,3,3,0,1024,0.0004,80
2199,32,12,2,3,3,0,512,0.0004,79
2200,32,12,2,3,3,0,256,0.0003,70
2201,32,12,2,3,3,0,128,0.0003,76
2202,32,12,2,3,3,0,64,0.0004,82
2203,32,12,2,3,3,0,32,0.0004,65
2204,32,12,2,3,3,0,16,0.0004,78
2205,32,12,3,1,1,0,1024,0.0003,54
2206,32,12,3,1,1,0,512,0.0003,53
2207,32,12,3,1,1,0,256,0.0003,52
2208,32,12,3,1,1,0,128,0.0003,47
2209,32,12,3,1,1,0,64,0.0003,56
2210,32,12,3,1,1,0,32,0.0003,47
2211,32,12,3,1,1,0,16,0.0003,63
2212,32,12,3,1,2,0,1024,0.0002,47
2213,32,12,3,1,2,0,512,0.0002,50
2214,32,12,3,1,2,0,256,0.0002,50
2215,32,12,3,1,2,0,128,0.0002,48
2216,32,12,3,1,2,0,64,0.0002,47
2217,32,12,3,1,2,0,32,0.0002,51
2218,32,12,3,1,2,0,16,0.0002,63
2219,32,12,3,1,3,0,1024,0.0003,57
2220,32,12,3,1,3,0,512,0.0003,63
2221,32,12,3,1,3,0,256,0.0003,64
2222,32,12,3,1,3,0,128,0.0003,58
2223,32,12,3,1,3,0,64,0.0003,58
2224,32,12,3,1,3,0,32,0.0003,60
2225,32,12,3,1,3,0,16,0.0003,68
2226,32,12,3,2,1,0,1024,0.0004,50
2227,32,12,3,2,1,0,512,0.0003,51
2228,32,12,3,2,1,0,256,0.0003,49
2229,32,12,3,2,1,0,128,0.0003,52
2230,32,12,3,2,1,0,64,0.0003,47
2231,32,12,3,2,1,0,32,0.0003,51
2232,32,12,3,2,1,0,16,0.0004,52
2233,32,12,3,2,2,0,1024,0.0002,52
2234,32,12,3,2,2,0,512,0.0002,52
2235,32,12,3,2,2,0,256,0.0002,48
2236,32,12,3,2,2,0,128,0.0002,58
2237,32,12,3,2,2,0,64,0.0002,60
2238,32,12,3,2,2,0,32,0.0002,50
2239,32,12,3,2,2,0,16,0.0002,55
2240,32,12,3,2,3,0,1024,0.0004,75
2241,32,12,3,2,3,0,512,0.0004,73
2242,32,12,3,2,3,0,256,0.0003,76
2243,32,12,3,2,3,0,128,0.0004,68
2244,32,12,3,2,3,0,64,0.0004,78
2245,32,12,3,2,3,0,32,0.0003,82
2246,32,12,3,2,3,0,16,0.0004,79
2247,32,12,3,3,1,0,1024,0.0005,67
2248,32,12,3,3,1,0,512,0.0005,76
2249,32,12,3,3,1,0,256,0.0005,66
2250,32,12,3,3,1,0,128,0.0005,70
2251,32,12,3,3,1,0,64,0.0005,73
2252,32,12,3,3,1,0,32,0.0005,67
2253,32,12,3,3,1,0,16,0.0005,74
2254,32,12,3,3,2,0,1024,0.0003,70
2255,32,12,3,3,2,0,512,0.0003,71
2256,32,12,3,3,2,0,256,0.0003,59
2257,32,12,3,3,2,0,128,0.0003,73
2258,32,12,3,3,2,0,64,0.0004,62
2259,32,12,3,3,2,0,32,0.0003,63
2260,32,12,3,3,2,0,16,0.0003,65
2261,32,12,3,3,3,0,1024,0.0004,87
2262,32,12,3,3,3,0,512,0.0004,86
2263,32,12,3,3,3,0,256,0.0004,80
2265,32,12,3,3,3,0,64,0.0004,83
2266,32,12,3,3,3,0,32,0.0004,85
2267,32,12,3,3,3,0,16,0.0004,86
2268,32,13,1,1,1,0,1024,0.0004,82
2269,32,13,1,1,1,0,512,0.0003,70
2270,32,13,1,1,1,0,256,0.0003,67
2271,32,13,1,1,1,0,128,0.0010,73
2272,32,13,1,1,1,0,64,0.0008,71
2273,32,13,1,1,1,0,32,0.0010,73
2274,32,13,1,1,1,0,16,0.0003,61
2275,32,13,1,1,2,0,1024,0.0002,73
2276,32,13,1,1,2,0,512,0.0002,72
2277,32,13,1,1,2,0,256,0.0002,78
2278,32,13,1,1,2,0,128,0.0007,87
2279,32,13,1,1,2,0,64,0.0007,85
