Parameter,Throughput_Value,Tool,Resource_Type,Resource_Value,Flow
Throughput,2.4991065694014387,catapult,CLB,782,latency
Throughput,2.4991065694014387,catapult,LUT,4662,latency
Throughput,2.4991065694014387,catapult,FF,934,latency
Throughput,2.4991065694014387,catapult,DSP,17,latency
Throughput,2.4991065694014387,catapult,BRAM,1,latency
Throughput,2.624086489890707,catapult,CLB,1223,latency
Throughput,2.624086489890707,catapult,LUT,7242,latency
Throughput,2.624086489890707,catapult,FF,1184,latency
Throughput,2.624086489890707,catapult,DSP,17,latency
Throughput,2.624086489890707,catapult,BRAM,1,latency
Throughput,2.8315136139174557,catapult,CLB,2146,latency
Throughput,2.8315136139174557,catapult,LUT,13019,latency
Throughput,2.8315136139174557,catapult,FF,1374,latency
Throughput,2.8315136139174557,catapult,DSP,17,latency
Throughput,2.8315136139174557,catapult,BRAM,1,latency
Throughput,3.0341002527405507,catapult,CLB,316,latency
Throughput,3.0341002527405507,catapult,LUT,1779,latency
Throughput,3.0341002527405507,catapult,FF,605,latency
Throughput,3.0341002527405507,catapult,DSP,10,latency
Throughput,3.0341002527405507,catapult,BRAM,1,latency
Throughput,2.947739525944529,catapult,CLB,353,latency
Throughput,2.947739525944529,catapult,LUT,2027,latency
Throughput,2.947739525944529,catapult,FF,608,latency
Throughput,2.947739525944529,catapult,DSP,10,latency
Throughput,2.947739525944529,catapult,BRAM,1,latency
Throughput,3.056486935046596,catapult,CLB,397,latency
Throughput,3.056486935046596,catapult,LUT,2395,latency
Throughput,3.056486935046596,catapult,FF,649,latency
Throughput,3.056486935046596,catapult,DSP,10,latency
Throughput,3.056486935046596,catapult,BRAM,1,latency
Throughput,3.123760257647746,catapult,CLB,545,latency
Throughput,3.123760257647746,catapult,LUT,3045,latency
Throughput,3.123760257647746,catapult,FF,734,latency
Throughput,3.123760257647746,catapult,DSP,10,latency
