n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2,lut,ff,dsp,bram
2527,4,5,3,2,460800,0,0.335949,964,5154,1244,34,1
2528,4,5,3,2,230400,0,0.343542,1064,5871,1286,35,1
2529,4,5,3,2,115200,0,0.345417,1260,7078,1322,35,1
2530,4,5,3,2,57600,0,0.346572,1711,10409,1584,35,1
2534,4,5,3,3,460800,0,0.339376,1093,5571,1452,52,1
2535,4,5,3,3,230400,0,0.326008,1060,5958,1488,52,1
2536,4,5,3,3,115200,0,0.351135,1309,7478,1516,52,1
2537,4,5,3,3,57600,0,0.359391,1792,10578,1820,52,1
2541,4,5,3,4,460800,0,0.336678,2133,10094,1308,125,1
2542,4,5,3,4,230400,0,0.329049,2055,10580,1430,125,1
2543,4,5,3,4,115200,0,0.325433,2644,12950,1501,125,1
2544,4,5,3,4,57600,0,0.328670,2977,16213,1528,125,1
2548,4,5,3,5,460800,0,0.343732,2021,8453,1234,155,1
2549,4,5,3,5,230400,0,0.332617,2135,9602,1266,155,1
2550,4,5,3,5,115200,0,0.387283,2253,10854,1556,155,1
2555,4,5,4,1,460800,0,0.312914,544,3162,707,17,1
2556,4,5,4,1,230400,0,0.321315,673,3438,771,17,1
2557,4,5,4,1,115200,0,0.323625,776,4191,822,17,1
2558,4,5,4,1,57600,0,0.311070,965,5755,872,17,1
2562,4,5,4,2,460800,0,0.348438,840,4492,1122,35,1
2563,4,5,4,2,230400,0,0.323737,942,5170,1060,35,1
2564,4,5,4,2,115200,0,0.329102,1120,6357,1182,35,1
2565,4,5,4,2,57600,0,0.323122,1388,8282,1182,35,1
2569,4,5,4,3,460800,0,0.328077,958,5195,1162,52,1
2570,4,5,4,3,230400,0,0.317515,1026,5667,1183,52,1
2571,4,5,4,3,115200,0,0.333312,1240,6780,1238,52,1
2572,4,5,4,3,57600,0,0.341098,1594,9023,1353,52,1
2576,4,5,4,4,460800,0,0.342258,1759,8378,1117,125,1
2577,4,5,4,4,230400,0,0.334902,1859,9193,1210,125,1
2578,4,5,4,4,115200,0,0.328998,2260,11191,1187,125,1
2579,4,5,4,4,57600,0,0.320599,2760,14869,1188,125,1
2583,4,5,4,5,460800,0,0.326866,1826,8197,804,155,1
2584,4,5,4,5,230400,0,0.334597,1849,8836,833,155,1
2585,4,5,4,5,115200,0,0.320775,1986,9431,870,155,1
2590,4,5,5,1,460800,0,0.329244,632,3711,1149,17,1
2591,4,5,5,1,230400,0,0.317295,757,4394,1116,17,1
2592,4,5,5,1,115200,0,0.310709,968,5707,1258,17,1
2593,4,5,5,1,57600,0,0.326362,1414,8535,1536,17,1
2597,4,5,5,2,460800,0,0.355549,1105,5954,1519,35,1
2598,4,5,5,2,230400,0,0.347073,1123,6776,1407,35,1
2599,4,5,5,2,115200,0,0.347379,1512,9062,1614,35,1
2600,4,5,5,2,57600,0,0.329378,2296,13764,1828,35,1
2604,4,5,5,3,460800,0,0.335754,1226,6452,1597,52,1
2605,4,5,5,3,230400,0,0.330714,1281,6893,1558,52,1
2606,4,5,5,3,115200,0,0.339304,1593,8831,1749,52,1
2607,4,5,5,3,57600,0,0.323384,2584,15039,2062,52,1
2611,4,5,5,4,460800,0,0.329658,2034,10546,1575,125,1
2612,4,5,5,4,230400,0,0.356166,2522,12393,1623,125,1
2613,4,5,5,4,115200,0,0.340402,2582,13935,1709,125,1
2618,4,5,5,5,460800,0,0.343695,2102,9436,1514,155,1
2620,4,5,5,5,115200,0,0.331669,2513,12863,1733,155,1
2625,8,1,1,1,460800,0,0.383827,319,1846,519,9,1
2626,8,1,1,1,230400,0,0.388191,334,1999,447,9,1
2627,8,1,1,1,115200,0,0.396546,410,2360,486,9,1
2628,8,1,1,1,57600,0,0.355361,569,3108,559,9,1
2632,8,1,1,2,460800,0,0.364243,378,2149,541,9,1
2633,8,1,1,2,230400,0,0.390274,422,2400,644,9,1
2634,8,1,1,2,115200,0,0.375383,479,2818,609,9,1
2635,8,1,1,2,57600,0,0.381853,684,3735,739,9,1
2639,8,1,1,3,460800,0,0.364945,355,2035,509,11,1
2640,8,1,1,3,230400,0,0.356414,387,2206,513,10,1
2641,8,1,1,3,115200,0,0.362335,481,2633,552,10,1
2642,8,1,1,3,57600,0,0.350953,694,3483,632,10,1
2646,8,1,1,4,460800,0,0.384357,429,2567,552,13,1
2647,8,1,1,4,230400,0,0.358440,508,2858,561,14,1
2648,8,1,1,4,115200,0,0.380607,606,3614,658,14,1
2649,8,1,1,4,57600,0,0.361093,874,4744,643,14,1
2653,8,1,1,5,460800,0,0.376195,389,2344,628,17,1
2654,8,1,1,5,230400,0,0.392730,429,2439,697,17,1
2655,8,1,1,5,115200,0,0.388476,562,2936,641,17,1
2656,8,1,1,5,57600,0,0.360076,720,3830,681,17,1
2660,8,1,2,1,460800,0,0.379077,350,2054,485,9,1
2661,8,1,2,1,230400,0,0.365606,390,2320,498,9,1
2662,8,1,2,1,115200,0,0.367076,507,2876,545,9,1
2663,8,1,2,1,57600,0,0.350902,703,3957,629,9,1
2667,8,1,2,2,460800,0,0.374407,482,2660,594,9,1
2668,8,1,2,2,230400,0,0.348610,505,2896,604,9,1
2669,8,1,2,2,115200,0,0.356654,622,3673,645,9,1
2670,8,1,2,2,57600,0,0.362189,867,4997,711,9,1
2674,8,1,2,3,460800,0,0.367249,429,2459,691,11,1
2675,8,1,2,3,230400,0,0.355075,479,2726,670,10,1
2676,8,1,2,3,115200,0,0.348545,588,3297,722,10,1
2677,8,1,2,3,57600,0,0.372915,881,5006,808,10,1
2681,8,1,2,4,460800,0,0.369113,565,3300,600,13,1
2682,8,1,2,4,230400,0,0.378820,638,3801,611,14,1
2683,8,1,2,4,115200,0,0.351494,876,5029,646,14,1
2684,8,1,2,4,57600,0,0.364055,1156,7061,697,14,1
2688,8,1,2,5,460800,0,0.391208,506,2844,605,17,1
2689,8,1,2,5,230400,0,0.413761,568,3223,684,17,1
2690,8,1,2,5,115200,0,0.362427,705,3919,669,17,1
2691,8,1,2,5,57600,0,0.387445,1068,5721,799,17,1
2695,8,1,3,1,460800,0,0.387497,422,2453,682,9,1
2696,8,1,3,1,230400,0,0.420032,519,2991,685,9,1
2697,8,1,3,1,115200,0,0.382053,658,3835,795,9,1
2698,8,1,3,1,57600,0,0.361909,1056,6088,1006,9,1
2702,8,1,3,2,460800,0,0.368050,552,3459,733,9,1
2703,8,1,3,2,230400,0,0.387149,689,3989,823,9,1
2704,8,1,3,2,115200,0,0.366199,892,5455,824,9,1
2705,8,1,3,2,57600,0,0.357902,1411,8419,968,9,1
2709,8,1,3,3,460800,0,0.371012,562,3235,743,11,1
2710,8,1,3,3,230400,0,0.360429,654,3694,749,10,1
2711,8,1,3,3,115200,0,0.369161,926,5083,860,10,1
2712,8,1,3,3,57600,0,0.364566,1416,7903,1072,10,1
2716,8,1,3,4,460800,0,0.401477,758,4815,851,13,1
2717,8,1,3,4,230400,0,0.394183,886,5612,933,14,1
2718,8,1,3,4,115200,0,0.386214,1189,7591,945,14,1
2719,8,1,3,4,57600,0,0.365313,2027,12667,1068,14,1
2723,8,1,3,5,460800,0,0.383185,596,3627,967,17,1
2724,8,1,3,5,230400,0,0.382118,733,4276,796,17,1
2725,8,1,3,5,115200,0,0.395424,982,5769,956,17,1
2726,8,1,3,5,57600,0,0.364610,1370,8391,1154,17,1
2730,8,1,4,1,460800,0,0.353627,376,2204,518,9,1
2731,8,1,4,1,230400,0,0.392014,432,2583,525,9,1
2732,8,1,4,1,115200,0,0.349633,579,3264,575,9,1
2733,8,1,4,1,57600,0,0.357083,820,4665,664,9,1
2737,8,1,4,2,460800,0,0.349805,495,2911,676,9,1
2738,8,1,4,2,230400,0,0.366594,568,3403,664,9,1
2739,8,1,4,2,115200,0,0.357341,784,4572,714,9,1
2740,8,1,4,2,57600,0,0.358243,1105,6554,777,9,1
2744,8,1,4,3,460800,0,0.352102,495,2767,591,11,1
2745,8,1,4,3,230400,0,0.363374,550,3288,599,10,1
2746,8,1,4,3,115200,0,0.349912,742,4157,650,10,1
2747,8,1,4,3,57600,0,0.371210,1019,6258,734,10,1
2751,8,1,4,4,460800,0,0.382847,652,3916,716,13,1
2752,8,1,4,4,230400,0,0.367306,755,4616,668,14,1
2753,8,1,4,4,115200,0,0.369281,1046,6515,797,14,1
2754,8,1,4,4,57600,0,0.369539,1550,9367,758,14,1
2758,8,1,4,5,460800,0,0.370695,538,3238,698,17,1
2759,8,1,4,5,230400,0,0.374001,644,3903,717,17,1
2760,8,1,4,5,115200,0,0.408696,871,5119,719,17,1
2761,8,1,4,5,57600,0,0.387355,1197,6842,818,17,1
2765,8,1,5,1,460800,0,0.387796,492,2860,827,9,1
2766,8,1,5,1,230400,0,0.422073,633,3466,841,9,1
2767,8,1,5,1,115200,0,0.370405,763,4582,980,9,1
2768,8,1,5,1,57600,0,0.378783,1198,7319,1261,9,1
2772,8,1,5,2,460800,0,0.381743,715,4311,894,9,1
2773,8,1,5,2,230400,0,0.376414,857,5293,908,9,1
2774,8,1,5,2,115200,0,0.365515,1198,7254,1024,9,1
2775,8,1,5,2,57600,0,0.370449,1819,10741,1268,9,1
2779,8,1,5,3,460800,0,0.389112,667,4090,882,11,1
2780,8,1,5,3,230400,0,0.398191,736,4376,896,10,1
2781,8,1,5,3,115200,0,0.376326,1035,6505,1103,10,1
2782,8,1,5,3,57600,0,0.363673,1864,11978,1324,9,1
2786,8,1,5,4,460800,0,0.390912,975,6150,981,13,1
2787,8,1,5,4,230400,0,0.374052,1117,7049,994,13,1
2788,8,1,5,4,115200,0,0.394705,1432,9469,1112,13,1
2789,8,1,5,4,57600,0,0.353507,2518,15578,1449,13,1
2793,8,1,5,5,460800,0,0.401283,780,4660,934,17,1
2795,8,1,5,5,115200,0,0.381085,1223,7242,1184,17,1
2800,8,2,1,1,460800,0,0.329587,316,1779,605,10,1
2801,8,2,1,1,230400,0,0.339243,353,2027,608,10,1
2802,8,2,1,1,115200,0,0.327173,397,2395,649,10,1
2803,8,2,1,1,57600,0,0.320127,545,3045,734,10,1
2807,8,2,1,2,460800,0,0.320932,423,2350,713,14,1
2808,8,2,1,2,230400,0,0.340872,493,2582,751,14,1
2809,8,2,1,2,115200,0,0.339910,616,3130,752,14,1
2810,8,2,1,2,57600,0,0.328311,703,4032,815,14,1
2814,8,2,1,3,460800,0,0.370116,430,2514,700,18,1
2815,8,2,1,3,230400,0,0.345327,490,2652,704,18,1
2816,8,2,1,3,115200,0,0.358045,583,3040,748,18,1
2817,8,2,1,3,57600,0,0.384247,704,3988,833,18,1
2821,8,2,1,4,460800,0,0.334843,655,3324,887,29,1
2822,8,2,1,4,230400,0,0.316635,666,3686,789,29,1
2823,8,2,1,4,115200,0,0.323953,791,4299,852,29,1
2824,8,2,1,4,57600,0,0.327662,1028,5784,936,29,1
2828,8,2,1,5,460800,0,0.353551,642,3118,956,35,1
2829,8,2,1,5,230400,0,0.353983,671,3359,923,35,1
2830,8,2,1,5,115200,0,0.345327,728,3760,906,35,1
2831,8,2,1,5,57600,0,0.336044,911,4662,1076,35,1
2835,8,2,2,1,460800,0,0.344346,342,2102,655,10,1
2836,8,2,2,1,230400,0,0.327925,385,2368,697,10,1
2837,8,2,2,1,115200,0,0.317628,541,2827,715,10,1
2838,8,2,2,1,57600,0,0.319019,669,3994,814,10,1
2842,8,2,2,2,460800,0,0.392896,508,2844,687,14,1
2843,8,2,2,2,230400,0,0.348287,551,3147,704,14,1
2844,8,2,2,2,115200,0,0.325665,745,3876,742,14,1
2845,8,2,2,2,57600,0,0.338666,950,5439,804,14,1
2849,8,2,2,3,460800,0,0.339381,503,2879,749,18,1
2850,8,2,2,3,230400,0,0.337816,551,3128,755,18,1
2851,8,2,2,3,115200,0,0.333025,691,4015,805,18,1
2852,8,2,2,3,57600,0,0.361251,1009,5522,906,18,1
2856,8,2,2,4,460800,0,0.343372,745,4073,971,29,1
2857,8,2,2,4,230400,0,0.362069,802,4398,1042,28,1
2858,8,2,2,4,115200,0,0.364966,997,5556,908,28,1
2859,8,2,2,4,57600,0,0.336709,1217,7242,1024,28,1
2863,8,2,2,5,460800,0,0.334976,652,3435,968,35,1
2864,8,2,2,5,230400,0,0.335401,658,3673,915,35,1
2865,8,2,2,5,115200,0,0.352885,801,4314,965,35,1
2866,8,2,2,5,57600,0,0.372861,1062,6051,1083,35,1
2870,8,2,3,1,460800,0,0.344786,447,2549,861,9,1
2871,8,2,3,1,230400,0,0.334115,519,3053,860,9,1
2872,8,2,3,1,115200,0,0.326501,737,3883,973,9,1
2873,8,2,3,1,57600,0,0.356256,1040,6251,1183,9,1
2877,8,2,3,2,460800,0,0.340444,633,3649,965,13,1
2878,8,2,3,2,230400,0,0.352205,736,4275,910,13,1
2879,8,2,3,2,115200,0,0.353549,952,5655,980,13,1
2880,8,2,3,2,57600,0,0.362117,1453,8827,1231,13,1
2884,8,2,3,3,460800,0,0.350609,671,3738,947,17,1
2885,8,2,3,3,230400,0,0.348136,731,4243,999,17,1
2886,8,2,3,3,115200,0,0.352965,943,5615,1116,17,1
2887,8,2,3,3,57600,0,0.357015,1381,8494,1295,17,1
2891,8,2,3,4,460800,0,0.378186,910,5440,1177,28,1
2892,8,2,3,4,230400,0,0.334383,1098,6156,1253,29,1
2893,8,2,3,4,115200,0,0.335006,1419,8377,1229,29,1
2894,8,2,3,4,57600,0,0.329497,2265,13329,1489,29,1
2898,8,2,3,5,460800,0,0.344260,806,4549,1196,34,1
2899,8,2,3,5,230400,0,0.353218,953,5384,1235,34,1
2900,8,2,3,5,115200,0,0.343637,1252,7092,1332,34,1
2901,8,2,3,5,57600,0,0.370218,1647,9884,1602,34,1
2905,8,2,4,1,460800,0,0.326928,413,2362,691,9,1
2906,8,2,4,1,230400,0,0.327100,470,2815,752,9,1
2907,8,2,4,1,115200,0,0.320028,587,3495,741,9,1
2908,8,2,4,1,57600,0,0.362039,863,5182,840,9,1
2912,8,2,4,2,460800,0,0.341838,551,3285,854,14,1
2913,8,2,4,2,230400,0,0.314757,642,3658,837,14,1
2914,8,2,4,2,115200,0,0.325318,808,4738,887,14,1
2915,8,2,4,2,57600,0,0.322117,1152,6677,950,14,1
2919,8,2,4,3,460800,0,0.336875,584,3306,822,18,1
2920,8,2,4,3,230400,0,0.325969,650,3714,769,18,1
2921,8,2,4,3,115200,0,0.328748,933,5164,825,18,1
2922,8,2,4,3,57600,0,0.346649,1173,6775,949,18,1
2926,8,2,4,4,460800,0,0.356526,775,4479,1037,28,1
2927,8,2,4,4,230400,0,0.372238,972,5421,1032,28,1
2928,8,2,4,4,115200,0,0.371874,1177,7039,999,28,1
2929,8,2,4,4,57600,0,0.333341,1534,9524,1176,28,1
2933,8,2,4,5,460800,0,0.345135,697,4190,1063,35,1
2934,8,2,4,5,230400,0,0.326314,930,5217,953,35,1
2935,8,2,4,5,115200,0,0.350406,1115,6304,1031,35,1
2936,8,2,4,5,57600,0,0.330627,1496,8829,1108,35,1
2940,8,2,5,1,460800,0,0.368702,509,3054,1077,9,1
2941,8,2,5,1,230400,0,0.324975,618,3695,990,9,1
2942,8,2,5,1,115200,0,0.330745,829,4916,1134,9,1
2943,8,2,5,1,57600,0,0.329018,1275,7762,1423,9,1
2947,8,2,5,2,460800,0,0.340087,810,4654,1104,13,1
2948,8,2,5,2,230400,0,0.336927,903,5240,1130,13,1
2949,8,2,5,2,115200,0,0.341304,1194,7358,1238,13,1
2950,8,2,5,2,57600,0,0.341324,1893,11499,1475,13,1
2954,8,2,5,3,460800,0,0.321579,731,4311,1144,17,1
2955,8,2,5,3,230400,0,0.316712,838,4933,1066,17,1
2956,8,2,5,3,115200,0,0.363776,1116,6655,1255,17,1
2957,8,2,5,3,57600,0,0.348997,1797,11057,1500,17,1
2961,8,2,5,4,460800,0,0.347794,1060,6300,1309,29,1
2962,8,2,5,4,230400,0,0.357192,1238,7428,1334,29,1
2963,8,2,5,4,115200,0,0.332862,1815,11044,1468,29,1
2968,8,2,5,5,460800,0,0.354414,852,4772,1407,34,1
2970,8,2,5,5,115200,0,0.387838,1274,7667,1435,34,1
2975,8,3,1,1,460800,0,0.318161,373,2117,639,11,1
2976,8,3,1,1,230400,0,0.322838,420,2323,642,11,1
2977,8,3,1,1,115200,0,0.331513,492,2673,682,11,1
2978,8,3,1,1,57600,0,0.342639,576,3350,769,11,1
2982,8,3,1,2,460800,0,0.311975,509,2855,875,18,1
2983,8,3,1,2,230400,0,0.328043,551,3104,826,18,1
2984,8,3,1,2,115200,0,0.305281,655,3559,828,18,1
2985,8,3,1,2,57600,0,0.310504,811,4514,888,18,1
2989,8,3,1,3,460800,0,0.310617,614,3288,789,34,1
2990,8,3,1,3,230400,0,0.345072,656,3477,817,34,1
2991,8,3,1,3,115200,0,0.326892,684,3874,868,34,1
2992,8,3,1,3,57600,0,0.313710,914,4736,901,34,1
2996,8,3,1,4,460800,0,0.328996,859,4155,995,41,1
2997,8,3,1,4,230400,0,0.355071,794,4431,1037,41,1
2998,8,3,1,4,115200,0,0.320625,1002,5104,1029,41,1
2999,8,3,1,4,57600,0,0.309181,1159,6214,1196,41,1
3003,8,3,1,5,460800,0,0.343940,808,4088,1111,52,1
3004,8,3,1,5,230400,0,0.333342,887,4180,1096,52,1
3005,8,3,1,5,115200,0,0.313918,941,4602,1095,52,1
3006,8,3,1,5,57600,0,0.328439,1076,5797,1303,52,1
3010,8,3,2,1,460800,0,0.311679,421,2501,710,10,1
3011,8,3,2,1,230400,0,0.300419,473,2792,722,11,1
3012,8,3,2,1,115200,0,0.313683,609,3267,741,11,1
3013,8,3,2,1,57600,0,0.319712,792,4466,840,11,1
3017,8,3,2,2,460800,0,0.311531,601,3268,903,18,1
3018,8,3,2,2,230400,0,0.306615,620,3640,869,18,1
3019,8,3,2,2,115200,0,0.304463,786,4337,959,18,1
3020,8,3,2,2,57600,0,0.285355,1079,6124,988,18,1
3024,8,3,2,3,460800,0,0.323293,700,3598,861,34,1
3025,8,3,2,3,230400,0,0.326038,740,4036,902,34,1
3026,8,3,2,3,115200,0,0.335110,857,4356,957,34,1
3027,8,3,2,3,57600,0,0.308600,1143,6355,1050,34,1
3031,8,3,2,4,460800,0,0.327252,920,4715,1170,41,1
3032,8,3,2,4,230400,0,0.300156,1053,5277,1229,41,1
3033,8,3,2,4,115200,0,0.352197,1104,6561,1114,41,1
3034,8,3,2,4,57600,0,0.339493,1337,8387,1199,41,1
3038,8,3,2,5,460800,0,0.303498,1034,4753,1175,52,1
3039,8,3,2,5,230400,0,0.326168,971,5215,1103,52,1
3040,8,3,2,5,115200,0,0.329656,1136,5785,1179,52,1
3041,8,3,2,5,57600,0,0.335611,1337,7855,1327,52,1
3045,8,3,3,1,460800,0,0.347087,473,2906,884,10,1
3046,8,3,3,1,230400,0,0.316224,578,3444,884,10,1
3047,8,3,3,1,115200,0,0.307452,723,4361,996,10,1
3048,8,3,3,1,57600,0,0.308985,1051,6460,1205,10,1
3052,8,3,3,2,460800,0,0.309790,739,4199,967,17,1
3053,8,3,3,2,230400,0,0.340597,789,4770,1039,17,1
3054,8,3,3,2,115200,0,0.324454,1068,6214,1076,17,1
3055,8,3,3,2,57600,0,0.329860,1485,9316,1262,17,1
3059,8,3,3,3,460800,0,0.337061,756,3991,1110,34,1
3060,8,3,3,3,230400,0,0.325053,831,4632,1185,34,1
3061,8,3,3,3,115200,0,0.327915,1148,6073,1337,34,1
3062,8,3,3,3,57600,0,0.345647,1498,8975,1531,34,1
3066,8,3,3,4,460800,0,0.340434,1081,5913,1361,41,1
3067,8,3,3,4,230400,0,0.314778,1180,6712,1366,41,1
3068,8,3,3,4,115200,0,0.316031,1567,8890,1528,41,1
3069,8,3,3,4,57600,0,0.308569,2122,12884,1680,41,1
3073,8,3,3,5,460800,0,0.361565,966,4780,1510,51,1
3074,8,3,3,5,230400,0,0.340746,1084,5938,1457,52,1
3075,8,3,3,5,115200,0,0.345067,1282,7440,1448,52,1
3076,8,3,3,5,57600,0,0.339194,1824,9944,1794,52,1
3080,8,3,4,1,460800,0,0.343079,490,2863,735,11,1
3081,8,3,4,1,230400,0,0.299900,577,3180,718,10,1
3082,8,3,4,1,115200,0,0.307958,686,3781,764,11,1
3083,8,3,4,1,57600,0,0.316164,941,5492,867,11,1
3087,8,3,4,2,460800,0,0.319015,678,3829,826,18,1
3088,8,3,4,2,230400,0,0.309522,740,4392,781,18,1
3089,8,3,4,2,115200,0,0.312134,992,5598,836,18,1
3090,8,3,4,2,57600,0,0.309688,1334,7717,905,18,1
3094,8,3,4,3,460800,0,0.320303,741,4265,922,34,1
3095,8,3,4,3,230400,0,0.316715,824,4692,906,34,1
3096,8,3,4,3,115200,0,0.330311,984,5843,922,34,1
3097,8,3,4,3,57600,0,0.313091,1315,7617,1012,34,1
3101,8,3,4,4,460800,0,0.346760,1034,5555,1105,41,1
3102,8,3,4,4,230400,0,0.338667,1167,6621,1157,41,1
3103,8,3,4,4,115200,0,0.347367,1439,8356,1239,41,1
3104,8,3,4,4,57600,0,0.332009,2106,11493,1220,41,1
3108,8,3,4,5,460800,0,0.333623,1033,5136,1177,52,1
3109,8,3,4,5,230400,0,0.312134,1113,6122,1175,52,1
3110,8,3,4,5,115200,0,0.319622,1300,7347,1195,52,1
3111,8,3,4,5,57600,0,0.322308,1518,8679,1358,52,1
3115,8,3,5,1,460800,0,0.315200,566,3278,1038,10,1
3116,8,3,5,1,230400,0,0.338019,670,3880,1069,10,1
3117,8,3,5,1,115200,0,0.315747,857,5141,1179,10,1
3118,8,3,5,1,57600,0,0.315917,1323,7961,1458,10,1
3122,8,3,5,2,460800,0,0.329815,889,5218,1258,17,1
3123,8,3,5,2,230400,0,0.317237,967,5794,1123,17,1
3124,8,3,5,2,115200,0,0.324874,1344,8158,1276,17,1
3125,8,3,5,2,57600,0,0.312183,2018,12602,1564,17,1
3129,8,3,5,3,460800,0,0.321951,1015,5432,1601,34,1
3130,8,3,5,3,230400,0,0.325949,979,5923,1539,34,1
3131,8,3,5,3,115200,0,0.328872,1394,7844,1706,34,1
3132,8,3,5,3,57600,0,0.329118,2066,12620,1993,34,1
3136,8,3,5,4,460800,0,0.331523,1353,7955,1541,41,1
3137,8,3,5,4,230400,0,0.375188,1349,8437,1491,41,1
3138,8,3,5,4,115200,0,0.330787,2083,12721,1713,41,1
3143,8,3,5,5,460800,0,0.336699,1220,6511,1638,55,1
3145,8,3,5,5,115200,0,0.320160,1750,9523,1695,52,1
3150,8,4,1,1,460800,0,0.258361,401,2112,677,14,1
3151,8,4,1,1,230400,0,0.270394,415,2315,749,14,1
3152,8,4,1,1,115200,0,0.264111,529,2645,721,14,1
3153,8,4,1,1,57600,0,0.265116,630,3323,804,14,1
3157,8,4,1,2,460800,0,0.280684,554,2968,956,29,1
3158,8,4,1,2,230400,0,0.298986,619,3277,930,29,1
3159,8,4,1,2,115200,0,0.281093,675,3655,989,29,1
3160,8,4,1,2,57600,0,0.269750,916,4507,1128,29,1
3164,8,4,1,3,460800,0,0.268666,693,3398,1014,41,1
3165,8,4,1,3,230400,0,0.281485,724,3716,993,41,1
3166,8,4,1,3,115200,0,0.274055,779,3995,991,41,1
3167,8,4,1,3,57600,0,0.269845,950,4876,1214,41,1
3171,8,4,1,4,460800,0,0.286928,809,4449,1269,53,1
3172,8,4,1,4,230400,0,0.294937,960,4782,1147,53,1
3173,8,4,1,4,115200,0,0.296680,1032,5277,1161,53,1
3174,8,4,1,4,57600,0,0.282452,1266,6471,1366,53,1
3178,8,4,1,5,460800,0,0.257403,1396,5858,758,125,1
3179,8,4,1,5,230400,0,0.268619,1437,6082,723,125,1
3180,8,4,1,5,115200,0,0.287141,1411,6362,708,125,1
3181,8,4,1,5,57600,0,0.276270,1716,7511,1106,125,1
3185,8,4,2,1,460800,0,0.266108,416,2406,759,13,1
3186,8,4,2,1,230400,0,0.250090,497,2681,731,13,1
3187,8,4,2,1,115200,0,0.266293,614,3243,816,13,1
3188,8,4,2,1,57600,0,0.267417,823,4475,872,13,1
3192,8,4,2,2,460800,0,0.285885,589,3269,974,28,1
3193,8,4,2,2,230400,0,0.267710,660,3522,1020,28,1
3194,8,4,2,2,115200,0,0.299947,767,4354,1022,28,1
3195,8,4,2,2,57600,0,0.256158,1047,5974,1116,28,1
3199,8,4,2,3,460800,0,0.274733,686,3516,1022,40,1
3200,8,4,2,3,230400,0,0.252816,801,3941,1034,40,1
3201,8,4,2,3,115200,0,0.283236,918,4646,1087,40,1
3202,8,4,2,3,57600,0,0.254448,1208,6088,1255,40,1
3206,8,4,2,4,460800,0,0.295666,982,4713,1398,52,1
3207,8,4,2,4,230400,0,0.286489,1027,5237,1434,53,1
3208,8,4,2,4,115200,0,0.275957,1258,6193,1338,53,1
3209,8,4,2,4,57600,0,0.271168,1497,8295,1339,53,1
3213,8,4,2,5,460800,0,0.258022,1454,6139,779,125,1
3214,8,4,2,5,230400,0,0.272947,1595,6580,847,125,1
3215,8,4,2,5,115200,0,0.294341,1499,7277,829,125,1
3216,8,4,2,5,57600,0,0.269820,1909,9335,1160,125,1
3220,8,4,3,1,460800,0,0.285905,560,2956,1003,14,1
3221,8,4,3,1,230400,0,0.278469,568,3422,960,14,1
3222,8,4,3,1,115200,0,0.274269,780,4482,1041,14,1
3223,8,4,3,1,57600,0,0.287367,1106,6361,1246,14,1
3227,8,4,3,2,460800,0,0.286325,742,4324,1163,28,1
3228,8,4,3,2,230400,0,0.278095,857,4794,1111,28,1
3229,8,4,3,2,115200,0,0.257499,1132,6205,1277,28,1
3230,8,4,3,2,57600,0,0.247559,1564,9388,1329,28,1
3234,8,4,3,3,460800,0,0.270893,818,4317,1285,41,1
3235,8,4,3,3,230400,0,0.273926,889,4653,1369,41,1
3236,8,4,3,3,115200,0,0.279324,1266,5957,1441,41,1
3237,8,4,3,3,57600,0,0.302798,1485,8699,1542,41,1
3241,8,4,3,4,460800,0,0.279985,1170,6057,1662,56,1
3242,8,4,3,4,230400,0,0.276703,1242,6789,1621,53,1
3243,8,4,3,4,115200,0,0.263547,1681,9656,1568,53,1
3244,8,4,3,4,57600,0,0.251728,2290,13263,1812,53,1
3248,8,4,3,5,460800,0,0.274689,1576,6590,1128,125,1
3249,8,4,3,5,230400,0,0.266242,1690,7524,1252,125,1
3250,8,4,3,5,115200,0,0.295363,1611,8853,1299,125,1
3251,8,4,3,5,57600,0,0.284053,2227,11399,1566,125,1
3255,8,4,4,1,460800,0,0.255128,454,2557,766,13,1
3256,8,4,4,1,230400,0,0.255037,594,3053,760,13,1
3257,8,4,4,1,115200,0,0.272787,623,3773,806,13,1
3258,8,4,4,1,57600,0,0.252231,965,5319,908,13,1
3262,8,4,4,2,460800,0,0.281936,692,3841,955,28,1
3263,8,4,4,2,230400,0,0.289957,765,4310,1095,28,1
3264,8,4,4,2,115200,0,0.279694,998,5569,1036,28,1
3265,8,4,4,2,57600,0,0.272604,1262,7375,1068,28,1
3269,8,4,4,3,460800,0,0.263942,786,3883,1061,40,1
3270,8,4,4,3,230400,0,0.274860,870,4452,1081,40,1
3271,8,4,4,3,115200,0,0.302888,1032,5731,1139,40,1
3272,8,4,4,3,57600,0,0.287700,1273,6845,1291,40,1
3276,8,4,4,4,460800,0,0.278402,1104,5666,1441,52,1
3277,8,4,4,4,230400,0,0.287792,1192,6705,1320,52,1
3278,8,4,4,4,115200,0,0.297396,1500,8475,1320,52,1
3279,8,4,4,4,57600,0,0.264317,1936,11188,1511,52,1
3283,8,4,4,5,460800,0,0.286251,1455,6499,834,125,1
3284,8,4,4,5,230400,0,0.276660,1685,7481,912,125,1
3285,8,4,4,5,115200,0,0.299320,1614,8065,883,125,1
