n,knob_KNOB_WINDOW_SIZE_X,knob_inner_unroll1,knob_inner_unroll2,knob_outer_unroll,knob_partition_factor,knob_I_B,obj1,obj2,lut,ff,dsp,bram
5412,64,1,5,4,230400,0,0.374052,1117,7049,994,13,1
5413,64,1,5,4,115200,0,0.394705,1432,9469,1112,13,1
5414,64,1,5,4,57600,0,0.353507,2518,15578,1449,13,1
5418,64,1,5,5,460800,0,0.401283,780,4660,934,17,1
5420,64,1,5,5,115200,0,0.379046,1228,7242,1184,17,1
5425,64,2,1,1,460800,0,0.329587,316,1779,605,10,1
5426,64,2,1,1,230400,0,0.339243,353,2027,608,10,1
5427,64,2,1,1,115200,0,0.327173,397,2395,649,10,1
5428,64,2,1,1,57600,0,0.320127,545,3045,734,10,1
5432,64,2,1,2,460800,0,0.320932,423,2350,713,14,1
5433,64,2,1,2,230400,0,0.340872,493,2582,751,14,1
5434,64,2,1,2,115200,0,0.339910,616,3130,752,14,1
5435,64,2,1,2,57600,0,0.328311,703,4032,815,14,1
5439,64,2,1,3,460800,0,0.370116,430,2514,700,18,1
5440,64,2,1,3,230400,0,0.345327,490,2652,704,18,1
5441,64,2,1,3,115200,0,0.358045,583,3040,748,18,1
5442,64,2,1,3,57600,0,0.384247,704,3988,833,18,1
5446,64,2,1,4,460800,0,0.334843,655,3324,887,29,1
5447,64,2,1,4,230400,0,0.316635,666,3686,789,29,1
5448,64,2,1,4,115200,0,0.323953,791,4299,852,29,1
5449,64,2,1,4,57600,0,0.327662,1028,5784,936,29,1
5453,64,2,1,5,460800,0,0.353551,642,3118,956,35,1
5454,64,2,1,5,230400,0,0.353983,671,3359,923,35,1
5455,64,2,1,5,115200,0,0.345327,728,3760,906,35,1
5456,64,2,1,5,57600,0,0.336044,911,4662,1076,35,1
5460,64,2,2,1,460800,0,0.344346,342,2102,655,10,1
5461,64,2,2,1,230400,0,0.327925,385,2368,697,10,1
5462,64,2,2,1,115200,0,0.317628,541,2827,715,10,1
5463,64,2,2,1,57600,0,0.319019,669,3994,814,10,1
5467,64,2,2,2,460800,0,0.392896,508,2844,687,14,1
5468,64,2,2,2,230400,0,0.348287,551,3147,704,14,1
5469,64,2,2,2,115200,0,0.325665,745,3876,742,14,1
5470,64,2,2,2,57600,0,0.338666,950,5439,804,14,1
5474,64,2,2,3,460800,0,0.339381,503,2879,749,18,1
5475,64,2,2,3,230400,0,0.337816,551,3128,755,18,1
5476,64,2,2,3,115200,0,0.333025,691,4015,805,18,1
5477,64,2,2,3,57600,0,0.361251,1009,5522,906,18,1
5481,64,2,2,4,460800,0,0.343372,745,4073,971,29,1
5482,64,2,2,4,230400,0,0.362069,802,4398,1042,28,1
5483,64,2,2,4,115200,0,0.364966,997,5556,908,28,1
5484,64,2,2,4,57600,0,0.336709,1217,7242,1024,28,1
5488,64,2,2,5,460800,0,0.334976,652,3435,968,35,1
5489,64,2,2,5,230400,0,0.332291,662,3673,915,35,1
5490,64,2,2,5,115200,0,0.352885,801,4314,965,35,1
5491,64,2,2,5,57600,0,0.372861,1062,6051,1083,35,1
5495,64,2,3,1,460800,0,0.344786,447,2549,861,9,1
5496,64,2,3,1,230400,0,0.334115,519,3053,860,9,1
5497,64,2,3,1,115200,0,0.326501,737,3883,973,9,1
5498,64,2,3,1,57600,0,0.356256,1040,6251,1183,9,1
5502,64,2,3,2,460800,0,0.340444,633,3649,965,13,1
5503,64,2,3,2,230400,0,0.352205,736,4275,910,13,1
5504,64,2,3,2,115200,0,0.353549,952,5655,980,13,1
5505,64,2,3,2,57600,0,0.362117,1453,8827,1231,13,1
5509,64,2,3,3,460800,0,0.350609,671,3738,947,17,1
5510,64,2,3,3,230400,0,0.348136,731,4243,999,17,1
5511,64,2,3,3,115200,0,0.352965,943,5615,1116,17,1
5512,64,2,3,3,57600,0,0.357015,1381,8494,1295,17,1
5516,64,2,3,4,460800,0,0.378186,910,5440,1177,28,1
5517,64,2,3,4,230400,0,0.334383,1098,6156,1253,29,1
5518,64,2,3,4,115200,0,0.335006,1419,8377,1229,29,1
5519,64,2,3,4,57600,0,0.329497,2265,13329,1489,29,1
5523,64,2,3,5,460800,0,0.344260,806,4549,1196,34,1
5524,64,2,3,5,230400,0,0.353218,953,5384,1235,34,1
5525,64,2,3,5,115200,0,0.343637,1252,7092,1332,34,1
5526,64,2,3,5,57600,0,0.370218,1647,9884,1602,34,1
5530,64,2,4,1,460800,0,0.326928,413,2362,691,9,1
5531,64,2,4,1,230400,0,0.327100,470,2815,752,9,1
5532,64,2,4,1,115200,0,0.320028,587,3495,741,9,1
5533,64,2,4,1,57600,0,0.362039,863,5182,840,9,1
5537,64,2,4,2,460800,0,0.341838,551,3285,854,14,1
5538,64,2,4,2,230400,0,0.314757,642,3658,837,14,1
5539,64,2,4,2,115200,0,0.325318,808,4738,887,14,1
5540,64,2,4,2,57600,0,0.322117,1152,6677,950,14,1
5544,64,2,4,3,460800,0,0.336875,584,3306,822,18,1
5545,64,2,4,3,230400,0,0.325969,650,3714,769,18,1
5546,64,2,4,3,115200,0,0.328748,933,5164,825,18,1
5547,64,2,4,3,57600,0,0.346649,1173,6775,949,18,1
5551,64,2,4,4,460800,0,0.356526,775,4479,1037,28,1
5552,64,2,4,4,230400,0,0.372238,972,5421,1032,28,1
5553,64,2,4,4,115200,0,0.371874,1177,7039,999,28,1
5554,64,2,4,4,57600,0,0.333341,1534,9524,1176,28,1
5558,64,2,4,5,460800,0,0.345135,697,4190,1063,35,1
5559,64,2,4,5,230400,0,0.319798,929,5218,953,35,1
5560,64,2,4,5,115200,0,0.350406,1115,6304,1031,35,1
5561,64,2,4,5,57600,0,0.330627,1496,8829,1108,35,1
5565,64,2,5,1,460800,0,0.368702,509,3054,1077,9,1
5566,64,2,5,1,230400,0,0.324975,618,3695,990,9,1
5567,64,2,5,1,115200,0,0.330745,829,4916,1134,9,1
5568,64,2,5,1,57600,0,0.329018,1275,7762,1423,9,1
5572,64,2,5,2,460800,0,0.340087,810,4654,1104,13,1
5573,64,2,5,2,230400,0,0.336927,903,5240,1130,13,1
5574,64,2,5,2,115200,0,0.341304,1194,7358,1238,13,1
5575,64,2,5,2,57600,0,0.341324,1893,11499,1475,13,1
5579,64,2,5,3,460800,0,0.321579,731,4311,1144,17,1
5580,64,2,5,3,230400,0,0.316712,838,4933,1066,17,1
5581,64,2,5,3,115200,0,0.363776,1116,6655,1255,17,1
5582,64,2,5,3,57600,0,0.348997,1797,11057,1500,17,1
5586,64,2,5,4,460800,0,0.347794,1060,6300,1309,29,1
5587,64,2,5,4,230400,0,0.357192,1238,7428,1334,29,1
5588,64,2,5,4,115200,0,0.332862,1815,11044,1468,29,1
5593,64,2,5,5,460800,0,0.354414,852,4772,1407,34,1
5595,64,2,5,5,115200,0,0.387838,1274,7667,1435,34,1
5600,64,3,1,1,460800,0,0.318161,373,2117,639,11,1
5601,64,3,1,1,230400,0,0.330626,425,2324,642,11,1
5602,64,3,1,1,115200,0,0.331513,492,2673,682,11,1
5603,64,3,1,1,57600,0,0.342639,576,3350,769,11,1
5607,64,3,1,2,460800,0,0.311975,509,2855,875,18,1
5608,64,3,1,2,230400,0,0.334323,552,3105,826,18,1
5609,64,3,1,2,115200,0,0.305281,655,3559,828,18,1
5610,64,3,1,2,57600,0,0.310504,811,4514,888,18,1
5614,64,3,1,3,460800,0,0.310617,614,3288,789,34,1
5615,64,3,1,3,230400,0,0.345072,656,3477,817,34,1
5616,64,3,1,3,115200,0,0.326892,684,3874,868,34,1
5617,64,3,1,3,57600,0,0.313710,914,4736,901,34,1
5621,64,3,1,4,460800,0,0.328996,859,4155,995,41,1
5622,64,3,1,4,230400,0,0.355071,794,4431,1037,41,1
5623,64,3,1,4,115200,0,0.320625,1002,5104,1029,41,1
5624,64,3,1,4,57600,0,0.309181,1159,6214,1196,41,1
5628,64,3,1,5,460800,0,0.343940,808,4088,1111,52,1
5629,64,3,1,5,230400,0,0.333342,887,4180,1096,52,1
5630,64,3,1,5,115200,0,0.313918,941,4602,1095,52,1
5631,64,3,1,5,57600,0,0.328439,1076,5797,1303,52,1
5635,64,3,2,1,460800,0,0.311679,421,2501,710,10,1
5636,64,3,2,1,230400,0,0.300419,473,2792,722,11,1
5637,64,3,2,1,115200,0,0.313683,609,3267,741,11,1
5638,64,3,2,1,57600,0,0.319712,792,4466,840,11,1
5642,64,3,2,2,460800,0,0.311531,601,3268,903,18,1
5643,64,3,2,2,230400,0,0.306615,620,3640,869,18,1
5644,64,3,2,2,115200,0,0.304463,786,4337,959,18,1
5645,64,3,2,2,57600,0,0.285355,1079,6124,988,18,1
5649,64,3,2,3,460800,0,0.323293,700,3598,861,34,1
5650,64,3,2,3,230400,0,0.326038,740,4036,902,34,1
5651,64,3,2,3,115200,0,0.335110,857,4356,957,34,1
5652,64,3,2,3,57600,0,0.308600,1143,6355,1050,34,1
5656,64,3,2,4,460800,0,0.327252,920,4715,1170,41,1
5657,64,3,2,4,230400,0,0.300156,1053,5277,1229,41,1
5658,64,3,2,4,115200,0,0.352197,1104,6561,1114,41,1
5659,64,3,2,4,57600,0,0.339493,1337,8387,1199,41,1
5663,64,3,2,5,460800,0,0.303498,1034,4753,1175,52,1
5664,64,3,2,5,230400,0,0.326168,971,5215,1103,52,1
5665,64,3,2,5,115200,0,0.329656,1136,5785,1179,52,1
5666,64,3,2,5,57600,0,0.335611,1337,7855,1327,52,1
5670,64,3,3,1,460800,0,0.347087,473,2906,884,10,1
5671,64,3,3,1,230400,0,0.316224,578,3444,884,10,1
5672,64,3,3,1,115200,0,0.307452,723,4361,996,10,1
5673,64,3,3,1,57600,0,0.308985,1051,6460,1205,10,1
5677,64,3,3,2,460800,0,0.309790,739,4199,967,17,1
5678,64,3,3,2,230400,0,0.340597,789,4770,1039,17,1
5679,64,3,3,2,115200,0,0.324454,1068,6214,1076,17,1
5680,64,3,3,2,57600,0,0.329860,1485,9316,1262,17,1
5684,64,3,3,3,460800,0,0.337061,756,3991,1110,34,1
5685,64,3,3,3,230400,0,0.325053,831,4632,1185,34,1
5686,64,3,3,3,115200,0,0.327915,1148,6073,1337,34,1
5687,64,3,3,3,57600,0,0.345647,1498,8975,1531,34,1
5691,64,3,3,4,460800,0,0.340434,1081,5913,1361,41,1
5692,64,3,3,4,230400,0,0.314778,1180,6712,1366,41,1
5693,64,3,3,4,115200,0,0.316031,1567,8890,1528,41,1
5694,64,3,3,4,57600,0,0.308569,2122,12884,1680,41,1
5698,64,3,3,5,460800,0,0.361565,966,4780,1510,51,1
5699,64,3,3,5,230400,0,0.340746,1084,5938,1457,52,1
5700,64,3,3,5,115200,0,0.345067,1282,7440,1448,52,1
5701,64,3,3,5,57600,0,0.339194,1824,9944,1794,52,1
5705,64,3,4,1,460800,0,0.343079,490,2863,735,11,1
5706,64,3,4,1,230400,0,0.303966,582,3179,718,10,1
5707,64,3,4,1,115200,0,0.307958,686,3781,764,11,1
5708,64,3,4,1,57600,0,0.316164,941,5492,867,11,1
5712,64,3,4,2,460800,0,0.319015,678,3829,826,18,1
5713,64,3,4,2,230400,0,0.309522,740,4392,781,18,1
5714,64,3,4,2,115200,0,0.312134,992,5598,836,18,1
5715,64,3,4,2,57600,0,0.309688,1334,7717,905,18,1
5719,64,3,4,3,460800,0,0.320303,741,4265,922,34,1
5720,64,3,4,3,230400,0,0.316715,824,4692,906,34,1
5721,64,3,4,3,115200,0,0.330311,984,5843,922,34,1
5722,64,3,4,3,57600,0,0.313091,1315,7617,1012,34,1
5726,64,3,4,4,460800,0,0.346760,1034,5555,1105,41,1
5727,64,3,4,4,230400,0,0.338667,1167,6621,1157,41,1
5728,64,3,4,4,115200,0,0.347367,1439,8356,1239,41,1
5729,64,3,4,4,57600,0,0.332009,2106,11493,1220,41,1
5733,64,3,4,5,460800,0,0.333623,1033,5136,1177,52,1
5734,64,3,4,5,230400,0,0.312134,1113,6122,1175,52,1
5735,64,3,4,5,115200,0,0.319622,1300,7347,1195,52,1
5736,64,3,4,5,57600,0,0.322308,1518,8679,1358,52,1
5740,64,3,5,1,460800,0,0.315200,566,3278,1038,10,1
5741,64,3,5,1,230400,0,0.338019,670,3880,1069,10,1
5742,64,3,5,1,115200,0,0.315747,857,5141,1179,10,1
5743,64,3,5,1,57600,0,0.315917,1323,7961,1458,10,1
5747,64,3,5,2,460800,0,0.329815,889,5218,1258,17,1
5748,64,3,5,2,230400,0,0.317237,967,5794,1123,17,1
5749,64,3,5,2,115200,0,0.324874,1344,8158,1276,17,1
5750,64,3,5,2,57600,0,0.312183,2018,12602,1564,17,1
5754,64,3,5,3,460800,0,0.321951,1015,5432,1601,34,1
5755,64,3,5,3,230400,0,0.325949,979,5923,1539,34,1
5756,64,3,5,3,115200,0,0.328872,1394,7844,1706,34,1
5757,64,3,5,3,57600,0,0.329118,2066,12620,1993,34,1
5761,64,3,5,4,460800,0,0.331523,1353,7955,1541,41,1
5762,64,3,5,4,230400,0,0.375188,1349,8437,1491,41,1
5763,64,3,5,4,115200,0,0.330787,2083,12721,1713,41,1
5768,64,3,5,5,460800,0,0.336699,1220,6511,1638,55,1
5770,64,3,5,5,115200,0,0.320160,1750,9523,1695,52,1
5775,64,4,1,1,460800,0,0.258361,401,2112,677,14,1
5776,64,4,1,1,230400,0,0.270394,415,2315,749,14,1
5777,64,4,1,1,115200,0,0.264111,529,2645,721,14,1
5778,64,4,1,1,57600,0,0.265116,630,3323,804,14,1
5782,64,4,1,2,460800,0,0.280684,554,2968,956,29,1
5783,64,4,1,2,230400,0,0.298986,619,3277,930,29,1
5784,64,4,1,2,115200,0,0.281093,675,3655,989,29,1
5785,64,4,1,2,57600,0,0.269750,916,4507,1128,29,1
5789,64,4,1,3,460800,0,0.268666,693,3398,1014,41,1
5790,64,4,1,3,230400,0,0.281485,724,3716,993,41,1
5791,64,4,1,3,115200,0,0.274055,779,3995,991,41,1
5792,64,4,1,3,57600,0,0.269845,950,4876,1214,41,1
5796,64,4,1,4,460800,0,0.286928,809,4449,1269,53,1
5797,64,4,1,4,230400,0,0.294937,960,4782,1147,53,1
5798,64,4,1,4,115200,0,0.296680,1032,5277,1161,53,1
5799,64,4,1,4,57600,0,0.282452,1266,6471,1366,53,1
5803,64,4,1,5,460800,0,0.257403,1396,5858,758,125,1
5804,64,4,1,5,230400,0,0.268619,1437,6082,723,125,1
5805,64,4,1,5,115200,0,0.287141,1411,6362,708,125,1
5806,64,4,1,5,57600,0,0.276270,1716,7511,1106,125,1
5810,64,4,2,1,460800,0,0.266108,416,2406,759,13,1
5811,64,4,2,1,230400,0,0.248595,498,2677,731,13,1
5812,64,4,2,1,115200,0,0.266293,614,3243,816,13,1
5813,64,4,2,1,57600,0,0.267417,823,4475,872,13,1
5817,64,4,2,2,460800,0,0.285885,589,3269,974,28,1
5818,64,4,2,2,230400,0,0.267710,660,3522,1020,28,1
5819,64,4,2,2,115200,0,0.299947,767,4354,1022,28,1
5820,64,4,2,2,57600,0,0.257021,1041,5981,1116,28,1
5824,64,4,2,3,460800,0,0.274733,686,3516,1022,40,1
5825,64,4,2,3,230400,0,0.252816,801,3941,1034,40,1
5826,64,4,2,3,115200,0,0.283236,918,4646,1087,40,1
5827,64,4,2,3,57600,0,0.253170,1211,6089,1255,40,1
5831,64,4,2,4,460800,0,0.295666,982,4713,1398,52,1
5832,64,4,2,4,230400,0,0.286489,1027,5237,1434,53,1
5833,64,4,2,4,115200,0,0.275957,1258,6193,1338,53,1
5834,64,4,2,4,57600,0,0.271168,1497,8295,1339,53,1
5838,64,4,2,5,460800,0,0.256019,1454,6140,779,125,1
5839,64,4,2,5,230400,0,0.264876,1604,6577,847,125,1
5840,64,4,2,5,115200,0,0.294341,1499,7277,829,125,1
5841,64,4,2,5,57600,0,0.269820,1909,9335,1160,125,1
5845,64,4,3,1,460800,0,0.285905,560,2956,1003,14,1
5846,64,4,3,1,230400,0,0.278469,568,3422,960,14,1
5847,64,4,3,1,115200,0,0.274269,780,4482,1041,14,1
5848,64,4,3,1,57600,0,0.287367,1106,6361,1246,14,1
5852,64,4,3,2,460800,0,0.286325,742,4324,1163,28,1
5853,64,4,3,2,230400,0,0.278095,857,4794,1111,28,1
5854,64,4,3,2,115200,0,0.257499,1132,6205,1277,28,1
5855,64,4,3,2,57600,0,0.247559,1564,9388,1329,28,1
5859,64,4,3,3,460800,0,0.270893,818,4317,1285,41,1
5860,64,4,3,3,230400,0,0.273926,889,4653,1369,41,1
5861,64,4,3,3,115200,0,0.277333,1253,5960,1441,41,1
5862,64,4,3,3,57600,0,0.302798,1485,8699,1542,41,1
5866,64,4,3,4,460800,0,0.279985,1170,6057,1662,56,1
5867,64,4,3,4,230400,0,0.276703,1242,6789,1621,53,1
5868,64,4,3,4,115200,0,0.263547,1681,9656,1568,53,1
5869,64,4,3,4,57600,0,0.251728,2290,13263,1812,53,1
5873,64,4,3,5,460800,0,0.274689,1576,6590,1128,125,1
5874,64,4,3,5,230400,0,0.266242,1690,7524,1252,125,1
5875,64,4,3,5,115200,0,0.295363,1611,8853,1299,125,1
5876,64,4,3,5,57600,0,0.284053,2227,11399,1566,125,1
5880,64,4,4,1,460800,0,0.255128,454,2557,766,13,1
5881,64,4,4,1,230400,0,0.255037,594,3053,760,13,1
5882,64,4,4,1,115200,0,0.272787,623,3773,806,13,1
5883,64,4,4,1,57600,0,0.252231,965,5319,908,13,1
5887,64,4,4,2,460800,0,0.279710,686,3846,955,28,1
5888,64,4,4,2,230400,0,0.289957,765,4310,1095,28,1
5889,64,4,4,2,115200,0,0.279694,998,5569,1036,28,1
5890,64,4,4,2,57600,0,0.272604,1262,7375,1068,28,1
5894,64,4,4,3,460800,0,0.263942,786,3883,1061,40,1
5895,64,4,4,3,230400,0,0.274860,870,4452,1081,40,1
5896,64,4,4,3,115200,0,0.302888,1032,5731,1139,40,1
5897,64,4,4,3,57600,0,0.287700,1273,6845,1291,40,1
5901,64,4,4,4,460800,0,0.278402,1104,5666,1441,52,1
5902,64,4,4,4,230400,0,0.283905,1185,6702,1320,52,1
5903,64,4,4,4,115200,0,0.297396,1500,8475,1320,52,1
5904,64,4,4,4,57600,0,0.264317,1936,11188,1511,52,1
5908,64,4,4,5,460800,0,0.286251,1455,6499,834,125,1
5909,64,4,4,5,230400,0,0.276660,1685,7481,912,125,1
5910,64,4,4,5,115200,0,0.299320,1614,8065,883,125,1
5915,64,4,5,1,460800,0,0.300463,548,3331,1078,14,1
5916,64,4,5,1,230400,0,0.279977,713,3980,1081,14,1
5917,64,4,5,1,115200,0,0.271494,884,5181,1253,14,1
5918,64,4,5,1,57600,0,0.262084,1241,7882,1539,14,1
5922,64,4,5,2,460800,0,0.291555,917,5253,1352,28,1
5923,64,4,5,2,230400,0,0.286135,1057,6078,1266,28,1
5924,64,4,5,2,115200,0,0.295891,1333,8294,1392,28,1
5925,64,4,5,2,57600,0,0.271510,2178,12325,1765,28,1
5929,64,4,5,3,460800,0,0.292781,1010,5312,1461,41,1
5930,64,4,5,3,230400,0,0.293378,1043,6077,1456,41,1
5931,64,4,5,3,115200,0,0.278721,1353,7721,1625,41,1
5932,64,4,5,3,57600,0,0.304422,2105,12728,1874,41,1
5936,64,4,5,4,460800,0,0.278101,1448,8303,1786,53,1
5937,64,4,5,4,230400,0,0.283363,1603,9118,1782,53,1
5938,64,4,5,4,115200,0,0.298502,2193,13128,1895,53,1
5943,64,4,5,5,460800,0,0.282240,1863,8351,1446,125,1
5945,64,4,5,5,115200,0,0.285853,2510,12757,1513,125,1
5950,64,5,1,1,460800,0,0.314336,459,2486,715,17,1
5951,64,5,1,1,230400,0,0.333119,475,2759,750,17,1
5952,64,5,1,1,115200,0,0.327049,573,3077,822,17,1
5953,64,5,1,1,57600,0,0.312580,768,3876,846,17,1
5957,64,5,1,2,460800,0,0.341442,685,3760,865,35,1
5958,64,5,1,2,230400,0,0.366258,719,4080,936,35,1
5959,64,5,1,2,115200,0,0.336689,830,4422,1014,35,1
5960,64,5,1,2,57600,0,0.340469,1020,5488,1075,35,1
5964,64,5,1,3,460800,0,0.326610,826,4120,1084,52,1
5965,64,5,1,3,230400,0,0.330905,919,4248,1138,52,1
5966,64,5,1,3,115200,0,0.339247,861,4609,1130,52,1
5967,64,5,1,3,57600,0,0.338732,1062,5721,1252,52,1
5971,64,5,1,4,460800,0,0.343875,1684,6931,785,125,1
5972,64,5,1,4,230400,0,0.352005,1577,7177,755,125,1
5973,64,5,1,4,115200,0,0.344772,1636,7794,796,125,1
5974,64,5,1,4,57600,0,0.340383,2033,10087,1131,125,1
5978,64,5,1,5,460800,0,0.339648,1597,7012,706,155,1
5979,64,5,1,5,230400,0,0.321380,1747,7260,712,155,1
5980,64,5,1,5,115200,0,0.354862,1777,7670,864,155,1
5981,64,5,1,5,57600,0,0.340774,2027,9009,1088,155,1
5985,64,5,2,1,460800,0,0.326463,489,2819,757,17,1
5986,64,5,2,1,230400,0,0.314010,558,3103,767,17,1
5987,64,5,2,1,115200,0,0.334764,639,3590,912,17,1
5988,64,5,2,1,57600,0,0.319138,897,4792,917,17,1
5992,64,5,2,2,460800,0,0.336229,781,4072,1016,35,1
5993,64,5,2,2,230400,0,0.344906,769,4286,977,35,1
5994,64,5,2,2,115200,0,0.343967,991,4957,1145,35,1
5995,64,5,2,2,57600,0,0.388573,1149,6381,1107,35,1
5999,64,5,2,3,460800,0,0.351912,838,4128,1097,52,1
6000,64,5,2,3,230400,0,0.336530,821,4362,1102,52,1
6001,64,5,2,3,115200,0,0.341995,940,5143,1150,52,1
6002,64,5,2,3,57600,0,0.341507,1458,7120,1438,52,1
6006,64,5,2,4,460800,0,0.350301,1683,7320,1043,125,1
6007,64,5,2,4,230400,0,0.336181,1758,7937,1112,125,1
6008,64,5,2,4,115200,0,0.334979,1968,9081,1065,125,1
6009,64,5,2,4,57600,0,0.338396,2313,11400,1154,125,1
6013,64,5,2,5,460800,0,0.355123,1709,6757,790,155,1
6014,64,5,2,5,230400,0,0.326594,1690,7022,755,155,1
6015,64,5,2,5,115200,0,0.326876,1725,7930,850,155,1
6016,64,5,2,5,57600,0,0.327120,2224,9505,1264,155,1
6020,64,5,3,1,460800,0,0.328280,602,3374,874,17,1
6021,64,5,3,1,230400,0,0.336347,634,3758,873,17,1
6022,64,5,3,1,115200,0,0.348693,851,4831,992,17,1
6023,64,5,3,1,57600,0,0.338373,1093,6683,1311,17,1
6027,64,5,3,2,460800,0,0.335949,964,5154,1244,34,1
6028,64,5,3,2,230400,0,0.343542,1064,5871,1286,35,1
6029,64,5,3,2,115200,0,0.345417,1260,7078,1322,35,1
6030,64,5,3,2,57600,0,0.346572,1711,10409,1584,35,1
6034,64,5,3,3,460800,0,0.339376,1093,5571,1452,52,1
6035,64,5,3,3,230400,0,0.339869,1061,5955,1488,52,1
6036,64,5,3,3,115200,0,0.351135,1309,7478,1516,52,1
6037,64,5,3,3,57600,0,0.351116,1788,10581,1820,52,1
6041,64,5,3,4,460800,0,0.336678,2133,10094,1308,125,1
6042,64,5,3,4,230400,0,0.327175,2079,10585,1430,125,1
6043,64,5,3,4,115200,0,0.327364,2652,12945,1501,125,1
6044,64,5,3,4,57600,0,0.328670,2977,16213,1528,125,1
6048,64,5,3,5,460800,0,0.343732,2021,8453,1234,155,1
6049,64,5,3,5,230400,0,0.332617,2135,9602,1266,155,1
6050,64,5,3,5,115200,0,0.387283,2253,10854,1556,155,1
6055,64,5,4,1,460800,0,0.312914,544,3162,707,17,1
6056,64,5,4,1,230400,0,0.321315,673,3438,771,17,1
6057,64,5,4,1,115200,0,0.323625,776,4191,822,17,1
6058,64,5,4,1,57600,0,0.311070,965,5755,872,17,1
6062,64,5,4,2,460800,0,0.348438,840,4492,1122,35,1
6063,64,5,4,2,230400,0,0.323737,942,5170,1060,35,1
6064,64,5,4,2,115200,0,0.329102,1120,6357,1182,35,1
6065,64,5,4,2,57600,0,0.325730,1383,8276,1182,35,1
6069,64,5,4,3,460800,0,0.328077,958,5195,1162,52,1
6070,64,5,4,3,230400,0,0.317515,1026,5667,1183,52,1
6071,64,5,4,3,115200,0,0.333312,1240,6780,1238,52,1
6072,64,5,4,3,57600,0,0.341098,1594,9023,1353,52,1
6076,64,5,4,4,460800,0,0.342258,1759,8378,1117,125,1
6077,64,5,4,4,230400,0,0.326801,1898,9194,1210,125,1
6078,64,5,4,4,115200,0,0.328998,2260,11191,1187,125,1
6079,64,5,4,4,57600,0,0.320599,2760,14869,1188,125,1
6083,64,5,4,5,460800,0,0.326866,1826,8197,804,155,1
6084,64,5,4,5,230400,0,0.334597,1849,8836,833,155,1
6085,64,5,4,5,115200,0,0.320775,1986,9431,870,155,1
6090,64,5,5,1,460800,0,0.329244,632,3711,1149,17,1
6091,64,5,5,1,230400,0,0.317295,757,4394,1116,17,1
6092,64,5,5,1,115200,0,0.310709,968,5707,1258,17,1
6093,64,5,5,1,57600,0,0.326362,1414,8535,1536,17,1
6097,64,5,5,2,460800,0,0.355549,1105,5954,1519,35,1
6098,64,5,5,2,230400,0,0.347073,1123,6776,1407,35,1
6099,64,5,5,2,115200,0,0.347379,1512,9062,1614,35,1
6100,64,5,5,2,57600,0,0.329378,2296,13764,1828,35,1
6104,64,5,5,3,460800,0,0.335754,1226,6452,1597,52,1
6105,64,5,5,3,230400,0,0.330714,1281,6893,1558,52,1
6106,64,5,5,3,115200,0,0.339304,1593,8831,1749,52,1
6107,64,5,5,3,57600,0,0.323384,2584,15039,2062,52,1
6111,64,5,5,4,460800,0,0.329658,2034,10546,1575,125,1
6112,64,5,5,4,230400,0,0.365097,2512,12360,1623,125,1
6113,64,5,5,4,115200,0,0.340402,2582,13935,1709,125,1
6118,64,5,5,5,460800,0,0.338426,2082,9430,1514,155,1
6120,64,5,5,5,115200,0,0.331669,2513,12863,1733,155,1
6125,128,1,1,1,460800,0,0.383827,319,1846,519,9,1
6126,128,1,1,1,230400,0,0.388191,334,1999,447,9,1
6127,128,1,1,1,115200,0,0.396546,410,2360,486,9,1
6128,128,1,1,1,57600,0,0.355361,569,3108,559,9,1
6132,128,1,1,2,460800,0,0.364243,378,2149,541,9,1
6133,128,1,1,2,230400,0,0.390274,422,2400,644,9,1
6134,128,1,1,2,115200,0,0.375383,479,2818,609,9,1
6135,128,1,1,2,57600,0,0.381853,684,3735,739,9,1
6139,128,1,1,3,460800,0,0.364945,355,2035,509,11,1
6140,128,1,1,3,230400,0,0.356414,387,2206,513,10,1
6141,128,1,1,3,115200,0,0.375296,479,2635,552,10,1
6142,128,1,1,3,57600,0,0.350953,694,3483,632,10,1
6146,128,1,1,4,460800,0,0.384357,429,2567,552,13,1
6147,128,1,1,4,230400,0,0.358440,508,2858,561,14,1
6148,128,1,1,4,115200,0,0.380607,606,3614,658,14,1
6149,128,1,1,4,57600,0,0.361093,874,4744,643,14,1
6153,128,1,1,5,460800,0,0.376195,389,2344,628,17,1
6154,128,1,1,5,230400,0,0.392730,429,2439,697,17,1
6155,128,1,1,5,115200,0,0.388476,562,2936,641,17,1
6156,128,1,1,5,57600,0,0.360076,720,3830,681,17,1
6160,128,1,2,1,460800,0,0.379077,350,2054,485,9,1
6161,128,1,2,1,230400,0,0.365606,390,2320,498,9,1
6162,128,1,2,1,115200,0,0.367076,507,2876,545,9,1
6163,128,1,2,1,57600,0,0.350902,703,3957,629,9,1
6167,128,1,2,2,460800,0,0.374407,482,2660,594,9,1
6168,128,1,2,2,230400,0,0.348610,505,2896,604,9,1
6169,128,1,2,2,115200,0,0.356654,622,3673,645,9,1
6170,128,1,2,2,57600,0,0.362189,867,4997,711,9,1
6174,128,1,2,3,460800,0,0.367249,429,2459,691,11,1
6175,128,1,2,3,230400,0,0.355075,479,2726,670,10,1
6176,128,1,2,3,115200,0,0.348545,588,3297,722,10,1
