n,knob_UNROLL_F,knob_outer_unroll,knob_inner_unroll1,knob_inner_unroll2,knob_array_partition1,knob_array_partition2,obj1,obj2,lut,ff,dsp,bram
1290,8,3,4,3,2,2,0.002079,12430,49346,43459,115,115
1291,8,3,4,3,2,4,0.001865,10495,45193,43754,118,118
1292,8,3,4,3,2,8,0.001839,8283,35678,30109,118,118
1293,8,3,4,3,4,2,0.002045,11610,47855,42209,115,115
1294,8,3,4,3,4,4,0.001998,9729,42508,43156,118,118
1295,8,3,4,3,4,8,0.001666,7538,33379,29389,118,118
1296,8,3,4,3,8,2,0.002096,11447,54476,42487,115,115
1297,8,3,4,3,8,4,0.001947,10366,48747,43553,118,118
1298,8,3,4,3,8,8,0.001958,8187,39355,29911,118,118
1299,8,3,4,3,16,2,0.002140,14135,64799,43282,115,115
1301,8,3,4,3,16,8,0.001795,9893,50442,29732,118,118
1305,8,3,4,4,2,2,0.001537,7801,33740,26693,160,160
1306,8,3,4,4,2,4,0.001737,8359,35902,28423,160,160
1307,8,3,4,4,2,8,0.001268,7701,33724,26802,160,160
1308,8,3,4,4,4,2,0.001225,7806,36431,26831,160,160
1309,8,3,4,4,4,4,0.001675,8080,38853,28730,160,160
1310,8,3,4,4,4,8,0.001331,7702,36249,26902,160,160
1311,8,3,4,4,8,2,0.001506,8858,43567,27385,160,160
1312,8,3,4,4,8,4,0.001480,9101,44568,28976,160,160
1313,8,3,4,4,8,8,0.001258,8534,43512,27449,160,160
1314,8,3,4,4,16,2,0.001380,11220,58308,27943,160,160
1315,8,3,4,4,16,4,0.001479,11304,59284,29537,160,160
1316,8,3,4,4,16,8,0.001359,10874,58522,28233,160,160
1320,16,1,1,1,2,2,0.000496,265,1334,1124,8,8
1321,16,1,1,1,2,4,0.000511,494,1593,2013,8,8
1322,16,1,1,1,2,8,0.000509,501,1512,2014,8,8
1323,16,1,1,1,2,16,0.000536,492,1594,2023,8,8
1324,16,1,1,1,4,2,0.000512,263,1414,1130,8,8
1325,16,1,1,1,4,4,0.000544,477,1611,2021,8,8
1326,16,1,1,1,4,8,0.000561,505,1612,2021,8,8
1327,16,1,1,1,4,16,0.000576,458,1614,2029,8,8
1328,16,1,1,1,8,2,0.000551,315,1714,1136,8,8
1329,16,1,1,1,8,4,0.000553,535,1850,2028,8,8
1330,16,1,1,1,8,8,0.000531,498,1853,2028,8,8
1331,16,1,1,1,8,16,0.000562,505,1850,2036,8,8
1337,16,1,1,1,32,4,0.000561,878,3520,2062,8,8
1340,16,1,1,2,2,2,0.000461,314,1562,1259,11,11
1341,16,1,1,2,2,4,0.000342,574,2225,2444,14,14
1342,16,1,1,2,2,8,0.000380,626,2159,2460,14,14
1343,16,1,1,2,2,16,0.000365,607,2511,2722,16,16
1344,16,1,1,2,4,2,0.000446,332,1746,1266,11,11
1345,16,1,1,2,4,4,0.000500,596,2264,3135,14,14
1346,16,1,1,2,4,8,0.000509,560,2137,2365,14,14
1347,16,1,1,2,4,16,0.000511,585,2503,2628,16,16
1348,16,1,1,2,8,2,0.000471,384,2142,1273,11,11
1349,16,1,1,2,8,4,0.000508,685,2654,3142,14,14
1350,16,1,1,2,8,8,0.000520,617,2530,2372,14,14
1351,16,1,1,2,8,16,0.000494,669,2898,2635,16,16
1353,16,1,1,2,16,4,0.000491,828,3428,3152,14,14
1354,16,1,1,2,16,8,0.000520,738,3305,2382,14,14
1355,16,1,1,2,16,16,0.000523,777,3673,2645,16,16
1356,16,1,1,2,32,2,0.000475,883,4778,1321,11,11
1360,16,1,1,3,2,2,0.000481,520,2481,1986,16,16
1361,16,1,1,3,2,4,0.000414,1252,6276,5395,17,17
1362,16,1,1,3,2,8,0.000547,1236,5636,7536,16,16
1363,16,1,1,3,2,16,0.000485,833,3465,4103,19,19
1364,16,1,1,3,4,2,0.000488,509,2505,1888,16,16
1365,16,1,1,3,4,4,0.000415,1249,6130,5423,17,17
1366,16,1,1,3,4,8,0.000539,1279,5763,7526,16,16
1367,16,1,1,3,4,16,0.000417,810,3392,3979,19,19
1368,16,1,1,3,8,2,0.000481,610,3024,1895,16,16
1369,16,1,1,3,8,4,0.000466,1371,6758,5429,17,17
1370,16,1,1,3,8,8,0.000569,1373,6114,7528,16,16
1371,16,1,1,3,8,16,0.000467,900,3931,3987,19,19
1372,16,1,1,3,16,2,0.000569,753,4084,1905,16,16
1373,16,1,1,3,16,4,0.000423,1517,7643,5436,17,17
1374,16,1,1,3,16,8,0.000564,1522,7182,7539,16,16
1375,16,1,1,3,16,16,0.000402,1049,4994,3998,19,19
1376,16,1,1,3,32,2,0.000474,1275,6715,1943,16,16
1377,16,1,1,3,32,4,0.000407,2029,10525,5494,17,17
1378,16,1,1,3,32,8,0.000539,2072,9913,7576,16,16
1379,16,1,1,3,32,16,0.000421,1558,7578,4037,19,19
1380,16,1,1,4,2,2,0.000456,447,2051,1412,17,17
1381,16,1,1,4,2,4,0.000326,765,2802,2980,26,26
1382,16,1,1,4,2,8,0.000331,775,2986,3106,26,26
1383,16,1,1,4,2,16,0.000320,795,2913,3263,28,28
1384,16,1,1,4,4,2,0.000416,438,2323,1427,17,17
1385,16,1,1,4,4,4,0.000471,760,3055,2907,26,26
1386,16,1,1,4,4,8,0.000491,791,3313,3313,26,26
1387,16,1,1,4,4,16,0.000447,776,3218,3170,28,28
1388,16,1,1,4,8,2,0.000480,555,3078,1440,17,17
1389,16,1,1,4,8,4,0.000457,879,3760,2920,26,26
1390,16,1,1,4,8,8,0.000474,913,4036,3326,26,26
1391,16,1,1,4,8,16,0.000477,893,3899,3183,28,28
1392,16,1,1,4,16,2,0.000428,765,4424,1456,17,17
1393,16,1,1,4,16,4,0.000479,1108,5114,2936,26,26
1394,16,1,1,4,16,8,0.000475,1123,5387,3342,26,26
1395,16,1,1,4,16,16,0.000442,1074,5246,3199,28,28
1397,16,1,1,4,32,4,0.000505,1776,8433,2994,26,26
1398,16,1,1,4,32,8,0.000487,1768,8710,3404,26,26
1399,16,1,1,4,32,16,0.000446,1723,8568,3253,28,28
1400,16,1,2,1,2,2,0.001082,397,1902,1517,11,11
1401,16,1,2,1,2,4,0.001201,1518,6984,8564,11,11
1402,16,1,2,1,2,8,0.001045,1507,6982,8565,11,11
1403,16,1,2,1,2,16,0.001279,1749,7968,10633,11,11
1404,16,1,2,1,4,2,0.001121,387,2018,1504,11,11
1405,16,1,2,1,4,4,0.001309,1751,8117,10604,11,11
1406,16,1,2,1,4,8,0.001217,1690,8146,10604,11,11
1407,16,1,2,1,4,16,0.001184,1739,8083,10620,11,11
1408,16,1,2,1,8,2,0.001089,467,2450,1514,11,11
1409,16,1,2,1,8,4,0.001198,1806,8498,10614,11,11
1410,16,1,2,1,8,8,0.001140,1749,8542,10614,11,11
1411,16,1,2,1,8,16,0.001202,1810,8468,10630,11,11
1412,16,1,2,1,16,2,0.001013,555,3228,1527,11,11
1413,16,1,2,1,16,4,0.001363,1848,9280,10627,11,11
1414,16,1,2,1,16,8,0.001223,1965,9324,10627,11,11
1415,16,1,2,1,16,16,0.001152,1892,9254,10643,11,11
1416,16,1,2,1,32,2,0.001016,938,5080,1564,11,11
1417,16,1,2,1,32,4,0.001427,2249,11207,10673,11,11
1418,16,1,2,1,32,8,0.001438,2258,11257,10664,11,11
1419,16,1,2,1,32,16,0.001356,2307,11178,10680,11,11
1420,16,1,2,2,2,2,0.000957,548,2609,1903,19,19
1421,16,1,2,2,2,4,0.001107,1970,8713,11536,17,17
1422,16,1,2,2,2,8,0.000804,1595,7658,9049,17,17
1423,16,1,2,2,2,16,0.001029,1785,8229,9275,22,22
1424,16,1,2,2,4,2,0.000950,550,2812,1892,19,19
1425,16,1,2,2,4,4,0.001135,1966,8785,11533,17,17
1426,16,1,2,2,4,8,0.001168,1867,8733,11001,17,17
1427,16,1,2,2,4,16,0.001121,2263,10586,11242,22,22
1428,16,1,2,2,8,2,0.000976,693,3590,1904,19,19
1429,16,1,2,2,8,4,0.001168,1996,9460,11544,17,17
1430,16,1,2,2,8,8,0.001059,1961,9399,11012,17,17
1431,16,1,2,2,8,16,0.001281,2308,11323,11250,22,22
1432,16,1,2,2,16,2,0.000902,866,4941,1919,19,19
1433,16,1,2,2,16,4,0.001429,2392,11506,11570,17,17
1434,16,1,2,2,16,8,0.001505,2273,10876,11019,17,17
1435,16,1,2,2,16,16,0.001294,2518,12766,11257,22,22
1436,16,1,2,2,32,2,0.000968,1491,8150,1983,19,19
1437,16,1,2,2,32,4,0.001113,2941,14182,11625,17,17
1438,16,1,2,2,32,8,0.001431,2934,13937,11083,17,17
1439,16,1,2,2,32,16,0.001253,3144,15933,11301,22,22
1440,16,1,2,3,2,2,0.001012,800,3753,2632,25,25
1441,16,1,2,3,2,4,0.001634,3455,15899,16211,28,28
1442,16,1,2,3,2,8,0.001719,3179,14284,16001,25,25
1443,16,1,2,3,2,16,0.001041,2054,9340,10797,28,28
1444,16,1,2,3,4,2,0.000972,804,3763,2411,25,25
1445,16,1,2,3,4,4,0.001359,2872,14153,16223,28,28
1446,16,1,2,3,4,8,0.001646,3157,13758,15972,25,25
1447,16,1,2,3,4,16,0.000863,1926,9144,10526,28,28
1448,16,1,2,3,8,2,0.000978,935,4743,2422,25,25
1449,16,1,2,3,8,4,0.001388,3356,16730,16248,28,28
1450,16,1,2,3,8,8,0.001754,3118,14592,15980,25,25
1451,16,1,2,3,8,16,0.001048,2083,10086,10541,28,28
1452,16,1,2,3,16,2,0.000959,1243,6662,2433,25,25
1453,16,1,2,3,16,4,0.001694,3681,18298,16249,28,28
1454,16,1,2,3,16,8,0.001787,3912,18764,16026,25,25
1455,16,1,2,3,16,16,0.001013,2455,12139,10559,28,28
1456,16,1,2,3,32,2,0.000933,2100,11441,2509,25,25
1457,16,1,2,3,32,4,0.001490,4460,22568,16323,28,28
1458,16,1,2,3,32,8,0.001800,4920,23493,16081,25,25
1459,16,1,2,3,32,16,0.001184,3496,17049,10642,28,28
1460,16,1,2,4,2,2,0.000955,773,3530,2199,31,31
1461,16,1,2,4,2,4,0.001400,2478,11487,11934,40,40
1462,16,1,2,4,2,8,0.001263,2338,10733,12199,40,40
1463,16,1,2,4,2,16,0.000881,2189,9767,10965,40,40
1464,16,1,2,4,4,2,0.000935,788,3945,2204,31,31
1465,16,1,2,4,4,4,0.001050,2473,11654,11942,40,40
1466,16,1,2,4,4,8,0.001226,2346,11410,12197,40,40
1467,16,1,2,4,4,16,0.001093,2348,10791,11932,40,40
1468,16,1,2,4,8,2,0.000944,965,5265,2229,31,31
1469,16,1,2,4,8,4,0.001260,2791,13425,11968,40,40
1470,16,1,2,4,8,8,0.001195,2542,12665,12222,40,40
1471,16,1,2,4,8,16,0.001435,2404,12031,11963,40,40
1472,16,1,2,4,16,2,0.000952,1360,7723,2257,31,31
1473,16,1,2,4,16,4,0.001544,3242,15896,12016,40,40
1474,16,1,2,4,16,8,0.001281,2974,15235,12253,40,40
1475,16,1,2,4,16,16,0.001067,2950,15004,11988,40,40
1476,16,1,2,4,32,2,0.001036,2474,13939,2370,31,31
1477,16,1,2,4,32,4,0.001374,4432,22690,12114,40,40
1478,16,1,2,4,32,8,0.001534,4520,21916,12369,40,40
1479,16,1,2,4,32,16,0.001411,4358,21363,12082,40,40
1480,16,1,3,1,2,2,0.001605,545,2478,1919,16,16
1481,16,1,3,1,2,4,0.001910,2512,11379,14116,16,16
1482,16,1,3,1,2,8,0.001915,2687,11714,14143,16,16
1483,16,1,3,1,2,16,0.002021,2531,11330,14140,16,16
1484,16,1,3,1,4,2,0.001594,527,2617,1886,16,16
1485,16,1,3,1,4,4,0.001946,2543,11403,14083,16,16
1486,16,1,3,1,4,8,0.001928,2624,11739,14108,16,16
1487,16,1,3,1,4,16,0.002090,2496,11357,14107,16,16
1488,16,1,3,1,8,2,0.001521,590,3141,1899,16,16
1489,16,1,3,1,8,4,0.002156,2690,11929,14096,16,16
1490,16,1,3,1,8,8,0.002252,2714,12269,14123,16,16
1491,16,1,3,1,8,16,0.002331,2543,11880,14120,16,16
1492,16,1,3,1,16,2,0.001634,803,4275,1910,16,16
1493,16,1,3,1,16,4,0.002202,2841,13962,14117,16,16
1494,16,1,3,1,16,8,0.001890,2960,13352,14131,16,16
1495,16,1,3,1,16,16,0.001939,2701,12926,14121,16,16
1496,16,1,3,1,32,2,0.001537,1317,6796,1963,16,16
1497,16,1,3,1,32,4,0.002137,3252,15654,14150,16,16
1498,16,1,3,1,32,8,0.002392,3297,15881,14156,16,16
1499,16,1,3,1,32,16,0.002272,3178,15765,14172,16,16
1500,16,1,3,2,2,2,0.001445,744,3371,2252,25,25
1501,16,1,3,2,2,4,0.002311,2765,12278,15439,28,28
1502,16,1,3,2,2,8,0.002271,2734,12180,14651,28,28
1503,16,1,3,2,2,16,0.001378,2734,12282,11678,28,28
1504,16,1,3,2,4,2,0.001429,749,3661,2222,25,25
1505,16,1,3,2,4,4,0.002228,2801,12610,15419,28,28
1506,16,1,3,2,4,8,0.001877,2708,12408,14630,28,28
1507,16,1,3,2,4,16,0.001842,3089,14319,14653,28,28
1508,16,1,3,2,8,2,0.001430,887,4667,2238,25,25
1509,16,1,3,2,8,4,0.002287,3043,13883,15451,28,28
1510,16,1,3,2,8,8,0.002104,2937,13418,14646,28,28
1511,16,1,3,2,8,16,0.002546,3170,15284,14666,28,28
1512,16,1,3,2,16,2,0.001398,1190,6575,2252,25,25
1513,16,1,3,2,16,4,0.001967,3159,15684,15456,28,28
1514,16,1,3,2,16,8,0.002323,3153,15358,14654,28,28
1515,16,1,3,2,16,16,0.002589,3494,17150,14679,28,28
1516,16,1,3,2,32,2,0.001558,2080,11390,2354,25,25
1517,16,1,3,2,32,4,0.002153,4376,20291,15560,28,28
1518,16,1,3,2,32,8,0.002287,4208,20057,14759,28,28
1519,16,1,3,2,32,16,0.002388,4504,22052,14737,28,28
1520,16,1,3,3,2,2,0.001489,1096,5055,3241,34,34
1521,16,1,3,3,2,4,0.002609,4892,21484,22062,37,37
1522,16,1,3,3,2,8,0.002239,4413,19324,21822,34,34
1523,16,1,3,3,2,16,0.001823,2849,12879,13909,37,37
1524,16,1,3,3,4,2,0.001490,1033,5024,2897,34,34
1525,16,1,3,3,4,4,0.002571,4758,21569,22102,37,37
1526,16,1,3,3,4,8,0.002149,4572,21098,21767,34,34
1527,16,1,3,3,4,16,0.001483,2976,12846,13487,37,37
1528,16,1,3,3,8,2,0.001407,1281,6390,2911,34,34
1529,16,1,3,3,8,4,0.002107,4569,21721,22108,37,37
1530,16,1,3,3,8,8,0.002384,4617,20906,21755,34,34
1531,16,1,3,3,8,16,0.001554,3217,15094,13541,37,37
1532,16,1,3,3,16,2,0.001500,1640,9103,2925,34,34
1533,16,1,3,3,16,4,0.002423,5818,26397,22146,37,37
1534,16,1,3,3,16,8,0.002305,5155,24802,21799,34,34
1535,16,1,3,3,16,16,0.001726,3518,16923,13551,37,37
1536,16,1,3,3,32,2,0.001589,2986,16171,3027,34,34
1537,16,1,3,3,32,4,0.002061,6307,31839,22252,37,37
1538,16,1,3,3,32,8,0.002632,6651,31734,21908,34,34
1539,16,1,3,3,32,16,0.001445,4859,23888,13717,37,37
1540,16,1,3,4,2,2,0.001483,1080,4773,2692,43,43
1541,16,1,3,4,2,4,0.002164,3459,15932,15551,52,52
1542,16,1,3,4,2,8,0.002310,3168,14594,15931,52,52
1543,16,1,3,4,2,16,0.001399,3127,13639,14023,52,52
1544,16,1,3,4,4,2,0.001444,1030,5462,2686,43,43
1545,16,1,3,4,4,4,0.002275,3498,16239,15528,52,52
1546,16,1,3,4,4,8,0.001964,3606,16602,15920,52,52
1547,16,1,3,4,4,16,0.001807,3162,15105,15511,52,52
1548,16,1,3,4,8,2,0.001324,1282,7092,2723,43,43
1549,16,1,3,4,8,4,0.002157,3756,18793,15549,52,52
1550,16,1,3,4,8,8,0.001806,3766,18665,15944,52,52
1551,16,1,3,4,8,16,0.001955,3842,18648,15567,52,52
1552,16,1,3,4,16,2,0.001361,1794,10779,2757,43,43
1553,16,1,3,4,16,4,0.001717,4281,22383,15606,52,52
1554,16,1,3,4,16,8,0.002016,4103,21542,15976,52,52
1555,16,1,3,4,16,16,0.001650,4235,22005,15583,52,52
1556,16,1,3,4,32,2,0.001474,3500,19984,2917,43,43
1557,16,1,3,4,32,4,0.002103,6233,31323,15757,52,52
1558,16,1,3,4,32,8,0.002359,6179,30945,16157,52,52
1559,16,1,3,4,32,16,0.002008,6105,30549,15738,52,52
1560,16,1,4,1,2,2,0.002022,654,2985,2164,19,19
1561,16,1,4,1,2,4,0.002503,3305,15009,17418,19,19
1562,16,1,4,1,2,8,0.002543,3454,15532,17472,19,19
1563,16,1,4,1,2,16,0.002942,3364,14635,17446,19,19
1564,16,1,4,1,4,2,0.002179,657,3128,2112,19,19
1565,16,1,4,1,4,4,0.002655,3263,15079,17385,19,19
1566,16,1,4,1,4,8,0.002905,3461,15418,17421,19,19
1567,16,1,4,1,4,16,0.002725,3207,15023,17418,19,19
1568,16,1,4,1,8,2,0.002145,737,3819,2129,19,19
1569,16,1,4,1,8,4,0.003655,3406,15801,17396,19,19
1570,16,1,4,1,8,8,0.002855,3532,16172,17431,19,19
1571,16,1,4,1,8,16,0.002741,3539,15669,17426,19,19
1572,16,1,4,1,16,2,0.002054,942,5199,2138,19,19
1573,16,1,4,1,16,4,0.003189,3840,18275,17412,19,19
1574,16,1,4,1,16,8,0.003330,3601,17227,17401,19,19
1575,16,1,4,1,16,16,0.003001,3530,17084,17430,19,19
1576,16,1,4,1,32,2,0.002305,1530,8494,2208,19,19
1577,16,1,4,1,32,4,0.003022,4506,22214,17520,19,19
1578,16,1,4,1,32,8,0.002919,4403,21234,17495,19,19
1579,16,1,4,1,32,16,0.003290,4358,20912,17501,19,19
1580,16,1,4,2,2,2,0.001940,925,4149,2596,31,31
1581,16,1,4,2,2,4,0.003447,3817,16199,19141,34,34
1582,16,1,4,2,2,8,0.003058,3616,16333,18087,34,34
1583,16,1,4,2,2,16,0.002450,3197,14419,14067,34,34
1584,16,1,4,2,4,2,0.001957,878,4452,2548,31,31
1585,16,1,4,2,4,4,0.002515,3581,16392,19100,34,34
1586,16,1,4,2,4,8,0.002746,3451,16278,18033,34,34
1587,16,1,4,2,4,16,0.002663,4077,18825,18079,34,34
1588,16,1,4,2,8,2,0.001873,1067,5853,2568,31,31
1589,16,1,4,2,8,4,0.003254,3778,17461,19130,34,34
1590,16,1,4,2,8,8,0.002385,3644,17386,18058,34,34
1591,16,1,4,2,8,16,0.003105,4208,19861,18101,34,34
1592,16,1,4,2,16,2,0.001821,1451,8353,2582,31,31
1593,16,1,4,2,16,4,0.002292,4107,20001,19161,34,34
1594,16,1,4,2,16,8,0.002637,4025,19792,18080,34,34
1595,16,1,4,2,16,16,0.003376,4578,23440,18125,34,34
1596,16,1,4,2,32,2,0.002022,2620,14444,2756,31,31
1597,16,1,4,2,32,4,0.003007,5739,26201,19244,34,34
1598,16,1,4,2,32,8,0.003393,5740,26586,18224,34,34
1599,16,1,4,2,32,16,0.003182,5918,28883,18201,34,34
1600,16,1,4,3,2,2,0.002089,1382,6321,3851,43,43
1601,16,1,4,3,2,4,0.003547,6511,28629,28006,46,46
1602,16,1,4,3,2,8,0.003506,5799,26331,27651,43,43
1603,16,1,4,3,2,16,0.002615,4029,16999,17020,46,46
1604,16,1,4,3,4,2,0.002075,1304,6248,3383,43,43
1605,16,1,4,3,4,4,0.003078,6119,27094,27949,46,46
1606,16,1,4,3,4,8,0.003368,5629,26121,27559,43,43
1607,16,1,4,3,4,16,0.002458,3675,17355,16468,46,46
1608,16,1,4,3,8,2,0.001927,1580,8065,3401,43,43
1609,16,1,4,3,8,4,0.003486,6352,29013,27982,46,46
1610,16,1,4,3,8,8,0.003387,6097,28077,27578,43,43
1611,16,1,4,3,8,16,0.002608,4000,18503,16504,46,46
1612,16,1,4,3,16,2,0.001914,2182,11963,3405,43,43
1613,16,1,4,3,16,4,0.003406,6936,30713,27911,46,46
1614,16,1,4,3,16,8,0.003297,6554,32195,27590,43,43
1615,16,1,4,3,16,16,0.002400,4425,22106,16537,46,46
1616,16,1,4,3,32,2,0.002224,3845,21241,3566,43,43
1617,16,1,4,3,32,4,0.003502,9085,42887,28133,46,46
1618,16,1,4,3,32,8,0.003225,8450,41776,27764,43,43
1619,16,1,4,3,32,16,0.002457,6417,31563,16731,46,46
1620,16,1,4,4,2,2,0.001792,1322,6006,3181,55,55
1621,16,1,4,4,2,4,0.002804,4496,21233,19120,64,64
1622,16,1,4,4,2,8,0.002625,4412,20470,19636,64,64
1623,16,1,4,4,2,16,0.001945,4031,17707,17082,64,64
1624,16,1,4,4,4,2,0.001841,1330,6722,3165,55,55
1625,16,1,4,4,4,4,0.002545,4423,22096,19101,64,64
1626,16,1,4,4,4,8,0.002876,4576,21894,19606,64,64
1627,16,1,4,4,4,16,0.002538,4262,20792,19082,64,64
1628,16,1,4,4,8,2,0.001915,1666,9224,3213,55,55
1629,16,1,4,4,8,4,0.002989,5043,24676,19166,64,64
1630,16,1,4,4,8,8,0.002817,4797,23689,19670,64,64
1631,16,1,4,4,8,16,0.002896,4658,23146,19146,64,64
1632,16,1,4,4,16,2,0.001811,2344,13905,3290,55,55
1633,16,1,4,4,16,4,0.002834,5442,28988,19197,64,64
1634,16,1,4,4,16,8,0.002540,5401,28952,19701,64,64
1635,16,1,4,4,16,16,0.002468,5436,28385,19190,64,64
1636,16,1,4,4,32,2,0.001940,4608,25971,3488,55,55
1637,16,1,4,4,32,4,0.003129,7807,40772,19423,64,64
1638,16,1,4,4,32,8,0.003160,8106,41206,19911,64,64
1639,16,1,4,4,32,16,0.002859,7815,40802,19410,64,64
1640,16,2,1,1,2,2,0.000500,427,2207,1597,11,11
1641,16,2,1,1,2,4,0.000587,1388,6198,8650,11,11
1642,16,2,1,1,2,8,0.000671,1365,6185,8650,11,11
1643,16,2,1,1,2,16,0.000582,1722,7879,10710,11,11
1644,16,2,1,1,4,2,0.000503,453,2332,1763,11,11
1645,16,2,1,1,4,4,0.000669,1689,7970,10860,11,11
1646,16,2,1,1,4,8,0.000860,1822,8205,10878,11,11
1647,16,2,1,1,4,16,0.000607,1769,7938,10876,11,11
1648,16,2,1,1,8,2,0.000661,520,2786,1898,11,11
1649,16,2,1,1,8,4,0.000672,1781,8404,10996,11,11
1650,16,2,1,1,8,8,0.000682,1841,8639,11014,11,11
1651,16,2,1,1,8,16,0.000638,1805,8375,11012,11,11
1652,16,2,1,1,16,2,0.000503,705,3700,2164,11,11
1653,16,2,1,1,16,4,0.000736,1972,9324,11262,11,11
1654,16,2,1,1,16,8,0.000687,2045,9556,11280,11,11
1655,16,2,1,1,16,16,0.000712,1949,9293,11278,11,11
1656,16,2,1,1,32,2,0.000509,1174,5939,2717,11,11
1657,16,2,1,1,32,4,0.000665,2393,11582,11815,11,11
1658,16,2,1,1,32,8,0.000709,2334,11512,11798,11,11
1659,16,2,1,1,32,16,0.000808,2454,11547,11831,11,11
1660,16,2,1,2,2,2,0.000468,617,2841,1983,19,19
1661,16,2,1,2,2,4,0.000565,1983,8865,11599,17,17
1662,16,2,1,2,2,8,0.000373,1697,7658,9134,17,17
1663,16,2,1,2,2,16,0.000416,1755,8230,9353,22,22
1664,16,2,1,2,4,2,0.000473,613,3106,2151,19,19
1665,16,2,1,2,4,4,0.000607,1956,8932,11775,17,17
1666,16,2,1,2,4,8,0.000597,1952,8876,11243,17,17
1667,16,2,1,2,4,16,0.000596,2183,10955,11507,22,22
1668,16,2,1,2,8,2,0.000478,743,3935,2288,19,19
1669,16,2,1,2,8,4,0.000556,2067,9670,11913,17,17
1670,16,2,1,2,8,8,0.000795,2092,9614,11381,17,17
1671,16,2,1,2,8,16,0.000628,2288,11658,11646,22,22
1672,16,2,1,2,16,2,0.000484,969,5376,2556,19,19
1673,16,2,1,2,16,4,0.000497,2286,11103,12195,17,17
1674,16,2,1,2,16,8,0.000517,2179,11027,11663,17,17
1675,16,2,1,2,16,16,0.000838,2544,13203,11920,22,22
1676,16,2,1,2,32,2,0.000451,1681,8976,3135,19,19
1677,16,2,1,2,32,4,0.000548,2958,14782,12773,17,17
1678,16,2,1,2,32,8,0.000729,3069,14842,12244,17,17
1679,16,2,1,2,32,16,0.000728,3304,16831,12472,22,22
1680,16,2,1,3,2,2,0.000506,833,4023,2707,25,25
1681,16,2,1,3,2,4,0.000690,2697,12787,16211,28,28
1682,16,2,1,3,2,8,0.000643,2975,13710,16053,25,25
1683,16,2,1,3,2,16,0.000531,2039,9083,10872,28,28
1684,16,2,1,3,4,2,0.000498,844,3998,2665,25,25
1685,16,2,1,3,4,4,0.000702,3244,15530,16469,28,28
1686,16,2,1,3,4,8,0.000817,2963,13568,16205,25,25
1687,16,2,1,3,4,16,0.000427,1945,8909,10779,28,28
1688,16,2,1,3,8,2,0.000479,984,5045,2802,25,25
1689,16,2,1,3,8,4,0.000772,3275,16190,16618,28,28
1690,16,2,1,3,8,8,0.000673,3154,14590,16335,25,25
1691,16,2,1,3,8,16,0.000498,2097,10010,10934,28,28
1692,16,2,1,3,16,2,0.000457,1353,7236,3070,25,25
1693,16,2,1,3,16,4,0.000763,3636,17972,16851,28,28
1694,16,2,1,3,16,8,0.000649,3414,16562,16606,25,25
1695,16,2,1,3,16,16,0.000484,2465,12058,11203,28,28
1696,16,2,1,3,32,2,0.000487,2415,12292,3659,25,25
1697,16,2,1,3,32,4,0.000812,4823,23919,17511,28,28
1698,16,2,1,3,32,8,0.000685,4839,23807,17223,25,25
1699,16,2,1,3,32,16,0.000675,3586,17222,11787,28,28
1700,16,2,1,4,2,2,0.000448,846,3770,2283,31,31
1701,16,2,1,4,2,4,0.000609,2656,11601,12015,40,40
1702,16,2,1,4,2,8,0.000590,2324,10853,12280,40,40
1703,16,2,1,4,2,16,0.000423,2227,9936,11056,40,40
1704,16,2,1,4,4,2,0.000446,838,4250,2467,31,31
1705,16,2,1,4,4,4,0.000729,2433,11607,12194,40,40
1706,16,2,1,4,4,8,0.000616,2272,11117,12444,40,40
1707,16,2,1,4,4,16,0.000734,2333,11338,12200,40,40
1708,16,2,1,4,8,2,0.000427,1023,5632,2616,31,31
1709,16,2,1,4,8,4,0.000507,2627,12937,12351,40,40
1710,16,2,1,4,8,8,0.000618,2521,12248,12585,40,40
1711,16,2,1,4,8,16,0.000586,2528,12446,12356,40,40
1712,16,2,1,4,16,2,0.000440,1448,8300,2896,31,31
1713,16,2,1,4,16,4,0.000584,3231,15756,12632,40,40
1714,16,2,1,4,16,8,0.000527,2969,15008,12871,40,40
1715,16,2,1,4,16,16,0.000498,2925,15207,12629,40,40
1716,16,2,1,4,32,2,0.000458,2705,14798,3522,31,31
1717,16,2,1,4,32,4,0.000654,4432,22675,13271,40,40
1718,16,2,1,4,32,8,0.000512,4418,22651,13521,40,40
1719,16,2,1,4,32,16,0.000515,4175,21898,13245,40,40
1720,16,2,2,1,2,2,0.001092,690,3264,2305,19,19
1721,16,2,2,1,2,4,0.001698,3716,16694,19636,19,19
1722,16,2,2,1,2,8,0.001792,3847,16855,19650,19,19
1723,16,2,2,1,2,16,0.001260,3577,16139,19661,19,19
1724,16,2,2,1,4,2,0.001013,706,3404,2433,19,19
1725,16,2,2,1,4,4,0.001285,3502,16542,19766,19,19
1726,16,2,2,1,4,8,0.001772,3582,16602,19755,19,19
1727,16,2,2,1,4,16,0.001481,3645,16375,19778,19,19
1728,16,2,2,1,8,2,0.001056,834,4112,2576,19,19
1729,16,2,2,1,8,4,0.001388,3936,18556,19957,19,19
1730,16,2,2,1,8,8,0.001359,3795,17425,19925,19,19
1731,16,2,2,1,8,16,0.001316,3661,17122,19957,19,19
1732,16,2,2,1,16,2,0.001096,1022,5596,2854,19,19
